cell_id,crs,x_scale,x_shear,x_trans,y_shear,y_scale,y_trans,width,height,file
31320,EPSG:5070,10.0,0.0,464760.0,0.0,-10.0,2596620.0,337,337,rf_class_reviewer_bekka_grid_31320_sample_27_sensor_Sentinel-2_target_2019_opt_2018_2020.tif
32460,EPSG:5070,10.0,0.0,478200.0,0.0,-10.0,2468940.0,337,337,rf_class_reviewer_bekka_grid_32460_sample_357_sensor_Sentinel-2_target_2019_opt_2018_2020.tif
32631,EPSG:5070,10.0,0.0,488280.0,0.0,-10.0,2663830.0,337,337,rf_class_reviewer_bekka_grid_32631_sample_104_sensor_Sentinel-2_target_2021_opt_2020_2022.tif
32780,EPSG:5070,10.0,0.0,484920.0,0.0,-10.0,2563030.0,337,337,rf_class_reviewer_bekka_grid_32780_sample_344_sensor_Sentinel-2_target_2021_opt_2020_2022.tif
34023,EPSG:5070,10.0,0.0,508440.0,0.0,-10.0,2653740.0,337,337,rf_class_reviewer_bekka_grid_34023_sample_192_sensor_Sentinel-2_target_2019_opt_2018_2020.tif
34240,EPSG:5070,10.0,0.0,505080.0,0.0,-10.0,2509270.0,337,337,rf_class_reviewer_bekka_grid_34240_sample_389_sensor_Sentinel-2_target_2021_opt_2020_2022.tif
35012,EPSG:5070,10.0,0.0,518520.0,0.0,-10.0,2673910.0,337,337,rf_class_reviewer_ash_grid_35012_sample_132_sensor_Sentinel-2_target_2019_opt_2018_2020.tif
35493,EPSG:5070,10.0,0.0,528600.0,0.0,-10.0,2788150.0,337,337,rf_class_reviewer_bekka_grid_35493_sample_434_sensor_Sentinel-2_target_2021_opt_2020_2022.tif
36361,EPSG:5070,10.0,0.0,535320.0,0.0,-10.0,2462230.0,337,337,rf_class_reviewer_bekka_grid_36361_sample_327_sensor_Sentinel-2_target_2019_opt_2018_2020.tif
36882,EPSG:5070,10.0,0.0,538680.0,0.0,-10.0,2465580.0,337,336,rf_class_reviewer_bekka_grid_36882_sample_267_sensor_Sentinel-2_target_2019_opt_2018_2020.tif
37243,EPSG:5070,10.0,0.0,548760.0,0.0,-10.0,2593260.0,337,337,rf_class_reviewer_bekka_grid_37243_sample_552_sensor_Sentinel-2_target_2019_opt_2018_2020.tif
39193,EPSG:5070,10.0,0.0,568920.0,0.0,-10.0,2411820.0,337,337,rf_class_reviewer_bekka_grid_39193_sample_102_sensor_Sentinel-2_target_2019_opt_2018_2020.tif
39322,EPSG:5070,10.0,0.0,572280.0,0.0,-10.0,2694070.0,337,337,rf_class_reviewer_ash_grid_39322_sample_44_sensor_Sentinel-2_target_2021_opt_2020_2022.tif
39563,EPSG:5070,10.0,0.0,575640.0,0.0,-10.0,2532780.0,337,337,rf_class_reviewer_ash_grid_39563_sample_164_sensor_Sentinel-2_target_2021_opt_2020_2022.tif
40091,EPSG:5070,10.0,0.0,582360.0,0.0,-10.0,2549590.0,337,337,rf_class_reviewer_ash_grid_40091_sample_14_sensor_Sentinel-2_target_2021_opt_2020_2022.tif
40890,EPSG:5070,10.0,0.0,585720.0,0.0,-10.0,2374870.0,337,337,rf_class_reviewer_bekka_grid_40890_sample_297_sensor_Sentinel-2_target_2019_opt_2018_2020.tif
41261,EPSG:5070,10.0,0.0,595800.0,0.0,-10.0,2482380.0,337,337,rf_class_reviewer_bekka_grid_41261_sample_404_sensor_Sentinel-2_target_2021_opt_2020_2022.tif
42180,EPSG:5070,10.0,0.0,605880.0,0.0,-10.0,2569750.0,337,337,rf_class_reviewer_ash_grid_42180_sample_252_sensor_Sentinel-2_target_2019_opt_2018_2020.tif
42291,EPSG:5070,10.0,0.0,609240.0,0.0,-10.0,2495830.0,337,337,rf_class_reviewer_peter_grid_42291_sample_134_sensor_Sentinel-2_target_2021_opt_2020_2022.tif
43442,EPSG:5070,10.0,0.0,619320.0,0.0,-10.0,2398390.0,337,337,rf_class_reviewer_bekka_grid_43442_sample_12_sensor_Sentinel-2_target_2019_opt_2018_2020.tif
43520,EPSG:5070,10.0,0.0,626040.0,0.0,-10.0,2677270.0,337,337,rf_class_reviewer_bekka_grid_43520_sample_42_sensor_Sentinel-2_target_2019_opt_2018_2020.tif
44751,EPSG:5070,10.0,0.0,642840.0,0.0,-10.0,2482380.0,337,337,rf_class_reviewer_bekka_grid_44751_sample_462_sensor_Sentinel-2_target_2019_opt_2018_2020.tif
44811,EPSG:5070,10.0,0.0,642840.0,0.0,-10.0,2428630.0,337,338,rf_class_reviewer_bekka_grid_44811_sample_207_sensor_Sentinel-2_target_2019_opt_2018_2020.tif
45391,EPSG:5070,10.0,0.0,656280.0,0.0,-10.0,2610070.0,337,337,rf_class_reviewer_bekka_grid_45391_sample_29_sensor_Sentinel-2_target_2021_opt_2020_2022.tif
45833,EPSG:5070,10.0,0.0,663000.0,0.0,-10.0,2586540.0,337,337,rf_class_reviewer_ash_grid_45833_sample_222_sensor_Sentinel-2_target_2019_opt_2018_2020.tif
46291,EPSG:5070,10.0,0.0,669720.0,0.0,-10.0,2536140.0,337,337,rf_class_reviewer_bekka_grid_46291_sample_179_sensor_Sentinel-2_target_2021_opt_2020_2022.tif
46571,EPSG:5070,10.0,0.0,676440.0,0.0,-10.0,2589900.0,337,337,rf_class_reviewer_bekka_grid_46571_sample_284_sensor_Sentinel-2_target_2021_opt_2020_2022.tif
47523,EPSG:5070,10.0,0.0,696600.0,0.0,-10.0,2492470.0,337,337,rf_class_reviewer_ash_grid_47523_sample_87_sensor_Sentinel-2_target_2019_opt_2018_2020.tif
47893,EPSG:5070,10.0,0.0,710040.0,0.0,-10.0,2526060.0,337,337,rf_class_reviewer_bekka_grid_47893_sample_57_sensor_Sentinel-2_target_2019_opt_2018_2020.tif
47961,EPSG:5070,10.0,0.0,716760.0,0.0,-10.0,2636950.0,337,337,rf_class_reviewer_bekka_grid_47961_sample_402_sensor_Sentinel-2_target_2019_opt_2018_2020.tif
48221,EPSG:5070,10.0,0.0,723480.0,0.0,-10.0,2576470.0,337,337,rf_class_reviewer_bekka_grid_48221_sample_147_sensor_Sentinel-2_target_2019_opt_2018_2020.tif
48422,EPSG:5070,10.0,0.0,726840.0,0.0,-10.0,2559670.0,337,337,rf_class_reviewer_bekka_grid_48422_sample_314_sensor_Sentinel-2_target_2021_opt_2020_2022.tif
48671,EPSG:5070,10.0,0.0,743640.0,0.0,-10.0,2630230.0,337,337,rf_class_reviewer_bekka_grid_48671_sample_507_sensor_Sentinel-2_target_2019_opt_2018_2020.tif
48680,EPSG:5070,10.0,0.0,740280.0,0.0,-10.0,2623510.0,337,337,rf_class_reviewer_bekka_grid_48680_sample_479_sensor_Sentinel-2_target_2021_opt_2020_2022.tif
48740,EPSG:5070,10.0,0.0,740280.0,0.0,-10.0,2583180.0,337,337,rf_class_reviewer_bekka_grid_48740_sample_74_sensor_Sentinel-2_target_2021_opt_2020_2022.tif
48800,EPSG:5070,10.0,0.0,747000.0,0.0,-10.0,2650380.0,337,337,rf_class_reviewer_bekka_grid_48800_sample_162_sensor_Sentinel-2_target_2019_opt_2018_2020.tif
49610,EPSG:5070,10.0,0.0,773880.0,0.0,-10.0,2630230.0,337,337,rf_class_reviewer_bekka_grid_49610_sample_417_sensor_Sentinel-2_target_2019_opt_2018_2020.tif
50520,EPSG:5070,10.0,0.0,794040.0,0.0,-10.0,2677270.0,337,337,rf_class_reviewer_bekka_grid_50520_sample_177_sensor_Sentinel-2_target_2019_opt_2018_2020.tif
50721,EPSG:5070,10.0,0.0,797400.0,0.0,-10.0,2475660.0,337,337,rf_class_reviewer_bekka_grid_50721_sample_299_sensor_Sentinel-2_target_2021_opt_2020_2022.tif
50981,EPSG:5070,10.0,0.0,804120.0,0.0,-10.0,2616790.0,337,337,rf_class_reviewer_bekka_grid_50981_sample_539_sensor_Sentinel-2_target_2021_opt_2020_2022.tif
51040,EPSG:5070,10.0,0.0,800760.0,0.0,-10.0,2495830.0,337,337,rf_class_reviewer_bekka_grid_51040_sample_119_sensor_Sentinel-2_target_2021_opt_2020_2022.tif
51183,EPSG:5070,10.0,0.0,804120.0,0.0,-10.0,2398390.0,337,337,rf_class_reviewer_peter_grid_51183_sample_224_sensor_Sentinel-2_target_2021_opt_2020_2022.tif
51391,EPSG:5070,10.0,0.0,810840.0,0.0,-10.0,2556310.0,337,337,rf_class_reviewer_bekka_grid_51391_sample_509_sensor_Sentinel-2_target_2021_opt_2020_2022.tif
52172,EPSG:5070,10.0,0.0,820920.0,0.0,-10.0,2472300.0,337,337,rf_class_reviewer_bekka_grid_52172_sample_524_sensor_Sentinel-2_target_2021_opt_2020_2022.tif
53151,EPSG:5070,10.0,0.0,844440.0,0.0,-10.0,2643660.0,337,337,rf_class_reviewer_bekka_grid_53151_sample_254_sensor_Sentinel-2_target_2021_opt_2020_2022.tif
