source,cell_id,bracket,macro_f1,n_classes_included,in_common_set,f1_stable,f1_harvest,f1_development,f1_insectdisease,f1_beaver
v3,10200,2017_2019,0.36223,2,True,0.72009,,,,0.00437
v4,10200,2017_2019,0.19983,5,True,0.98102,0.0,0.0,0.0,0.01813
v5,10200,2017_2019,0.40516,2,True,0.80501,,,,0.00532
v6,10200,2017_2019,0.18191,5,True,0.90148,0.0,0.0,0.0,0.00807
spec_all,10200,2017_2019,0.1673,5,True,0.81479,0.0,0.0,0.0,0.02169
v2,10333,2017_2019,0.18154,5,True,0.87355,0.03044,0.0,0.0037,0.0
v3,10333,2017_2019,0.21127,4,True,0.84097,0.0,,0.00411,0.0
v4,10333,2017_2019,0.23206,5,True,0.9365,0.21586,0.0,0.00792,0.0
v5,10333,2017_2019,0.17775,5,True,0.88623,0.0,0.0,0.00252,0.0
v6,10333,2017_2019,0.18429,5,True,0.82603,0.03799,0.0,0.05743,0.0
spec_all,10333,2017_2019,0.17327,5,True,0.81586,0.01321,0.0,0.03727,0.0
v2,10542,2017_2019,0.19929,5,True,0.99646,0.0,0.0,0.0,0.0
v3,10542,2017_2019,0.19716,5,True,0.9858,0.0,0.0,0.0,0.0
v4,10542,2017_2019,0.18677,5,True,0.92637,0.00747,0.0,0.0,0.0
v5,10542,2017_2019,0.19659,5,True,0.98296,0.0,0.0,0.0,0.0
v6,10542,2017_2019,0.13631,5,True,0.6799,0.00167,0.0,0.0,0.0
spec_all,10542,2017_2019,0.1955,5,True,0.9775,0.0,0.0,0.0,0.0
v2,10662,2017_2019,0.51245,3,True,0.99659,0.0,0.54077,,
v3,10662,2017_2019,0.21565,5,True,0.98552,0.0,0.09275,0.0,0.0
v4,10662,2017_2019,0.25593,5,True,0.87635,0.0,0.40331,0.0,0.0
v5,10662,2017_2019,0.2582,4,True,0.95877,0.0,0.07403,,0.0
v6,10662,2017_2019,0.16414,5,True,0.74303,0.0,0.07768,0.0,0.0
spec_all,10662,2017_2019,0.16465,5,True,0.79037,0.0,0.03289,0.0,0.0
v2,10960,2017_2019,0.24494,4,True,0.97319,0.00657,0.0,,0.0
v3,10960,2017_2019,0.20965,4,True,0.83859,0.0,0.0,,0.0
v4,10960,2017_2019,0.21207,5,True,0.90135,0.15901,0.0,0.0,0.0
v5,10960,2017_2019,0.23395,4,True,0.93578,0.0,0.0,,0.0
v6,10960,2017_2019,0.16631,5,True,0.80839,0.02316,0.0,0.0,0.0
spec_all,10960,2017_2019,0.20882,5,True,0.88989,0.1542,0.0,0.0,0.0
v2,11000,2017_2019,0.21895,3,True,0.65686,,,0.0,0.0
v3,11000,2017_2019,0.25275,3,True,0.75824,,,0.0,0.0
v4,11000,2017_2019,0.2769,3,True,0.82991,,,0.00079,0.0
v5,11000,2017_2019,0.24248,3,True,0.72743,,,0.0,0.0
v6,11000,2017_2019,0.15709,5,True,0.78418,0.0,0.0,0.00126,0.0
spec_all,11000,2017_2019,0.10151,5,True,0.50374,0.0,0.0,0.00382,0.0
v2,11160,2017_2019,0.24981,4,True,0.99922,,0.0,0.0,0.0
v3,11160,2017_2019,0.24815,4,True,0.99262,,0.0,0.0,0.0
v4,11160,2017_2019,0.2504,4,True,0.96409,,0.0,0.0,0.03752
v5,11160,2017_2019,0.24837,4,True,0.99211,,0.00136,0.0,0.0
v6,11160,2017_2019,0.13635,5,True,0.67963,0.0,0.00055,0.0,0.00157
spec_all,11160,2017_2019,0.18623,5,True,0.9098,0.0,0.0,0.0,0.02133
v2,11442,2021_2023,0.35262,3,True,0.99037,0.0,0.06748,,
v3,11442,2021_2023,0.32476,3,True,0.97429,0.0,0.0,,
v4,11442,2021_2023,0.22417,5,True,0.96356,0.00372,0.15359,0.0,0.0
v5,11442,2021_2023,0.32868,3,True,0.98604,0.0,0.0,,
v6,11442,2021_2023,0.17386,5,True,0.74713,0.0,0.12217,0.0,0.0
spec_all,11442,2021_2023,0.217,4,True,0.834,0.0,0.03399,0.0,
v2,11510,2017_2019,0.49742,2,True,0.99484,,,,0.0
v3,11510,2017_2019,0.31348,3,True,0.94044,0.0,,,0.0
v4,11510,2017_2019,0.1997,5,True,0.99852,0.0,0.0,0.0,0.0
v5,11510,2017_2019,0.23689,4,True,0.94755,0.0,0.0,,0.0
v6,11510,2017_2019,0.19358,5,True,0.96792,0.0,0.0,0.0,0.0
spec_all,11510,2017_2019,0.20727,4,True,0.82909,,0.0,0.0,0.0
v2,11521,2017_2019,0.34549,3,True,0.97372,0.0,,,0.06274
v3,11521,2017_2019,0.29165,3,True,0.86102,0.0,,,0.01392
v4,11521,2017_2019,0.24038,5,True,0.99288,0.0,0.0,0.0,0.20902
v5,11521,2017_2019,0.28253,3,True,0.83581,0.0,,,0.0118
v6,11521,2017_2019,0.19928,5,True,0.96675,0.0,0.0,0.0,0.02967
spec_all,11521,2017_2019,0.1996,5,True,0.87518,0.0,0.0,0.0,0.12282
v2,11702,2017_2019,0.23675,4,True,0.94699,,0.0,0.0,0.0
v3,11702,2017_2019,0.29706,3,True,0.89118,,0.0,,0.0
v4,11702,2017_2019,0.19248,5,True,0.96242,0.0,0.0,0.0,0.0
v5,11702,2017_2019,0.31574,3,True,0.94723,,0.0,,0.0
v6,11702,2017_2019,0.16703,5,True,0.83389,0.0,0.00124,0.0,0.0
spec_all,11702,2017_2019,0.17867,5,True,0.88659,0.0,0.00673,0.0,0.0
v2,11950,2017_2019,0.20001,5,True,0.99373,0.0,0.0,0.00634,0.0
v3,11950,2017_2019,0.19912,5,True,0.99378,0.0,0.0,0.00181,0.0
v4,11950,2017_2019,0.19012,5,True,0.91627,0.03248,0.0,0.00186,0.0
v5,11950,2017_2019,0.24904,4,True,0.9911,0.0,0.0,0.00507,
v6,11950,2017_2019,0.12868,5,True,0.62287,0.00222,0.0,0.01829,0.0
spec_all,11950,2017_2019,0.20146,5,True,0.95836,0.00048,0.0,0.04845,0.0
v2,11992,2019_2021,0.1915,5,True,0.95606,0.0,0.00143,0.0,0.0
v3,11992,2019_2021,0.2441,4,True,0.97641,0.0,0.0,0.0,
v4,11992,2019_2021,0.21921,4,True,0.87369,0.0,0.00316,,0.0
v5,11992,2019_2021,0.19272,5,True,0.96284,0.0,0.00078,0.0,0.0
v6,11992,2019_2021,0.10588,5,True,0.52555,0.0,0.00384,0.0,0.0
spec_all,11992,2019_2021,0.18452,5,True,0.9148,0.0,0.00781,0.0,0.0
v2,12123,2017_2019,0.33145,3,True,0.99435,0.0,0.0,,
v3,12123,2017_2019,0.32969,3,True,0.98908,0.0,0.0,,
v4,12123,2017_2019,0.18796,5,True,0.93982,0.0,0.0,0.0,0.0
v5,12123,2017_2019,0.24311,4,True,0.97245,0.0,0.0,0.0,
v6,12123,2017_2019,0.15369,5,True,0.76024,0.0,0.00821,0.0,0.0
spec_all,12123,2017_2019,0.15201,5,True,0.75553,0.0,0.0045,0.0,0.0
v2,12522,2017_2019,0.23566,4,True,0.94263,,0.0,0.0,0.0
v3,12522,2017_2019,0.3091,3,True,0.92729,,,0.0,0.0
v4,12522,2017_2019,0.194,5,True,0.97001,0.0,0.0,0.0,0.0
v5,12522,2017_2019,0.23483,4,True,0.93931,,0.0,0.0,0.0
v6,12522,2017_2019,0.15456,5,True,0.77281,0.0,0.0,0.0,0.0
spec_all,12522,2017_2019,0.18332,5,True,0.9166,0.0,0.0,0.0,0.0
v2,12532,2021_2023,0.30739,4,True,0.99624,0.0,0.23333,,0.0
v3,12532,2021_2023,0.24912,4,True,0.99647,0.0,0.0,,0.0
v4,12532,2021_2023,0.23259,5,True,0.91293,0.0,0.25,0.0,0.0
v5,12532,2021_2023,0.24865,4,True,0.9946,0.0,0.0,,0.0
v6,12532,2021_2023,0.12151,5,True,0.59363,0.01258,0.00132,0.0,0.0
spec_all,12532,2021_2023,0.17255,5,True,0.85454,0.00616,0.00207,0.0,0.0
v2,12650,2019_2021,0.3153,4,True,0.95407,0.29992,0.00721,,0.0
v3,12650,2019_2021,0.37949,4,True,0.99427,0.52369,0.0,,0.0
v4,12650,2019_2021,0.28236,4,True,0.69735,0.43023,0.0004,,0.00145
v5,12650,2019_2021,0.24379,4,True,0.9643,0.01084,0.0,,0.0
v6,12650,2019_2021,0.12659,5,True,0.61654,0.01564,0.00062,0.0,0.00013
spec_all,12650,2019_2021,0.24584,5,True,0.91393,0.29007,0.02521,0.0,0.0
v2,12763,2019_2021,0.19124,5,True,0.94414,0.0,0.01204,0.0,0.0
v3,12763,2019_2021,0.19438,5,True,0.95831,0.0,0.01356,0.0,0.0
v4,12763,2019_2021,0.17242,5,True,0.8479,0.0,0.01422,0.0,0.0
v5,12763,2019_2021,0.18724,5,True,0.93136,0.0,0.00486,0.0,0.0
v6,12763,2019_2021,0.11081,5,True,0.5432,0.0,0.01084,0.0,0.0
spec_all,12763,2019_2021,0.18984,5,True,0.90628,0.0,0.04293,0.0,0.0
v2,12990,2017_2019,0.31899,3,True,0.94493,,,0.0,0.01205
v3,12990,2017_2019,0.25765,3,True,0.76704,0.0,,,0.00589
v4,12990,2017_2019,0.24773,5,True,0.99796,0.0,0.0,0.0,0.24069
v5,12990,2017_2019,0.26683,3,True,0.79501,0.0,,,0.00549
v6,12990,2017_2019,0.18703,5,True,0.9275,0.0,0.0,0.0,0.00765
spec_all,12990,2017_2019,0.15198,5,True,0.75333,0.0,0.0,0.0,0.00659
v2,12993,2021_2023,0.49831,2,True,0.99663,,,,0.0
v3,12993,2021_2023,0.29705,3,True,0.88894,0.0,,,0.0022
v4,12993,2021_2023,0.32985,3,True,0.98956,,,0.0,0.0
v5,12993,2021_2023,0.24066,4,True,0.95424,0.0,0.0,,0.00839
v6,12993,2021_2023,0.13373,5,True,0.66495,0.0,0.0,0.0,0.00372
spec_all,12993,2021_2023,0.17878,5,True,0.88232,0.0,0.0,0.0,0.01159
v2,13120,2021_2023,0.49998,2,True,0.99996,,,,0.0
v3,13120,2021_2023,0.49055,2,True,0.9811,,,,0.0
v4,13120,2021_2023,0.47617,2,True,0.95233,,,0.0,
v5,13120,2021_2023,0.49436,2,True,0.98871,,,,0.0
v6,13120,2021_2023,0.0856,5,True,0.42802,0.0,0.0,0.0,0.0
spec_all,13120,2021_2023,0.17242,5,True,0.8621,0.0,0.0,0.0,0.0
v2,13163,2021_2023,0.33272,3,True,0.99817,0.0,,,0.0
v3,13163,2021_2023,0.32504,3,True,0.97512,0.0,,,0.0
v4,13163,2021_2023,0.19194,5,True,0.95968,0.0,0.0,0.0,0.0
v5,13163,2021_2023,0.32726,3,True,0.98179,0.0,,,0.0
v6,13163,2021_2023,0.12534,5,True,0.62037,0.00586,0.0,0.0,0.00049
spec_all,13163,2021_2023,0.18503,5,True,0.90388,0.02046,0.0,0.0,0.00083
v2,13381,2020_2022,0.3315,3,True,0.99449,0.0,0.0,,
v3,13381,2020_2022,0.33173,3,True,0.9952,0.0,0.0,,
v4,13381,2020_2022,0.18525,5,True,0.92624,0.0,0.0,0.0,0.0
v5,13381,2020_2022,0.33031,3,True,0.99092,0.0,0.0,,
v6,13381,2020_2022,0.14269,5,True,0.71343,0.0,0.0,0.0,0.0
spec_all,13381,2020_2022,0.17345,5,True,0.86726,0.0,0.0,0.0,0.0
v2,13541,2019_2021,0.19315,5,True,0.96573,0.0,0.0,0.0,0.0
v3,13541,2019_2021,0.19459,5,True,0.97296,0.0,0.0,0.0,0.0
v4,13541,2019_2021,0.1724,5,True,0.86198,0.0,0.0,0.0,0.0
v5,13541,2019_2021,0.19219,5,True,0.96097,0.0,0.0,0.0,0.0
v6,13541,2019_2021,0.09704,5,True,0.48519,0.0,0.0,0.0,0.0
spec_all,13541,2019_2021,0.18366,5,True,0.91831,0.0,0.0,0.0,0.0
v2,13691,2019_2021,0.15461,5,True,0.76682,0.0,0.0,0.0,0.00624
v3,13691,2019_2021,0.25114,3,True,0.74723,0.0,,,0.00618
v4,13691,2019_2021,0.22908,5,True,0.926,0.0,0.0,0.0,0.21941
v5,13691,2019_2021,0.13913,4,True,0.55223,0.0,,0.0,0.00428
v6,13691,2019_2021,0.14844,5,True,0.73764,0.00058,0.0,0.0,0.00396
spec_all,13691,2019_2021,0.18084,5,True,0.83279,0.07143,0.0,0.0,0.0
v2,13732,2019_2021,0.15555,5,True,0.77777,0.0,0.0,0.0,0.0
v3,13732,2019_2021,0.25098,3,True,0.75294,0.0,,,0.0
v4,13732,2019_2021,0.22597,4,True,0.9039,0.0,0.0,,0.0
v5,13732,2019_2021,0.14591,5,True,0.72953,0.0,0.0,0.0,0.0
v6,13732,2019_2021,0.13701,5,True,0.68506,0.0,0.0,0.0,0.0
spec_all,13732,2019_2021,0.1572,5,True,0.78602,0.0,0.0,0.0,0.0
v2,13843,2019_2021,0.16196,5,True,0.72922,0.0806,0.0,0.0,0.0
v3,13843,2019_2021,0.1912,4,True,0.7591,0.0057,0.0,,0.0
v4,13843,2019_2021,0.15818,4,True,0.62499,0.00709,0.00062,,0.0
v5,13843,2019_2021,0.13773,5,True,0.68438,0.00427,0.0,0.0,0.0
v6,13843,2019_2021,0.12488,5,True,0.61442,0.0082,0.00178,0.0,0.0
spec_all,13843,2019_2021,0.1768,5,True,0.87342,0.00855,0.00202,0.0,0.0
v2,13870,2021_2023,0.24222,4,True,0.9669,0.00199,0.0,,0.0
v3,13870,2021_2023,0.32008,3,True,0.96025,0.0,,,0.0
v4,13870,2021_2023,0.23878,4,True,0.93661,0.01852,0.0,0.0,
v5,13870,2021_2023,0.23836,4,True,0.95345,0.0,0.0,,0.0
v6,13870,2021_2023,0.14901,5,True,0.66195,0.08311,0.0,0.0,0.0
spec_all,13870,2021_2023,0.26768,5,True,0.91185,0.42657,0.0,0.0,0.0
v2,13921,2021_2023,0.33332,3,True,0.99996,,,0.0,0.0
v3,13921,2021_2023,0.24997,4,True,0.99987,,0.0,0.0,0.0
v4,13921,2021_2023,0.21988,4,True,0.87954,0.0,0.0,0.0,
v5,13921,2021_2023,0.24953,4,True,0.99813,0.0,0.0,,0.0
v6,13921,2021_2023,0.12306,5,True,0.61528,0.0,0.0,0.0,0.0
spec_all,13921,2021_2023,0.12199,5,True,0.60995,0.0,0.0,0.0,0.0
v2,14062,2020_2022,0.25819,4,True,0.99759,0.0,0.03516,,0.0
v3,14062,2020_2022,0.24936,4,True,0.99432,0.0,0.00314,,0.0
v4,14062,2020_2022,0.20478,5,True,0.97379,0.0,0.0501,0.0,0.0
v5,14062,2020_2022,0.19692,5,True,0.98405,0.0,0.00057,0.0,0.0
v6,14062,2020_2022,0.17414,5,True,0.8551,0.0,0.01558,0.0,0.0
spec_all,14062,2020_2022,0.18747,5,True,0.92747,0.0,0.0099,0.0,0.0
v2,14441,2021_2023,0.5264,2,True,0.99482,,,,0.05797
v3,14441,2021_2023,0.29679,3,True,0.87737,,0.0,,0.01299
v4,14441,2021_2023,0.2728,4,True,0.97306,,0.0,0.0,0.11816
v5,14441,2021_2023,0.31576,3,True,0.94553,,0.0,,0.00175
v6,14441,2021_2023,0.10749,5,True,0.53383,0.0,0.0,0.0,0.00364
spec_all,14441,2021_2023,0.16725,5,True,0.83625,0.0,0.0,0.0,0.0
v2,14542,2017_2019,0.19411,5,True,0.91859,0.0,0.05195,0.0,0.0
v3,14542,2017_2019,0.17715,5,True,0.88573,0.0,0.0,0.0,0.0
v4,14542,2017_2019,0.20149,5,True,0.96476,0.0,0.04268,0.0,0.0
v5,14542,2017_2019,0.18803,5,True,0.94014,0.0,0.0,0.0,0.0
v6,14542,2017_2019,0.15214,5,True,0.73159,0.02504,0.00405,0.0,0.0
spec_all,14542,2017_2019,0.19457,5,True,0.93308,0.02387,0.01589,0.0,0.0
v2,14620,2019_2021,0.1827,5,True,0.88589,0.0229,0.0,0.00469,0.0
v3,14620,2019_2021,0.24384,4,True,0.96144,0.01391,,0.0,0.0
v4,14620,2019_2021,0.1371,5,True,0.68149,0.004,0.0,0.0,0.0
v5,14620,2019_2021,0.16687,5,True,0.82635,0.00324,0.0,0.00474,0.0
v6,14620,2019_2021,0.11622,5,True,0.57584,0.00422,0.0,0.00105,0.0
spec_all,14620,2019_2021,0.15815,5,True,0.78884,0.0,0.0,0.00192,0.0
v2,14873,2020_2022,0.33443,3,True,0.99482,0.0,0.00846,,
v3,14873,2020_2022,0.33104,3,True,0.99312,0.0,0.0,,
v4,14873,2020_2022,0.18826,5,True,0.91614,0.01473,0.01043,0.0,0.0
v5,14873,2020_2022,0.32946,3,True,0.98623,0.0,0.00214,,
v6,14873,2020_2022,0.15815,5,True,0.78054,0.01019,0.0,0.0,0.0
spec_all,14873,2020_2022,0.19662,5,True,0.9628,0.0203,0.0,0.0,0.0
v2,14931,2019_2021,0.30161,3,True,0.90369,0.0,0.00113,,
v3,14931,2019_2021,0.31247,3,True,0.93589,0.0,0.00153,,
v4,14931,2019_2021,0.15298,5,True,0.75871,0.0,0.00618,0.0,0.0
v5,14931,2019_2021,0.29007,3,True,0.86913,0.0,0.00107,,
v6,14931,2019_2021,0.11709,5,True,0.55676,0.00012,0.02859,0.0,0.0
spec_all,14931,2019_2021,0.17348,5,True,0.86587,0.00094,0.00061,0.0,0.0
v2,15022,2021_2023,0.32879,3,True,0.98637,,,0.0,0.0
v3,15022,2021_2023,0.2167,4,True,0.8668,0.0,,0.0,0.0
v4,15022,2021_2023,0.3471,3,True,0.98915,,,0.05214,0.0
v5,15022,2021_2023,0.23218,4,True,0.92873,0.0,,0.0,0.0
v6,15022,2021_2023,0.13631,5,True,0.67282,0.0,0.0,0.00874,0.0
spec_all,15022,2021_2023,0.19597,4,True,0.78286,,0.0,0.00102,0.0
v2,15172,2019_2021,0.15823,4,True,0.62659,0.0,0.0,,0.00635
v3,15172,2019_2021,0.20693,3,True,0.61498,0.0,,,0.0058
v4,15172,2019_2021,0.15938,5,True,0.69117,0.0,0.0,0.0,0.10573
v5,15172,2019_2021,0.10684,5,True,0.52925,0.0,0.0,0.0,0.00494
v6,15172,2019_2021,0.12639,5,True,0.62618,0.0,0.0,0.0,0.00578
spec_all,15172,2019_2021,0.15024,5,True,0.74964,0.0,0.0,0.0,0.00157
v2,15193,2019_2021,0.26087,4,True,0.65965,0.38384,,0.0,0.0
v3,15193,2019_2021,0.24219,3,True,0.63481,0.09174,,,0.0
v4,15193,2019_2021,0.17841,4,True,0.69519,0.01845,0.0,,0.0
v5,15193,2019_2021,0.13611,4,True,0.54445,0.0,,0.0,0.0
v6,15193,2019_2021,0.1372,5,True,0.68263,0.00338,0.0,0.0,0.0
spec_all,15193,2019_2021,0.20206,5,True,0.93276,0.07753,0.0,0.0,0.0
v2,15713,2021_2023,0.32152,3,False,0.96456,,,0.0,0.0
v3,15713,2021_2023,0.24982,3,False,0.74947,0.0,,,0.0
v4,15713,2021_2023,0.31607,3,False,0.9482,0.0,,0.0,
v5,15713,2021_2023,0.22219,4,False,0.88877,0.0,,0.0,0.0
v6,15713,2021_2023,0.13415,5,False,0.67075,0.0,0.0,0.0,0.0
v2,15751,2017_2019,0.44716,4,True,0.90586,0.83278,,0.0,0.05
v3,15751,2017_2019,0.44811,3,True,0.75097,0.57007,,,0.02331
v4,15751,2017_2019,0.3732,5,True,0.98657,0.81614,0.0,0.0,0.06328
v5,15751,2017_2019,0.2943,3,True,0.82255,0.03407,,,0.02628
v6,15751,2017_2019,0.1863,5,True,0.87592,0.02788,0.0,0.0,0.02772
spec_all,15751,2017_2019,0.22179,5,True,0.897,0.18822,0.0,0.0,0.02371
v2,15851,2021_2023,0.2021,5,True,0.98537,0.00996,0.0,0.0,0.01515
v3,15851,2021_2023,0.23148,4,True,0.91275,0.00461,,0.0,0.00856
v4,15851,2021_2023,0.19854,5,True,0.98277,0.00995,0.0,0.0,0.0
v5,15851,2021_2023,0.1836,5,True,0.91229,0.0,0.0,0.0,0.00573
v6,15851,2021_2023,0.11637,5,True,0.54516,0.03175,0.0,0.00289,0.00207
spec_all,15851,2021_2023,0.17749,5,True,0.87245,0.00349,0.0,0.0,0.01149
v2,16691,2020_2022,0.1833,5,True,0.91467,0.00169,0.0,0.0,0.00013
v3,16691,2020_2022,0.20529,4,True,0.82084,0.0,0.0,,0.00031
v4,16691,2020_2022,0.19966,5,True,0.97514,0.0054,0.0,0.0,0.01778
v5,16691,2020_2022,0.1848,5,True,0.92387,0.0,0.0,0.0,0.00015
v6,16691,2020_2022,0.19,5,True,0.88533,0.06022,0.00141,0.0,0.00305
spec_all,16691,2020_2022,0.22254,5,True,0.94046,0.13896,0.01852,0.0,0.01476
v2,16793,2020_2022,0.24632,4,True,0.98527,0.0,0.0,,0.0
v3,16793,2020_2022,0.32819,3,True,0.98456,0.0,,,0.0
v4,16793,2020_2022,0.23122,5,True,0.98393,0.17219,0.0,0.0,0.0
v5,16793,2020_2022,0.24623,4,True,0.98493,0.0,0.0,,0.0
v6,16793,2020_2022,0.18621,5,True,0.8803,0.05074,0.0,0.0,0.0
spec_all,16793,2020_2022,0.21704,5,True,0.95242,0.13277,0.0,0.0,0.0
v2,16801,2018_2020,0.27481,4,True,0.99922,0.0,0.1,,0.0
v3,16801,2018_2020,0.33307,3,True,0.99922,0.0,0.0,,
v4,16801,2018_2020,0.21068,5,True,0.98863,0.0,0.06475,0.0,0.0
v5,16801,2018_2020,0.24936,4,True,0.99742,0.0,0.0,,0.0
v6,16801,2018_2020,0.17429,5,True,0.86509,0.0,0.00638,0.0,0.0
spec_all,16801,2018_2020,0.19713,5,True,0.98459,0.0,0.00107,0.0,0.0
v2,16920,2020_2022,0.33557,3,True,0.99769,0.0,0.00901,,
v3,16920,2020_2022,0.33262,3,True,0.99787,0.0,0.0,,
v4,16920,2020_2022,0.18419,5,True,0.90956,0.0,0.01138,0.0,0.0
v5,16920,2020_2022,0.32999,3,True,0.98997,0.0,0.0,,
v6,16920,2020_2022,0.14898,5,True,0.74372,0.0,0.0012,0.0,0.0
spec_all,16920,2020_2022,0.19244,5,True,0.96222,0.0,0.0,0.0,0.0
v2,17012,2019_2021,0.33055,3,True,0.99164,0.0,0.0,,
v3,17012,2019_2021,0.3312,3,True,0.9936,0.0,0.0,,
v4,17012,2019_2021,0.19384,5,True,0.9692,0.0,0.0,0.0,0.0
v5,17012,2019_2021,0.33041,3,True,0.99123,0.0,0.0,,
v6,17012,2019_2021,0.14657,5,True,0.73287,0.0,0.0,0.0,0.0
spec_all,17012,2019_2021,0.24731,4,True,0.98923,0.0,0.0,0.0,
v2,17111,2019_2021,0.26582,5,False,0.82034,0.50874,0.0,0.0,0.0
v3,17111,2019_2021,0.28674,3,False,0.73458,0.12565,,,0.0
v4,17111,2019_2021,0.20959,5,False,0.81045,0.2375,0.0,0.0,0.0
v5,17111,2019_2021,0.13183,5,False,0.59769,0.06145,0.0,0.0,0.0
v6,17111,2019_2021,0.13235,5,False,0.64785,0.01392,0.0,0.0,0.0
v2,17331,2020_2022,0.18755,5,True,0.93777,0.0,0.0,0.0,0.0
v3,17331,2020_2022,0.28411,3,True,0.85234,0.0,,,0.0
v4,17331,2020_2022,0.19947,5,True,0.99737,0.0,0.0,0.0,0.0
v5,17331,2020_2022,0.1783,5,True,0.89148,0.0,0.0,0.0,0.0
v6,17331,2020_2022,0.19026,5,True,0.9513,0.0,0.0,0.0,0.0
spec_all,17331,2020_2022,0.17656,5,True,0.88282,0.0,0.0,0.0,0.0
v2,17602,2018_2020,0.33812,3,True,0.99873,0.0,0.01562,,
v3,17602,2018_2020,0.33283,3,True,0.99849,0.0,0.0,,
v4,17602,2018_2020,0.19869,5,True,0.99116,0.0,0.00227,0.0,0.0
v5,17602,2018_2020,0.33266,3,True,0.99797,0.0,0.0,,
v6,17602,2018_2020,0.17098,5,True,0.85179,0.0,0.00311,0.0,0.0
spec_all,17602,2018_2020,0.19971,5,True,0.99488,0.0,0.00368,0.0,0.0
v2,17613,2018_2020,0.33298,3,True,0.99894,0.0,0.0,,
v3,17613,2018_2020,0.33286,3,True,0.99857,0.0,0.0,,
v4,17613,2018_2020,0.19744,5,True,0.98719,0.0,0.0,0.0,0.0
v5,17613,2018_2020,0.33245,3,True,0.99734,0.0,0.0,,
v6,17613,2018_2020,0.14543,5,True,0.72717,0.0,0.0,0.0,0.0
spec_all,17613,2018_2020,0.19702,5,True,0.9851,0.0,0.0,0.0,0.0
v2,17731,2021_2023,0.33167,3,False,0.995,,,0.0,0.0
v3,17731,2021_2023,0.30024,3,False,0.90071,0.0,,,0.0
v4,17731,2021_2023,0.49296,2,False,0.98592,,,0.0,
v5,17731,2021_2023,0.23831,4,False,0.95324,0.0,0.0,,0.0
v6,17731,2021_2023,0.15211,5,False,0.76056,0.0,0.0,0.0,0.0
v2,17863,2021_2023,0.24734,4,False,0.97553,0.01384,,0.0,0.0
v3,17863,2021_2023,0.23063,4,False,0.90869,0.01384,,0.0,0.0
v4,17863,2021_2023,0.22818,4,False,0.91273,0.0,0.0,0.0,
v5,17863,2021_2023,0.24067,4,False,0.93016,0.03254,,0.0,0.0
v6,17863,2021_2023,0.11578,5,False,0.55847,0.02042,0.0,0.0,0.0
v2,17943,2019_2021,1.0,1,True,1.0,,,,
v3,17943,2019_2021,1.0,1,True,1.0,,,,
v4,17943,2019_2021,0.31484,3,True,0.94453,,0.0,,0.0
v5,17943,2019_2021,1.0,1,True,1.0,,,,
v6,17943,2019_2021,0.06862,5,True,0.3431,0.0,0.0,0.0,0.0
spec_all,17943,2019_2021,1.0,1,True,1.0,,,,
v2,18400,2021_2023,0.49879,2,False,0.99758,,,,0.0
v3,18400,2021_2023,0.26104,3,False,0.78311,0.0,,,0.0
v4,18400,2021_2023,0.43857,2,False,0.87714,,,0.0,
v5,18400,2021_2023,0.23587,4,False,0.9435,0.0,0.0,,0.0
v6,18400,2021_2023,0.12347,5,False,0.61736,0.0,0.0,0.0,0.0
v2,18731,2018_2020,0.20932,5,True,0.96784,0.0,0.07874,0.0,0.0
v3,18731,2018_2020,0.19436,5,True,0.97179,0.0,0.0,0.0,0.0
v4,18731,2018_2020,0.20153,5,True,0.98099,0.0,0.02665,0.0,0.0
v5,18731,2018_2020,0.18807,5,True,0.94036,0.0,0.0,0.0,0.0
v6,18731,2018_2020,0.175,5,True,0.86056,0.0,0.00622,0.0082,0.0
spec_all,18731,2018_2020,0.19313,5,True,0.95752,0.0,0.00578,0.00235,0.0
v2,18930,2018_2020,0.33259,3,True,0.99778,0.0,0.0,,
v3,18930,2018_2020,0.3329,3,True,0.99869,0.0,0.0,,
v4,18930,2018_2020,0.19838,5,True,0.99192,0.0,0.0,0.0,0.0
v5,18930,2018_2020,0.33202,3,True,0.99605,0.0,0.0,,
v6,18930,2018_2020,0.15609,5,True,0.78046,0.0,0.0,0.0,0.0
spec_all,18930,2018_2020,0.19216,5,True,0.96082,0.0,0.0,0.0,0.0
v2,19683,2019_2021,0.21694,5,False,0.87071,0.0,0.0,0.21399,0.0
v3,19683,2019_2021,0.19446,4,False,0.77783,0.0,,0.0,0.0
v4,19683,2019_2021,0.16953,5,False,0.76767,0.0,0.0,0.08,0.0
v5,19683,2019_2021,0.14475,5,False,0.72377,0.0,0.0,0.0,0.0
v6,19683,2019_2021,0.11429,5,False,0.56417,0.0,0.0,0.00726,0.0
v2,19711,2021_2023,0.37051,3,False,0.96814,,,0.14338,0.0
v3,19711,2021_2023,0.21842,4,False,0.8737,0.0,,0.0,0.0
v4,19711,2021_2023,0.58883,2,False,0.93365,,,0.24401,
v5,19711,2021_2023,0.18332,5,False,0.91662,0.0,0.0,0.0,0.0
v6,19711,2021_2023,0.11837,5,False,0.57684,0.0,0.0,0.01499,0.0
v2,20941,2017_2019,0.2186,4,True,0.87438,0.0,,0.0,0.0
v3,20941,2017_2019,0.2042,4,True,0.81678,0.0,,0.0,0.0
v4,20941,2017_2019,0.18741,5,True,0.92889,0.00023,0.0,0.00792,0.0
