version,W,ref_code,ref_class,map_code,map_class,count
v5,7,6,Agriculture,1,Harvest,74
v5,7,6,Agriculture,2,Development,1432
v5,7,6,Agriculture,3,Forest,553
v5,7,6,Agriculture,4,Urban,4196
v5,7,6,Agriculture,5,Water,48
v5,7,6,Agriculture,6,Agriculture,46841
v5,7,6,Agriculture,7,Grass/Shrub,2403
v5,7,6,Agriculture,8,Wetland,1513
v5,7,6,Agriculture,9,Beaver,21
v5,7,6,Agriculture,10,Insect/Disease,27
v5,7,7,Grass/Shrub,1,Harvest,277
v5,7,7,Grass/Shrub,2,Development,1180
v5,7,7,Grass/Shrub,3,Forest,2800
v5,7,7,Grass/Shrub,4,Urban,3291
v5,7,7,Grass/Shrub,5,Water,23
v5,7,7,Grass/Shrub,6,Agriculture,5243
v5,7,7,Grass/Shrub,7,Grass/Shrub,8579
v5,7,7,Grass/Shrub,8,Wetland,5598
v5,7,7,Grass/Shrub,9,Beaver,1369
v5,7,7,Grass/Shrub,10,Insect/Disease,231
v5,7,8,Wetland,1,Harvest,132
v5,7,8,Wetland,2,Development,273
v5,7,8,Wetland,3,Forest,3175
v5,7,8,Wetland,4,Urban,696
v5,7,8,Wetland,5,Water,1291
v5,7,8,Wetland,6,Agriculture,646
v5,7,8,Wetland,7,Grass/Shrub,4785
v5,7,8,Wetland,8,Wetland,12276
v5,7,8,Wetland,9,Beaver,7642
v5,7,8,Wetland,10,Insect/Disease,1187
v5,7,9,Beaver,2,Development,2
v5,7,9,Beaver,3,Forest,1
v5,7,9,Beaver,4,Urban,1
v5,7,9,Beaver,6,Agriculture,4
v5,7,9,Beaver,7,Grass/Shrub,23
v5,7,9,Beaver,8,Wetland,29
v5,7,9,Beaver,9,Beaver,41
v5,7,9,Beaver,10,Insect/Disease,4
v5,7,10,Insect/Disease,1,Harvest,102
v5,7,10,Insect/Disease,2,Development,1
v5,7,10,Insect/Disease,3,Forest,103
v5,7,10,Insect/Disease,7,Grass/Shrub,12
v5,7,10,Insect/Disease,8,Wetland,13
v5,7,10,Insect/Disease,9,Beaver,215
v5,7,10,Insect/Disease,10,Insect/Disease,16
v5,9,1,Harvest,1,Harvest,156
v5,9,1,Harvest,2,Development,3
v5,9,1,Harvest,3,Forest,1409
v5,9,1,Harvest,4,Urban,49
v5,9,1,Harvest,6,Agriculture,1
v5,9,1,Harvest,7,Grass/Shrub,97
v5,9,1,Harvest,8,Wetland,72
v5,9,1,Harvest,9,Beaver,247
v5,9,1,Harvest,10,Insect/Disease,86
v5,9,2,Development,1,Harvest,1
v5,9,2,Development,2,Development,5
v5,9,2,Development,3,Forest,11
v5,9,2,Development,4,Urban,36
v5,9,2,Development,6,Agriculture,34
v5,9,2,Development,7,Grass/Shrub,17
v5,9,2,Development,8,Wetland,7
v5,9,3,Forest,1,Harvest,5559
v5,9,3,Forest,2,Development,355
v5,9,3,Forest,3,Forest,70014
v5,9,3,Forest,4,Urban,288
v5,9,3,Forest,5,Water,87
v5,9,3,Forest,6,Agriculture,236
v5,9,3,Forest,7,Grass/Shrub,6696
v5,9,3,Forest,8,Wetland,2245
v5,9,3,Forest,9,Beaver,26566
v5,9,3,Forest,10,Insect/Disease,4249
v5,9,4,Urban,1,Harvest,3
v5,9,4,Urban,2,Development,92
v5,9,4,Urban,3,Forest,61
v5,9,4,Urban,4,Urban,4617
v5,9,4,Urban,5,Water,9
v5,9,4,Urban,6,Agriculture,212
v5,9,4,Urban,7,Grass/Shrub,39
v5,9,4,Urban,8,Wetland,144
v5,9,4,Urban,9,Beaver,8
v5,9,4,Urban,10,Insect/Disease,1
v5,9,5,Water,2,Development,4
v5,9,5,Water,3,Forest,100
v5,9,5,Water,4,Urban,4
v5,9,5,Water,5,Water,17086
v5,9,5,Water,7,Grass/Shrub,8
v5,9,5,Water,8,Wetland,141
v5,9,5,Water,9,Beaver,109
v5,9,5,Water,10,Insect/Disease,4
v5,9,6,Agriculture,1,Harvest,20
v5,9,6,Agriculture,2,Development,802
v5,9,6,Agriculture,3,Forest,255
v5,9,6,Agriculture,4,Urban,2168
v5,9,6,Agriculture,5,Water,29
v5,9,6,Agriculture,6,Agriculture,28746
v5,9,6,Agriculture,7,Grass/Shrub,1277
v5,9,6,Agriculture,8,Wetland,906
v5,9,6,Agriculture,9,Beaver,15
v5,9,6,Agriculture,10,Insect/Disease,16
v5,9,7,Grass/Shrub,1,Harvest,157
v5,9,7,Grass/Shrub,2,Development,688
v5,9,7,Grass/Shrub,3,Forest,1563
v5,9,7,Grass/Shrub,4,Urban,1876
v5,9,7,Grass/Shrub,5,Water,9
v5,9,7,Grass/Shrub,6,Agriculture,3063
v5,9,7,Grass/Shrub,7,Grass/Shrub,5062
v5,9,7,Grass/Shrub,8,Wetland,3260
v5,9,7,Grass/Shrub,9,Beaver,797
v5,9,7,Grass/Shrub,10,Insect/Disease,122
v5,9,8,Wetland,1,Harvest,61
v5,9,8,Wetland,2,Development,123
v5,9,8,Wetland,3,Forest,1694
v5,9,8,Wetland,4,Urban,339
v5,9,8,Wetland,5,Water,734
v5,9,8,Wetland,6,Agriculture,370
v5,9,8,Wetland,7,Grass/Shrub,2748
v5,9,8,Wetland,8,Wetland,7229
v5,9,8,Wetland,9,Beaver,4486
v5,9,8,Wetland,10,Insect/Disease,688
v5,9,9,Beaver,3,Forest,1
v5,9,9,Beaver,6,Agriculture,2
v5,9,9,Beaver,7,Grass/Shrub,11
v5,9,9,Beaver,8,Wetland,16
v5,9,9,Beaver,9,Beaver,17
v5,9,9,Beaver,10,Insect/Disease,2
v5,9,10,Insect/Disease,1,Harvest,55
v5,9,10,Insect/Disease,3,Forest,48
v5,9,10,Insect/Disease,7,Grass/Shrub,6
v5,9,10,Insect/Disease,8,Wetland,8
v5,9,10,Insect/Disease,9,Beaver,119
v5,9,10,Insect/Disease,10,Insect/Disease,8
v6,1,1,Harvest,1,Harvest,16502
v6,1,1,Harvest,2,Development,29359
v6,1,1,Harvest,3,Forest,20580
v6,1,1,Harvest,4,Urban,20324
v6,1,1,Harvest,5,Water,24574
v6,1,1,Harvest,6,Agriculture,27700
v6,1,1,Harvest,7,Grass/Shrub,14106
v6,1,1,Harvest,8,Wetland,13643
v6,1,1,Harvest,9,Beaver,12002
v6,1,1,Harvest,10,Insect/Disease,11758
v6,1,2,Development,1,Harvest,1371
v6,1,2,Development,2,Development,2058
v6,1,2,Development,3,Forest,910
v6,1,2,Development,4,Urban,993
v6,1,2,Development,5,Water,963
v6,1,2,Development,6,Agriculture,2451
v6,1,2,Development,7,Grass/Shrub,1032
v6,1,2,Development,8,Wetland,1016
v6,1,2,Development,9,Beaver,949
v6,1,2,Development,10,Insect/Disease,1007
v6,1,3,Forest,1,Harvest,533356
v6,1,3,Forest,2,Development,212030
v6,1,3,Forest,3,Forest,1887377
v6,1,3,Forest,4,Urban,1578329
v6,1,3,Forest,5,Water,2164011
v6,1,3,Forest,6,Agriculture,581641
v6,1,3,Forest,7,Grass/Shrub,668617
v6,1,3,Forest,8,Wetland,706216
v6,1,3,Forest,9,Beaver,367982
v6,1,3,Forest,10,Insect/Disease,353174
v6,1,4,Urban,1,Harvest,51502
v6,1,4,Urban,2,Development,36564
v6,1,4,Urban,3,Forest,75082
v6,1,4,Urban,4,Urban,70647
v6,1,4,Urban,5,Water,82121
v6,1,4,Urban,6,Agriculture,47968
v6,1,4,Urban,7,Grass/Shrub,60929
v6,1,4,Urban,8,Wetland,62307
v6,1,4,Urban,9,Beaver,41835
v6,1,4,Urban,10,Insect/Disease,41622
v6,1,5,Water,1,Harvest,99239
v6,1,5,Water,2,Development,46077
v6,1,5,Water,3,Forest,265056
v6,1,5,Water,4,Urban,254446
v6,1,5,Water,5,Water,317660
v6,1,5,Water,6,Agriculture,81864
v6,1,5,Water,7,Grass/Shrub,104849
v6,1,5,Water,8,Wetland,108512
v6,1,5,Water,9,Beaver,70375
v6,1,5,Water,10,Insect/Disease,84174
v6,1,6,Agriculture,1,Harvest,271330
v6,1,6,Agriculture,2,Development,363085
v6,1,6,Agriculture,3,Forest,158474
v6,1,6,Agriculture,4,Urban,200577
v6,1,6,Agriculture,5,Water,185773
v6,1,6,Agriculture,6,Agriculture,577581
v6,1,6,Agriculture,7,Grass/Shrub,256466
v6,1,6,Agriculture,8,Wetland,240373
v6,1,6,Agriculture,9,Beaver,219322
v6,1,6,Agriculture,10,Insect/Disease,236066
v6,1,7,Grass/Shrub,1,Harvest,166560
v6,1,7,Grass/Shrub,2,Development,158321
v6,1,7,Grass/Shrub,3,Forest,145274
v6,1,7,Grass/Shrub,4,Urban,163095
v6,1,7,Grass/Shrub,5,Water,158659
v6,1,7,Grass/Shrub,6,Agriculture,155159
v6,1,7,Grass/Shrub,7,Grass/Shrub,185227
v6,1,7,Grass/Shrub,8,Wetland,173515
v6,1,7,Grass/Shrub,9,Beaver,143774
v6,1,7,Grass/Shrub,10,Insect/Disease,156774
v6,1,8,Wetland,1,Harvest,163110
v6,1,8,Wetland,2,Development,111412
v6,1,8,Wetland,3,Forest,242807
v6,1,8,Wetland,4,Urban,235388
v6,1,8,Wetland,5,Water,268410
v6,1,8,Wetland,6,Agriculture,133547
v6,1,8,Wetland,7,Grass/Shrub,193581
v6,1,8,Wetland,8,Wetland,186942
v6,1,8,Wetland,9,Beaver,139598
v6,1,8,Wetland,10,Insect/Disease,150589
v6,1,9,Beaver,1,Harvest,1029
v6,1,9,Beaver,2,Development,910
v6,1,9,Beaver,3,Forest,743
v6,1,9,Beaver,4,Urban,880
v6,1,9,Beaver,5,Water,798
v6,1,9,Beaver,6,Agriculture,813
v6,1,9,Beaver,7,Grass/Shrub,857
v6,1,9,Beaver,8,Wetland,833
v6,1,9,Beaver,9,Beaver,856
v6,1,9,Beaver,10,Insect/Disease,958
v6,1,10,Insect/Disease,1,Harvest,3096
v6,1,10,Insect/Disease,2,Development,1593
v6,1,10,Insect/Disease,3,Forest,9640
v6,1,10,Insect/Disease,4,Urban,8295
v6,1,10,Insect/Disease,5,Water,10875
v6,1,10,Insect/Disease,6,Agriculture,3068
v6,1,10,Insect/Disease,7,Grass/Shrub,3726
v6,1,10,Insect/Disease,8,Wetland,3840
v6,1,10,Insect/Disease,9,Beaver,2219
v6,1,10,Insect/Disease,10,Insect/Disease,2046
v6,3,1,Harvest,1,Harvest,2318
v6,3,1,Harvest,2,Development,4412
v6,3,1,Harvest,3,Forest,3225
v6,3,1,Harvest,4,Urban,1910
v6,3,1,Harvest,5,Water,2506
v6,3,1,Harvest,6,Agriculture,2473
v6,3,1,Harvest,7,Grass/Shrub,1574
v6,3,1,Harvest,8,Wetland,1046
v6,3,1,Harvest,9,Beaver,705
v6,3,1,Harvest,10,Insect/Disease,929
v6,3,2,Development,1,Harvest,260
v6,3,2,Development,2,Development,337
v6,3,2,Development,3,Forest,123
v6,3,2,Development,4,Urban,76
v6,3,2,Development,5,Water,70
v6,3,2,Development,6,Agriculture,231
v6,3,2,Development,7,Grass/Shrub,89
v6,3,2,Development,8,Wetland,65
v6,3,2,Development,9,Beaver,46
v6,3,2,Development,10,Insect/Disease,64
v6,3,3,Forest,1,Harvest,72360
v6,3,3,Forest,2,Development,22709
v6,3,3,Forest,3,Forest,314929
v6,3,3,Forest,4,Urban,165968
v6,3,3,Forest,5,Water,273989
v6,3,3,Forest,6,Agriculture,22771
v6,3,3,Forest,7,Grass/Shrub,57835
v6,3,3,Forest,8,Wetland,50250
v6,3,3,Forest,9,Beaver,18645
v6,3,3,Forest,10,Insect/Disease,23509
v6,3,4,Urban,1,Harvest,8864
v6,3,4,Urban,2,Development,4523
v6,3,4,Urban,3,Forest,11864
v6,3,4,Urban,4,Urban,7280
v6,3,4,Urban,5,Water,8705
v6,3,4,Urban,6,Agriculture,2602
v6,3,4,Urban,7,Grass/Shrub,5762
v6,3,4,Urban,8,Wetland,4701
v6,3,4,Urban,9,Beaver,2193
v6,3,4,Urban,10,Insect/Disease,2639
v6,3,5,Water,1,Harvest,15170
v6,3,5,Water,2,Development,4493
v6,3,5,Water,3,Forest,40070
v6,3,5,Water,4,Urban,26779
v6,3,5,Water,5,Water,38777
v6,3,5,Water,6,Agriculture,3530
v6,3,5,Water,7,Grass/Shrub,9679
v6,3,5,Water,8,Wetland,8329
v6,3,5,Water,9,Beaver,3814
v6,3,5,Water,10,Insect/Disease,7735
v6,3,6,Agriculture,1,Harvest,42237
v6,3,6,Agriculture,2,Development,51547
v6,3,6,Agriculture,3,Forest,23936
v6,3,6,Agriculture,4,Urban,21997
v6,3,6,Agriculture,5,Water,18727
v6,3,6,Agriculture,6,Agriculture,58618
v6,3,6,Agriculture,7,Grass/Shrub,30732
v6,3,6,Agriculture,8,Wetland,21117
v6,3,6,Agriculture,9,Beaver,14736
v6,3,6,Agriculture,10,Insect/Disease,21152
v6,3,7,Grass/Shrub,1,Harvest,26341
v6,3,7,Grass/Shrub,2,Development,20158
v6,3,7,Grass/Shrub,3,Forest,21370
v6,3,7,Grass/Shrub,4,Urban,16740
v6,3,7,Grass/Shrub,5,Water,15921
v6,3,7,Grass/Shrub,6,Agriculture,11188
v6,3,7,Grass/Shrub,7,Grass/Shrub,20864
v6,3,7,Grass/Shrub,8,Wetland,14157
v6,3,7,Grass/Shrub,9,Beaver,9147
v6,3,7,Grass/Shrub,10,Insect/Disease,12748
v6,3,8,Wetland,1,Harvest,24770
v6,3,8,Wetland,2,Development,13326
v6,3,8,Wetland,3,Forest,35828
v6,3,8,Wetland,4,Urban,23369
v6,3,8,Wetland,5,Water,28099
v6,3,8,Wetland,6,Agriculture,7489
v6,3,8,Wetland,7,Grass/Shrub,20455
v6,3,8,Wetland,8,Wetland,14614
v6,3,8,Wetland,9,Beaver,8696
v6,3,8,Wetland,10,Insect/Disease,12116
v6,3,9,Beaver,1,Harvest,162
v6,3,9,Beaver,2,Development,108
v6,3,9,Beaver,3,Forest,86
v6,3,9,Beaver,4,Urban,65
v6,3,9,Beaver,5,Water,55
v6,3,9,Beaver,6,Agriculture,54
v6,3,9,Beaver,7,Grass/Shrub,63
v6,3,9,Beaver,8,Wetland,51
v6,3,9,Beaver,9,Beaver,46
v6,3,9,Beaver,10,Insect/Disease,84
v6,3,10,Insect/Disease,1,Harvest,372
v6,3,10,Insect/Disease,2,Development,129
v6,3,10,Insect/Disease,3,Forest,1236
v6,3,10,Insect/Disease,4,Urban,659
v6,3,10,Insect/Disease,5,Water,949
v6,3,10,Insect/Disease,6,Agriculture,85
v6,3,10,Insect/Disease,7,Grass/Shrub,214
v6,3,10,Insect/Disease,8,Wetland,174
v6,3,10,Insect/Disease,9,Beaver,82
v6,3,10,Insect/Disease,10,Insect/Disease,73
v6,5,1,Harvest,1,Harvest,523
v6,5,1,Harvest,2,Development,1747
v6,5,1,Harvest,3,Forest,976
v6,5,1,Harvest,4,Urban,504
v6,5,1,Harvest,5,Water,1026
v6,5,1,Harvest,6,Agriculture,840
v6,5,1,Harvest,7,Grass/Shrub,704
v6,5,1,Harvest,8,Wetland,438
v6,5,1,Harvest,9,Beaver,208
v6,5,1,Harvest,10,Insect/Disease,391
v6,5,2,Development,1,Harvest,51
v6,5,2,Development,2,Development,136
v6,5,2,Development,3,Forest,37
v6,5,2,Development,4,Urban,24
v6,5,2,Development,5,Water,18
v6,5,2,Development,6,Agriculture,81
v6,5,2,Development,7,Grass/Shrub,35
v6,5,2,Development,8,Wetland,14
v6,5,2,Development,9,Beaver,15
v6,5,2,Development,10,Insect/Disease,25
v6,5,3,Forest,1,Harvest,14562
v6,5,3,Forest,2,Development,4834
v6,5,3,Forest,3,Forest,108296
v6,5,3,Forest,4,Urban,48603
v6,5,3,Forest,5,Water,127081
v6,5,3,Forest,6,Agriculture,3940
v6,5,3,Forest,7,Grass/Shrub,24758
v6,5,3,Forest,8,Wetland,22471
v6,5,3,Forest,9,Beaver,6331
v6,5,3,Forest,10,Insect/Disease,10573
v6,5,4,Urban,1,Harvest,1619
v6,5,4,Urban,2,Development,1068
v6,5,4,Urban,3,Forest,3871
v6,5,4,Urban,4,Urban,2064
v6,5,4,Urban,5,Water,3656
v6,5,4,Urban,6,Agriculture,534
v6,5,4,Urban,7,Grass/Shrub,2071
v6,5,4,Urban,8,Wetland,1665
v6,5,4,Urban,9,Beaver,617
v6,5,4,Urban,10,Insect/Disease,927
v6,5,5,Water,1,Harvest,3882
v6,5,5,Water,2,Development,874
v6,5,5,Water,3,Forest,12796
v6,5,5,Water,4,Urban,8194
v6,5,5,Water,5,Water,17711
v6,5,5,Water,6,Agriculture,589
v6,5,5,Water,7,Grass/Shrub,3948
v6,5,5,Water,8,Wetland,3777
v6,5,5,Water,9,Beaver,1262
v6,5,5,Water,10,Insect/Disease,3663
v6,5,6,Agriculture,1,Harvest,10815
v6,5,6,Agriculture,2,Development,19177
v6,5,6,Agriculture,3,Forest,8234
v6,5,6,Agriculture,4,Urban,6603
v6,5,6,Agriculture,5,Water,7576
v6,5,6,Agriculture,6,Agriculture,21118
v6,5,6,Agriculture,7,Grass/Shrub,13718
v6,5,6,Agriculture,8,Wetland,9488
v6,5,6,Agriculture,9,Beaver,5238
v6,5,6,Agriculture,10,Insect/Disease,9875
v6,5,7,Grass/Shrub,1,Harvest,6701
v6,5,7,Grass/Shrub,2,Development,6478
v6,5,7,Grass/Shrub,3,Forest,6962
v6,5,7,Grass/Shrub,4,Urban,4942
v6,5,7,Grass/Shrub,5,Water,6357
v6,5,7,Grass/Shrub,6,Agriculture,2992
v6,5,7,Grass/Shrub,7,Grass/Shrub,8966
v6,5,7,Grass/Shrub,8,Wetland,5930
v6,5,7,Grass/Shrub,9,Beaver,3223
v6,5,7,Grass/Shrub,10,Insect/Disease,5881
v6,5,8,Wetland,1,Harvest,6080
v6,5,8,Wetland,2,Development,3785
v6,5,8,Wetland,3,Forest,11598
v6,5,8,Wetland,4,Urban,6619
v6,5,8,Wetland,5,Water,11810
v6,5,8,Wetland,6,Agriculture,1408
v6,5,8,Wetland,7,Grass/Shrub,8872
v6,5,8,Wetland,8,Wetland,6184
v6,5,8,Wetland,9,Beaver,3028
v6,5,8,Wetland,10,Insect/Disease,5763
v6,5,9,Beaver,1,Harvest,37
v6,5,9,Beaver,2,Development,37
v6,5,9,Beaver,3,Forest,25
v6,5,9,Beaver,4,Urban,20
v6,5,9,Beaver,5,Water,26
v6,5,9,Beaver,6,Agriculture,12
v6,5,9,Beaver,7,Grass/Shrub,24
v6,5,9,Beaver,8,Wetland,15
v6,5,9,Beaver,9,Beaver,17
v6,5,9,Beaver,10,Insect/Disease,35
v6,5,10,Insect/Disease,1,Harvest,61
v6,5,10,Insect/Disease,2,Development,20
v6,5,10,Insect/Disease,3,Forest,338
v6,5,10,Insect/Disease,4,Urban,187
v6,5,10,Insect/Disease,5,Water,370
v6,5,10,Insect/Disease,6,Agriculture,9
v6,5,10,Insect/Disease,7,Grass/Shrub,67
v6,5,10,Insect/Disease,8,Wetland,48
v6,5,10,Insect/Disease,9,Beaver,24
v6,5,10,Insect/Disease,10,Insect/Disease,20
v6,7,1,Harvest,1,Harvest,180
v6,7,1,Harvest,2,Development,961
v6,7,1,Harvest,3,Forest,439
v6,7,1,Harvest,4,Urban,178
v6,7,1,Harvest,5,Water,608
v6,7,1,Harvest,6,Agriculture,440
v6,7,1,Harvest,7,Grass/Shrub,420
v6,7,1,Harvest,8,Wetland,239
v6,7,1,Harvest,9,Beaver,99
v6,7,1,Harvest,10,Insect/Disease,217
v6,7,2,Development,1,Harvest,22
v6,7,2,Development,2,Development,75
v6,7,2,Development,3,Forest,12
v6,7,2,Development,4,Urban,10
v6,7,2,Development,5,Water,9
v6,7,2,Development,6,Agriculture,42
v6,7,2,Development,7,Grass/Shrub,22
v6,7,2,Development,8,Wetland,12
v6,7,2,Development,9,Beaver,6
v6,7,2,Development,10,Insect/Disease,12
v6,7,3,Forest,1,Harvest,4844
v6,7,3,Forest,2,Development,1715
v6,7,3,Forest,3,Forest,52848
v6,7,3,Forest,4,Urban,19924
v6,7,3,Forest,5,Water,76797
v6,7,3,Forest,6,Agriculture,982
v6,7,3,Forest,7,Grass/Shrub,13747
v6,7,3,Forest,8,Wetland,13047
v6,7,3,Forest,9,Beaver,2857
v6,7,3,Forest,10,Insect/Disease,6062
v6,7,4,Urban,1,Harvest,543
v6,7,4,Urban,2,Development,414
v6,7,4,Urban,3,Forest,1862
v6,7,4,Urban,4,Urban,804
v6,7,4,Urban,5,Water,2004
v6,7,4,Urban,6,Agriculture,191
v6,7,4,Urban,7,Grass/Shrub,988
v6,7,4,Urban,8,Wetland,794
v6,7,4,Urban,9,Beaver,228
v6,7,4,Urban,10,Insect/Disease,444
v6,7,5,Water,1,Harvest,1582
v6,7,5,Water,2,Development,287
v6,7,5,Water,3,Forest,6107
v6,7,5,Water,4,Urban,3360
v6,7,5,Water,5,Water,10574
v6,7,5,Water,6,Agriculture,117
v6,7,5,Water,7,Grass/Shrub,2196
v6,7,5,Water,8,Wetland,2144
v6,7,5,Water,9,Beaver,541
v6,7,5,Water,10,Insect/Disease,2135
v6,7,6,Agriculture,1,Harvest,4379
v6,7,6,Agriculture,2,Development,10129
v6,7,6,Agriculture,3,Forest,3989
v6,7,6,Agriculture,4,Urban,2889
v6,7,6,Agriculture,5,Water,4334
v6,7,6,Agriculture,6,Agriculture,11220
v6,7,6,Agriculture,7,Grass/Shrub,7829
v6,7,6,Agriculture,8,Wetland,5447
v6,7,6,Agriculture,9,Beaver,2463
v6,7,6,Agriculture,10,Insect/Disease,5837
v6,7,7,Grass/Shrub,1,Harvest,2570
v6,7,7,Grass/Shrub,2,Development,3185
v6,7,7,Grass/Shrub,3,Forest,3185
v6,7,7,Grass/Shrub,4,Urban,2015
v6,7,7,Grass/Shrub,5,Water,3435
v6,7,7,Grass/Shrub,6,Agriculture,1249
v6,7,7,Grass/Shrub,7,Grass/Shrub,5013
v6,7,7,Grass/Shrub,8,Wetland,3325
v6,7,7,Grass/Shrub,9,Beaver,1478
v6,7,7,Grass/Shrub,10,Insect/Disease,3522
v6,7,8,Wetland,1,Harvest,2373
v6,7,8,Wetland,2,Development,1746
v6,7,8,Wetland,3,Forest,5429
v6,7,8,Wetland,4,Urban,2691
v6,7,8,Wetland,5,Water,6558
v6,7,8,Wetland,6,Agriculture,397
v6,7,8,Wetland,7,Grass/Shrub,4964
v6,7,8,Wetland,8,Wetland,3435
v6,7,8,Wetland,9,Beaver,1432
v6,7,8,Wetland,10,Insect/Disease,3404
v6,7,9,Beaver,1,Harvest,16
v6,7,9,Beaver,2,Development,20
v6,7,9,Beaver,3,Forest,6
v6,7,9,Beaver,4,Urban,9
v6,7,9,Beaver,5,Water,8
v6,7,9,Beaver,6,Agriculture,6
v6,7,9,Beaver,7,Grass/Shrub,7
v6,7,9,Beaver,8,Wetland,9
v6,7,9,Beaver,9,Beaver,4
v6,7,9,Beaver,10,Insect/Disease,20
v6,7,10,Insect/Disease,1,Harvest,21
v6,7,10,Insect/Disease,2,Development,6
v6,7,10,Insect/Disease,3,Forest,129
v6,7,10,Insect/Disease,4,Urban,59
v6,7,10,Insect/Disease,5,Water,194
v6,7,10,Insect/Disease,6,Agriculture,1
v6,7,10,Insect/Disease,7,Grass/Shrub,32
v6,7,10,Insect/Disease,8,Wetland,25
v6,7,10,Insect/Disease,9,Beaver,12
v6,7,10,Insect/Disease,10,Insect/Disease,6
v6,9,1,Harvest,1,Harvest,89
v6,9,1,Harvest,2,Development,606
v6,9,1,Harvest,3,Forest,254
v6,9,1,Harvest,4,Urban,89
v6,9,1,Harvest,5,Water,371
v6,9,1,Harvest,6,Agriculture,266
v6,9,1,Harvest,7,Grass/Shrub,256
v6,9,1,Harvest,8,Wetland,152
v6,9,1,Harvest,9,Beaver,47
v6,9,1,Harvest,10,Insect/Disease,124
v6,9,2,Development,1,Harvest,14
v6,9,2,Development,2,Development,46
v6,9,2,Development,3,Forest,6
v6,9,2,Development,4,Urban,2
v6,9,2,Development,5,Water,1
v6,9,2,Development,6,Agriculture,28
v6,9,2,Development,7,Grass/Shrub,11
v6,9,2,Development,8,Wetland,7
v6,9,2,Development,9,Beaver,4
v6,9,2,Development,10,Insect/Disease,6
v6,9,3,Forest,1,Harvest,2036
v6,9,3,Forest,2,Development,824
v6,9,3,Forest,3,Forest,29922
v6,9,3,Forest,4,Urban,9536
v6,9,3,Forest,5,Water,51065
v6,9,3,Forest,6,Agriculture,310
v6,9,3,Forest,7,Grass/Shrub,8621
v6,9,3,Forest,8,Wetland,8280
v6,9,3,Forest,9,Beaver,1424
v6,9,3,Forest,10,Insect/Disease,3632
v6,9,4,Urban,1,Harvest,173
v6,9,4,Urban,2,Development,222
v6,9,4,Urban,3,Forest,1020
v6,9,4,Urban,4,Urban,404
v6,9,4,Urban,5,Water,1322
v6,9,4,Urban,6,Agriculture,78
v6,9,4,Urban,7,Grass/Shrub,544
v6,9,4,Urban,8,Wetland,458
v6,9,4,Urban,9,Beaver,107
v6,9,4,Urban,10,Insect/Disease,214
v6,9,5,Water,1,Harvest,839
v6,9,5,Water,2,Development,115
v6,9,5,Water,3,Forest,3305
v6,9,5,Water,4,Urban,1662
v6,9,5,Water,5,Water,6993
v6,9,5,Water,6,Agriculture,29
v6,9,5,Water,7,Grass/Shrub,1310
v6,9,5,Water,8,Wetland,1364
v6,9,5,Water,9,Beaver,278
v6,9,5,Water,10,Insect/Disease,1333
v6,9,6,Agriculture,1,Harvest,2177
v6,9,6,Agriculture,2,Development,6259
v6,9,6,Agriculture,3,Forest,2223
v6,9,6,Agriculture,4,Urban,1480
v6,9,6,Agriculture,5,Water,2734
v6,9,6,Agriculture,6,Agriculture,7076
v6,9,6,Agriculture,7,Grass/Shrub,4890
v6,9,6,Agriculture,8,Wetland,3461
v6,9,6,Agriculture,9,Beaver,1253
v6,9,6,Agriculture,10,Insect/Disease,3752
v6,9,7,Grass/Shrub,1,Harvest,1229
v6,9,7,Grass/Shrub,2,Development,1946
v6,9,7,Grass/Shrub,3,Forest,1755
v6,9,7,Grass/Shrub,4,Urban,993
v6,9,7,Grass/Shrub,5,Water,2144
v6,9,7,Grass/Shrub,6,Agriculture,684
v6,9,7,Grass/Shrub,7,Grass/Shrub,3086
v6,9,7,Grass/Shrub,8,Wetland,2010
v6,9,7,Grass/Shrub,9,Beaver,723
v6,9,7,Grass/Shrub,10,Insect/Disease,2225
v6,9,8,Wetland,1,Harvest,1202
v6,9,8,Wetland,2,Development,1008
v6,9,8,Wetland,3,Forest,2851
v6,9,8,Wetland,4,Urban,1277
v6,9,8,Wetland,5,Water,4101
v6,9,8,Wetland,6,Agriculture,129
v6,9,8,Wetland,7,Grass/Shrub,3086
v6,9,8,Wetland,8,Wetland,2072
v6,9,8,Wetland,9,Beaver,695
v6,9,8,Wetland,10,Insect/Disease,2154
v6,9,9,Beaver,1,Harvest,6
v6,9,9,Beaver,2,Development,13
v6,9,9,Beaver,3,Forest,3
v6,9,9,Beaver,4,Urban,4
v6,9,9,Beaver,5,Water,4
v6,9,9,Beaver,6,Agriculture,3
v6,9,9,Beaver,7,Grass/Shrub,2
v6,9,9,Beaver,8,Wetland,2
v6,9,9,Beaver,9,Beaver,1
v6,9,9,Beaver,10,Insect/Disease,12
v6,9,10,Insect/Disease,1,Harvest,5
v6,9,10,Insect/Disease,2,Development,2
v6,9,10,Insect/Disease,3,Forest,53
v6,9,10,Insect/Disease,4,Urban,35
v6,9,10,Insect/Disease,5,Water,111
v6,9,10,Insect/Disease,6,Agriculture,1
v6,9,10,Insect/Disease,7,Grass/Shrub,14
v6,9,10,Insect/Disease,8,Wetland,7
v6,9,10,Insect/Disease,9,Beaver,6
v6,9,10,Insect/Disease,10,Insect/Disease,6
