gid,bracket,disagree,n_valid,rank
11000,2017_2019,0.9203471633460506,113232,1
50721,2020_2022,0.8469960992876577,113569,2
48740,2020_2022,0.8076940010037951,113569,3
42291,2020_2022,0.8000891755916201,112699,4
48671,2018_2020,0.7940437091107608,113569,5
13120,2021_2023,0.7907018334039848,113232,6
45391,2020_2022,0.7562539073162571,113569,7
48680,2020_2022,0.7501959161390872,113569,8
15172,2019_2021,0.7363437355688963,112604,9
48422,2020_2022,0.7321719951944629,111538,10
