design,version,W,n,cls,census_corr,mean_corr,frac_undefined,mean_rmse,mean_bias
simple,v2,9,200,Harvest,0.0948,0.0921,0.0,0.1092,-0.002
simple,v2,9,200,Development,0.0385,0.0661,0.19,0.0546,0.0068
simple,v2,9,200,Insect/Disease,0.0184,0.0248,0.01,0.1243,0.0194
simple,v2,9,200,Beaver,0.0388,0.0371,0.37,0.1937,0.067
strat,v2,9,200,Stable,0.081,0.141,0.0,0.4638,0.1654
strat,v2,9,200,Harvest,0.0948,0.1089,0.0,0.3541,-0.1005
strat,v2,9,200,Development,0.0385,0.2002,0.0,0.223,-0.0645
strat,v2,9,200,Insect/Disease,0.0184,0.0448,0.0,0.2362,-0.0466
strat,v2,9,200,Beaver,0.0388,0.3075,0.0,0.2643,0.0462
simple,v2,9,500,Stable,0.081,0.0841,0.0,0.2595,-0.0895
simple,v2,9,500,Harvest,0.0948,0.1119,0.0,0.1102,-0.0025
simple,v2,9,500,Development,0.0385,0.0375,0.02,0.0576,0.0068
simple,v2,9,500,Insect/Disease,0.0184,0.0286,0.0,0.1257,0.0187
simple,v2,9,500,Beaver,0.0388,0.0414,0.08,0.1935,0.0665
strat,v2,9,500,Stable,0.081,0.1347,0.0,0.4665,0.1687
strat,v2,9,500,Harvest,0.0948,0.0936,0.0,0.3579,-0.1037
strat,v2,9,500,Development,0.0385,0.1987,0.0,0.2266,-0.0645
strat,v2,9,500,Insect/Disease,0.0184,0.0394,0.0,0.2369,-0.0474
strat,v2,9,500,Beaver,0.0388,0.3112,0.0,0.2633,0.0468
simple,v2,9,1000,Stable,0.081,0.0851,0.0,0.2588,-0.091
simple,v2,9,1000,Harvest,0.0948,0.0872,0.0,0.1104,-0.0014
simple,v2,9,1000,Development,0.0385,0.0653,0.01,0.0609,0.007
simple,v2,9,1000,Insect/Disease,0.0184,0.0207,0.0,0.1226,0.0178
simple,v2,9,1000,Beaver,0.0388,0.0353,0.0,0.1953,0.0677
strat,v2,9,1000,Stable,0.081,0.1299,0.0,0.4725,0.1758
strat,v2,9,1000,Harvest,0.0948,0.0808,0.0,0.3754,-0.1147
strat,v2,9,1000,Development,0.0385,0.1934,0.0,0.2306,-0.0666
strat,v2,9,1000,Insect/Disease,0.0184,0.0452,0.0,0.2419,-0.0545
strat,v2,9,1000,Beaver,0.0388,0.2719,0.0,0.2515,0.0599
simple,v2,9,2000,Stable,0.081,0.0812,0.0,0.2596,-0.0908
simple,v2,9,2000,Harvest,0.0948,0.0962,0.0,0.111,-0.0013
simple,v2,9,2000,Development,0.0385,0.0519,0.0,0.0599,0.0069
simple,v2,9,2000,Insect/Disease,0.0184,0.0214,0.0,0.1246,0.0183
simple,v2,9,2000,Beaver,0.0388,0.0351,0.0,0.1949,0.0669
strat,v2,9,2000,Stable,0.081,0.1462,0.0,0.473,0.1646
strat,v2,9,2000,Harvest,0.0948,0.0651,0.0,0.4107,-0.136
strat,v2,9,2000,Development,0.0385,0.1913,0.0,0.1821,-0.038
strat,v2,9,2000,Insect/Disease,0.0184,0.04,0.0,0.2603,-0.0687
strat,v2,9,2000,Beaver,0.0388,0.2098,0.0,0.2524,0.0781
simple,v2,9,5000,Stable,0.081,0.0828,0.0,0.259,-0.0909
simple,v2,9,5000,Harvest,0.0948,0.0946,0.0,0.1109,-0.0014
simple,v2,9,5000,Development,0.0385,0.0371,0.0,0.0601,0.0069
simple,v2,9,5000,Insect/Disease,0.0184,0.0204,0.0,0.1256,0.0185
simple,v2,9,5000,Beaver,0.0388,0.038,0.0,0.1942,0.0668
strat,v2,9,5000,Stable,0.081,0.1554,0.0,0.4785,0.1663
strat,v2,9,5000,Harvest,0.0948,0.0695,0.0,0.445,-0.1791
strat,v2,9,5000,Development,0.0385,0.1707,0.0,0.1346,-0.0159
strat,v2,9,5000,Insect/Disease,0.0184,0.0354,0.0,0.2529,-0.0569
strat,v2,9,5000,Beaver,0.0388,0.1567,0.0,0.2445,0.0856
simple,v3,1,20,Stable,0.0262,-0.0136,0.75,0.4287,-0.172
simple,v3,1,20,Harvest,0.0337,0.0881,0.93,0.1155,0.0085
simple,v3,1,20,Development,0.0085,,1.0,0.0667,0.0155
simple,v3,1,20,Insect/Disease,0.0096,0.4737,0.98,0.1315,0.0295
simple,v3,1,20,Beaver,0.0102,,1.0,0.3268,0.1185
strat,v3,1,20,Stable,0.0262,0.062,0.0,0.786,0.541
strat,v3,1,20,Harvest,0.0337,0.0351,0.33,0.4707,-0.1535
strat,v3,1,20,Development,0.0085,0.2956,0.69,0.439,-0.18
strat,v3,1,20,Insect/Disease,0.0096,0.0612,0.47,0.4605,-0.164
strat,v3,1,20,Beaver,0.0102,0.1249,0.04,0.5039,-0.0435
simple,v3,1,50,Stable,0.0262,0.0528,0.52,0.4262,-0.1666
simple,v3,1,50,Harvest,0.0337,0.1348,0.77,0.1225,0.0034
simple,v3,1,50,Development,0.0085,-0.0204,0.98,0.0849,0.0126
simple,v3,1,50,Insect/Disease,0.0096,-0.0249,0.91,0.1743,0.0344
simple,v3,1,50,Beaver,0.0102,-0.0528,0.98,0.3342,0.1162
strat,v3,1,50,Stable,0.0262,0.062,0.0,0.7895,0.543
strat,v3,1,50,Harvest,0.0337,-0.0024,0.1,0.4764,-0.1528
strat,v3,1,50,Development,0.0085,0.1217,0.44,0.4468,-0.1828
strat,v3,1,50,Insect/Disease,0.0096,0.0933,0.1,0.4568,-0.16
strat,v3,1,50,Beaver,0.0102,0.1252,0.0,0.5048,-0.0474
simple,v3,1,100,Stable,0.0262,0.0154,0.22,0.4366,-0.1707
simple,v3,1,100,Harvest,0.0337,0.0432,0.51,0.1565,0.0088
simple,v3,1,100,Development,0.0085,0.1039,0.94,0.1068,0.014
simple,v3,1,100,Insect/Disease,0.0096,-0.0208,0.74,0.18,0.0296
simple,v3,1,100,Beaver,0.0102,-0.041,0.97,0.342,0.1183
strat,v3,1,100,Stable,0.0262,0.1129,0.0,0.7716,0.5272
strat,v3,1,100,Harvest,0.0337,0.0338,0.0,0.4716,-0.1515
strat,v3,1,100,Development,0.0085,0.1371,0.19,0.4433,-0.1843
strat,v3,1,100,Insect/Disease,0.0096,0.0818,0.04,0.4574,-0.1623
strat,v3,1,100,Beaver,0.0102,0.172,0.0,0.499,-0.0291
simple,v3,1,200,Stable,0.0262,0.0411,0.07,0.437,-0.1726
simple,v3,1,200,Harvest,0.0337,0.0319,0.18,0.1595,0.008
simple,v3,1,200,Development,0.0085,0.0286,0.87,0.1142,0.0137
simple,v3,1,200,Insect/Disease,0.0096,0.0035,0.49,0.1907,0.0312
simple,v3,1,200,Beaver,0.0102,0.2082,0.95,0.3442,0.1197
strat,v3,1,200,Stable,0.0262,0.0886,0.0,0.7811,0.5363
strat,v3,1,200,Harvest,0.0337,0.0381,0.0,0.4705,-0.1532
strat,v3,1,200,Development,0.0085,0.1453,0.01,0.4418,-0.1816
strat,v3,1,200,Insect/Disease,0.0096,0.0802,0.0,0.4577,-0.1636
strat,v3,1,200,Beaver,0.0102,0.1461,0.0,0.5035,-0.038
simple,v3,1,500,Stable,0.0262,0.0311,0.0,0.4368,-0.169
simple,v3,1,500,Harvest,0.0337,0.0314,0.0,0.1586,0.005
simple,v3,1,500,Development,0.0085,0.0233,0.68,0.1192,0.0133
simple,v3,1,500,Insect/Disease,0.0096,0.0014,0.16,0.1937,0.0318
simple,v3,1,500,Beaver,0.0102,0.0337,0.76,0.3451,0.1189
strat,v3,1,500,Stable,0.0262,0.0934,0.0,0.7798,0.5355
strat,v3,1,500,Harvest,0.0337,0.0368,0.0,0.4705,-0.1538
strat,v3,1,500,Development,0.0085,0.1267,0.0,0.4436,-0.1826
strat,v3,1,500,Insect/Disease,0.0096,0.0746,0.0,0.4603,-0.1609
strat,v3,1,500,Beaver,0.0102,0.1555,0.0,0.501,-0.0382
simple,v3,1,1000,Stable,0.0262,0.027,0.0,0.4375,-0.1695
simple,v3,1,1000,Harvest,0.0337,0.0248,0.0,0.1623,0.0055
simple,v3,1,1000,Development,0.0085,0.0122,0.45,0.1213,0.0136
simple,v3,1,1000,Insect/Disease,0.0096,0.0178,0.04,0.1938,0.0329
simple,v3,1,1000,Beaver,0.0102,0.0267,0.56,0.3438,0.1176
strat,v3,1,1000,Stable,0.0262,0.0919,0.0,0.7821,0.54
strat,v3,1,1000,Harvest,0.0337,0.0299,0.0,0.4714,-0.1546
strat,v3,1,1000,Development,0.0085,0.1264,0.0,0.4438,-0.1824
strat,v3,1,1000,Insect/Disease,0.0096,0.0741,0.0,0.4596,-0.1623
strat,v3,1,1000,Beaver,0.0102,0.1452,0.0,0.5029,-0.0407
simple,v3,1,2000,Stable,0.0262,0.0259,0.0,0.4354,-0.1673
simple,v3,1,2000,Harvest,0.0337,0.0303,0.0,0.162,0.0057
simple,v3,1,2000,Development,0.0085,0.0049,0.26,0.1195,0.013
simple,v3,1,2000,Insect/Disease,0.0096,0.0134,0.0,0.1928,0.0317
simple,v3,1,2000,Beaver,0.0102,0.0126,0.3,0.3429,0.1169
strat,v3,1,2000,Stable,0.0262,0.0908,0.0,0.7822,0.5395
strat,v3,1,2000,Harvest,0.0337,0.0273,0.0,0.4724,-0.1536
strat,v3,1,2000,Development,0.0085,0.1334,0.0,0.4432,-0.1826
strat,v3,1,2000,Insect/Disease,0.0096,0.0787,0.0,0.4591,-0.1619
strat,v3,1,2000,Beaver,0.0102,0.1519,0.0,0.5007,-0.0414
simple,v3,1,5000,Stable,0.0262,0.026,0.0,0.4367,-0.1683
simple,v3,1,5000,Harvest,0.0337,0.0332,0.0,0.1638,0.0057
simple,v3,1,5000,Development,0.0085,0.0085,0.03,0.1198,0.013
simple,v3,1,5000,Insect/Disease,0.0096,0.0094,0.0,0.1931,0.0321
simple,v3,1,5000,Beaver,0.0102,0.0112,0.07,0.3438,0.1175
strat,v3,1,5000,Stable,0.0262,0.0888,0.0,0.7826,0.5394
strat,v3,1,5000,Harvest,0.0337,0.027,0.0,0.472,-0.1544
strat,v3,1,5000,Development,0.0085,0.1299,0.0,0.4436,-0.1827
strat,v3,1,5000,Insect/Disease,0.0096,0.0751,0.0,0.4597,-0.1619
strat,v3,1,5000,Beaver,0.0102,0.1463,0.0,0.5029,-0.0404
simple,v3,3,20,Stable,0.0326,0.0765,0.52,0.3938,-0.175
simple,v3,3,20,Harvest,0.0414,0.4147,0.86,0.0816,0.001
simple,v3,3,20,Development,0.0129,1.0,0.99,0.0604,0.0154
simple,v3,3,20,Insect/Disease,0.0135,-0.0496,0.86,0.1487,0.0358
simple,v3,3,20,Beaver,0.0147,0.1434,0.96,0.3028,0.1228
strat,v3,3,20,Stable,0.0326,0.0698,0.0,0.5941,0.2817
strat,v3,3,20,Harvest,0.0414,0.0947,0.22,0.4101,-0.1216
strat,v3,3,20,Development,0.0129,0.285,0.55,0.3156,-0.1141
strat,v3,3,20,Insect/Disease,0.0135,0.0703,0.29,0.3198,-0.0877
strat,v3,3,20,Beaver,0.0147,0.1435,0.0,0.3874,0.0417
simple,v3,3,50,Stable,0.0326,0.0585,0.23,0.3922,-0.1687
simple,v3,3,50,Harvest,0.0414,0.0254,0.58,0.1204,0.0028
simple,v3,3,50,Development,0.0129,0.0334,0.95,0.0768,0.0127
simple,v3,3,50,Insect/Disease,0.0135,0.0285,0.71,0.165,0.0342
simple,v3,3,50,Beaver,0.0147,0.1081,0.91,0.3101,0.119
strat,v3,3,50,Stable,0.0326,0.0782,0.0,0.5998,0.2958
strat,v3,3,50,Harvest,0.0414,0.0286,0.02,0.4256,-0.1293
strat,v3,3,50,Development,0.0129,0.1332,0.16,0.3258,-0.1171
strat,v3,3,50,Insect/Disease,0.0135,0.0547,0.06,0.3221,-0.0855
strat,v3,3,50,Beaver,0.0147,0.1913,0.0,0.3795,0.0361
simple,v3,3,100,Stable,0.0326,0.0235,0.05,0.397,-0.1691
simple,v3,3,100,Harvest,0.0414,0.0288,0.21,0.1383,0.0061
simple,v3,3,100,Development,0.0129,0.0008,0.88,0.0938,0.0134
simple,v3,3,100,Insect/Disease,0.0135,0.0255,0.38,0.1643,0.0296
simple,v3,3,100,Beaver,0.0147,-0.0155,0.83,0.3135,0.12
strat,v3,3,100,Stable,0.0326,0.0807,0.0,0.5991,0.2936
strat,v3,3,100,Harvest,0.0414,0.0286,0.0,0.4188,-0.1275
strat,v3,3,100,Development,0.0129,0.1261,0.06,0.3253,-0.1178
strat,v3,3,100,Insect/Disease,0.0135,0.0776,0.01,0.3222,-0.0872
strat,v3,3,100,Beaver,0.0147,0.1719,0.0,0.3891,0.0389
simple,v3,3,200,Stable,0.0326,0.0314,0.0,0.3962,-0.1677
simple,v3,3,200,Harvest,0.0414,0.0249,0.01,0.1445,0.0058
simple,v3,3,200,Development,0.0129,0.0706,0.66,0.0987,0.0132
simple,v3,3,200,Insect/Disease,0.0135,0.0194,0.22,0.1769,0.032
simple,v3,3,200,Beaver,0.0147,0.0513,0.69,0.3095,0.1167
strat,v3,3,200,Stable,0.0326,0.0755,0.0,0.601,0.2892
strat,v3,3,200,Harvest,0.0414,0.0285,0.0,0.4213,-0.1286
strat,v3,3,200,Development,0.0129,0.1287,0.0,0.3262,-0.1184
strat,v3,3,200,Insect/Disease,0.0135,0.0582,0.0,0.3263,-0.086
strat,v3,3,200,Beaver,0.0147,0.1718,0.0,0.3931,0.0439
simple,v3,3,500,Stable,0.0326,0.039,0.0,0.3948,-0.168
simple,v3,3,500,Harvest,0.0414,0.041,0.0,0.1385,0.0055
simple,v3,3,500,Development,0.0129,0.0098,0.37,0.1001,0.0127
simple,v3,3,500,Insect/Disease,0.0135,0.0069,0.02,0.179,0.0323
simple,v3,3,500,Beaver,0.0147,0.014,0.4,0.313,0.1176
strat,v3,3,500,Stable,0.0326,0.0701,0.0,0.6016,0.2906
strat,v3,3,500,Harvest,0.0414,0.0349,0.0,0.4186,-0.1302
strat,v3,3,500,Development,0.0129,0.1326,0.0,0.3251,-0.1171
strat,v3,3,500,Insect/Disease,0.0135,0.0546,0.0,0.3266,-0.0842
strat,v3,3,500,Beaver,0.0147,0.1708,0.0,0.392,0.041
simple,v3,3,1000,Stable,0.0326,0.0323,0.0,0.3972,-0.169
simple,v3,3,1000,Harvest,0.0414,0.0338,0.0,0.1438,0.0063
simple,v3,3,1000,Development,0.0129,0.0162,0.12,0.1034,0.0131
simple,v3,3,1000,Insect/Disease,0.0135,0.0145,0.0,0.1777,0.032
simple,v3,3,1000,Beaver,0.0147,0.0121,0.19,0.3133,0.1177
strat,v3,3,1000,Stable,0.0326,0.0714,0.0,0.6018,0.2908
strat,v3,3,1000,Harvest,0.0414,0.033,0.0,0.4197,-0.1287
strat,v3,3,1000,Development,0.0129,0.1283,0.0,0.326,-0.1163
strat,v3,3,1000,Insect/Disease,0.0135,0.0589,0.0,0.3264,-0.085
strat,v3,3,1000,Beaver,0.0147,0.1742,0.0,0.3905,0.0393
simple,v3,3,2000,Stable,0.0326,0.0313,0.0,0.3972,-0.1681
simple,v3,3,2000,Harvest,0.0414,0.0393,0.0,0.1438,0.0052
simple,v3,3,2000,Development,0.0129,0.0121,0.02,0.102,0.0129
simple,v3,3,2000,Insect/Disease,0.0135,0.0147,0.0,0.1784,0.0321
simple,v3,3,2000,Beaver,0.0147,0.02,0.05,0.314,0.1178
strat,v3,3,2000,Stable,0.0326,0.0714,0.0,0.6008,0.289
strat,v3,3,2000,Harvest,0.0414,0.0299,0.0,0.4197,-0.1286
strat,v3,3,2000,Development,0.0129,0.1257,0.0,0.3243,-0.1156
strat,v3,3,2000,Insect/Disease,0.0135,0.0585,0.0,0.3263,-0.0845
strat,v3,3,2000,Beaver,0.0147,0.1763,0.0,0.3901,0.0396
simple,v3,3,5000,Stable,0.0326,0.0332,0.0,0.3972,-0.1682
simple,v3,3,5000,Harvest,0.0414,0.0406,0.0,0.1447,0.0057
simple,v3,3,5000,Development,0.0129,0.015,0.0,0.1037,0.0131
simple,v3,3,5000,Insect/Disease,0.0135,0.0122,0.0,0.1787,0.0319
simple,v3,3,5000,Beaver,0.0147,0.0126,0.0,0.3133,0.1175
strat,v3,3,5000,Stable,0.0326,0.0736,0.0,0.6009,0.2906
strat,v3,3,5000,Harvest,0.0414,0.0293,0.0,0.4202,-0.129
strat,v3,3,5000,Development,0.0129,0.1332,0.0,0.3242,-0.1161
strat,v3,3,5000,Insect/Disease,0.0135,0.0581,0.0,0.3262,-0.0853
strat,v3,3,5000,Beaver,0.0147,0.1755,0.0,0.3909,0.0398
simple,v3,5,20,Stable,0.0345,0.1146,0.47,0.3679,-0.1696
simple,v3,5,20,Harvest,0.0441,0.1262,0.74,0.0966,0.009
simple,v3,5,20,Development,0.016,0.2906,0.97,0.0448,0.0089
simple,v3,5,20,Insect/Disease,0.0151,0.1366,0.84,0.1435,0.0375
simple,v3,5,20,Beaver,0.0168,-0.0473,0.97,0.2748,0.1143
strat,v3,5,20,Stable,0.0345,0.0478,0.0,0.5448,0.1975
strat,v3,5,20,Harvest,0.0441,0.0762,0.19,0.3976,-0.1123
strat,v3,5,20,Development,0.016,0.1482,0.44,0.2733,-0.091
strat,v3,5,20,Insect/Disease,0.0151,0.062,0.2,0.2779,-0.0617
strat,v3,5,20,Beaver,0.0168,0.2233,0.0,0.3385,0.0675
simple,v3,5,50,Stable,0.0345,0.0599,0.06,0.3689,-0.162
simple,v3,5,50,Harvest,0.0441,0.0472,0.38,0.1192,0.0071
simple,v3,5,50,Development,0.016,0.0524,0.76,0.0811,0.0135
simple,v3,5,50,Insect/Disease,0.0151,-0.0165,0.43,0.1585,0.0292
simple,v3,5,50,Beaver,0.0168,-0.0081,0.87,0.2852,0.1123
strat,v3,5,50,Stable,0.0345,0.0407,0.0,0.5505,0.2084
strat,v3,5,50,Harvest,0.0441,0.0319,0.03,0.4006,-0.1173
strat,v3,5,50,Development,0.016,0.1357,0.08,0.291,-0.0988
strat,v3,5,50,Insect/Disease,0.0151,0.0594,0.0,0.2745,-0.0588
strat,v3,5,50,Beaver,0.0168,0.1418,0.0,0.3547,0.0665
simple,v3,5,100,Stable,0.0345,0.0406,0.02,0.3801,-0.1728
simple,v3,5,100,Harvest,0.0441,0.0501,0.11,0.1275,0.0075
simple,v3,5,100,Development,0.016,-0.0014,0.75,0.0841,0.0137
simple,v3,5,100,Insect/Disease,0.0151,0.06,0.24,0.1593,0.0298
simple,v3,5,100,Beaver,0.0168,0.0207,0.74,0.3025,0.1219
strat,v3,5,100,Stable,0.0345,0.0514,0.0,0.5474,0.2103
strat,v3,5,100,Harvest,0.0441,0.0444,0.0,0.3945,-0.1168
strat,v3,5,100,Development,0.016,0.1267,0.0,0.2868,-0.0964
strat,v3,5,100,Insect/Disease,0.0151,0.045,0.0,0.2861,-0.0605
strat,v3,5,100,Beaver,0.0168,0.1639,0.0,0.3515,0.0633
simple,v3,5,200,Stable,0.0345,0.0478,0.0,0.3773,-0.1665
simple,v3,5,200,Harvest,0.0441,0.0374,0.0,0.1351,0.0047
simple,v3,5,200,Development,0.016,0.0511,0.45,0.0926,0.0136
simple,v3,5,200,Insect/Disease,0.0151,0.0313,0.05,0.1666,0.0307
simple,v3,5,200,Beaver,0.0168,0.0421,0.63,0.2982,0.1175
strat,v3,5,200,Stable,0.0345,0.0647,0.0,0.5485,0.2179
strat,v3,5,200,Harvest,0.0441,0.0333,0.0,0.3979,-0.1168
strat,v3,5,200,Development,0.016,0.1384,0.0,0.2852,-0.0965
strat,v3,5,200,Insect/Disease,0.0151,0.0578,0.0,0.2939,-0.0625
strat,v3,5,200,Beaver,0.0168,0.1601,0.0,0.3513,0.0579
simple,v3,5,500,Stable,0.0345,0.0295,0.0,0.3805,-0.1682
simple,v3,5,500,Harvest,0.0441,0.0437,0.0,0.1393,0.0054
simple,v3,5,500,Development,0.016,0.0233,0.17,0.0961,0.0137
simple,v3,5,500,Insect/Disease,0.0151,0.011,0.0,0.1713,0.0316
simple,v3,5,500,Beaver,0.0168,0.0227,0.26,0.298,0.1175
strat,v3,5,500,Stable,0.0345,0.0511,0.0,0.5473,0.2105
strat,v3,5,500,Harvest,0.0441,0.0322,0.0,0.3972,-0.1176
strat,v3,5,500,Development,0.016,0.1299,0.0,0.2855,-0.0968
strat,v3,5,500,Insect/Disease,0.0151,0.0519,0.0,0.2879,-0.0612
strat,v3,5,500,Beaver,0.0168,0.1646,0.0,0.3521,0.0651
simple,v3,5,1000,Stable,0.0345,0.0322,0.0,0.3783,-0.1665
simple,v3,5,1000,Harvest,0.0441,0.0364,0.0,0.1361,0.0049
simple,v3,5,1000,Development,0.016,0.0206,0.03,0.0969,0.0134
simple,v3,5,1000,Insect/Disease,0.0151,0.0115,0.0,0.1719,0.0315
simple,v3,5,1000,Beaver,0.0168,0.0175,0.08,0.2973,0.1166
strat,v3,5,1000,Stable,0.0345,0.0517,0.0,0.5496,0.213
strat,v3,5,1000,Harvest,0.0441,0.0322,0.0,0.3989,-0.1192
strat,v3,5,1000,Development,0.016,0.1316,0.0,0.2863,-0.0966
strat,v3,5,1000,Insect/Disease,0.0151,0.0559,0.0,0.2873,-0.0631
strat,v3,5,1000,Beaver,0.0168,0.1605,0.0,0.3549,0.0658
simple,v3,5,2000,Stable,0.0345,0.0331,0.0,0.381,-0.1689
simple,v3,5,2000,Harvest,0.0441,0.0428,0.0,0.1368,0.0057
simple,v3,5,2000,Development,0.016,0.0154,0.0,0.0967,0.0134
simple,v3,5,2000,Insect/Disease,0.0151,0.0167,0.0,0.1738,0.0321
simple,v3,5,2000,Beaver,0.0168,0.0212,0.01,0.2994,0.1178
strat,v3,5,2000,Stable,0.0345,0.0535,0.0,0.5484,0.2132
strat,v3,5,2000,Harvest,0.0441,0.0308,0.0,0.3975,-0.1188
strat,v3,5,2000,Development,0.016,0.1299,0.0,0.2862,-0.0968
strat,v3,5,2000,Insect/Disease,0.0151,0.0549,0.0,0.2876,-0.0622
strat,v3,5,2000,Beaver,0.0168,0.1605,0.0,0.3538,0.0645
simple,v3,5,5000,Stable,0.0345,0.036,0.0,0.3801,-0.1682
simple,v3,5,5000,Harvest,0.0441,0.0402,0.0,0.1369,0.0055
simple,v3,5,5000,Development,0.016,0.02,0.0,0.0975,0.0134
simple,v3,5,5000,Insect/Disease,0.0151,0.0195,0.0,0.1736,0.0322
simple,v3,5,5000,Beaver,0.0168,0.0185,0.0,0.2987,0.1171
strat,v3,5,5000,Stable,0.0345,0.0614,0.0,0.5513,0.1901
strat,v3,5,5000,Harvest,0.0441,0.0071,0.0,0.4447,-0.1496
strat,v3,5,5000,Development,0.016,0.1205,0.0,0.2426,-0.0643
strat,v3,5,5000,Insect/Disease,0.0151,0.05,0.0,0.3156,-0.083
strat,v3,5,5000,Beaver,0.0168,0.1117,0.0,0.3496,0.1068
simple,v3,7,20,Stable,0.0363,0.0834,0.22,0.3566,-0.1682
simple,v3,7,20,Harvest,0.0466,0.0737,0.58,0.1132,0.0053
simple,v3,7,20,Development,0.0183,-0.0581,0.97,0.0757,0.0203
simple,v3,7,20,Insect/Disease,0.0159,0.0642,0.76,0.1299,0.0314
simple,v3,7,20,Beaver,0.0194,0.021,0.89,0.266,0.1113
strat,v3,7,20,Stable,0.0363,0.0941,0.0,0.4955,0.1598
strat,v3,7,20,Harvest,0.0466,0.1157,0.07,0.3722,-0.1088
strat,v3,7,20,Development,0.0183,0.191,0.28,0.2481,-0.0758
strat,v3,7,20,Insect/Disease,0.0159,0.0042,0.25,0.2612,-0.0641
strat,v3,7,20,Beaver,0.0194,0.191,0.0,0.3157,0.0889
simple,v3,7,50,Stable,0.0363,0.0379,0.07,0.365,-0.1715
simple,v3,7,50,Harvest,0.0466,0.079,0.24,0.1058,0.0062
simple,v3,7,50,Development,0.0183,0.1143,0.82,0.0755,0.0134
simple,v3,7,50,Insect/Disease,0.0159,0.0613,0.44,0.1461,0.0315
simple,v3,7,50,Beaver,0.0194,0.0983,0.85,0.287,0.1204
strat,v3,7,50,Stable,0.0363,0.0624,0.0,0.5062,0.1579
strat,v3,7,50,Harvest,0.0466,0.0588,0.02,0.3792,-0.1109
strat,v3,7,50,Development,0.0183,0.1541,0.01,0.26,-0.0767
strat,v3,7,50,Insect/Disease,0.0159,0.0336,0.02,0.2596,-0.0517
strat,v3,7,50,Beaver,0.0194,0.1643,0.0,0.3261,0.0813
simple,v3,7,100,Stable,0.0363,0.0505,0.0,0.3677,-0.1707
simple,v3,7,100,Harvest,0.0466,0.0507,0.02,0.1251,0.0052
simple,v3,7,100,Development,0.0183,0.0577,0.56,0.0782,0.0129
simple,v3,7,100,Insect/Disease,0.0159,0.0295,0.07,0.1634,0.0328
simple,v3,7,100,Beaver,0.0194,0.0176,0.69,0.2887,0.1198
strat,v3,7,100,Stable,0.0363,0.0647,0.0,0.5075,0.1658
strat,v3,7,100,Harvest,0.0466,0.053,0.0,0.3753,-0.1124
strat,v3,7,100,Development,0.0183,0.1433,0.0,0.2612,-0.0806
strat,v3,7,100,Insect/Disease,0.0159,0.0463,0.0,0.2657,-0.0536
strat,v3,7,100,Beaver,0.0194,0.1935,0.0,0.3205,0.0807
simple,v3,7,200,Stable,0.0363,0.0439,0.0,0.3641,-0.1652
simple,v3,7,200,Harvest,0.0466,0.0528,0.0,0.1312,0.005
simple,v3,7,200,Development,0.0183,0.058,0.3,0.0841,0.013
simple,v3,7,200,Insect/Disease,0.0159,0.0224,0.02,0.1657,0.0324
simple,v3,7,200,Beaver,0.0194,0.0186,0.39,0.2831,0.1149
strat,v3,7,200,Stable,0.0363,0.0455,0.0,0.5105,0.158
strat,v3,7,200,Harvest,0.0466,0.0238,0.0,0.3829,-0.1111
strat,v3,7,200,Development,0.0183,0.1018,0.0,0.2596,-0.078
strat,v3,7,200,Insect/Disease,0.0159,0.0515,0.0,0.2616,-0.0501
strat,v3,7,200,Beaver,0.0194,0.1782,0.0,0.3261,0.0812
simple,v3,7,500,Stable,0.0363,0.0318,0.0,0.3673,-0.1677
simple,v3,7,500,Harvest,0.0466,0.0478,0.0,0.1304,0.0063
simple,v3,7,500,Development,0.0183,0.0193,0.04,0.0899,0.0132
simple,v3,7,500,Insect/Disease,0.0159,0.0201,0.0,0.1682,0.0318
simple,v3,7,500,Beaver,0.0194,0.0154,0.07,0.2872,0.1164
strat,v3,7,500,Stable,0.0363,0.058,0.0,0.5068,0.1585
strat,v3,7,500,Harvest,0.0466,0.0329,0.0,0.3817,-0.1106
strat,v3,7,500,Development,0.0183,0.1237,0.0,0.2584,-0.0779
strat,v3,7,500,Insect/Disease,0.0159,0.0325,0.0,0.2643,-0.051
strat,v3,7,500,Beaver,0.0194,0.1877,0.0,0.3235,0.081
simple,v3,7,1000,Stable,0.0363,0.0329,0.0,0.3686,-0.1694
simple,v3,7,1000,Harvest,0.0466,0.0385,0.0,0.1291,0.0055
simple,v3,7,1000,Development,0.0183,0.0235,0.0,0.0925,0.0134
simple,v3,7,1000,Insect/Disease,0.0159,0.0089,0.0,0.1686,0.0321
simple,v3,7,1000,Beaver,0.0194,0.0199,0.03,0.2899,0.1184
strat,v3,7,1000,Stable,0.0363,0.0528,0.0,0.5086,0.1597
strat,v3,7,1000,Harvest,0.0466,0.031,0.0,0.3814,-0.1118
strat,v3,7,1000,Development,0.0183,0.1264,0.0,0.2594,-0.0789
strat,v3,7,1000,Insect/Disease,0.0159,0.0471,0.0,0.2628,-0.0504
strat,v3,7,1000,Beaver,0.0194,0.1795,0.0,0.3257,0.0814
simple,v3,7,2000,Stable,0.0363,0.0352,0.0,0.3692,-0.1694
simple,v3,7,2000,Harvest,0.0466,0.0469,0.0,0.1316,0.0061
simple,v3,7,2000,Development,0.0183,0.0188,0.0,0.092,0.0132
simple,v3,7,2000,Insect/Disease,0.0159,0.0154,0.0,0.1697,0.032
