design,version,W,n,cls,metric,census,mean,sd,bias,frac_undefined
strat,v6,1,100,Insect/Disease,recall,0.0468,0.0545,0.04929,0.00774,0.0
strat,v6,1,100,Beaver,recall,0.0948,0.101,0.06154,0.00625,0.0
strat,v6,1,100,Stable,precision,0.9861,0.9856,0.00231,-0.00043,0.0
strat,v6,1,100,Harvest,precision,0.0135,0.1389,0.28671,0.12538,0.0
strat,v6,1,100,Development,precision,0.0019,0.0128,0.02645,0.01085,0.0
strat,v6,1,100,Insect/Disease,precision,0.0027,0.1014,0.21959,0.09873,0.0
strat,v6,1,100,Beaver,precision,0.0007,0.0285,0.10911,0.02783,0.0
strat,v6,1,100,Stable,f1,0.8584,0.8462,0.06081,-0.01225,0.0
strat,v6,1,100,Harvest,f1,0.0234,0.0582,0.0738,0.03485,0.2
strat,v6,1,100,Development,f1,0.0038,0.0189,0.03432,0.01512,0.03
strat,v6,1,100,Insect/Disease,f1,0.0051,0.0541,0.07104,0.04894,0.31
strat,v6,1,100,Beaver,f1,0.0013,0.0225,0.04223,0.02122,0.1
simple,v6,1,200,Stable,recall,0.76,0.757,0.02945,-0.00309,0.0
simple,v6,1,200,Harvest,recall,0.0869,0.1109,0.26598,0.02393,0.05
simple,v6,1,200,Development,recall,0.1685,0.1538,0.37553,-0.01462,0.87
simple,v6,1,200,Insect/Disease,recall,0.0468,0.0,0.0,-0.04676,0.54
simple,v6,1,200,Beaver,recall,0.0948,0.1429,0.37796,0.04811,0.93
simple,v6,1,200,Stable,precision,0.9861,0.9873,0.00875,0.00121,0.0
simple,v6,1,200,Harvest,precision,0.0135,0.0124,0.02774,-0.00114,0.0
simple,v6,1,200,Development,precision,0.0019,0.0023,0.01593,0.00032,0.0
simple,v6,1,200,Insect/Disease,precision,0.0027,0.0,0.0,-0.00271,0.0
simple,v6,1,200,Beaver,precision,0.0007,0.0009,0.00909,0.00024,0.0
simple,v6,1,200,Stable,f1,0.8584,0.8566,0.01913,-0.00185,0.0
simple,v6,1,200,Harvest,f1,0.0234,0.1195,0.03165,0.09614,0.82
simple,v6,1,200,Development,f1,0.0038,0.202,0.02857,0.19821,0.98
simple,v6,1,200,Insect/Disease,f1,0.0051,,,,1.0
simple,v6,1,200,Beaver,f1,0.0013,0.1667,,0.16535,0.99
strat,v6,1,200,Stable,recall,0.76,0.761,0.07722,0.00096,0.0
strat,v6,1,200,Harvest,recall,0.0869,0.093,0.04565,0.00606,0.0
strat,v6,1,200,Development,recall,0.1685,0.1765,0.06598,0.00803,0.0
strat,v6,1,200,Insect/Disease,recall,0.0468,0.046,0.03548,-0.00076,0.0
strat,v6,1,200,Beaver,recall,0.0948,0.096,0.04868,0.00125,0.0
strat,v6,1,200,Stable,precision,0.9861,0.9859,0.00184,-0.00014,0.0
strat,v6,1,200,Harvest,precision,0.0135,0.0503,0.1451,0.03681,0.0
strat,v6,1,200,Development,precision,0.0019,0.0153,0.07932,0.01333,0.0
strat,v6,1,200,Insect/Disease,precision,0.0027,0.0174,0.06278,0.01473,0.0
strat,v6,1,200,Beaver,precision,0.0007,0.0101,0.02706,0.00944,0.0
strat,v6,1,200,Stable,f1,0.8584,0.8568,0.05099,-0.00159,0.0
strat,v6,1,200,Harvest,f1,0.0234,0.0347,0.02984,0.01129,0.03
strat,v6,1,200,Development,f1,0.0038,0.0149,0.03558,0.01113,0.0
strat,v6,1,200,Insect/Disease,f1,0.0051,0.0144,0.03284,0.00925,0.17
strat,v6,1,200,Beaver,f1,0.0013,0.0134,0.03187,0.01206,0.04
simple,v6,1,500,Stable,recall,0.76,0.7615,0.02055,0.00141,0.0
simple,v6,1,500,Harvest,recall,0.0869,0.0841,0.13104,-0.00289,0.0
simple,v6,1,500,Development,recall,0.1685,0.1071,0.31497,-0.06132,0.72
simple,v6,1,500,Insect/Disease,recall,0.0468,0.0236,0.10278,-0.02311,0.26
simple,v6,1,500,Beaver,recall,0.0948,0.0682,0.23378,-0.02657,0.78
simple,v6,1,500,Stable,precision,0.9861,0.9864,0.00608,0.00037,0.0
simple,v6,1,500,Harvest,precision,0.0135,0.0128,0.01945,-0.00071,0.0
simple,v6,1,500,Development,precision,0.0019,0.001,0.00554,-0.00096,0.0
simple,v6,1,500,Insect/Disease,precision,0.0027,0.0014,0.00679,-0.00134,0.0
simple,v6,1,500,Beaver,precision,0.0007,0.0006,0.00437,-5e-05,0.0
simple,v6,1,500,Stable,f1,0.8584,0.8593,0.01378,0.00089,0.0
simple,v6,1,500,Harvest,f1,0.0234,0.0589,0.0269,0.03556,0.63
simple,v6,1,500,Development,f1,0.0038,0.0623,0.00671,0.05853,0.97
simple,v6,1,500,Insect/Disease,f1,0.0051,0.0629,0.01107,0.05781,0.96
simple,v6,1,500,Beaver,f1,0.0013,0.059,0.00491,0.05771,0.98
strat,v6,1,500,Stable,recall,0.76,0.7667,0.04015,0.00666,0.0
strat,v6,1,500,Harvest,recall,0.0869,0.0859,0.02708,-0.00104,0.0
strat,v6,1,500,Development,recall,0.1685,0.1767,0.03269,0.00823,0.0
strat,v6,1,500,Insect/Disease,recall,0.0468,0.0492,0.02182,0.00244,0.0
strat,v6,1,500,Beaver,recall,0.0948,0.0974,0.03196,0.00265,0.0
strat,v6,1,500,Stable,precision,0.9861,0.9862,0.00109,0.0001,0.0
strat,v6,1,500,Harvest,precision,0.0135,0.0169,0.00978,0.00339,0.0
strat,v6,1,500,Development,precision,0.0019,0.0025,0.00139,0.00061,0.0
strat,v6,1,500,Insect/Disease,precision,0.0027,0.0032,0.00189,0.00052,0.0
strat,v6,1,500,Beaver,precision,0.0007,0.0011,0.00298,0.00044,0.0
strat,v6,1,500,Stable,f1,0.8584,0.8621,0.02586,0.00371,0.0
strat,v6,1,500,Harvest,f1,0.0234,0.0278,0.0133,0.00442,0.01
strat,v6,1,500,Development,f1,0.0038,0.005,0.00267,0.00118,0.0
strat,v6,1,500,Insect/Disease,f1,0.0051,0.0061,0.00335,0.00095,0.01
strat,v6,1,500,Beaver,f1,0.0013,0.0021,0.00449,0.00073,0.0
simple,v6,1,1000,Stable,recall,0.76,0.758,0.01321,-0.00208,0.0
simple,v6,1,1000,Harvest,recall,0.0869,0.1003,0.07992,0.01333,0.0
simple,v6,1,1000,Development,recall,0.1685,0.2019,0.3739,0.03346,0.48
simple,v6,1,1000,Insect/Disease,recall,0.0468,0.0276,0.10402,-0.01919,0.04
simple,v6,1,1000,Beaver,recall,0.0948,0.1081,0.3148,0.01336,0.63
simple,v6,1,1000,Stable,precision,0.9861,0.9857,0.00523,-0.00037,0.0
simple,v6,1,1000,Harvest,precision,0.0135,0.016,0.01301,0.00252,0.0
simple,v6,1,1000,Development,precision,0.0019,0.0023,0.00597,0.00035,0.0
simple,v6,1,1000,Insect/Disease,precision,0.0027,0.0018,0.00673,-0.0009,0.0
simple,v6,1,1000,Beaver,precision,0.0007,0.0008,0.00371,9e-05,0.0
simple,v6,1,1000,Stable,f1,0.8584,0.8569,0.00877,-0.00153,0.0
simple,v6,1,1000,Harvest,f1,0.0234,0.036,0.01788,0.0126,0.24
simple,v6,1,1000,Development,f1,0.0038,0.0342,0.00376,0.03041,0.87
simple,v6,1,1000,Insect/Disease,f1,0.0051,0.0416,0.01772,0.03644,0.92
simple,v6,1,1000,Beaver,f1,0.0013,0.0368,0.00374,0.03549,0.96
strat,v6,1,1000,Stable,recall,0.76,0.7658,0.03331,0.00571,0.0
strat,v6,1,1000,Harvest,recall,0.0869,0.0906,0.02146,0.00371,0.0
strat,v6,1,1000,Development,recall,0.1685,0.1684,0.02794,-7e-05,0.0
strat,v6,1,1000,Insect/Disease,recall,0.0468,0.0471,0.01324,0.00034,0.0
strat,v6,1,1000,Beaver,recall,0.0948,0.0967,0.01932,0.00195,0.0
strat,v6,1,1000,Stable,precision,0.9861,0.9862,0.00079,0.00013,0.0
strat,v6,1,1000,Harvest,precision,0.0135,0.0152,0.00523,0.00174,0.0
strat,v6,1,1000,Development,precision,0.0019,0.0021,0.00073,0.00016,0.0
strat,v6,1,1000,Insect/Disease,precision,0.0027,0.0031,0.00129,0.0004,0.0
strat,v6,1,1000,Beaver,precision,0.0007,0.0008,0.00034,0.00012,0.0
strat,v6,1,1000,Stable,f1,0.8584,0.8617,0.02128,0.00329,0.0
strat,v6,1,1000,Harvest,f1,0.0234,0.0259,0.00803,0.00249,0.0
strat,v6,1,1000,Development,f1,0.0038,0.0041,0.00142,0.00031,0.0
strat,v6,1,1000,Insect/Disease,f1,0.0051,0.0058,0.00233,0.00068,0.0
strat,v6,1,1000,Beaver,f1,0.0013,0.0016,0.00067,0.00023,0.0
simple,v6,1,2000,Stable,recall,0.76,0.7615,0.00963,0.00145,0.0
simple,v6,1,2000,Harvest,recall,0.0869,0.0838,0.05771,-0.00315,0.0
simple,v6,1,2000,Development,recall,0.1685,0.2169,0.36652,0.04842,0.23
simple,v6,1,2000,Insect/Disease,recall,0.0468,0.04,0.08783,-0.00674,0.0
simple,v6,1,2000,Beaver,recall,0.0948,0.0833,0.24618,-0.01142,0.44
simple,v6,1,2000,Stable,precision,0.9861,0.9858,0.00292,-0.00026,0.0
simple,v6,1,2000,Harvest,precision,0.0135,0.0132,0.00926,-0.00029,0.0
simple,v6,1,2000,Development,precision,0.0019,0.0024,0.00441,0.00052,0.0
simple,v6,1,2000,Insect/Disease,precision,0.0027,0.0024,0.00501,-0.00032,0.0
simple,v6,1,2000,Beaver,precision,0.0007,0.0006,0.00231,-4e-05,0.0
simple,v6,1,2000,Stable,f1,0.8584,0.8592,0.00612,0.00079,0.0
simple,v6,1,2000,Harvest,f1,0.0234,0.0261,0.014,0.00273,0.13
simple,v6,1,2000,Development,f1,0.0038,0.0192,0.00459,0.01538,0.75
simple,v6,1,2000,Insect/Disease,f1,0.0051,0.0212,0.00758,0.01609,0.79
simple,v6,1,2000,Beaver,f1,0.0013,0.0176,0.00211,0.01625,0.93
strat,v6,1,2000,Stable,recall,0.76,0.7594,0.0242,-0.00059,0.0
strat,v6,1,2000,Harvest,recall,0.0869,0.0875,0.01466,0.00051,0.0
strat,v6,1,2000,Development,recall,0.1685,0.1704,0.01845,0.00193,0.0
strat,v6,1,2000,Insect/Disease,recall,0.0468,0.0464,0.01005,-0.00033,0.0
strat,v6,1,2000,Beaver,recall,0.0948,0.0942,0.01276,-0.00055,0.0
strat,v6,1,2000,Stable,precision,0.9861,0.986,0.00063,-2e-05,0.0
strat,v6,1,2000,Harvest,precision,0.0135,0.0141,0.00326,0.00057,0.0
strat,v6,1,2000,Development,precision,0.0019,0.002,0.00056,0.0001,0.0
strat,v6,1,2000,Insect/Disease,precision,0.0027,0.0029,0.00086,0.00015,0.0
strat,v6,1,2000,Beaver,precision,0.0007,0.0007,0.00017,0.0,0.0
strat,v6,1,2000,Stable,f1,0.8584,0.8578,0.01562,-0.00059,0.0
strat,v6,1,2000,Harvest,f1,0.0234,0.0241,0.00513,0.00077,0.0
strat,v6,1,2000,Development,f1,0.0038,0.004,0.0011,0.00019,0.0
strat,v6,1,2000,Insect/Disease,f1,0.0051,0.0054,0.00156,0.00025,0.0
strat,v6,1,2000,Beaver,f1,0.0013,0.0013,0.00033,1e-05,0.0
simple,v6,1,5000,Stable,recall,0.76,0.7593,0.00596,-0.00072,0.0
simple,v6,1,5000,Harvest,recall,0.0869,0.0879,0.03046,0.00093,0.0
simple,v6,1,5000,Development,recall,0.1685,0.1874,0.28028,0.01889,0.04
simple,v6,1,5000,Insect/Disease,recall,0.0468,0.0472,0.05262,0.0004,0.0
simple,v6,1,5000,Beaver,recall,0.0948,0.0549,0.16631,-0.03981,0.09
simple,v6,1,5000,Stable,precision,0.9861,0.9858,0.00206,-0.00022,0.0
simple,v6,1,5000,Harvest,precision,0.0135,0.0137,0.00505,0.00025,0.0
simple,v6,1,5000,Development,precision,0.0019,0.0019,0.00257,-7e-05,0.0
simple,v6,1,5000,Insect/Disease,precision,0.0027,0.0029,0.00337,0.0002,0.0
simple,v6,1,5000,Beaver,precision,0.0007,0.0004,0.00128,-0.00023,0.0
simple,v6,1,5000,Stable,f1,0.8584,0.8579,0.00391,-0.00056,0.0
simple,v6,1,5000,Harvest,f1,0.0234,0.0237,0.00857,0.00035,0.0
simple,v6,1,5000,Development,f1,0.0038,0.0092,0.00362,0.00536,0.6
simple,v6,1,5000,Insect/Disease,f1,0.0051,0.0098,0.00535,0.00464,0.44
simple,v6,1,5000,Beaver,f1,0.0013,0.0078,0.00225,0.00644,0.89
strat,v6,1,5000,Stable,recall,0.76,0.7613,0.01262,0.00122,0.0
strat,v6,1,5000,Harvest,recall,0.0869,0.0875,0.00954,0.0006,0.0
strat,v6,1,5000,Development,recall,0.1685,0.17,0.01227,0.00157,0.0
strat,v6,1,5000,Insect/Disease,recall,0.0468,0.0464,0.00684,-0.00033,0.0
strat,v6,1,5000,Beaver,recall,0.0948,0.0948,0.00856,8e-05,0.0
strat,v6,1,5000,Stable,precision,0.9861,0.9861,0.00032,-0.0,0.0
strat,v6,1,5000,Harvest,precision,0.0135,0.0138,0.00221,0.00035,0.0
strat,v6,1,5000,Development,precision,0.0019,0.002,0.00029,5e-05,0.0
strat,v6,1,5000,Insect/Disease,precision,0.0027,0.0027,0.00054,2e-05,0.0
strat,v6,1,5000,Beaver,precision,0.0007,0.0007,0.00012,2e-05,0.0
strat,v6,1,5000,Stable,f1,0.8584,0.8591,0.00812,0.00072,0.0
strat,v6,1,5000,Harvest,f1,0.0234,0.0239,0.00357,0.00051,0.0
strat,v6,1,5000,Development,f1,0.0038,0.0039,0.00057,0.00011,0.0
strat,v6,1,5000,Insect/Disease,f1,0.0051,0.0051,0.00099,3e-05,0.0
strat,v6,1,5000,Beaver,f1,0.0013,0.0014,0.00024,4e-05,0.0
simple,v6,3,20,Stable,recall,0.7616,0.7574,0.05985,-0.00414,0.0
simple,v6,3,20,Harvest,recall,0.0867,0.0858,0.16417,-0.00091,0.71
simple,v6,3,20,Development,recall,0.1683,0.4167,0.11785,0.2484,0.98
simple,v6,3,20,Insect/Disease,recall,0.0463,0.0667,0.2582,0.02038,0.85
simple,v6,3,20,Beaver,recall,0.0947,0.0,,-0.09474,0.99
simple,v6,3,20,Stable,precision,0.986,0.9861,0.0248,7e-05,0.0
simple,v6,3,20,Harvest,precision,0.0136,0.012,0.04204,-0.00159,0.0
simple,v6,3,20,Development,precision,0.0019,0.0014,0.00972,-0.00056,0.0
simple,v6,3,20,Insect/Disease,precision,0.0027,0.0007,0.00714,-0.00198,0.0
simple,v6,3,20,Beaver,precision,0.0007,0.0,0.0,-0.00067,0.0
simple,v6,3,20,Stable,f1,0.8594,0.8554,0.04111,-0.00402,0.0
simple,v6,3,20,Harvest,f1,0.0234,0.1418,0.06524,0.11838,0.9
simple,v6,3,20,Development,f1,0.0038,0.1181,0.00982,0.11422,0.98
simple,v6,3,20,Insect/Disease,f1,0.0051,0.1333,,0.12825,0.99
simple,v6,3,20,Beaver,f1,0.0013,,,,1.0
strat,v6,3,20,Stable,recall,0.7616,0.7552,0.12924,-0.00638,0.0
strat,v6,3,20,Harvest,recall,0.0867,0.0807,0.06418,-0.00603,0.0
strat,v6,3,20,Development,recall,0.1683,0.1971,0.14498,0.02887,0.0
strat,v6,3,20,Insect/Disease,recall,0.0463,0.0378,0.05159,-0.00853,0.0
strat,v6,3,20,Beaver,recall,0.0947,0.0996,0.07629,0.00486,0.0
strat,v6,3,20,Stable,precision,0.986,0.9826,0.024,-0.00342,0.0
strat,v6,3,20,Harvest,precision,0.0136,0.056,0.18047,0.04246,0.0
strat,v6,3,20,Development,precision,0.0019,0.0285,0.07554,0.02656,0.0
strat,v6,3,20,Insect/Disease,precision,0.0027,0.0128,0.04023,0.01007,0.0
strat,v6,3,20,Beaver,precision,0.0007,0.0053,0.02047,0.00461,0.0
strat,v6,3,20,Stable,f1,0.8594,0.8476,0.08851,-0.01181,0.0
strat,v6,3,20,Harvest,f1,0.0234,0.0358,0.05208,0.01232,0.14
strat,v6,3,20,Development,f1,0.0038,0.0361,0.07902,0.03225,0.12
strat,v6,3,20,Insect/Disease,f1,0.0051,0.0211,0.03573,0.01602,0.52
strat,v6,3,20,Beaver,f1,0.0013,0.0072,0.01894,0.00582,0.13
simple,v6,3,50,Stable,recall,0.7616,0.7635,0.03792,0.00194,0.0
simple,v6,3,50,Harvest,recall,0.0867,0.1104,0.18869,0.0237,0.36
simple,v6,3,50,Development,recall,0.1683,0.1318,0.2384,-0.03649,0.84
simple,v6,3,50,Insect/Disease,recall,0.0463,0.0456,0.12616,-0.00066,0.65
simple,v6,3,50,Beaver,recall,0.0947,0.0729,0.13684,-0.02183,0.92
simple,v6,3,50,Stable,precision,0.986,0.986,0.0138,0.0,0.0
simple,v6,3,50,Harvest,precision,0.0136,0.0163,0.03319,0.0027,0.0
simple,v6,3,50,Development,precision,0.0019,0.0047,0.02063,0.0028,0.0
simple,v6,3,50,Insect/Disease,precision,0.0027,0.0026,0.01097,-0.00013,0.0
simple,v6,3,50,Beaver,precision,0.0007,0.0009,0.00658,0.00026,0.0
simple,v6,3,50,Stable,f1,0.8594,0.8601,0.02512,0.00068,0.0
simple,v6,3,50,Harvest,f1,0.0234,0.0945,0.05327,0.0711,0.74
simple,v6,3,50,Development,f1,0.0038,0.1199,0.05965,0.11607,0.94
simple,v6,3,50,Insect/Disease,f1,0.0051,0.0696,0.02844,0.06448,0.94
simple,v6,3,50,Beaver,f1,0.0013,0.0799,0.01552,0.07861,0.98
strat,v6,3,50,Stable,recall,0.7616,0.7619,0.07961,0.00039,0.0
strat,v6,3,50,Harvest,recall,0.0867,0.089,0.06837,0.00229,0.0
strat,v6,3,50,Development,recall,0.1683,0.186,0.09795,0.01776,0.0
strat,v6,3,50,Insect/Disease,recall,0.0463,0.0521,0.09687,0.00583,0.0
strat,v6,3,50,Beaver,recall,0.0947,0.0967,0.04416,0.00199,0.0
strat,v6,3,50,Stable,precision,0.986,0.9845,0.0113,-0.0015,0.0
strat,v6,3,50,Harvest,precision,0.0136,0.018,0.03338,0.00447,0.0
strat,v6,3,50,Development,precision,0.0019,0.0061,0.01633,0.00417,0.0
strat,v6,3,50,Insect/Disease,precision,0.0027,0.0087,0.03764,0.00597,0.0
strat,v6,3,50,Beaver,precision,0.0007,0.0006,0.00046,-0.00011,0.0
strat,v6,3,50,Stable,f1,0.8594,0.8568,0.05175,-0.00262,0.0
strat,v6,3,50,Harvest,f1,0.0234,0.0281,0.04367,0.00467,0.0
strat,v6,3,50,Development,f1,0.0038,0.0096,0.02293,0.0058,0.0
strat,v6,3,50,Insect/Disease,f1,0.0051,0.0133,0.05447,0.00817,0.11
strat,v6,3,50,Beaver,f1,0.0013,0.0011,0.00091,-0.00022,0.0
simple,v6,3,100,Stable,recall,0.7616,0.765,0.02698,0.00343,0.0
simple,v6,3,100,Harvest,recall,0.0867,0.0881,0.13648,0.00141,0.16
simple,v6,3,100,Development,recall,0.1683,0.1111,0.27563,-0.05715,0.86
simple,v6,3,100,Insect/Disease,recall,0.0463,0.0246,0.06976,-0.02164,0.33
simple,v6,3,100,Beaver,recall,0.0947,0.0879,0.27688,-0.00683,0.87
simple,v6,3,100,Stable,precision,0.986,0.9841,0.01082,-0.0019,0.0
simple,v6,3,100,Harvest,precision,0.0136,0.014,0.0194,0.00042,0.0
simple,v6,3,100,Development,precision,0.0019,0.0009,0.00524,-0.00108,0.0
simple,v6,3,100,Insect/Disease,precision,0.0027,0.0023,0.00821,-0.00038,0.0
simple,v6,3,100,Beaver,precision,0.0007,0.0004,0.00302,-0.00025,0.0
simple,v6,3,100,Stable,f1,0.8594,0.8606,0.01784,0.00118,0.0
simple,v6,3,100,Harvest,f1,0.0234,0.0475,0.02527,0.02404,0.54
simple,v6,3,100,Development,f1,0.0038,0.0513,0.01922,0.04745,0.97
simple,v6,3,100,Insect/Disease,f1,0.0051,0.0445,0.02095,0.03942,0.91
simple,v6,3,100,Beaver,f1,0.0013,0.0382,0.00612,0.03689,0.98
strat,v6,3,100,Stable,recall,0.7616,0.7638,0.05434,0.00228,0.0
strat,v6,3,100,Harvest,recall,0.0867,0.0958,0.05664,0.00915,0.0
strat,v6,3,100,Development,recall,0.1683,0.1723,0.06291,0.00401,0.0
strat,v6,3,100,Insect/Disease,recall,0.0463,0.0392,0.04649,-0.00712,0.0
strat,v6,3,100,Beaver,recall,0.0947,0.0973,0.03347,0.00257,0.0
strat,v6,3,100,Stable,precision,0.986,0.987,0.00571,0.00097,0.0
strat,v6,3,100,Harvest,precision,0.0136,0.016,0.01258,0.00242,0.0
strat,v6,3,100,Development,precision,0.0019,0.0025,0.00467,0.00054,0.0
strat,v6,3,100,Insect/Disease,precision,0.0027,0.0024,0.00725,-0.00032,0.0
strat,v6,3,100,Beaver,precision,0.0007,0.0005,0.00026,-0.00021,0.0
strat,v6,3,100,Stable,f1,0.8594,0.8601,0.03445,0.00074,0.0
strat,v6,3,100,Harvest,f1,0.0234,0.0269,0.02042,0.00347,0.0
strat,v6,3,100,Development,f1,0.0038,0.0047,0.00776,0.00088,0.0
strat,v6,3,100,Insect/Disease,f1,0.0051,0.0044,0.01258,-0.00065,0.03
strat,v6,3,100,Beaver,f1,0.0013,0.0009,0.00051,-0.00042,0.0
simple,v6,3,200,Stable,recall,0.7616,0.7611,0.0204,-0.00046,0.0
simple,v6,3,200,Harvest,recall,0.0867,0.0816,0.0898,-0.00508,0.01
simple,v6,3,200,Development,recall,0.1683,0.2002,0.3259,0.03197,0.76
simple,v6,3,200,Insect/Disease,recall,0.0463,0.0451,0.10072,-0.00114,0.15
simple,v6,3,200,Beaver,recall,0.0947,0.0211,0.06508,-0.07363,0.8
simple,v6,3,200,Stable,precision,0.986,0.9868,0.00705,0.00073,0.0
simple,v6,3,200,Harvest,precision,0.0136,0.0118,0.01206,-0.00176,0.0
simple,v6,3,200,Development,precision,0.0019,0.0026,0.01122,0.00068,0.0
simple,v6,3,200,Insect/Disease,precision,0.0027,0.0027,0.00639,3e-05,0.0
simple,v6,3,200,Beaver,precision,0.0007,0.0003,0.00206,-0.00039,0.0
simple,v6,3,200,Stable,f1,0.8594,0.8592,0.01362,-0.00017,0.0
simple,v6,3,200,Harvest,f1,0.0234,0.03,0.01628,0.00658,0.34
simple,v6,3,200,Development,f1,0.0038,0.0542,0.04783,0.05031,0.91
simple,v6,3,200,Insect/Disease,f1,0.0051,0.0245,0.01231,0.01946,0.8
simple,v6,3,200,Beaver,f1,0.0013,0.0261,0.011,0.02479,0.98
strat,v6,3,200,Stable,recall,0.7616,0.7677,0.04033,0.00615,0.0
strat,v6,3,200,Harvest,recall,0.0867,0.0893,0.0473,0.00263,0.0
strat,v6,3,200,Development,recall,0.1683,0.1917,0.05596,0.02348,0.0
strat,v6,3,200,Insect/Disease,recall,0.0463,0.0443,0.06969,-0.00198,0.0
strat,v6,3,200,Beaver,recall,0.0947,0.0991,0.02659,0.00436,0.0
strat,v6,3,200,Stable,precision,0.986,0.9853,0.00594,-0.00073,0.0
strat,v6,3,200,Harvest,precision,0.0136,0.0167,0.01607,0.00313,0.0
strat,v6,3,200,Development,precision,0.0019,0.0018,0.00097,-0.00015,0.0
strat,v6,3,200,Insect/Disease,precision,0.0027,0.0025,0.00662,-0.00016,0.0
strat,v6,3,200,Beaver,precision,0.0007,0.0005,0.0002,-0.00018,0.0
strat,v6,3,200,Stable,f1,0.8594,0.8624,0.02602,0.00305,0.0
strat,v6,3,200,Harvest,f1,0.0234,0.0275,0.02371,0.00403,0.0
strat,v6,3,200,Development,f1,0.0038,0.0035,0.0019,-0.0003,0.0
strat,v6,3,200,Insect/Disease,f1,0.0051,0.0047,0.01189,-0.00038,0.0
strat,v6,3,200,Beaver,f1,0.0013,0.001,0.00039,-0.00035,0.0
simple,v6,3,500,Stable,recall,0.7616,0.7604,0.01437,-0.00117,0.0
simple,v6,3,500,Harvest,recall,0.0867,0.0839,0.04789,-0.00274,0.0
simple,v6,3,500,Development,recall,0.1683,0.1269,0.21561,-0.04136,0.36
simple,v6,3,500,Insect/Disease,recall,0.0463,0.0438,0.07268,-0.00244,0.0
simple,v6,3,500,Beaver,recall,0.0947,0.0506,0.10146,-0.04416,0.5
simple,v6,3,500,Stable,precision,0.986,0.9857,0.00437,-0.00033,0.0
simple,v6,3,500,Harvest,precision,0.0136,0.0139,0.00917,0.0003,0.0
simple,v6,3,500,Development,precision,0.0019,0.0021,0.00522,0.00016,0.0
simple,v6,3,500,Insect/Disease,precision,0.0027,0.0023,0.00333,-0.00037,0.0
simple,v6,3,500,Beaver,precision,0.0007,0.0006,0.00166,-4e-05,0.0
simple,v6,3,500,Stable,f1,0.8594,0.8584,0.00944,-0.00094,0.0
simple,v6,3,500,Harvest,f1,0.0234,0.0255,0.01369,0.00208,0.08
simple,v6,3,500,Development,f1,0.0038,0.0185,0.01396,0.01466,0.78
simple,v6,3,500,Insect/Disease,f1,0.0051,0.0103,0.00519,0.00522,0.58
simple,v6,3,500,Beaver,f1,0.0013,0.0088,0.00251,0.00742,0.86
strat,v6,3,500,Stable,recall,0.7616,0.759,0.02989,-0.00252,0.0
strat,v6,3,500,Harvest,recall,0.0867,0.091,0.03928,0.00427,0.0
strat,v6,3,500,Development,recall,0.1683,0.1768,0.04817,0.00849,0.0
strat,v6,3,500,Insect/Disease,recall,0.0463,0.0425,0.05534,-0.00379,0.0
strat,v6,3,500,Beaver,recall,0.0947,0.0972,0.02417,0.00241,0.0
strat,v6,3,500,Stable,precision,0.986,0.9856,0.00393,-0.00044,0.0
strat,v6,3,500,Harvest,precision,0.0136,0.0153,0.00866,0.00178,0.0
strat,v6,3,500,Development,precision,0.0019,0.0016,0.00045,-0.00036,0.0
strat,v6,3,500,Insect/Disease,precision,0.0027,0.0021,0.00282,-0.00059,0.0
strat,v6,3,500,Beaver,precision,0.0007,0.0004,0.0001,-0.00024,0.0
strat,v6,3,500,Stable,f1,0.8594,0.8573,0.01927,-0.00209,0.0
strat,v6,3,500,Harvest,f1,0.0234,0.026,0.01398,0.0026,0.0
strat,v6,3,500,Development,f1,0.0038,0.0031,0.00089,-0.0007,0.0
strat,v6,3,500,Insect/Disease,f1,0.0051,0.004,0.00533,-0.00111,0.0
strat,v6,3,500,Beaver,f1,0.0013,0.0009,0.0002,-0.00047,0.0
simple,v6,3,1000,Stable,recall,0.7616,0.7614,0.00833,-0.00014,0.0
simple,v6,3,1000,Harvest,recall,0.0867,0.0885,0.03379,0.00182,0.0
simple,v6,3,1000,Development,recall,0.1683,0.1151,0.2024,-0.05319,0.21
simple,v6,3,1000,Insect/Disease,recall,0.0463,0.0531,0.05349,0.00677,0.0
simple,v6,3,1000,Beaver,recall,0.0947,0.1339,0.24109,0.03915,0.22
simple,v6,3,1000,Stable,precision,0.986,0.986,0.00315,-5e-05,0.0
simple,v6,3,1000,Harvest,precision,0.0136,0.0136,0.00637,0.0,0.0
simple,v6,3,1000,Development,precision,0.0019,0.0015,0.00329,-0.00039,0.0
simple,v6,3,1000,Insect/Disease,precision,0.0027,0.0032,0.00321,0.00049,0.0
simple,v6,3,1000,Beaver,precision,0.0007,0.001,0.00184,0.00034,0.0
simple,v6,3,1000,Stable,f1,0.8594,0.8592,0.00562,-0.00013,0.0
simple,v6,3,1000,Harvest,f1,0.0234,0.0233,0.01045,-0.00012,0.0
simple,v6,3,1000,Development,f1,0.0038,0.0104,0.00794,0.00654,0.71
simple,v6,3,1000,Insect/Disease,f1,0.0051,0.0085,0.00543,0.00343,0.3
simple,v6,3,1000,Beaver,f1,0.0013,0.0062,0.00381,0.00484,0.68
strat,v6,3,1000,Stable,recall,0.7616,0.759,0.01724,-0.00258,0.0
strat,v6,3,1000,Harvest,recall,0.0867,0.0867,0.02412,-2e-05,0.0
