design,version,W,n,cls,metric,census,mean,sd,bias,frac_undefined
strat,v2,7,2000,Harvest,precision,0.0891,0.1085,0.06124,0.01934,0.0
strat,v2,7,2000,Development,precision,0.0072,0.0071,0.00858,-0.00012,0.0
strat,v2,7,2000,Insect/Disease,precision,0.0113,0.0105,0.00904,-0.00078,0.0
strat,v2,7,2000,Beaver,precision,0.0019,0.0018,0.00247,-0.00011,0.0
strat,v2,7,2000,Stable,f1,0.939,0.9377,0.00657,-0.00135,0.0
strat,v2,7,2000,Harvest,f1,0.0822,0.0841,0.02623,0.00182,0.0
strat,v2,7,2000,Development,f1,0.0134,0.0127,0.01414,-0.00072,0.0
strat,v2,7,2000,Insect/Disease,f1,0.0195,0.0177,0.01532,-0.00188,0.0
strat,v2,7,2000,Beaver,f1,0.0038,0.0036,0.00485,-0.00024,0.0
simple,v2,7,5000,Stable,recall,0.8958,0.8956,0.00338,-0.00015,0.0
simple,v2,7,5000,Harvest,recall,0.0763,0.0794,0.02598,0.00306,0.0
simple,v2,7,5000,Development,recall,0.0916,0.1022,0.08746,0.01053,0.0
simple,v2,7,5000,Insect/Disease,recall,0.0716,0.0744,0.03659,0.00285,0.0
simple,v2,7,5000,Beaver,recall,0.3294,0.3083,0.19083,-0.02115,0.0
simple,v2,7,5000,Stable,precision,0.9867,0.9866,0.00131,-5e-05,0.0
simple,v2,7,5000,Harvest,precision,0.0891,0.0954,0.03288,0.00625,0.0
simple,v2,7,5000,Development,precision,0.0072,0.0078,0.00701,0.00053,0.0
simple,v2,7,5000,Insect/Disease,precision,0.0113,0.0117,0.00605,0.00042,0.0
simple,v2,7,5000,Beaver,precision,0.0019,0.0018,0.00144,-9e-05,0.0
simple,v2,7,5000,Stable,f1,0.939,0.9389,0.00187,-0.00011,0.0
simple,v2,7,5000,Harvest,f1,0.0822,0.0862,0.02822,0.00398,0.0
simple,v2,7,5000,Development,f1,0.0134,0.0151,0.01271,0.00168,0.05
simple,v2,7,5000,Insect/Disease,f1,0.0195,0.0202,0.01022,0.00065,0.0
simple,v2,7,5000,Beaver,f1,0.0038,0.0037,0.00283,-7e-05,0.03
strat,v2,7,5000,Stable,recall,0.8958,0.8962,0.00807,0.00046,0.0
strat,v2,7,5000,Harvest,recall,0.0763,0.0771,0.01364,0.00075,0.0
strat,v2,7,5000,Development,recall,0.0916,0.0858,0.07212,-0.00582,0.0
strat,v2,7,5000,Insect/Disease,recall,0.0716,0.0718,0.0439,0.00024,0.0
strat,v2,7,5000,Beaver,recall,0.3294,0.3513,0.17714,0.02184,0.0
strat,v2,7,5000,Stable,precision,0.9867,0.9867,0.00099,5e-05,0.0
strat,v2,7,5000,Harvest,precision,0.0891,0.0952,0.03065,0.00605,0.0
strat,v2,7,5000,Development,precision,0.0072,0.007,0.00595,-0.00027,0.0
strat,v2,7,5000,Insect/Disease,precision,0.0113,0.0116,0.00783,0.00033,0.0
strat,v2,7,5000,Beaver,precision,0.0019,0.0022,0.00237,0.00033,0.0
strat,v2,7,5000,Stable,f1,0.939,0.9393,0.00456,0.00026,0.0
strat,v2,7,5000,Harvest,f1,0.0822,0.0837,0.01572,0.00145,0.0
strat,v2,7,5000,Development,f1,0.0134,0.0127,0.01065,-0.00074,0.0
strat,v2,7,5000,Insect/Disease,f1,0.0195,0.0199,0.01311,0.00036,0.0
strat,v2,7,5000,Beaver,f1,0.0038,0.0045,0.00467,0.00063,0.0
simple,v2,9,20,Stable,recall,0.8958,0.8899,0.05119,-0.00589,0.0
simple,v2,9,20,Harvest,recall,0.0758,0.0366,0.14913,-0.03919,0.36
simple,v2,9,20,Development,recall,0.0929,0.1499,0.31931,0.05702,0.83
simple,v2,9,20,Insect/Disease,recall,0.0717,0.0481,0.19801,-0.02354,0.49
simple,v2,9,20,Beaver,recall,0.3285,0.0625,0.17678,-0.26595,0.92
simple,v2,9,20,Stable,precision,0.9867,0.983,0.02291,-0.00366,0.0
simple,v2,9,20,Harvest,precision,0.0889,0.1008,0.28931,0.01191,0.47
simple,v2,9,20,Development,precision,0.0073,0.0156,0.10391,0.00828,0.34
simple,v2,9,20,Insect/Disease,precision,0.0112,0.0064,0.02684,-0.00482,0.27
simple,v2,9,20,Beaver,precision,0.0019,0.0033,0.03333,0.0014,0.0
simple,v2,9,20,Stable,f1,0.9391,0.9333,0.03032,-0.0058,0.0
simple,v2,9,20,Harvest,f1,0.0818,0.2744,0.31948,0.19264,0.92
simple,v2,9,20,Development,f1,0.0135,0.2935,0.38096,0.27998,0.96
simple,v2,9,20,Insect/Disease,f1,0.0194,0.1411,0.0831,0.12166,0.95
simple,v2,9,20,Beaver,f1,0.0038,0.4,,0.39616,0.99
strat,v2,9,20,Stable,recall,0.8958,0.8944,0.11542,-0.00137,0.0
strat,v2,9,20,Harvest,recall,0.0758,0.0779,0.13087,0.00214,0.0
strat,v2,9,20,Development,recall,0.0929,0.0894,0.1425,-0.00352,0.0
strat,v2,9,20,Insect/Disease,recall,0.0717,0.0932,0.18011,0.02152,0.0
strat,v2,9,20,Beaver,recall,0.3285,0.3787,0.24879,0.05021,0.0
strat,v2,9,20,Stable,precision,0.9867,0.9879,0.01139,0.00122,0.0
strat,v2,9,20,Harvest,precision,0.0889,0.3852,0.39211,0.29637,0.15
strat,v2,9,20,Development,precision,0.0073,0.2392,0.31854,0.23195,0.19
strat,v2,9,20,Insect/Disease,precision,0.0112,0.1033,0.19764,0.09209,0.14
strat,v2,9,20,Beaver,precision,0.0019,0.0288,0.07487,0.02688,0.0
strat,v2,9,20,Stable,f1,0.9391,0.9347,0.06884,-0.0044,0.0
strat,v2,9,20,Harvest,f1,0.0818,0.1634,0.16003,0.0816,0.4
strat,v2,9,20,Development,f1,0.0135,0.1744,0.17473,0.1609,0.5
strat,v2,9,20,Insect/Disease,f1,0.0194,0.132,0.14907,0.11255,0.56
strat,v2,9,20,Beaver,f1,0.0038,0.0365,0.07705,0.03262,0.03
simple,v2,9,50,Stable,recall,0.8958,0.8943,0.03358,-0.00148,0.0
simple,v2,9,50,Harvest,recall,0.0758,0.0601,0.17418,-0.01566,0.14
simple,v2,9,50,Development,recall,0.0929,0.1123,0.22202,0.01942,0.8
simple,v2,9,50,Insect/Disease,recall,0.0717,0.08,0.21975,0.00835,0.23
simple,v2,9,50,Beaver,recall,0.3285,0.2046,0.34969,-0.12386,0.81
simple,v2,9,50,Stable,precision,0.9867,0.9895,0.00993,0.00286,0.0
simple,v2,9,50,Harvest,precision,0.0889,0.0772,0.21398,-0.01166,0.17
simple,v2,9,50,Development,precision,0.0073,0.0165,0.08178,0.00915,0.11
simple,v2,9,50,Insect/Disease,precision,0.0112,0.0096,0.03674,-0.00165,0.05
simple,v2,9,50,Beaver,precision,0.0019,0.003,0.01668,0.00104,0.0
simple,v2,9,50,Stable,f1,0.9391,0.9392,0.01929,0.00013,0.0
simple,v2,9,50,Harvest,f1,0.0818,0.2553,0.27199,0.17348,0.82
simple,v2,9,50,Development,f1,0.0135,0.311,0.20112,0.29751,0.95
simple,v2,9,50,Insect/Disease,f1,0.0194,0.0976,0.10994,0.07815,0.85
simple,v2,9,50,Beaver,f1,0.0038,0.0886,0.09,0.08479,0.94
strat,v2,9,50,Stable,recall,0.8958,0.8933,0.0808,-0.00251,0.0
strat,v2,9,50,Harvest,recall,0.0758,0.0763,0.07507,0.0005,0.0
strat,v2,9,50,Development,recall,0.0929,0.0989,0.09534,0.00601,0.0
strat,v2,9,50,Insect/Disease,recall,0.0717,0.0818,0.14011,0.01015,0.0
strat,v2,9,50,Beaver,recall,0.3285,0.397,0.16589,0.06858,0.0
strat,v2,9,50,Stable,precision,0.9867,0.9871,0.0112,0.00036,0.0
strat,v2,9,50,Harvest,precision,0.0889,0.3718,0.32694,0.2829,0.01
strat,v2,9,50,Development,precision,0.0073,0.1974,0.24063,0.1901,0.03
strat,v2,9,50,Insect/Disease,precision,0.0112,0.0846,0.14409,0.07333,0.0
strat,v2,9,50,Beaver,precision,0.0019,0.0132,0.06777,0.01128,0.0
strat,v2,9,50,Stable,f1,0.9391,0.9359,0.0473,-0.00318,0.0
strat,v2,9,50,Harvest,f1,0.0818,0.1188,0.11,0.03701,0.1
strat,v2,9,50,Development,f1,0.0135,0.0979,0.11498,0.08434,0.1
strat,v2,9,50,Insect/Disease,f1,0.0194,0.0569,0.07811,0.03742,0.18
strat,v2,9,50,Beaver,f1,0.0038,0.017,0.05635,0.0132,0.0
simple,v2,9,100,Stable,recall,0.8958,0.8941,0.02168,-0.00172,0.0
simple,v2,9,100,Harvest,recall,0.0758,0.0484,0.10271,-0.0274,0.0
simple,v2,9,100,Development,recall,0.0929,0.109,0.28464,0.01612,0.48
simple,v2,9,100,Insect/Disease,recall,0.0717,0.0601,0.17484,-0.01159,0.0
simple,v2,9,100,Beaver,recall,0.3285,0.23,0.3609,-0.0985,0.64
simple,v2,9,100,Stable,precision,0.9867,0.9841,0.00961,-0.00254,0.0
simple,v2,9,100,Harvest,precision,0.0889,0.1049,0.20686,0.01608,0.06
simple,v2,9,100,Development,precision,0.0073,0.006,0.03234,-0.00132,0.0
simple,v2,9,100,Insect/Disease,precision,0.0112,0.0085,0.02513,-0.00276,0.0
simple,v2,9,100,Beaver,precision,0.0019,0.0015,0.00614,-0.00041,0.0
simple,v2,9,100,Stable,f1,0.9391,0.9368,0.01329,-0.00224,0.0
simple,v2,9,100,Harvest,f1,0.0818,0.1269,0.12693,0.0451,0.59
simple,v2,9,100,Development,f1,0.0135,0.1222,0.13265,0.10871,0.92
simple,v2,9,100,Insect/Disease,f1,0.0194,0.0653,0.06168,0.04582,0.8
simple,v2,9,100,Beaver,f1,0.0038,0.0225,0.02559,0.01863,0.87
strat,v2,9,100,Stable,recall,0.8958,0.8957,0.05408,-0.00013,0.0
strat,v2,9,100,Harvest,recall,0.0758,0.0694,0.05201,-0.00638,0.0
strat,v2,9,100,Development,recall,0.0929,0.0945,0.11703,0.00158,0.0
strat,v2,9,100,Insect/Disease,recall,0.0717,0.0822,0.11745,0.01052,0.0
strat,v2,9,100,Beaver,recall,0.3285,0.3759,0.15476,0.04748,0.0
strat,v2,9,100,Stable,precision,0.9867,0.9864,0.00718,-0.00025,0.0
strat,v2,9,100,Harvest,precision,0.0889,0.3729,0.26432,0.28409,0.0
strat,v2,9,100,Development,precision,0.0073,0.096,0.15841,0.08867,0.0
strat,v2,9,100,Insect/Disease,precision,0.0112,0.0762,0.12748,0.06494,0.0
strat,v2,9,100,Beaver,precision,0.0019,0.003,0.00809,0.00107,0.0
strat,v2,9,100,Stable,f1,0.9391,0.938,0.03046,-0.00106,0.0
strat,v2,9,100,Harvest,f1,0.0818,0.104,0.07915,0.02222,0.01
strat,v2,9,100,Development,f1,0.0135,0.0481,0.06757,0.03459,0.0
strat,v2,9,100,Insect/Disease,f1,0.0194,0.0581,0.09346,0.03863,0.06
strat,v2,9,100,Beaver,f1,0.0038,0.0057,0.01483,0.00187,0.0
simple,v2,9,200,Stable,recall,0.8958,0.8949,0.01718,-0.00089,0.0
simple,v2,9,200,Harvest,recall,0.0758,0.0695,0.11864,-0.0063,0.0
simple,v2,9,200,Development,recall,0.0929,0.0973,0.24929,0.0044,0.24
simple,v2,9,200,Insect/Disease,recall,0.0717,0.0576,0.09714,-0.01409,0.0
simple,v2,9,200,Beaver,recall,0.3285,0.2227,0.36874,-0.1058,0.4
simple,v2,9,200,Stable,precision,0.9867,0.9863,0.00689,-0.00035,0.0
simple,v2,9,200,Harvest,precision,0.0889,0.0894,0.15176,0.00051,0.0
simple,v2,9,200,Development,precision,0.0073,0.0065,0.02833,-0.00084,0.0
simple,v2,9,200,Insect/Disease,precision,0.0112,0.0105,0.02186,-0.0007,0.0
simple,v2,9,200,Beaver,precision,0.0019,0.0014,0.00392,-0.00054,0.0
simple,v2,9,200,Stable,f1,0.9391,0.9383,0.00999,-0.00075,0.0
simple,v2,9,200,Harvest,f1,0.0818,0.119,0.13279,0.03719,0.42
simple,v2,9,200,Development,f1,0.0135,0.0617,0.07105,0.04819,0.84
simple,v2,9,200,Insect/Disease,f1,0.0194,0.0386,0.0415,0.01917,0.56
simple,v2,9,200,Beaver,f1,0.0038,0.0136,0.01228,0.00977,0.8
strat,v2,9,200,Stable,recall,0.8958,0.9006,0.03858,0.00482,0.0
strat,v2,9,200,Harvest,recall,0.0758,0.0702,0.04302,-0.00557,0.0
strat,v2,9,200,Development,recall,0.0929,0.0851,0.07203,-0.00774,0.0
strat,v2,9,200,Insect/Disease,recall,0.0717,0.0782,0.10579,0.00653,0.0
strat,v2,9,200,Beaver,recall,0.3285,0.3563,0.15256,0.02786,0.0
strat,v2,9,200,Stable,precision,0.9867,0.986,0.00615,-0.00068,0.0
strat,v2,9,200,Harvest,precision,0.0889,0.2651,0.21906,0.1762,0.0
strat,v2,9,200,Development,precision,0.0073,0.037,0.08432,0.02969,0.0
strat,v2,9,200,Insect/Disease,precision,0.0112,0.0478,0.079,0.03652,0.0
strat,v2,9,200,Beaver,precision,0.0019,0.0016,0.00316,-0.00038,0.0
strat,v2,9,200,Stable,f1,0.9391,0.941,0.0216,0.00189,0.0
strat,v2,9,200,Harvest,f1,0.0818,0.0891,0.05709,0.00728,0.0
strat,v2,9,200,Development,f1,0.0135,0.0315,0.05076,0.01793,0.0
strat,v2,9,200,Insect/Disease,f1,0.0194,0.035,0.05347,0.01557,0.0
strat,v2,9,200,Beaver,f1,0.0038,0.0031,0.00612,-0.00078,0.0
simple,v2,9,500,Stable,recall,0.8958,0.8942,0.01107,-0.00162,0.0
simple,v2,9,500,Harvest,recall,0.0758,0.0776,0.07773,0.00182,0.0
simple,v2,9,500,Development,recall,0.0929,0.0927,0.20204,-0.0002,0.06
simple,v2,9,500,Insect/Disease,recall,0.0717,0.0863,0.11859,0.01468,0.0
simple,v2,9,500,Beaver,recall,0.3285,0.3059,0.35498,-0.02252,0.14
simple,v2,9,500,Stable,precision,0.9867,0.9865,0.00419,-0.00017,0.0
simple,v2,9,500,Harvest,precision,0.0889,0.0941,0.10201,0.0052,0.0
simple,v2,9,500,Development,precision,0.0073,0.0061,0.01844,-0.00118,0.0
simple,v2,9,500,Insect/Disease,precision,0.0112,0.0129,0.01861,0.00162,0.0
simple,v2,9,500,Beaver,precision,0.0019,0.0018,0.00417,-0.00011,0.0
simple,v2,9,500,Stable,f1,0.9391,0.9381,0.00642,-0.001,0.0
simple,v2,9,500,Harvest,f1,0.0818,0.0864,0.07813,0.00456,0.07
simple,v2,9,500,Development,f1,0.0135,0.0307,0.0475,0.01719,0.65
simple,v2,9,500,Insect/Disease,f1,0.0194,0.0319,0.03344,0.01246,0.31
simple,v2,9,500,Beaver,f1,0.0038,0.0072,0.01035,0.00332,0.5
strat,v2,9,500,Stable,recall,0.8958,0.8952,0.02086,-0.00063,0.0
strat,v2,9,500,Harvest,recall,0.0758,0.0797,0.03706,0.00389,0.0
strat,v2,9,500,Development,recall,0.0929,0.095,0.10255,0.00211,0.0
strat,v2,9,500,Insect/Disease,recall,0.0717,0.0772,0.08853,0.00555,0.0
strat,v2,9,500,Beaver,recall,0.3285,0.3173,0.17944,-0.01115,0.0
strat,v2,9,500,Stable,precision,0.9867,0.9867,0.00391,2e-05,0.0
strat,v2,9,500,Harvest,precision,0.0889,0.1715,0.16881,0.08264,0.0
strat,v2,9,500,Development,precision,0.0073,0.0122,0.03199,0.00488,0.0
strat,v2,9,500,Insect/Disease,precision,0.0112,0.0141,0.01829,0.00281,0.0
strat,v2,9,500,Beaver,precision,0.0019,0.0018,0.00362,-0.00012,0.0
strat,v2,9,500,Stable,f1,0.9391,0.9386,0.01176,-0.00046,0.0
strat,v2,9,500,Harvest,f1,0.0818,0.0919,0.04845,0.01009,0.0
strat,v2,9,500,Development,f1,0.0135,0.0184,0.04176,0.0049,0.0
strat,v2,9,500,Insect/Disease,f1,0.0194,0.0202,0.01991,0.00078,0.0
strat,v2,9,500,Beaver,f1,0.0038,0.0035,0.00699,-0.00029,0.0
simple,v2,9,1000,Stable,recall,0.8958,0.8953,0.00686,-0.00053,0.0
simple,v2,9,1000,Harvest,recall,0.0758,0.0628,0.05102,-0.01302,0.0
simple,v2,9,1000,Development,recall,0.0929,0.0818,0.16393,-0.01108,0.0
simple,v2,9,1000,Insect/Disease,recall,0.0717,0.075,0.07274,0.00333,0.0
simple,v2,9,1000,Beaver,recall,0.3285,0.2458,0.25332,-0.08264,0.0
simple,v2,9,1000,Stable,precision,0.9867,0.9861,0.00276,-0.00055,0.0
simple,v2,9,1000,Harvest,precision,0.0889,0.0783,0.06376,-0.01059,0.0
simple,v2,9,1000,Development,precision,0.0073,0.0061,0.01178,-0.00124,0.0
simple,v2,9,1000,Insect/Disease,precision,0.0112,0.0113,0.01109,0.0001,0.0
simple,v2,9,1000,Beaver,precision,0.0019,0.0018,0.00232,-0.00013,0.0
simple,v2,9,1000,Stable,f1,0.9391,0.9385,0.00383,-0.00055,0.0
simple,v2,9,1000,Harvest,f1,0.0818,0.068,0.05257,-0.01378,0.01
simple,v2,9,1000,Development,f1,0.0135,0.0219,0.02592,0.00839,0.5
simple,v2,9,1000,Insect/Disease,f1,0.0194,0.02,0.01872,0.00056,0.03
simple,v2,9,1000,Beaver,f1,0.0038,0.005,0.00473,0.00117,0.29
strat,v2,9,1000,Stable,recall,0.8958,0.8947,0.0163,-0.00116,0.0
strat,v2,9,1000,Harvest,recall,0.0758,0.0758,0.03106,-1e-05,0.0
strat,v2,9,1000,Development,recall,0.0929,0.0946,0.09822,0.00176,0.0
strat,v2,9,1000,Insect/Disease,recall,0.0717,0.0682,0.06322,-0.00343,0.0
strat,v2,9,1000,Beaver,recall,0.3285,0.3079,0.17664,-0.02052,0.0
strat,v2,9,1000,Stable,precision,0.9867,0.9867,0.00216,-3e-05,0.0
strat,v2,9,1000,Harvest,precision,0.0889,0.1195,0.08993,0.03068,0.0
strat,v2,9,1000,Development,precision,0.0073,0.0101,0.01868,0.00284,0.0
strat,v2,9,1000,Insect/Disease,precision,0.0112,0.0114,0.01163,0.00011,0.0
strat,v2,9,1000,Beaver,precision,0.0019,0.0015,0.00224,-0.00045,0.0
strat,v2,9,1000,Stable,f1,0.9391,0.9383,0.00897,-0.00073,0.0
strat,v2,9,1000,Harvest,f1,0.0818,0.0836,0.03337,0.00178,0.0
strat,v2,9,1000,Development,f1,0.0135,0.0171,0.02997,0.00359,0.0
strat,v2,9,1000,Insect/Disease,f1,0.0194,0.0186,0.01846,-0.00084,0.0
strat,v2,9,1000,Beaver,f1,0.0038,0.0029,0.00439,-0.00091,0.0
simple,v2,9,2000,Stable,recall,0.8958,0.8958,0.00494,2e-05,0.0
simple,v2,9,2000,Harvest,recall,0.0758,0.0727,0.0369,-0.00312,0.0
simple,v2,9,2000,Development,recall,0.0929,0.0915,0.12279,-0.00139,0.0
simple,v2,9,2000,Insect/Disease,recall,0.0717,0.074,0.052,0.00233,0.0
simple,v2,9,2000,Beaver,recall,0.3285,0.3578,0.22156,0.02932,0.0
simple,v2,9,2000,Stable,precision,0.9867,0.9863,0.00206,-0.00035,0.0
simple,v2,9,2000,Harvest,precision,0.0889,0.0904,0.04759,0.00151,0.0
simple,v2,9,2000,Development,precision,0.0073,0.007,0.01085,-0.0003,0.0
simple,v2,9,2000,Insect/Disease,precision,0.0112,0.0117,0.0087,0.00043,0.0
simple,v2,9,2000,Beaver,precision,0.0019,0.0023,0.00219,0.00034,0.0
simple,v2,9,2000,Stable,f1,0.9391,0.9389,0.00299,-0.00015,0.0
simple,v2,9,2000,Harvest,f1,0.0818,0.0794,0.03946,-0.00244,0.0
simple,v2,9,2000,Development,f1,0.0135,0.0164,0.02055,0.00287,0.22
simple,v2,9,2000,Insect/Disease,f1,0.0194,0.02,0.01463,0.00054,0.0
simple,v2,9,2000,Beaver,f1,0.0038,0.0047,0.00432,0.0009,0.05
strat,v2,9,2000,Stable,recall,0.8958,0.8959,0.01074,9e-05,0.0
strat,v2,9,2000,Harvest,recall,0.0758,0.0772,0.02584,0.00136,0.0
strat,v2,9,2000,Development,recall,0.0929,0.0909,0.09222,-0.00194,0.0
strat,v2,9,2000,Insect/Disease,recall,0.0717,0.0753,0.06035,0.00365,0.0
strat,v2,9,2000,Beaver,recall,0.3285,0.3077,0.16994,-0.02078,0.0
strat,v2,9,2000,Stable,precision,0.9867,0.9866,0.00182,-7e-05,0.0
strat,v2,9,2000,Harvest,precision,0.0889,0.1021,0.0564,0.01326,0.0
strat,v2,9,2000,Development,precision,0.0073,0.0077,0.0111,0.00044,0.0
strat,v2,9,2000,Insect/Disease,precision,0.0112,0.0115,0.00863,0.00023,0.0
strat,v2,9,2000,Beaver,precision,0.0019,0.002,0.00324,4e-05,0.0
strat,v2,9,2000,Stable,f1,0.9391,0.939,0.00607,-1e-05,0.0
strat,v2,9,2000,Harvest,f1,0.0818,0.0837,0.02859,0.00192,0.0
strat,v2,9,2000,Development,f1,0.0135,0.0138,0.01889,0.00024,0.0
strat,v2,9,2000,Insect/Disease,f1,0.0194,0.0197,0.0148,0.00021,0.0
strat,v2,9,2000,Beaver,f1,0.0038,0.0039,0.00631,5e-05,0.0
simple,v2,9,5000,Stable,recall,0.8958,0.8956,0.00363,-0.00023,0.0
simple,v2,9,5000,Harvest,recall,0.0758,0.0771,0.02436,0.00135,0.0
simple,v2,9,5000,Development,recall,0.0929,0.0865,0.07236,-0.00636,0.0
simple,v2,9,5000,Insect/Disease,recall,0.0717,0.0766,0.03632,0.00498,0.0
simple,v2,9,5000,Beaver,recall,0.3285,0.3458,0.15911,0.01734,0.0
simple,v2,9,5000,Stable,precision,0.9867,0.9869,0.00124,0.00023,0.0
simple,v2,9,5000,Harvest,precision,0.0889,0.0881,0.03061,-0.0008,0.0
simple,v2,9,5000,Development,precision,0.0073,0.0068,0.00571,-0.00052,0.0
simple,v2,9,5000,Insect/Disease,precision,0.0112,0.012,0.00602,0.00076,0.0
simple,v2,9,5000,Beaver,precision,0.0019,0.0021,0.00128,0.00012,0.0
simple,v2,9,5000,Stable,f1,0.9391,0.939,0.00197,-3e-05,0.0
simple,v2,9,5000,Harvest,f1,0.0818,0.0817,0.02621,-0.0001,0.0
simple,v2,9,5000,Development,f1,0.0135,0.0125,0.0104,-0.00107,0.0
simple,v2,9,5000,Insect/Disease,f1,0.0194,0.0207,0.01022,0.00126,0.0
simple,v2,9,5000,Beaver,f1,0.0038,0.0041,0.00253,0.00024,0.0
strat,v2,9,5000,Stable,recall,0.8958,0.8954,0.00725,-0.00043,0.0
strat,v2,9,5000,Harvest,recall,0.0758,0.0762,0.01519,0.00044,0.0
strat,v2,9,5000,Development,recall,0.0929,0.0857,0.06245,-0.00714,0.0
strat,v2,9,5000,Insect/Disease,recall,0.0717,0.0745,0.04426,0.00287,0.0
strat,v2,9,5000,Beaver,recall,0.3285,0.3068,0.12716,-0.02162,0.0
strat,v2,9,5000,Stable,precision,0.9867,0.9868,0.00111,0.00015,0.0
strat,v2,9,5000,Harvest,precision,0.0889,0.097,0.02621,0.00816,0.0
strat,v2,9,5000,Development,precision,0.0073,0.0067,0.00562,-0.00063,0.0
strat,v2,9,5000,Insect/Disease,precision,0.0112,0.0123,0.0082,0.00109,0.0
strat,v2,9,5000,Beaver,precision,0.0019,0.0018,0.00127,-0.00017,0.0
strat,v2,9,5000,Stable,f1,0.9391,0.9389,0.00404,-0.00019,0.0
strat,v2,9,5000,Harvest,f1,0.0818,0.0843,0.01703,0.00245,0.0
strat,v2,9,5000,Development,f1,0.0135,0.0123,0.01014,-0.00128,0.0
strat,v2,9,5000,Insect/Disease,f1,0.0194,0.021,0.01356,0.00154,0.0
strat,v2,9,5000,Beaver,f1,0.0038,0.0035,0.00251,-0.00035,0.0
simple,v3,1,20,Stable,recall,0.818,0.8205,0.09678,0.00251,0.0
simple,v3,1,20,Harvest,recall,0.0585,0.0,0.0,-0.0585,0.83
simple,v3,1,20,Development,recall,0.0655,0.5,0.70711,0.4345,0.98
simple,v3,1,20,Insect/Disease,recall,0.0947,0.1429,0.37796,0.04816,0.93
simple,v3,1,20,Beaver,recall,0.3144,0.0,0.0,-0.31442,0.97
simple,v3,1,20,Stable,precision,0.9859,0.9879,0.02666,0.00198,0.0
simple,v3,1,20,Harvest,precision,0.0398,0.0,0.0,-0.03979,0.72
simple,v3,1,20,Development,precision,0.0029,0.0196,0.08085,0.01671,0.83
simple,v3,1,20,Insect/Disease,precision,0.0091,0.0238,0.1543,0.01467,0.58
simple,v3,1,20,Beaver,precision,0.001,0.0,0.0,-0.00105,0.08
simple,v3,1,20,Stable,f1,0.8941,0.8931,0.06183,-0.00104,0.0
simple,v3,1,20,Harvest,f1,0.0474,,,,1.0
simple,v3,1,20,Development,f1,0.0056,0.5,,0.49445,0.99
simple,v3,1,20,Insect/Disease,f1,0.0167,1.0,,0.98332,0.99
simple,v3,1,20,Beaver,f1,0.0021,,,,1.0
strat,v3,1,20,Stable,recall,0.818,0.8325,0.18483,0.01455,0.0
strat,v3,1,20,Harvest,recall,0.0585,0.0475,0.10478,-0.011,0.0
strat,v3,1,20,Development,recall,0.0655,0.05,0.11237,-0.0155,0.0
strat,v3,1,20,Insect/Disease,recall,0.0947,0.0975,0.15849,0.00281,0.0
strat,v3,1,20,Beaver,recall,0.3144,0.3175,0.23262,0.00308,0.0
strat,v3,1,20,Stable,precision,0.9859,0.9845,0.00805,-0.00146,0.0
strat,v3,1,20,Harvest,precision,0.0398,0.2178,0.39263,0.17804,0.42
strat,v3,1,20,Development,precision,0.0029,0.4421,0.49394,0.43917,0.69
strat,v3,1,20,Insect/Disease,precision,0.0091,0.4495,0.47275,0.44038,0.49
strat,v3,1,20,Beaver,precision,0.001,0.1957,0.37094,0.19467,0.01
strat,v3,1,20,Stable,f1,0.8941,0.8903,0.12642,-0.00384,0.0
strat,v3,1,20,Harvest,f1,0.0474,0.3217,0.17504,0.27438,0.82
strat,v3,1,20,Development,f1,0.0056,0.3322,0.17422,0.32664,0.82
strat,v3,1,20,Insect/Disease,f1,0.0167,0.3737,0.20375,0.35702,0.68
strat,v3,1,20,Beaver,f1,0.0021,0.1802,0.26599,0.17807,0.2
simple,v3,1,50,Stable,recall,0.818,0.8266,0.05156,0.0086,0.0
simple,v3,1,50,Harvest,recall,0.0585,0.0399,0.16918,-0.01864,0.54
simple,v3,1,50,Development,recall,0.0655,0.0,0.0,-0.0655,0.96
simple,v3,1,50,Insect/Disease,recall,0.0947,0.0,0.0,-0.09469,0.86
simple,v3,1,50,Beaver,recall,0.3144,1.0,,0.68558,0.99
simple,v3,1,50,Stable,precision,0.9859,0.9839,0.01985,-0.00207,0.0
simple,v3,1,50,Harvest,precision,0.0398,0.0417,0.17735,0.00188,0.48
simple,v3,1,50,Development,precision,0.0029,0.0,0.0,-0.0029,0.5
simple,v3,1,50,Insect/Disease,precision,0.0091,0.0,0.0,-0.00914,0.16
simple,v3,1,50,Beaver,precision,0.001,0.002,0.02,0.00095,0.0
simple,v3,1,50,Stable,f1,0.8941,0.8975,0.03294,0.0034,0.0
simple,v3,1,50,Harvest,f1,0.0474,0.6222,0.20367,0.57486,0.97
simple,v3,1,50,Development,f1,0.0056,,,,1.0
simple,v3,1,50,Insect/Disease,f1,0.0167,,,,1.0
simple,v3,1,50,Beaver,f1,0.0021,0.3333,,0.33125,0.99
strat,v3,1,50,Stable,recall,0.818,0.811,0.13249,-0.00695,0.0
strat,v3,1,50,Harvest,recall,0.0585,0.058,0.07132,-0.0005,0.0
strat,v3,1,50,Development,recall,0.0655,0.064,0.0718,-0.0015,0.0
strat,v3,1,50,Insect/Disease,recall,0.0947,0.083,0.08883,-0.01169,0.0
strat,v3,1,50,Beaver,recall,0.3144,0.304,0.15303,-0.01042,0.0
