version,W,n,cls,target_alloc,mean_realized,mean_shortfall
v5,9,20,Beaver,4,4.0,0.0
v5,9,50,Stable,10,10.0,0.0
v5,9,50,Harvest,10,10.0,0.0
v5,9,50,Development,10,10.0,0.0
v5,9,50,Insect/Disease,10,10.0,0.0
v5,9,50,Beaver,10,10.0,0.0
v5,9,100,Stable,20,20.0,0.0
v5,9,100,Harvest,20,20.0,0.0
v5,9,100,Development,20,20.0,0.0
v5,9,100,Insect/Disease,20,20.0,0.0
v5,9,100,Beaver,20,20.0,0.0
v5,9,200,Stable,40,40.0,0.0
v5,9,200,Harvest,40,40.0,0.0
v5,9,200,Development,40,40.0,0.0
v5,9,200,Insect/Disease,40,40.0,0.0
v5,9,200,Beaver,40,40.0,0.0
v5,9,500,Stable,100,100.0,0.0
v5,9,500,Harvest,100,100.0,0.0
v5,9,500,Development,100,100.0,0.0
v5,9,500,Insect/Disease,100,100.0,0.0
v5,9,500,Beaver,100,100.0,0.0
v5,9,1000,Stable,200,200.0,0.0
v5,9,1000,Harvest,200,200.0,0.0
v5,9,1000,Development,200,185.0,15.0
v5,9,1000,Insect/Disease,200,200.0,0.0
v5,9,1000,Beaver,200,117.0,83.0
v5,9,2000,Stable,400,400.0,0.0
v5,9,2000,Harvest,400,400.0,0.0
v5,9,2000,Development,400,185.0,215.0
v5,9,2000,Insect/Disease,400,400.0,0.0
v5,9,2000,Beaver,400,117.0,283.0
v5,9,5000,Stable,1000,1000.0,0.0
v5,9,5000,Harvest,1000,1000.0,0.0
v5,9,5000,Development,1000,185.0,815.0
v5,9,5000,Insect/Disease,1000,719.0,281.0
v5,9,5000,Beaver,1000,117.0,883.0
v6,1,20,Stable,4,4.0,0.0
v6,1,20,Harvest,4,4.0,0.0
v6,1,20,Development,4,4.0,0.0
v6,1,20,Insect/Disease,4,4.0,0.0
v6,1,20,Beaver,4,4.0,0.0
v6,1,50,Stable,10,10.0,0.0
v6,1,50,Harvest,10,10.0,0.0
v6,1,50,Development,10,10.0,0.0
v6,1,50,Insect/Disease,10,10.0,0.0
v6,1,50,Beaver,10,10.0,0.0
v6,1,100,Stable,20,20.0,0.0
v6,1,100,Harvest,20,20.0,0.0
v6,1,100,Development,20,20.0,0.0
v6,1,100,Insect/Disease,20,20.0,0.0
v6,1,100,Beaver,20,20.0,0.0
v6,1,200,Stable,40,40.0,0.0
v6,1,200,Harvest,40,40.0,0.0
v6,1,200,Development,40,40.0,0.0
v6,1,200,Insect/Disease,40,40.0,0.0
v6,1,200,Beaver,40,40.0,0.0
v6,1,500,Stable,100,100.0,0.0
v6,1,500,Harvest,100,100.0,0.0
v6,1,500,Development,100,100.0,0.0
v6,1,500,Insect/Disease,100,100.0,0.0
v6,1,500,Beaver,100,100.0,0.0
v6,1,1000,Stable,200,200.0,0.0
v6,1,1000,Harvest,200,200.0,0.0
v6,1,1000,Development,200,200.0,0.0
v6,1,1000,Insect/Disease,200,200.0,0.0
v6,1,1000,Beaver,200,200.0,0.0
v6,1,2000,Stable,400,400.0,0.0
v6,1,2000,Harvest,400,400.0,0.0
v6,1,2000,Development,400,400.0,0.0
v6,1,2000,Insect/Disease,400,400.0,0.0
v6,1,2000,Beaver,400,400.0,0.0
v6,1,5000,Stable,1000,1000.0,0.0
v6,1,5000,Harvest,1000,1000.0,0.0
v6,1,5000,Development,1000,1000.0,0.0
v6,1,5000,Insect/Disease,1000,1000.0,0.0
v6,1,5000,Beaver,1000,1000.0,0.0
v6,3,20,Stable,4,4.0,0.0
v6,3,20,Harvest,4,4.0,0.0
v6,3,20,Development,4,4.0,0.0
v6,3,20,Insect/Disease,4,4.0,0.0
v6,3,20,Beaver,4,4.0,0.0
v6,3,50,Stable,10,10.0,0.0
v6,3,50,Harvest,10,10.0,0.0
v6,3,50,Development,10,10.0,0.0
v6,3,50,Insect/Disease,10,10.0,0.0
v6,3,50,Beaver,10,10.0,0.0
v6,3,100,Stable,20,20.0,0.0
v6,3,100,Harvest,20,20.0,0.0
v6,3,100,Development,20,20.0,0.0
v6,3,100,Insect/Disease,20,20.0,0.0
v6,3,100,Beaver,20,20.0,0.0
v6,3,200,Stable,40,40.0,0.0
v6,3,200,Harvest,40,40.0,0.0
v6,3,200,Development,40,40.0,0.0
v6,3,200,Insect/Disease,40,40.0,0.0
v6,3,200,Beaver,40,40.0,0.0
v6,3,500,Stable,100,100.0,0.0
v6,3,500,Harvest,100,100.0,0.0
v6,3,500,Development,100,100.0,0.0
v6,3,500,Insect/Disease,100,100.0,0.0
v6,3,500,Beaver,100,100.0,0.0
v6,3,1000,Stable,200,200.0,0.0
v6,3,1000,Harvest,200,200.0,0.0
v6,3,1000,Development,200,200.0,0.0
v6,3,1000,Insect/Disease,200,200.0,0.0
v6,3,1000,Beaver,200,200.0,0.0
v6,3,2000,Stable,400,400.0,0.0
v6,3,2000,Harvest,400,400.0,0.0
v6,3,2000,Development,400,400.0,0.0
v6,3,2000,Insect/Disease,400,400.0,0.0
v6,3,2000,Beaver,400,400.0,0.0
v6,3,5000,Stable,1000,1000.0,0.0
v6,3,5000,Harvest,1000,1000.0,0.0
v6,3,5000,Development,1000,1000.0,0.0
v6,3,5000,Insect/Disease,1000,1000.0,0.0
v6,3,5000,Beaver,1000,1000.0,0.0
v6,5,20,Stable,4,4.0,0.0
v6,5,20,Harvest,4,4.0,0.0
v6,5,20,Development,4,4.0,0.0
v6,5,20,Insect/Disease,4,4.0,0.0
v6,5,20,Beaver,4,4.0,0.0
v6,5,50,Stable,10,10.0,0.0
v6,5,50,Harvest,10,10.0,0.0
v6,5,50,Development,10,10.0,0.0
v6,5,50,Insect/Disease,10,10.0,0.0
v6,5,50,Beaver,10,10.0,0.0
v6,5,100,Stable,20,20.0,0.0
v6,5,100,Harvest,20,20.0,0.0
v6,5,100,Development,20,20.0,0.0
v6,5,100,Insect/Disease,20,20.0,0.0
v6,5,100,Beaver,20,20.0,0.0
v6,5,200,Stable,40,40.0,0.0
v6,5,200,Harvest,40,40.0,0.0
v6,5,200,Development,40,40.0,0.0
v6,5,200,Insect/Disease,40,40.0,0.0
v6,5,200,Beaver,40,40.0,0.0
v6,5,500,Stable,100,100.0,0.0
v6,5,500,Harvest,100,100.0,0.0
v6,5,500,Development,100,100.0,0.0
v6,5,500,Insect/Disease,100,100.0,0.0
v6,5,500,Beaver,100,100.0,0.0
v6,5,1000,Stable,200,200.0,0.0
v6,5,1000,Harvest,200,200.0,0.0
v6,5,1000,Development,200,200.0,0.0
v6,5,1000,Insect/Disease,200,200.0,0.0
v6,5,1000,Beaver,200,200.0,0.0
v6,5,2000,Stable,400,400.0,0.0
v6,5,2000,Harvest,400,400.0,0.0
v6,5,2000,Development,400,400.0,0.0
v6,5,2000,Insect/Disease,400,400.0,0.0
v6,5,2000,Beaver,400,400.0,0.0
v6,5,5000,Stable,1000,1000.0,0.0
v6,5,5000,Harvest,1000,1000.0,0.0
v6,5,5000,Development,1000,551.0,449.0
v6,5,5000,Insect/Disease,1000,1000.0,0.0
v6,5,5000,Beaver,1000,421.0,579.0
v6,7,20,Stable,4,4.0,0.0
v6,7,20,Harvest,4,4.0,0.0
v6,7,20,Development,4,4.0,0.0
v6,7,20,Insect/Disease,4,4.0,0.0
v6,7,20,Beaver,4,4.0,0.0
v6,7,50,Stable,10,10.0,0.0
v6,7,50,Harvest,10,10.0,0.0
v6,7,50,Development,10,10.0,0.0
v6,7,50,Insect/Disease,10,10.0,0.0
v6,7,50,Beaver,10,10.0,0.0
v6,7,100,Stable,20,20.0,0.0
v6,7,100,Harvest,20,20.0,0.0
v6,7,100,Development,20,20.0,0.0
v6,7,100,Insect/Disease,20,20.0,0.0
v6,7,100,Beaver,20,20.0,0.0
v6,7,200,Stable,40,40.0,0.0
v6,7,200,Harvest,40,40.0,0.0
v6,7,200,Development,40,40.0,0.0
v6,7,200,Insect/Disease,40,40.0,0.0
v6,7,200,Beaver,40,40.0,0.0
v6,7,500,Stable,100,100.0,0.0
v6,7,500,Harvest,100,100.0,0.0
v6,7,500,Development,100,100.0,0.0
v6,7,500,Insect/Disease,100,100.0,0.0
v6,7,500,Beaver,100,100.0,0.0
v6,7,1000,Stable,200,200.0,0.0
v6,7,1000,Harvest,200,200.0,0.0
v6,7,1000,Development,200,200.0,0.0
v6,7,1000,Insect/Disease,200,200.0,0.0
v6,7,1000,Beaver,200,200.0,0.0
v6,7,2000,Stable,400,400.0,0.0
v6,7,2000,Harvest,400,400.0,0.0
v6,7,2000,Development,400,296.0,104.0
v6,7,2000,Insect/Disease,400,400.0,0.0
v6,7,2000,Beaver,400,232.0,168.0
v6,7,5000,Stable,1000,1000.0,0.0
v6,7,5000,Harvest,1000,1000.0,0.0
v6,7,5000,Development,1000,296.0,704.0
v6,7,5000,Insect/Disease,1000,1000.0,0.0
v6,7,5000,Beaver,1000,232.0,768.0
v6,9,20,Stable,4,4.0,0.0
v6,9,20,Harvest,4,4.0,0.0
v6,9,20,Development,4,4.0,0.0
v6,9,20,Insect/Disease,4,4.0,0.0
v6,9,20,Beaver,4,4.0,0.0
v6,9,50,Stable,10,10.0,0.0
v6,9,50,Harvest,10,10.0,0.0
v6,9,50,Development,10,10.0,0.0
v6,9,50,Insect/Disease,10,10.0,0.0
v6,9,50,Beaver,10,10.0,0.0
v6,9,100,Stable,20,20.0,0.0
v6,9,100,Harvest,20,20.0,0.0
v6,9,100,Development,20,20.0,0.0
v6,9,100,Insect/Disease,20,20.0,0.0
v6,9,100,Beaver,20,20.0,0.0
v6,9,200,Stable,40,40.0,0.0
v6,9,200,Harvest,40,40.0,0.0
v6,9,200,Development,40,40.0,0.0
v6,9,200,Insect/Disease,40,40.0,0.0
v6,9,200,Beaver,40,40.0,0.0
v6,9,500,Stable,100,100.0,0.0
v6,9,500,Harvest,100,100.0,0.0
v6,9,500,Development,100,100.0,0.0
v6,9,500,Insect/Disease,100,100.0,0.0
v6,9,500,Beaver,100,100.0,0.0
v6,9,1000,Stable,200,200.0,0.0
v6,9,1000,Harvest,200,200.0,0.0
v6,9,1000,Development,200,185.0,15.0
v6,9,1000,Insect/Disease,200,200.0,0.0
v6,9,1000,Beaver,200,117.0,83.0
v6,9,2000,Stable,400,400.0,0.0
v6,9,2000,Harvest,400,400.0,0.0
v6,9,2000,Development,400,185.0,215.0
v6,9,2000,Insect/Disease,400,400.0,0.0
v6,9,2000,Beaver,400,117.0,283.0
v6,9,5000,Stable,1000,1000.0,0.0
v6,9,5000,Harvest,1000,1000.0,0.0
v6,9,5000,Development,1000,185.0,815.0
v6,9,5000,Insect/Disease,1000,719.0,281.0
v6,9,5000,Beaver,1000,117.0,883.0
