design,version,W,n,metric,census,mean,sd,bias,lo,hi
simple,v3,1,2000,C_frac_majority,,1.0,0.0,,,
strat,v3,1,2000,A_oa,0.8279,0.2929,0.00691,-0.53496,0.2789,0.3058
strat,v3,1,2000,A_kappa,0.0211,0.1162,0.00864,0.0951,0.0986,0.1322
strat,v3,1,2000,A_macrof1,0.2035,0.2382,0.00868,0.03474,0.22,0.256
strat,v3,1,2000,B_oa,0.8279,0.825,0.01698,-0.0029,0.795,0.8554
strat,v3,1,2000,C_oa,0.8279,0.825,0.01698,-0.0029,0.795,0.8554
strat,v3,1,2000,A_oa_wtd,0.8279,0.825,0.01698,-0.0029,0.795,0.8554
strat,v3,1,2000,A_macrof1_wtd,0.2035,0.2036,0.00573,0.00014,0.1943,0.2173
strat,v3,1,2000,C_frac_majority,,1.0,0.0,,,
simple,v3,1,5000,A_oa,0.8279,0.8279,0.00539,-2e-05,0.8161,0.8383
simple,v3,1,5000,A_kappa,0.0211,0.0198,0.00641,-0.0013,0.0101,0.0335
simple,v3,1,5000,A_macrof1,0.2035,0.3083,0.0677,0.10478,0.2096,0.4966
simple,v3,1,5000,B_oa,0.8279,0.8279,0.00539,-2e-05,0.8161,0.8383
simple,v3,1,5000,C_oa,0.8279,0.8279,0.00539,-2e-05,0.8161,0.8383
simple,v3,1,5000,A_oa_wtd,0.8279,0.8279,0.00539,-2e-05,0.8161,0.8383
simple,v3,1,5000,A_macrof1_wtd,0.2035,0.3083,0.0677,0.10478,0.2096,0.4966
simple,v3,1,5000,C_frac_majority,,1.0,0.0,,,
strat,v3,1,5000,A_oa,0.8279,0.2944,0.00499,-0.53353,0.2848,0.3037
strat,v3,1,5000,A_kappa,0.0211,0.1179,0.00623,0.09688,0.1059,0.1297
strat,v3,1,5000,A_macrof1,0.2035,0.24,0.00628,0.03647,0.2287,0.2514
strat,v3,1,5000,B_oa,0.8279,0.8284,0.0117,0.00055,0.8044,0.847
strat,v3,1,5000,C_oa,0.8279,0.8284,0.0117,0.00055,0.8044,0.847
strat,v3,1,5000,A_oa_wtd,0.8279,0.8284,0.0117,0.00055,0.8044,0.847
strat,v3,1,5000,A_macrof1_wtd,0.2035,0.2042,0.00398,0.00068,0.1972,0.2111
strat,v3,1,5000,C_frac_majority,,1.0,0.0,,,
simple,v3,3,20,A_oa,0.8279,0.8268,0.07523,-0.00111,0.686,0.9611
simple,v3,3,20,A_kappa,0.0211,0.0193,0.08337,-0.0018,-0.0464,0.2672
simple,v3,3,20,A_macrof1,0.2035,0.8886,0.08179,0.68509,0.6445,0.9832
simple,v3,3,20,B_oa,0.8342,0.8305,0.08465,-0.00367,0.65,0.9762
simple,v3,3,20,C_oa,0.8339,0.8305,0.08465,-0.00338,0.65,0.9762
simple,v3,3,20,A_oa_wtd,0.8279,0.8268,0.07523,-0.00111,0.686,0.9611
simple,v3,3,20,A_macrof1_wtd,0.2035,0.8886,0.08179,0.68509,0.6445,0.9832
simple,v3,3,20,C_frac_majority,,1.0,0.0,,,
strat,v3,3,20,A_oa,0.8279,0.443,0.06693,-0.38491,0.3082,0.5506
strat,v3,3,20,A_kappa,0.0211,0.123,0.09257,0.10191,-0.0724,0.2909
strat,v3,3,20,A_macrof1,0.2035,0.4139,0.09578,0.21033,0.2468,0.6158
strat,v3,3,20,B_oa,0.8342,0.8356,0.17439,0.0014,0.4933,0.9932
strat,v3,3,20,C_oa,0.8339,0.8331,0.1773,-0.0008,0.4933,0.9932
strat,v3,3,20,A_oa_wtd,0.8279,0.8237,0.16859,-0.00417,0.481,0.9923
strat,v3,3,20,A_macrof1_wtd,0.2035,0.415,0.1297,0.21151,0.2336,0.7559
strat,v3,3,20,C_frac_majority,,0.9975,0.01095,,,
simple,v3,3,50,A_oa,0.8279,0.8236,0.04087,-0.00434,0.7433,0.8989
simple,v3,3,50,A_kappa,0.0211,0.0225,0.05182,0.00147,-0.0336,0.1531
simple,v3,3,50,A_macrof1,0.2035,0.8316,0.14442,0.62807,0.4919,0.9468
simple,v3,3,50,B_oa,0.8342,0.8292,0.04886,-0.00497,0.7295,0.92
simple,v3,3,50,C_oa,0.8339,0.829,0.04877,-0.00488,0.7295,0.92
simple,v3,3,50,A_oa_wtd,0.8279,0.8236,0.04087,-0.00434,0.7433,0.8989
simple,v3,3,50,A_macrof1_wtd,0.2035,0.8316,0.14442,0.62807,0.4919,0.9468
simple,v3,3,50,C_frac_majority,,0.9988,0.00477,,,
strat,v3,3,50,A_oa,0.8279,0.433,0.04187,-0.3949,0.3424,0.5037
strat,v3,3,50,A_kappa,0.0211,0.1219,0.06079,0.10084,0.0021,0.2355
strat,v3,3,50,A_macrof1,0.2035,0.3171,0.062,0.11359,0.2238,0.4684
strat,v3,3,50,B_oa,0.8342,0.8398,0.10146,0.00567,0.6391,0.9885
strat,v3,3,50,C_oa,0.8339,0.8369,0.10606,0.00299,0.5935,0.9884
strat,v3,3,50,A_oa_wtd,0.8279,0.8314,0.09424,0.00351,0.6423,0.9872
strat,v3,3,50,A_macrof1_wtd,0.2035,0.2924,0.07033,0.08885,0.1874,0.4729
strat,v3,3,50,C_frac_majority,,0.998,0.00603,,,
simple,v3,3,100,A_oa,0.8279,0.8235,0.03381,-0.00438,0.7587,0.8789
simple,v3,3,100,A_kappa,0.0211,0.0134,0.02651,-0.00766,-0.0208,0.0822
simple,v3,3,100,A_macrof1,0.2035,0.7941,0.19029,0.59062,0.4251,0.9379
simple,v3,3,100,B_oa,0.8342,0.8291,0.03763,-0.00507,0.7548,0.89
simple,v3,3,100,C_oa,0.8339,0.8287,0.03773,-0.00518,0.7548,0.89
simple,v3,3,100,A_oa_wtd,0.8279,0.8235,0.03381,-0.00438,0.7587,0.8789
simple,v3,3,100,A_macrof1_wtd,0.2035,0.7941,0.19029,0.59062,0.4251,0.9379
simple,v3,3,100,C_frac_majority,,0.9989,0.00345,,,
strat,v3,3,100,A_oa,0.8279,0.4339,0.02884,-0.39397,0.3828,0.49
strat,v3,3,100,A_kappa,0.0211,0.1206,0.04047,0.09954,0.0557,0.2022
strat,v3,3,100,A_macrof1,0.2035,0.2831,0.04062,0.07957,0.2206,0.3737
strat,v3,3,100,B_oa,0.8342,0.8316,0.07429,-0.0026,0.6911,0.9867
strat,v3,3,100,C_oa,0.8339,0.831,0.07478,-0.00292,0.6909,0.9867
strat,v3,3,100,A_oa_wtd,0.8279,0.825,0.06646,-0.00293,0.6947,0.9597
strat,v3,3,100,A_macrof1_wtd,0.2035,0.2418,0.03916,0.03826,0.1871,0.3266
strat,v3,3,100,C_frac_majority,,0.9978,0.0044,,,
simple,v3,3,200,A_oa,0.8279,0.8239,0.024,-0.00396,0.7805,0.8703
simple,v3,3,200,A_kappa,0.0211,0.022,0.02244,0.00089,-0.0126,0.0691
simple,v3,3,200,A_macrof1,0.2035,0.6851,0.21492,0.48154,0.341,0.93
simple,v3,3,200,B_oa,0.8342,0.8313,0.02755,-0.00292,0.7798,0.8852
simple,v3,3,200,C_oa,0.8339,0.8307,0.0278,-0.00318,0.775,0.8852
simple,v3,3,200,A_oa_wtd,0.8279,0.8239,0.024,-0.00396,0.7805,0.8703
simple,v3,3,200,A_macrof1_wtd,0.2035,0.6851,0.21492,0.48154,0.341,0.93
simple,v3,3,200,C_frac_majority,,0.999,0.00228,,,
strat,v3,3,200,A_oa,0.8279,0.4368,0.02172,-0.39112,0.3902,0.4753
strat,v3,3,200,A_kappa,0.0211,0.1238,0.03091,0.10278,0.0561,0.1835
strat,v3,3,200,A_macrof1,0.2035,0.272,0.02769,0.06845,0.2178,0.3242
strat,v3,3,200,B_oa,0.8342,0.8312,0.0568,-0.00301,0.7287,0.9384
strat,v3,3,200,C_oa,0.8339,0.831,0.05681,-0.00288,0.7286,0.9383
strat,v3,3,200,A_oa_wtd,0.8279,0.8263,0.05202,-0.00158,0.7304,0.936
strat,v3,3,200,A_macrof1_wtd,0.2035,0.2203,0.0262,0.0168,0.1818,0.2739
strat,v3,3,200,C_frac_majority,,0.9977,0.00351,,,
simple,v3,3,500,A_oa,0.8279,0.8259,0.01577,-0.00194,0.7939,0.8546
simple,v3,3,500,A_kappa,0.0211,0.0217,0.01672,0.0006,-0.0066,0.0513
simple,v3,3,500,A_macrof1,0.2035,0.5055,0.19567,0.30201,0.2934,0.9157
simple,v3,3,500,B_oa,0.8342,0.8313,0.0182,-0.00283,0.7926,0.864
simple,v3,3,500,C_oa,0.8339,0.8311,0.01825,-0.00276,0.7926,0.864
simple,v3,3,500,A_oa_wtd,0.8279,0.8259,0.01577,-0.00194,0.7939,0.8546
simple,v3,3,500,A_macrof1_wtd,0.2035,0.5055,0.19567,0.30201,0.2934,0.9157
simple,v3,3,500,C_frac_majority,,0.999,0.00135,,,
strat,v3,3,500,A_oa,0.8279,0.4346,0.01292,-0.39326,0.413,0.4594
strat,v3,3,500,A_kappa,0.0211,0.122,0.0184,0.10094,0.0924,0.1603
strat,v3,3,500,A_macrof1,0.2035,0.2702,0.01563,0.06672,0.24,0.3044
strat,v3,3,500,B_oa,0.8342,0.835,0.03326,0.00079,0.7614,0.9044
strat,v3,3,500,C_oa,0.8339,0.835,0.03336,0.00113,0.761,0.9042
strat,v3,3,500,A_oa_wtd,0.8279,0.8291,0.02992,0.00124,0.7653,0.8841
strat,v3,3,500,A_macrof1_wtd,0.2035,0.2099,0.01813,0.00642,0.1885,0.2622
strat,v3,3,500,C_frac_majority,,0.9978,0.00225,,,
simple,v3,3,1000,A_oa,0.8279,0.8269,0.01197,-0.00102,0.8042,0.8521
simple,v3,3,1000,A_kappa,0.0211,0.0203,0.01341,-0.00074,-0.0034,0.0468
simple,v3,3,1000,A_macrof1,0.2035,0.3658,0.12217,0.16225,0.2305,0.576
simple,v3,3,1000,B_oa,0.8342,0.8329,0.01282,-0.00125,0.8075,0.8576
simple,v3,3,1000,C_oa,0.8339,0.8325,0.01294,-0.00135,0.8075,0.8576
simple,v3,3,1000,A_oa_wtd,0.8279,0.8269,0.01197,-0.00102,0.8042,0.8521
simple,v3,3,1000,A_macrof1_wtd,0.2035,0.3658,0.12217,0.16225,0.2305,0.576
simple,v3,3,1000,C_frac_majority,,0.999,0.00099,,,
strat,v3,3,1000,A_oa,0.8279,0.4368,0.00891,-0.39112,0.4189,0.456
strat,v3,3,1000,A_kappa,0.0211,0.1237,0.01236,0.10269,0.102,0.1516
strat,v3,3,1000,A_macrof1,0.2035,0.2722,0.01062,0.06867,0.2541,0.295
strat,v3,3,1000,B_oa,0.8342,0.8355,0.02063,0.00136,0.8007,0.879
strat,v3,3,1000,C_oa,0.8339,0.8356,0.02057,0.00168,0.8006,0.8789
strat,v3,3,1000,A_oa_wtd,0.8279,0.8297,0.0192,0.00177,0.7923,0.8653
strat,v3,3,1000,A_macrof1_wtd,0.2035,0.2048,0.01012,0.0013,0.191,0.226
strat,v3,3,1000,C_frac_majority,,0.9978,0.00118,,,
simple,v3,3,2000,A_oa,0.8279,0.8276,0.00713,-0.00026,0.815,0.8405
simple,v3,3,2000,A_kappa,0.0211,0.0202,0.00765,-0.00086,0.0077,0.0338
simple,v3,3,2000,A_macrof1,0.2035,0.2775,0.06133,0.07397,0.1985,0.4211
simple,v3,3,2000,B_oa,0.8342,0.8336,0.0079,-0.00059,0.818,0.8488
simple,v3,3,2000,C_oa,0.8339,0.8333,0.00785,-0.00055,0.8177,0.8485
simple,v3,3,2000,A_oa_wtd,0.8279,0.8276,0.00713,-0.00026,0.815,0.8405
simple,v3,3,2000,A_macrof1_wtd,0.2035,0.2775,0.06133,0.07397,0.1985,0.4211
simple,v3,3,2000,C_frac_majority,,0.9991,0.00072,,,
strat,v3,3,2000,A_oa,0.8279,0.4344,0.00605,-0.39345,0.425,0.4466
strat,v3,3,2000,A_kappa,0.0211,0.1211,0.00802,0.1,0.1058,0.1367
strat,v3,3,2000,A_macrof1,0.2035,0.2705,0.00756,0.06693,0.2562,0.2861
strat,v3,3,2000,B_oa,0.8342,0.8369,0.01668,0.0027,0.803,0.8681
strat,v3,3,2000,C_oa,0.8339,0.8365,0.01663,0.0026,0.8029,0.868
strat,v3,3,2000,A_oa_wtd,0.8279,0.8304,0.0149,0.00248,0.7995,0.862
strat,v3,3,2000,A_macrof1_wtd,0.2035,0.2054,0.00759,0.00188,0.1956,0.2207
strat,v3,3,2000,C_frac_majority,,0.9978,0.00106,,,
simple,v3,3,5000,A_oa,0.8279,0.8279,0.0046,2e-05,0.8179,0.8349
simple,v3,3,5000,A_kappa,0.0211,0.02,0.00541,-0.00103,0.01,0.0306
simple,v3,3,5000,A_macrof1,0.2035,0.2335,0.03286,0.03,0.1926,0.3297
simple,v3,3,5000,B_oa,0.8342,0.8341,0.00532,-0.0001,0.823,0.8429
simple,v3,3,5000,C_oa,0.8339,0.8338,0.0053,-0.00013,0.8225,0.8425
simple,v3,3,5000,A_oa_wtd,0.8279,0.8279,0.0046,2e-05,0.8179,0.8349
simple,v3,3,5000,A_macrof1_wtd,0.2035,0.2335,0.03286,0.03,0.1926,0.3297
simple,v3,3,5000,C_frac_majority,,0.999,0.00045,,,
strat,v3,3,5000,A_oa,0.8279,0.434,0.00352,-0.3939,0.4274,0.4413
strat,v3,3,5000,A_kappa,0.0211,0.1186,0.00476,0.09755,0.1099,0.1284
strat,v3,3,5000,A_macrof1,0.2035,0.2686,0.0042,0.0651,0.2618,0.2762
strat,v3,3,5000,B_oa,0.8342,0.8347,0.01086,0.00054,0.8114,0.8532
strat,v3,3,5000,C_oa,0.8339,0.8344,0.01087,0.00048,0.8112,0.8527
strat,v3,3,5000,A_oa_wtd,0.8279,0.8281,0.01037,0.00023,0.8078,0.8459
strat,v3,3,5000,A_macrof1_wtd,0.2035,0.2036,0.00461,9e-05,0.1963,0.2118
strat,v3,3,5000,C_frac_majority,,0.9977,0.00057,,,
simple,v3,5,20,A_oa,0.8279,0.8355,0.07237,0.00756,0.6829,0.947
simple,v3,5,20,A_kappa,0.021,0.0139,0.05114,-0.00717,-0.0353,0.159
simple,v3,5,20,A_macrof1,0.2035,0.8669,0.12739,0.66341,0.4804,0.9728
simple,v3,5,20,B_oa,0.8406,0.8515,0.08148,0.01093,0.6737,0.95
simple,v3,5,20,C_oa,0.8402,0.852,0.08162,0.01183,0.6737,0.95
simple,v3,5,20,A_oa_wtd,0.8279,0.8355,0.07237,0.00756,0.6829,0.947
simple,v3,5,20,A_macrof1_wtd,0.2035,0.8669,0.12739,0.66341,0.4804,0.9728
simple,v3,5,20,C_frac_majority,,0.9995,0.005,,,
strat,v3,5,20,A_oa,0.8279,0.4828,0.06621,-0.34512,0.3706,0.605
strat,v3,5,20,A_kappa,0.021,0.1153,0.0889,0.09427,-0.0398,0.2882
strat,v3,5,20,A_macrof1,0.2035,0.3848,0.08152,0.18131,0.2282,0.5576
strat,v3,5,20,B_oa,0.8406,0.8313,0.17298,-0.00928,0.4959,0.9926
strat,v3,5,20,C_oa,0.8402,0.8311,0.17302,-0.00907,0.4959,0.9921
strat,v3,5,20,A_oa_wtd,0.8279,0.8192,0.15367,-0.00866,0.4031,0.9896
strat,v3,5,20,A_macrof1_wtd,0.2035,0.3787,0.09027,0.17524,0.2528,0.5609
strat,v3,5,20,C_frac_majority,,0.9955,0.01438,,,
simple,v3,5,50,A_oa,0.8279,0.8296,0.0451,0.00166,0.7312,0.9086
simple,v3,5,50,A_kappa,0.021,0.0205,0.04458,-0.00051,-0.0338,0.1314
simple,v3,5,50,A_macrof1,0.2035,0.8192,0.17254,0.61568,0.4256,0.9527
simple,v3,5,50,B_oa,0.8406,0.8398,0.0536,-0.00077,0.74,0.94
simple,v3,5,50,C_oa,0.8402,0.8388,0.05407,-0.00137,0.74,0.94
simple,v3,5,50,A_oa_wtd,0.8279,0.8296,0.0451,0.00166,0.7312,0.9086
simple,v3,5,50,A_macrof1_wtd,0.2035,0.8192,0.17254,0.61568,0.4256,0.9527
simple,v3,5,50,C_frac_majority,,0.9972,0.00753,,,
strat,v3,5,50,A_oa,0.8279,0.4828,0.04655,-0.34505,0.4111,0.5711
strat,v3,5,50,A_kappa,0.021,0.114,0.06603,0.09302,0.006,0.2377
strat,v3,5,50,A_macrof1,0.2035,0.306,0.0586,0.10254,0.2125,0.4331
strat,v3,5,50,B_oa,0.8406,0.8469,0.11157,0.00634,0.5939,0.991
strat,v3,5,50,C_oa,0.8402,0.8467,0.11155,0.0065,0.5935,0.9906
strat,v3,5,50,A_oa_wtd,0.8279,0.8312,0.0974,0.00332,0.5816,0.963
strat,v3,5,50,A_macrof1_wtd,0.2035,0.2753,0.05587,0.07178,0.1707,0.3788
strat,v3,5,50,C_frac_majority,,0.996,0.00853,,,
simple,v3,5,100,A_oa,0.8279,0.8266,0.03401,-0.00131,0.7573,0.8823
simple,v3,5,100,A_kappa,0.021,0.018,0.03398,-0.00302,-0.0183,0.1012
simple,v3,5,100,A_macrof1,0.2035,0.746,0.2174,0.54248,0.3136,0.9369
simple,v3,5,100,B_oa,0.8406,0.8387,0.0367,-0.00187,0.77,0.91
simple,v3,5,100,C_oa,0.8402,0.8385,0.03691,-0.00167,0.77,0.9052
simple,v3,5,100,A_oa_wtd,0.8279,0.8266,0.03401,-0.00131,0.7573,0.8823
simple,v3,5,100,A_macrof1_wtd,0.2035,0.746,0.2174,0.54248,0.3136,0.9369
simple,v3,5,100,C_frac_majority,,0.9979,0.00456,,,
strat,v3,5,100,A_oa,0.8279,0.4828,0.02913,-0.34513,0.4238,0.5367
strat,v3,5,100,A_kappa,0.021,0.117,0.03828,0.09602,0.0494,0.1907
strat,v3,5,100,A_macrof1,0.2035,0.2737,0.03467,0.07025,0.2132,0.3526
strat,v3,5,100,B_oa,0.8406,0.8384,0.07351,-0.00218,0.6926,0.988
strat,v3,5,100,C_oa,0.8402,0.8382,0.07354,-0.00193,0.6924,0.9879
strat,v3,5,100,A_oa_wtd,0.8279,0.8282,0.06702,0.00033,0.711,0.9543
strat,v3,5,100,A_macrof1_wtd,0.2035,0.2291,0.03348,0.02558,0.1813,0.2955
strat,v3,5,100,C_frac_majority,,0.994,0.00725,,,
simple,v3,5,200,A_oa,0.8279,0.8319,0.01931,0.00401,0.7937,0.8685
simple,v3,5,200,A_kappa,0.021,0.021,0.02635,-2e-05,-0.0093,0.0865
simple,v3,5,200,A_macrof1,0.2035,0.556,0.21495,0.35248,0.3135,0.9232
simple,v3,5,200,B_oa,0.8406,0.8441,0.02241,0.00358,0.7998,0.89
simple,v3,5,200,C_oa,0.8402,0.8436,0.02213,0.00343,0.7998,0.8876
simple,v3,5,200,A_oa_wtd,0.8279,0.8319,0.01931,0.00401,0.7937,0.8685
simple,v3,5,200,A_macrof1_wtd,0.2035,0.556,0.21495,0.35248,0.3135,0.9232
simple,v3,5,200,C_frac_majority,,0.9983,0.00288,,,
strat,v3,5,200,A_oa,0.8279,0.4816,0.02083,-0.3463,0.4415,0.5176
strat,v3,5,200,A_kappa,0.021,0.1186,0.02808,0.09756,0.0669,0.1676
strat,v3,5,200,A_macrof1,0.2035,0.2679,0.02168,0.06443,0.2303,0.3103
strat,v3,5,200,B_oa,0.8406,0.8417,0.0606,0.00111,0.7296,0.941
strat,v3,5,200,C_oa,0.8402,0.8413,0.06134,0.0011,0.7181,0.941
strat,v3,5,200,A_oa_wtd,0.8279,0.8291,0.0525,0.00119,0.7334,0.9232
strat,v3,5,200,A_macrof1_wtd,0.2035,0.2133,0.0221,0.00981,0.1825,0.2599
strat,v3,5,200,C_frac_majority,,0.9938,0.00579,,,
simple,v3,5,500,A_oa,0.8279,0.826,0.01694,-0.00193,0.7965,0.8559
simple,v3,5,500,A_kappa,0.021,0.018,0.01386,-0.00304,-0.0062,0.0463
simple,v3,5,500,A_macrof1,0.2035,0.3796,0.12881,0.17606,0.2282,0.7413
simple,v3,5,500,B_oa,0.8406,0.8401,0.01947,-0.00045,0.8058,0.874
simple,v3,5,500,C_oa,0.8402,0.8397,0.01942,-0.00045,0.8058,0.874
simple,v3,5,500,A_oa_wtd,0.8279,0.826,0.01694,-0.00193,0.7965,0.8559
simple,v3,5,500,A_macrof1_wtd,0.2035,0.3796,0.12881,0.17606,0.2282,0.7413
simple,v3,5,500,C_frac_majority,,0.9978,0.00201,,,
strat,v3,5,500,A_oa,0.8279,0.4804,0.01125,-0.34754,0.4597,0.5052
strat,v3,5,500,A_kappa,0.021,0.1115,0.01655,0.09052,0.0814,0.1524
strat,v3,5,500,A_macrof1,0.2035,0.2669,0.01515,0.06336,0.2392,0.2967
strat,v3,5,500,B_oa,0.8406,0.8393,0.03223,-0.0013,0.7811,0.8954
strat,v3,5,500,C_oa,0.8402,0.8387,0.03261,-0.00146,0.7809,0.8951
strat,v3,5,500,A_oa_wtd,0.8279,0.8289,0.02757,0.00096,0.7778,0.8766
strat,v3,5,500,A_macrof1_wtd,0.2035,0.2062,0.01505,0.00269,0.1884,0.2361
strat,v3,5,500,C_frac_majority,,0.9947,0.0027,,,
simple,v3,5,1000,A_oa,0.8279,0.827,0.00994,-0.00089,0.8085,0.8502
simple,v3,5,1000,A_kappa,0.021,0.02,0.01052,-0.00102,0.0008,0.0407
simple,v3,5,1000,A_macrof1,0.2035,0.29,0.06061,0.08653,0.1941,0.4682
simple,v3,5,1000,B_oa,0.8406,0.8393,0.01264,-0.00131,0.8164,0.8666
simple,v3,5,1000,C_oa,0.8402,0.8389,0.01258,-0.00127,0.8164,0.865
simple,v3,5,1000,A_oa_wtd,0.8279,0.827,0.00994,-0.00089,0.8085,0.8502
simple,v3,5,1000,A_macrof1_wtd,0.2035,0.29,0.06061,0.08653,0.1941,0.4682
simple,v3,5,1000,C_frac_majority,,0.998,0.00148,,,
strat,v3,5,1000,A_oa,0.8279,0.4815,0.00809,-0.34644,0.466,0.4954
strat,v3,5,1000,A_kappa,0.021,0.1138,0.01139,0.09278,0.092,0.1354
strat,v3,5,1000,A_macrof1,0.2035,0.2682,0.00981,0.06474,0.2489,0.2879
strat,v3,5,1000,B_oa,0.8406,0.8386,0.02518,-0.00195,0.794,0.8858
strat,v3,5,1000,C_oa,0.8402,0.8381,0.02505,-0.0021,0.7937,0.8876
strat,v3,5,1000,A_oa_wtd,0.8279,0.826,0.02182,-0.00185,0.7862,0.8678
strat,v3,5,1000,A_macrof1_wtd,0.2035,0.2048,0.01114,0.00132,0.1915,0.226
strat,v3,5,1000,C_frac_majority,,0.9948,0.00161,,,
simple,v3,5,2000,A_oa,0.8279,0.8294,0.00668,0.00148,0.818,0.8418
simple,v3,5,2000,A_kappa,0.021,0.0202,0.00751,-0.00081,0.0101,0.0364
simple,v3,5,2000,A_macrof1,0.2035,0.2458,0.03924,0.04227,0.1946,0.34
simple,v3,5,2000,B_oa,0.8406,0.8421,0.00746,0.0015,0.829,0.8558
simple,v3,5,2000,C_oa,0.8402,0.8416,0.00756,0.00144,0.8287,0.8558
simple,v3,5,2000,A_oa_wtd,0.8279,0.8294,0.00668,0.00148,0.818,0.8418
simple,v3,5,2000,A_macrof1_wtd,0.2035,0.2458,0.03924,0.04227,0.1946,0.34
simple,v3,5,2000,C_frac_majority,,0.9982,0.00081,,,
strat,v3,5,2000,A_oa,0.8279,0.4808,0.00561,-0.34706,0.4694,0.4915
strat,v3,5,2000,A_kappa,0.021,0.1127,0.00702,0.09169,0.0983,0.1239
strat,v3,5,2000,A_macrof1,0.2035,0.2662,0.00625,0.0627,0.2542,0.2763
strat,v3,5,2000,B_oa,0.8406,0.8428,0.01598,0.00221,0.8136,0.8717
strat,v3,5,2000,C_oa,0.8402,0.8425,0.01605,0.00229,0.8121,0.8715
strat,v3,5,2000,A_oa_wtd,0.8279,0.8297,0.01433,0.00184,0.7996,0.8576
strat,v3,5,2000,A_macrof1_wtd,0.2035,0.2047,0.00791,0.00124,0.1957,0.2192
strat,v3,5,2000,C_frac_majority,,0.9948,0.00117,,,
simple,v3,5,5000,A_oa,0.8279,0.8271,0.00418,-0.00079,0.8194,0.8347
simple,v3,5,5000,A_kappa,0.021,0.0218,0.00567,0.00076,0.0135,0.0321
simple,v3,5,5000,A_macrof1,0.2035,0.2162,0.02227,0.01266,0.1938,0.2617
simple,v3,5,5000,B_oa,0.8406,0.8396,0.00486,-0.00095,0.8309,0.8484
simple,v3,5,5000,C_oa,0.8402,0.8392,0.0049,-0.00094,0.8305,0.848
simple,v3,5,5000,A_oa_wtd,0.8279,0.8271,0.00418,-0.00079,0.8194,0.8347
simple,v3,5,5000,A_macrof1_wtd,0.2035,0.2162,0.02227,0.01266,0.1938,0.2617
simple,v3,5,5000,C_frac_majority,,0.9981,0.00064,,,
strat,v3,5,5000,A_oa,0.8279,0.4776,0.00412,-0.35032,0.4692,0.4846
strat,v3,5,5000,A_kappa,0.021,0.1003,0.00507,0.07925,0.0902,0.1096
strat,v3,5,5000,A_macrof1,0.2035,0.2471,0.00333,0.04364,0.2396,0.2531
strat,v3,5,5000,B_oa,0.8406,0.8391,0.01206,-0.00149,0.8182,0.8609
strat,v3,5,5000,C_oa,0.8402,0.8387,0.01203,-0.00144,0.8175,0.8608
strat,v3,5,5000,A_oa_wtd,0.8279,0.8266,0.01024,-0.00132,0.8092,0.846
strat,v3,5,5000,A_macrof1_wtd,0.2035,0.2027,0.00424,-0.00078,0.1958,0.2118
strat,v3,5,5000,C_frac_majority,,0.9953,0.00085,,,
simple,v3,7,20,A_oa,0.8279,0.8329,0.06569,0.00504,0.7033,0.9426
simple,v3,7,20,A_kappa,0.0211,0.0168,0.06951,-0.00428,-0.0367,0.1977
simple,v3,7,20,A_macrof1,0.2035,0.8567,0.14299,0.65314,0.4533,0.9674
simple,v3,7,20,B_oa,0.8456,0.86,0.07914,0.01435,0.7,1.0
simple,v3,7,20,C_oa,0.8452,0.8595,0.07872,0.01433,0.7,1.0
simple,v3,7,20,A_oa_wtd,0.8279,0.8329,0.06569,0.00504,0.7033,0.9426
simple,v3,7,20,A_macrof1_wtd,0.2035,0.8567,0.14299,0.65314,0.4533,0.9674
simple,v3,7,20,C_frac_majority,,0.9985,0.00857,,,
strat,v3,7,20,A_oa,0.8279,0.5111,0.06222,-0.31675,0.3969,0.621
strat,v3,7,20,A_kappa,0.0211,0.1246,0.08625,0.10352,-0.0016,0.2888
strat,v3,7,20,A_macrof1,0.2035,0.3568,0.07592,0.15328,0.2258,0.4935
strat,v3,7,20,B_oa,0.8456,0.8191,0.18381,-0.02654,0.4952,0.9925
strat,v3,7,20,C_oa,0.8452,0.8188,0.18392,-0.02635,0.4952,0.9923
strat,v3,7,20,A_oa_wtd,0.8279,0.8002,0.1561,-0.02766,0.4714,0.9892
strat,v3,7,20,A_macrof1_wtd,0.2035,0.3349,0.08549,0.13133,0.194,0.5104
strat,v3,7,20,C_frac_majority,,0.995,0.01508,,,
simple,v3,7,50,A_oa,0.8279,0.8269,0.04717,-0.00099,0.7161,0.9026
simple,v3,7,50,A_kappa,0.0211,0.0269,0.05132,0.00584,-0.0266,0.1538
simple,v3,7,50,A_macrof1,0.2035,0.7835,0.19488,0.57996,0.3767,0.9489
simple,v3,7,50,B_oa,0.8456,0.841,0.05493,-0.00465,0.7095,0.92
simple,v3,7,50,C_oa,0.8452,0.8408,0.0549,-0.00437,0.7095,0.92
simple,v3,7,50,A_oa_wtd,0.8279,0.8269,0.04717,-0.00099,0.7161,0.9026
simple,v3,7,50,A_macrof1_wtd,0.2035,0.7835,0.19488,0.57996,0.3767,0.9489
simple,v3,7,50,C_frac_majority,,0.9986,0.00513,,,
strat,v3,7,50,A_oa,0.8279,0.5152,0.03791,-0.31268,0.4371,0.5858
strat,v3,7,50,A_kappa,0.0211,0.1128,0.04748,0.09171,0.0264,0.2029
strat,v3,7,50,A_macrof1,0.2035,0.2914,0.045,0.08791,0.2164,0.378
