design,version,W,n,metric,census,mean,sd,bias,lo,hi
strat,v5,9,20,A_kappa,0.0142,0.0837,0.08498,0.06955,-0.0554,0.2523
strat,v5,9,20,A_macrof1,0.1896,0.3379,0.08084,0.14832,0.226,0.4981
strat,v5,9,20,B_oa,0.8185,0.8069,0.18407,-0.01161,0.4931,0.9929
strat,v5,9,20,C_oa,0.8182,0.8068,0.18396,-0.01136,0.4929,0.9929
strat,v5,9,20,A_oa_wtd,0.7933,0.7916,0.16057,-0.0017,0.4039,0.9898
strat,v5,9,20,A_macrof1_wtd,0.1896,0.3135,0.1012,0.12395,0.1631,0.4574
strat,v5,9,20,C_frac_majority,,0.984,0.03005,,,
simple,v5,9,50,A_oa,0.7933,0.7924,0.04716,-0.00091,0.7021,0.8706
simple,v5,9,50,A_kappa,0.0142,0.009,0.02873,-0.00517,-0.0303,0.0919
simple,v5,9,50,A_macrof1,0.1896,0.6814,0.23241,0.49186,0.3023,0.9268
simple,v5,9,50,B_oa,0.8185,0.8132,0.05484,-0.00529,0.7095,0.92
simple,v5,9,50,C_oa,0.8182,0.8134,0.05461,-0.0048,0.72,0.92
simple,v5,9,50,A_oa_wtd,0.7933,0.7924,0.04716,-0.00091,0.7021,0.8706
simple,v5,9,50,A_macrof1_wtd,0.1896,0.6814,0.23241,0.49186,0.3023,0.9268
simple,v5,9,50,C_frac_majority,,0.9882,0.0161,,,
strat,v5,9,50,A_oa,0.7933,0.5114,0.03742,-0.28187,0.4448,0.5934
strat,v5,9,50,A_kappa,0.0142,0.0815,0.05386,0.06736,-0.0052,0.2296
strat,v5,9,50,A_macrof1,0.1896,0.2749,0.04482,0.08531,0.2045,0.3715
strat,v5,9,50,B_oa,0.8185,0.8049,0.10686,-0.01358,0.5961,0.9889
strat,v5,9,50,C_oa,0.8182,0.8058,0.10721,-0.01239,0.5961,0.9894
strat,v5,9,50,A_oa_wtd,0.7933,0.781,0.08668,-0.01226,0.6202,0.9157
strat,v5,9,50,A_macrof1_wtd,0.1896,0.2316,0.04334,0.04203,0.1707,0.3404
strat,v5,9,50,C_frac_majority,,0.9874,0.01468,,,
simple,v5,9,100,A_oa,0.7933,0.7936,0.03192,0.00032,0.7354,0.8466
simple,v5,9,100,A_kappa,0.0142,0.0133,0.022,-0.0009,-0.014,0.0648
simple,v5,9,100,A_macrof1,0.1896,0.5595,0.24017,0.36996,0.2806,0.9149
simple,v5,9,100,B_oa,0.8185,0.8179,0.03742,-0.00059,0.75,0.8852
simple,v5,9,100,C_oa,0.8182,0.8177,0.03722,-0.0005,0.75,0.89
simple,v5,9,100,A_oa_wtd,0.7933,0.7936,0.03192,0.00032,0.7354,0.8466
simple,v5,9,100,A_macrof1_wtd,0.1896,0.5595,0.24017,0.36996,0.2806,0.9149
simple,v5,9,100,C_frac_majority,,0.99,0.01064,,,
strat,v5,9,100,A_oa,0.7933,0.5155,0.02708,-0.27773,0.4614,0.5709
strat,v5,9,100,A_kappa,0.0142,0.0846,0.03325,0.07049,0.0282,0.1449
strat,v5,9,100,A_macrof1,0.1896,0.2567,0.03003,0.06712,0.2086,0.3151
strat,v5,9,100,B_oa,0.8185,0.8198,0.07597,0.00132,0.6678,0.9414
strat,v5,9,100,C_oa,0.8182,0.8198,0.07693,0.00157,0.6676,0.9413
strat,v5,9,100,A_oa_wtd,0.7933,0.799,0.06942,0.0057,0.6746,0.919
strat,v5,9,100,A_macrof1_wtd,0.1896,0.2016,0.02696,0.01201,0.1673,0.2799
strat,v5,9,100,C_frac_majority,,0.9879,0.01157,,,
simple,v5,9,200,A_oa,0.7933,0.7945,0.02029,0.00125,0.7569,0.8343
simple,v5,9,200,A_kappa,0.0142,0.0124,0.01704,-0.00172,-0.0111,0.0503
simple,v5,9,200,A_macrof1,0.1896,0.3907,0.1688,0.2011,0.2284,0.8971
simple,v5,9,200,B_oa,0.8185,0.8217,0.02428,0.00321,0.7748,0.8652
simple,v5,9,200,C_oa,0.8182,0.8215,0.02418,0.00325,0.7748,0.8652
simple,v5,9,200,A_oa_wtd,0.7933,0.7945,0.02029,0.00125,0.7569,0.8343
simple,v5,9,200,A_macrof1_wtd,0.1896,0.3907,0.1688,0.2011,0.2284,0.8971
simple,v5,9,200,C_frac_majority,,0.9905,0.00717,,,
strat,v5,9,200,A_oa,0.7933,0.5107,0.01745,-0.28259,0.4756,0.5422
strat,v5,9,200,A_kappa,0.0142,0.078,0.02355,0.06381,0.0341,0.1272
strat,v5,9,200,A_macrof1,0.1896,0.2502,0.01793,0.0606,0.2222,0.2954
strat,v5,9,200,B_oa,0.8185,0.815,0.05891,-0.00353,0.6808,0.9153
strat,v5,9,200,C_oa,0.8182,0.8156,0.0581,-0.00257,0.6811,0.9153
strat,v5,9,200,A_oa_wtd,0.7933,0.7887,0.04985,-0.00458,0.7022,0.879
strat,v5,9,200,A_macrof1_wtd,0.1896,0.1909,0.01357,0.00138,0.1701,0.2221
strat,v5,9,200,C_frac_majority,,0.9886,0.00632,,,
simple,v5,9,500,A_oa,0.7933,0.792,0.01467,-0.00129,0.7638,0.8163
simple,v5,9,500,A_kappa,0.0142,0.0129,0.01189,-0.00122,-0.0044,0.0451
simple,v5,9,500,A_macrof1,0.1896,0.2694,0.10484,0.07981,0.184,0.4992
simple,v5,9,500,B_oa,0.8185,0.8172,0.01793,-0.00131,0.7819,0.849
simple,v5,9,500,C_oa,0.8182,0.8168,0.01803,-0.00138,0.781,0.849
simple,v5,9,500,A_oa_wtd,0.7933,0.792,0.01467,-0.00129,0.7638,0.8163
simple,v5,9,500,A_macrof1_wtd,0.1896,0.2694,0.10484,0.07981,0.184,0.4992
simple,v5,9,500,C_frac_majority,,0.9912,0.00414,,,
strat,v5,9,500,A_oa,0.7933,0.5133,0.01153,-0.28,0.4882,0.5339
strat,v5,9,500,A_kappa,0.0142,0.0821,0.01265,0.06798,0.0594,0.1062
strat,v5,9,500,A_macrof1,0.1896,0.2547,0.00944,0.06516,0.2367,0.2726
strat,v5,9,500,B_oa,0.8185,0.8148,0.03868,-0.0037,0.747,0.8809
strat,v5,9,500,C_oa,0.8182,0.8142,0.03854,-0.00396,0.7424,0.8859
strat,v5,9,500,A_oa_wtd,0.7933,0.7916,0.0333,-0.00163,0.7336,0.8543
strat,v5,9,500,A_macrof1_wtd,0.1896,0.1902,0.01077,0.00064,0.1758,0.2232
strat,v5,9,500,C_frac_majority,,0.9873,0.00356,,,
simple,v5,9,1000,A_oa,0.7933,0.7941,0.01226,0.00086,0.772,0.8204
simple,v5,9,1000,A_kappa,0.0142,0.0133,0.00791,-0.00088,0.0011,0.0296
simple,v5,9,1000,A_macrof1,0.1896,0.2187,0.02855,0.0291,0.1816,0.2813
simple,v5,9,1000,B_oa,0.8185,0.8199,0.01509,0.00145,0.7913,0.8505
simple,v5,9,1000,C_oa,0.8182,0.8196,0.01494,0.00144,0.7913,0.8505
simple,v5,9,1000,A_oa_wtd,0.7933,0.7941,0.01226,0.00086,0.772,0.8204
simple,v5,9,1000,A_macrof1_wtd,0.1896,0.2187,0.02855,0.0291,0.1816,0.2813
simple,v5,9,1000,C_frac_majority,,0.9914,0.00312,,,
strat,v5,9,1000,A_oa,0.7933,0.5089,0.00758,-0.28439,0.495,0.5247
strat,v5,9,1000,A_kappa,0.0142,0.0695,0.00942,0.05532,0.0511,0.0885
strat,v5,9,1000,A_macrof1,0.1896,0.2433,0.00636,0.05372,0.2327,0.2553
strat,v5,9,1000,B_oa,0.8185,0.8142,0.02491,-0.00431,0.765,0.8593
strat,v5,9,1000,C_oa,0.8182,0.8145,0.02483,-0.00374,0.7646,0.8593
strat,v5,9,1000,A_oa_wtd,0.7933,0.7915,0.02143,-0.00175,0.7525,0.8305
strat,v5,9,1000,A_macrof1_wtd,0.1896,0.1891,0.00626,-0.00044,0.179,0.2026
strat,v5,9,1000,C_frac_majority,,0.9854,0.00345,,,
simple,v5,9,2000,A_oa,0.7933,0.7934,0.00796,0.00018,0.7765,0.8094
simple,v5,9,2000,A_kappa,0.0142,0.0138,0.00555,-0.00033,0.0048,0.0251
simple,v5,9,2000,A_macrof1,0.1896,0.1972,0.01748,0.00762,0.1837,0.2411
simple,v5,9,2000,B_oa,0.8185,0.818,0.00925,-0.00051,0.801,0.8345
simple,v5,9,2000,C_oa,0.8182,0.8177,0.00923,-0.00045,0.8004,0.8345
simple,v5,9,2000,A_oa_wtd,0.7933,0.7934,0.00796,0.00018,0.7765,0.8094
simple,v5,9,2000,A_macrof1_wtd,0.1896,0.1972,0.01748,0.00762,0.1837,0.2411
simple,v5,9,2000,C_frac_majority,,0.9911,0.00223,,,
strat,v5,9,2000,A_oa,0.7933,0.5011,0.00588,-0.29214,0.4918,0.5121
strat,v5,9,2000,A_kappa,0.0142,0.06,0.00758,0.04586,0.045,0.0756
strat,v5,9,2000,A_macrof1,0.1896,0.2287,0.00403,0.03918,0.2225,0.2366
strat,v5,9,2000,B_oa,0.8185,0.8205,0.01938,0.00204,0.7819,0.8501
strat,v5,9,2000,C_oa,0.8182,0.8201,0.01908,0.00187,0.7832,0.8499
strat,v5,9,2000,A_oa_wtd,0.7933,0.7962,0.0162,0.00297,0.7618,0.8249
strat,v5,9,2000,A_macrof1_wtd,0.1896,0.1899,0.00511,0.00032,0.1819,0.2025
strat,v5,9,2000,C_frac_majority,,0.9853,0.00288,,,
simple,v5,9,5000,A_oa,0.7933,0.7935,0.00469,0.00023,0.7832,0.8015
simple,v5,9,5000,A_kappa,0.0142,0.0143,0.00385,0.0001,0.0066,0.0217
simple,v5,9,5000,A_macrof1,0.1896,0.1905,0.00733,0.00098,0.1846,0.1979
simple,v5,9,5000,B_oa,0.8185,0.8184,0.00555,-0.0001,0.8086,0.828
simple,v5,9,5000,C_oa,0.8182,0.818,0.00551,-0.00016,0.8081,0.8279
simple,v5,9,5000,A_oa_wtd,0.7933,0.7935,0.00469,0.00023,0.7832,0.8015
simple,v5,9,5000,A_macrof1_wtd,0.1896,0.1905,0.00733,0.00098,0.1846,0.1979
simple,v5,9,5000,C_frac_majority,,0.9911,0.00131,,,
strat,v5,9,5000,A_oa,0.7933,0.4995,0.00363,-0.29372,0.4929,0.5068
strat,v5,9,5000,A_kappa,0.0142,0.0526,0.00413,0.03847,0.0443,0.0613
strat,v5,9,5000,A_macrof1,0.1896,0.2134,0.00197,0.02386,0.2092,0.217
strat,v5,9,5000,B_oa,0.8185,0.8209,0.01116,0.00246,0.8002,0.8439
strat,v5,9,5000,C_oa,0.8182,0.8206,0.01118,0.00235,0.7997,0.8434
strat,v5,9,5000,A_oa_wtd,0.7933,0.7948,0.01002,0.00157,0.7755,0.8127
strat,v5,9,5000,A_macrof1_wtd,0.1896,0.1902,0.0037,0.00063,0.1854,0.2008
strat,v5,9,5000,C_frac_majority,,0.9846,0.00158,,,
simple,v6,1,20,A_oa,0.596,0.5745,0.11492,-0.0215,0.3738,0.7762
simple,v6,1,20,A_kappa,0.0048,-0.0001,0.03045,-0.00486,-0.0645,0.0646
simple,v6,1,20,A_macrof1,0.1566,0.7274,0.09387,0.57087,0.5437,0.8889
simple,v6,1,20,B_oa,0.596,0.5745,0.11492,-0.0215,0.3738,0.7762
simple,v6,1,20,C_oa,0.596,0.5745,0.11492,-0.0215,0.3738,0.7762
simple,v6,1,20,A_oa_wtd,0.596,0.5745,0.11492,-0.0215,0.3738,0.7762
simple,v6,1,20,A_macrof1_wtd,0.1566,0.7274,0.09387,0.57087,0.5437,0.8889
simple,v6,1,20,C_frac_majority,,1.0,0.0,,,
strat,v6,1,20,A_oa,0.596,0.2455,0.08531,-0.3505,0.1,0.4
strat,v6,1,20,A_kappa,0.0048,0.0569,0.10664,0.05206,-0.125,0.25
strat,v6,1,20,A_macrof1,0.1566,0.3562,0.08071,0.1996,0.2233,0.5042
strat,v6,1,20,B_oa,0.596,0.5876,0.25401,-0.00842,0.2462,0.9873
strat,v6,1,20,C_oa,0.596,0.5876,0.25401,-0.00842,0.2462,0.9873
strat,v6,1,20,A_oa_wtd,0.596,0.5876,0.25401,-0.00842,0.2462,0.9873
strat,v6,1,20,A_macrof1_wtd,0.1566,0.4058,0.16201,0.24924,0.183,0.8054
strat,v6,1,20,C_frac_majority,,1.0,0.0,,,
simple,v6,1,50,A_oa,0.596,0.5796,0.06189,-0.0164,0.4695,0.7
simple,v6,1,50,A_kappa,0.0048,0.0057,0.03046,0.00085,-0.0465,0.0771
simple,v6,1,50,A_macrof1,0.1566,0.7076,0.09267,0.55108,0.4574,0.8235
simple,v6,1,50,B_oa,0.596,0.5796,0.06189,-0.0164,0.4695,0.7
simple,v6,1,50,C_oa,0.596,0.5796,0.06189,-0.0164,0.4695,0.7
simple,v6,1,50,A_oa_wtd,0.596,0.5796,0.06189,-0.0164,0.4695,0.7
simple,v6,1,50,A_macrof1_wtd,0.1566,0.7076,0.09267,0.55108,0.4574,0.8235
simple,v6,1,50,C_frac_majority,,1.0,0.0,,,
strat,v6,1,50,A_oa,0.596,0.2536,0.06129,-0.3424,0.14,0.36
strat,v6,1,50,A_kappa,0.0048,0.067,0.07661,0.06219,-0.075,0.2
strat,v6,1,50,A_macrof1,0.1566,0.2696,0.05507,0.11302,0.1656,0.3757
strat,v6,1,50,B_oa,0.596,0.6003,0.16075,0.00432,0.2961,0.8875
strat,v6,1,50,C_oa,0.596,0.6003,0.16075,0.00432,0.2961,0.8875
strat,v6,1,50,A_oa_wtd,0.596,0.6003,0.16075,0.00432,0.2961,0.8875
strat,v6,1,50,A_macrof1_wtd,0.1566,0.2283,0.06055,0.0717,0.1196,0.336
strat,v6,1,50,C_frac_majority,,1.0,0.0,,,
simple,v6,1,100,A_oa,0.596,0.5996,0.05295,0.0036,0.5,0.7
simple,v6,1,100,A_kappa,0.0048,0.0041,0.02204,-0.00067,-0.0367,0.0556
simple,v6,1,100,A_macrof1,0.1566,0.6936,0.12413,0.53704,0.403,0.8225
simple,v6,1,100,B_oa,0.596,0.5996,0.05295,0.0036,0.5,0.7
simple,v6,1,100,C_oa,0.596,0.5996,0.05295,0.0036,0.5,0.7
simple,v6,1,100,A_oa_wtd,0.596,0.5996,0.05295,0.0036,0.5,0.7
simple,v6,1,100,A_macrof1_wtd,0.1566,0.6936,0.12413,0.53704,0.403,0.8225
simple,v6,1,100,C_frac_majority,,1.0,0.0,,,
strat,v6,1,100,A_oa,0.596,0.2463,0.04324,-0.3497,0.17,0.32
strat,v6,1,100,A_kappa,0.0048,0.0579,0.05405,0.05306,-0.0375,0.15
strat,v6,1,100,A_macrof1,0.1566,0.2292,0.04656,0.07262,0.1562,0.3219
strat,v6,1,100,B_oa,0.596,0.6046,0.10535,0.00864,0.4436,0.8145
strat,v6,1,100,C_oa,0.596,0.6046,0.10535,0.00864,0.4436,0.8145
strat,v6,1,100,A_oa_wtd,0.596,0.6046,0.10535,0.00864,0.4436,0.8145
strat,v6,1,100,A_macrof1_wtd,0.1566,0.1816,0.04215,0.02505,0.1284,0.2691
strat,v6,1,100,C_frac_majority,,1.0,0.0,,,
simple,v6,1,200,A_oa,0.596,0.5942,0.03737,-0.0018,0.525,0.6526
simple,v6,1,200,A_kappa,0.0048,0.0072,0.01818,0.00238,-0.0196,0.0464
simple,v6,1,200,A_macrof1,0.1566,0.6407,0.15977,0.48409,0.3145,0.7872
simple,v6,1,200,B_oa,0.596,0.5942,0.03737,-0.0018,0.525,0.6526
simple,v6,1,200,C_oa,0.596,0.5942,0.03737,-0.0018,0.525,0.6526
simple,v6,1,200,A_oa_wtd,0.596,0.5942,0.03737,-0.0018,0.525,0.6526
simple,v6,1,200,A_macrof1_wtd,0.1566,0.6407,0.15977,0.48409,0.3145,0.7872
simple,v6,1,200,C_frac_majority,,1.0,0.0,,,
strat,v6,1,200,A_oa,0.596,0.254,0.02653,-0.342,0.1974,0.305
strat,v6,1,200,A_kappa,0.0048,0.0675,0.03317,0.06269,-0.0033,0.1312
strat,v6,1,200,A_macrof1,0.1566,0.2255,0.02766,0.06889,0.1648,0.2767
strat,v6,1,200,B_oa,0.596,0.5979,0.07283,0.00186,0.4563,0.7285
strat,v6,1,200,C_oa,0.596,0.5979,0.07283,0.00186,0.4563,0.7285
strat,v6,1,200,A_oa_wtd,0.596,0.5979,0.07283,0.00186,0.4563,0.7285
strat,v6,1,200,A_macrof1_wtd,0.1566,0.1603,0.01633,0.00373,0.1302,0.1944
strat,v6,1,200,C_frac_majority,,1.0,0.0,,,
simple,v6,1,500,A_oa,0.596,0.5968,0.01929,0.00082,0.561,0.6381
simple,v6,1,500,A_kappa,0.0048,0.0055,0.00808,0.00069,-0.0081,0.0219
simple,v6,1,500,A_macrof1,0.1566,0.5127,0.18703,0.35608,0.2721,0.7699
simple,v6,1,500,B_oa,0.596,0.5968,0.01929,0.00082,0.561,0.6381
simple,v6,1,500,C_oa,0.596,0.5968,0.01929,0.00082,0.561,0.6381
simple,v6,1,500,A_oa_wtd,0.596,0.5968,0.01929,0.00082,0.561,0.6381
simple,v6,1,500,A_macrof1_wtd,0.1566,0.5127,0.18703,0.35608,0.2721,0.7699
simple,v6,1,500,C_frac_majority,,1.0,0.0,,,
strat,v6,1,500,A_oa,0.596,0.2512,0.01904,-0.34484,0.22,0.2861
strat,v6,1,500,A_kappa,0.0048,0.0639,0.0238,0.05914,0.025,0.1076
strat,v6,1,500,A_macrof1,0.1566,0.2215,0.01966,0.0649,0.1855,0.2599
strat,v6,1,500,B_oa,0.596,0.6025,0.04749,0.00654,0.5182,0.6863
strat,v6,1,500,C_oa,0.596,0.6025,0.04749,0.00654,0.5182,0.6863
strat,v6,1,500,A_oa_wtd,0.596,0.6025,0.04749,0.00654,0.5182,0.6863
strat,v6,1,500,A_macrof1_wtd,0.1566,0.158,0.00875,0.00147,0.1431,0.1733
strat,v6,1,500,C_frac_majority,,1.0,0.0,,,
simple,v6,1,1000,A_oa,0.596,0.5953,0.0144,-0.00069,0.5689,0.6245
simple,v6,1,1000,A_kappa,0.0048,0.0052,0.00725,0.00039,-0.0069,0.0197
simple,v6,1,1000,A_macrof1,0.1566,0.4201,0.18517,0.26352,0.2096,0.7608
simple,v6,1,1000,B_oa,0.596,0.5953,0.0144,-0.00069,0.5689,0.6245
simple,v6,1,1000,C_oa,0.596,0.5953,0.0144,-0.00069,0.5689,0.6245
simple,v6,1,1000,A_oa_wtd,0.596,0.5953,0.0144,-0.00069,0.5689,0.6245
simple,v6,1,1000,A_macrof1_wtd,0.1566,0.4201,0.18517,0.26352,0.2096,0.7608
simple,v6,1,1000,C_frac_majority,,1.0,0.0,,,
strat,v6,1,1000,A_oa,0.596,0.251,0.01258,-0.34505,0.229,0.2765
strat,v6,1,1000,A_kappa,0.0048,0.0637,0.01572,0.05888,0.0362,0.0957
strat,v6,1,1000,A_macrof1,0.1566,0.2219,0.01329,0.06534,0.1986,0.2479
strat,v6,1,1000,B_oa,0.596,0.5959,0.03225,-0.00014,0.5358,0.6543
strat,v6,1,1000,C_oa,0.596,0.5959,0.03225,-0.00014,0.5358,0.6543
strat,v6,1,1000,A_oa_wtd,0.596,0.5959,0.03225,-0.00014,0.5358,0.6543
strat,v6,1,1000,A_macrof1_wtd,0.1566,0.1567,0.00557,0.00012,0.1461,0.1673
strat,v6,1,1000,C_frac_majority,,1.0,0.0,,,
simple,v6,1,2000,A_oa,0.596,0.5972,0.01171,0.00118,0.5782,0.6163
simple,v6,1,2000,A_kappa,0.0048,0.0052,0.00494,0.00039,-0.0036,0.0161
simple,v6,1,2000,A_macrof1,0.1566,0.305,0.09149,0.14843,0.1957,0.3991
simple,v6,1,2000,B_oa,0.596,0.5972,0.01171,0.00118,0.5782,0.6163
simple,v6,1,2000,C_oa,0.596,0.5972,0.01171,0.00118,0.5782,0.6163
simple,v6,1,2000,A_oa_wtd,0.596,0.5972,0.01171,0.00118,0.5782,0.6163
simple,v6,1,2000,A_macrof1_wtd,0.1566,0.305,0.09149,0.14843,0.1957,0.3991
simple,v6,1,2000,C_frac_majority,,1.0,0.0,,,
strat,v6,1,2000,A_oa,0.596,0.2492,0.00877,-0.34678,0.2335,0.2665
strat,v6,1,2000,A_kappa,0.0048,0.0615,0.01097,0.05672,0.0419,0.0832
strat,v6,1,2000,A_macrof1,0.1566,0.2201,0.00882,0.06357,0.204,0.2363
strat,v6,1,2000,B_oa,0.596,0.5975,0.02368,0.00147,0.5528,0.6544
strat,v6,1,2000,C_oa,0.596,0.5975,0.02368,0.00147,0.5528,0.6544
strat,v6,1,2000,A_oa_wtd,0.596,0.5975,0.02368,0.00147,0.5528,0.6544
strat,v6,1,2000,A_macrof1_wtd,0.1566,0.1568,0.00423,0.00021,0.1489,0.1673
strat,v6,1,2000,C_frac_majority,,1.0,0.0,,,
simple,v6,1,5000,A_oa,0.596,0.5965,0.00585,0.00052,0.5852,0.6064
simple,v6,1,5000,A_kappa,0.0048,0.0051,0.00263,0.00028,-0.0006,0.0103
simple,v6,1,5000,A_macrof1,0.1566,0.2283,0.05232,0.07171,0.1583,0.3918
simple,v6,1,5000,B_oa,0.596,0.5965,0.00585,0.00052,0.5852,0.6064
simple,v6,1,5000,C_oa,0.596,0.5965,0.00585,0.00052,0.5852,0.6064
simple,v6,1,5000,A_oa_wtd,0.596,0.5965,0.00585,0.00052,0.5852,0.6064
simple,v6,1,5000,A_macrof1_wtd,0.1566,0.2283,0.05232,0.07171,0.1583,0.3918
simple,v6,1,5000,C_frac_majority,,1.0,0.0,,,
strat,v6,1,5000,A_oa,0.596,0.2504,0.00514,-0.34558,0.2406,0.2596
strat,v6,1,5000,A_kappa,0.0048,0.063,0.00642,0.05821,0.0507,0.0745
strat,v6,1,5000,A_macrof1,0.1566,0.2218,0.00522,0.06521,0.2129,0.2311
strat,v6,1,5000,B_oa,0.596,0.5954,0.01535,-0.00063,0.5668,0.6201
strat,v6,1,5000,C_oa,0.596,0.5954,0.01535,-0.00063,0.5668,0.6201
strat,v6,1,5000,A_oa_wtd,0.596,0.5954,0.01535,-0.00063,0.5668,0.6201
strat,v6,1,5000,A_macrof1_wtd,0.1566,0.1565,0.0028,-5e-05,0.1513,0.1614
strat,v6,1,5000,C_frac_majority,,1.0,0.0,,,
simple,v6,3,20,A_oa,0.596,0.6026,0.0603,0.00662,0.5026,0.714
simple,v6,3,20,A_kappa,0.0048,0.006,0.03116,0.00115,-0.0593,0.082
simple,v6,3,20,A_macrof1,0.1566,0.7109,0.119,0.55436,0.3998,0.8332
simple,v6,3,20,B_oa,0.8183,0.8215,0.08536,0.00316,0.65,0.9762
simple,v6,3,20,C_oa,0.8181,0.8215,0.08682,0.00345,0.65,0.9762
simple,v6,3,20,A_oa_wtd,0.596,0.6026,0.0603,0.00662,0.5026,0.714
simple,v6,3,20,A_macrof1_wtd,0.1566,0.7109,0.119,0.55436,0.3998,0.8332
simple,v6,3,20,C_frac_majority,,0.6895,0.08596,,,
strat,v6,3,20,A_oa,0.596,0.3531,0.04851,-0.24289,0.2582,0.4307
strat,v6,3,20,A_kappa,0.0048,0.0761,0.06279,0.07125,-0.0552,0.1941
strat,v6,3,20,A_macrof1,0.1566,0.2551,0.0452,0.09853,0.1663,0.3334
strat,v6,3,20,B_oa,0.8183,0.8062,0.19671,-0.01212,0.4928,0.9921
strat,v6,3,20,C_oa,0.8181,0.8058,0.19652,-0.01221,0.4925,0.9911
strat,v6,3,20,A_oa_wtd,0.596,0.5943,0.1326,-0.00168,0.329,0.8387
strat,v6,3,20,A_macrof1_wtd,0.1566,0.1719,0.04092,0.01528,0.105,0.2687
strat,v6,3,20,C_frac_majority,,0.651,0.09401,,,
simple,v6,3,50,A_oa,0.596,0.5968,0.0378,0.00081,0.5299,0.6691
simple,v6,3,50,A_kappa,0.0048,0.009,0.01768,0.00417,-0.0246,0.0476
simple,v6,3,50,A_macrof1,0.1566,0.5743,0.18413,0.41772,0.2886,0.7867
simple,v6,3,50,B_oa,0.8183,0.821,0.05283,0.00266,0.7295,0.92
simple,v6,3,50,C_oa,0.8181,0.8214,0.0529,0.00335,0.7295,0.92
simple,v6,3,50,A_oa_wtd,0.596,0.5968,0.0378,0.00081,0.5299,0.6691
simple,v6,3,50,A_macrof1_wtd,0.1566,0.5743,0.18413,0.41772,0.2886,0.7867
simple,v6,3,50,C_frac_majority,,0.682,0.06334,,,
strat,v6,3,50,A_oa,0.596,0.3496,0.03362,-0.24639,0.2854,0.4078
strat,v6,3,50,A_kappa,0.0048,0.0734,0.04159,0.0686,-0.0027,0.1461
strat,v6,3,50,A_macrof1,0.1566,0.2445,0.02993,0.08794,0.1941,0.3017
strat,v6,3,50,B_oa,0.8183,0.8135,0.13258,-0.00488,0.495,0.9881
strat,v6,3,50,C_oa,0.8181,0.8133,0.12965,-0.00477,0.4946,0.9883
strat,v6,3,50,A_oa_wtd,0.596,0.5928,0.08741,-0.00316,0.4126,0.741
strat,v6,3,50,A_macrof1_wtd,0.1566,0.1593,0.02081,0.00272,0.126,0.2084
strat,v6,3,50,C_frac_majority,,0.649,0.06632,,,
simple,v6,3,100,A_oa,0.596,0.5965,0.02173,0.00047,0.5583,0.6344
simple,v6,3,100,A_kappa,0.0048,0.0043,0.0124,-0.0005,-0.018,0.0321
simple,v6,3,100,A_macrof1,0.1566,0.5067,0.19385,0.35011,0.2608,0.7755
simple,v6,3,100,B_oa,0.8183,0.8239,0.03725,0.00556,0.7548,0.8952
simple,v6,3,100,C_oa,0.8181,0.8234,0.03696,0.00535,0.75,0.8952
simple,v6,3,100,A_oa_wtd,0.596,0.5965,0.02173,0.00047,0.5583,0.6344
simple,v6,3,100,A_macrof1_wtd,0.1566,0.5067,0.19385,0.35011,0.2608,0.7755
simple,v6,3,100,C_frac_majority,,0.6807,0.03775,,,
strat,v6,3,100,A_oa,0.596,0.3501,0.02202,-0.2459,0.31,0.3919
strat,v6,3,100,A_kappa,0.0048,0.0753,0.02717,0.0705,0.025,0.1283
strat,v6,3,100,A_macrof1,0.1566,0.2421,0.0175,0.08549,0.2076,0.2771
strat,v6,3,100,B_oa,0.8183,0.8117,0.08214,-0.0066,0.6437,0.9653
strat,v6,3,100,C_oa,0.8181,0.8109,0.08208,-0.00718,0.6434,0.9646
strat,v6,3,100,A_oa_wtd,0.596,0.594,0.05852,-0.00195,0.4843,0.7036
strat,v6,3,100,A_macrof1_wtd,0.1566,0.1561,0.01049,-0.00043,0.1357,0.1757
strat,v6,3,100,C_frac_majority,,0.644,0.04799,,,
simple,v6,3,200,A_oa,0.596,0.5955,0.01955,-0.00051,0.5582,0.6306
simple,v6,3,200,A_kappa,0.0048,0.0038,0.00854,-0.00101,-0.0114,0.021
simple,v6,3,200,A_macrof1,0.1566,0.3867,0.1396,0.23015,0.2488,0.7569
simple,v6,3,200,B_oa,0.8183,0.8175,0.02646,-0.00084,0.7648,0.8676
simple,v6,3,200,C_oa,0.8181,0.8174,0.02692,-0.00065,0.7648,0.8676
simple,v6,3,200,A_oa_wtd,0.596,0.5955,0.01955,-0.00051,0.5582,0.6306
simple,v6,3,200,A_macrof1_wtd,0.1566,0.3867,0.1396,0.23015,0.2488,0.7569
simple,v6,3,200,C_frac_majority,,0.681,0.0347,,,
strat,v6,3,200,A_oa,0.596,0.352,0.01588,-0.24397,0.3212,0.3805
strat,v6,3,200,A_kappa,0.0048,0.0769,0.02074,0.07212,0.041,0.1178
strat,v6,3,200,A_macrof1,0.1566,0.2445,0.0136,0.08795,0.2197,0.2735
strat,v6,3,200,B_oa,0.8183,0.8247,0.04899,0.00633,0.7413,0.9148
strat,v6,3,200,C_oa,0.8181,0.8254,0.04892,0.00732,0.741,0.9148
strat,v6,3,200,A_oa_wtd,0.596,0.6,0.0411,0.00402,0.5257,0.6751
strat,v6,3,200,A_macrof1_wtd,0.1566,0.1574,0.00748,0.00079,0.1432,0.1729
