design,version,W,n,cls,frac_absent
strat,v5,5,5000,Beaver,0.0
simple,v5,7,20,Stable,0.0
simple,v5,7,20,Harvest,0.06
simple,v5,7,20,Development,0.29
simple,v5,7,20,Insect/Disease,0.22
simple,v5,7,20,Beaver,0.0
strat,v5,7,20,Stable,0.0
strat,v5,7,20,Harvest,0.0
strat,v5,7,20,Development,0.0
strat,v5,7,20,Insect/Disease,0.0
strat,v5,7,20,Beaver,0.0
simple,v5,7,50,Stable,0.0
simple,v5,7,50,Harvest,0.0
simple,v5,7,50,Development,0.05
simple,v5,7,50,Insect/Disease,0.02
simple,v5,7,50,Beaver,0.0
strat,v5,7,50,Stable,0.0
strat,v5,7,50,Harvest,0.0
strat,v5,7,50,Development,0.0
strat,v5,7,50,Insect/Disease,0.0
strat,v5,7,50,Beaver,0.0
simple,v5,7,100,Stable,0.0
simple,v5,7,100,Harvest,0.0
simple,v5,7,100,Development,0.01
simple,v5,7,100,Insect/Disease,0.0
simple,v5,7,100,Beaver,0.0
strat,v5,7,100,Stable,0.0
strat,v5,7,100,Harvest,0.0
strat,v5,7,100,Development,0.0
strat,v5,7,100,Insect/Disease,0.0
strat,v5,7,100,Beaver,0.0
simple,v5,7,200,Stable,0.0
simple,v5,7,200,Harvest,0.0
simple,v5,7,200,Development,0.0
simple,v5,7,200,Insect/Disease,0.0
simple,v5,7,200,Beaver,0.0
strat,v5,7,200,Stable,0.0
strat,v5,7,200,Harvest,0.0
strat,v5,7,200,Development,0.0
strat,v5,7,200,Insect/Disease,0.0
strat,v5,7,200,Beaver,0.0
simple,v5,7,500,Stable,0.0
simple,v5,7,500,Harvest,0.0
simple,v5,7,500,Development,0.0
simple,v5,7,500,Insect/Disease,0.0
simple,v5,7,500,Beaver,0.0
strat,v5,7,500,Stable,0.0
strat,v5,7,500,Harvest,0.0
strat,v5,7,500,Development,0.0
strat,v5,7,500,Insect/Disease,0.0
strat,v5,7,500,Beaver,0.0
simple,v5,7,1000,Stable,0.0
simple,v5,7,1000,Harvest,0.0
simple,v5,7,1000,Development,0.0
simple,v5,7,1000,Insect/Disease,0.0
simple,v5,7,1000,Beaver,0.0
strat,v5,7,1000,Stable,0.0
strat,v5,7,1000,Harvest,0.0
strat,v5,7,1000,Development,0.0
strat,v5,7,1000,Insect/Disease,0.0
strat,v5,7,1000,Beaver,0.0
simple,v5,7,2000,Stable,0.0
simple,v5,7,2000,Harvest,0.0
simple,v5,7,2000,Development,0.0
simple,v5,7,2000,Insect/Disease,0.0
simple,v5,7,2000,Beaver,0.0
strat,v5,7,2000,Stable,0.0
strat,v5,7,2000,Harvest,0.0
strat,v5,7,2000,Development,0.0
strat,v5,7,2000,Insect/Disease,0.0
strat,v5,7,2000,Beaver,0.0
simple,v5,7,5000,Stable,0.0
simple,v5,7,5000,Harvest,0.0
simple,v5,7,5000,Development,0.0
simple,v5,7,5000,Insect/Disease,0.0
simple,v5,7,5000,Beaver,0.0
strat,v5,7,5000,Stable,0.0
strat,v5,7,5000,Harvest,0.0
strat,v5,7,5000,Development,0.0
strat,v5,7,5000,Insect/Disease,0.0
strat,v5,7,5000,Beaver,0.0
simple,v5,9,20,Stable,0.0
simple,v5,9,20,Harvest,0.0
simple,v5,9,20,Development,0.21
simple,v5,9,20,Insect/Disease,0.15
simple,v5,9,20,Beaver,0.0
strat,v5,9,20,Stable,0.0
strat,v5,9,20,Harvest,0.0
strat,v5,9,20,Development,0.0
strat,v5,9,20,Insect/Disease,0.0
strat,v5,9,20,Beaver,0.0
simple,v5,9,50,Stable,0.0
simple,v5,9,50,Harvest,0.0
simple,v5,9,50,Development,0.03
simple,v5,9,50,Insect/Disease,0.01
simple,v5,9,50,Beaver,0.0
strat,v5,9,50,Stable,0.0
strat,v5,9,50,Harvest,0.0
strat,v5,9,50,Development,0.0
strat,v5,9,50,Insect/Disease,0.0
strat,v5,9,50,Beaver,0.0
simple,v5,9,100,Stable,0.0
simple,v5,9,100,Harvest,0.0
simple,v5,9,100,Development,0.0
simple,v5,9,100,Insect/Disease,0.0
simple,v5,9,100,Beaver,0.0
strat,v5,9,100,Stable,0.0
strat,v5,9,100,Harvest,0.0
strat,v5,9,100,Development,0.0
strat,v5,9,100,Insect/Disease,0.0
strat,v5,9,100,Beaver,0.0
simple,v5,9,200,Stable,0.0
simple,v5,9,200,Harvest,0.0
simple,v5,9,200,Development,0.0
simple,v5,9,200,Insect/Disease,0.0
simple,v5,9,200,Beaver,0.0
strat,v5,9,200,Stable,0.0
strat,v5,9,200,Harvest,0.0
strat,v5,9,200,Development,0.0
strat,v5,9,200,Insect/Disease,0.0
strat,v5,9,200,Beaver,0.0
simple,v5,9,500,Stable,0.0
simple,v5,9,500,Harvest,0.0
simple,v5,9,500,Development,0.0
simple,v5,9,500,Insect/Disease,0.0
simple,v5,9,500,Beaver,0.0
strat,v5,9,500,Stable,0.0
strat,v5,9,500,Harvest,0.0
strat,v5,9,500,Development,0.0
strat,v5,9,500,Insect/Disease,0.0
strat,v5,9,500,Beaver,0.0
simple,v5,9,1000,Stable,0.0
simple,v5,9,1000,Harvest,0.0
simple,v5,9,1000,Development,0.0
simple,v5,9,1000,Insect/Disease,0.0
simple,v5,9,1000,Beaver,0.0
strat,v5,9,1000,Stable,0.0
strat,v5,9,1000,Harvest,0.0
strat,v5,9,1000,Development,0.0
strat,v5,9,1000,Insect/Disease,0.0
strat,v5,9,1000,Beaver,0.0
simple,v5,9,2000,Stable,0.0
simple,v5,9,2000,Harvest,0.0
simple,v5,9,2000,Development,0.0
simple,v5,9,2000,Insect/Disease,0.0
simple,v5,9,2000,Beaver,0.0
strat,v5,9,2000,Stable,0.0
strat,v5,9,2000,Harvest,0.0
strat,v5,9,2000,Development,0.0
strat,v5,9,2000,Insect/Disease,0.0
strat,v5,9,2000,Beaver,0.0
simple,v5,9,5000,Stable,0.0
simple,v5,9,5000,Harvest,0.0
simple,v5,9,5000,Development,0.0
simple,v5,9,5000,Insect/Disease,0.0
simple,v5,9,5000,Beaver,0.0
strat,v5,9,5000,Stable,0.0
strat,v5,9,5000,Harvest,0.0
strat,v5,9,5000,Development,0.0
strat,v5,9,5000,Insect/Disease,0.0
strat,v5,9,5000,Beaver,0.0
simple,v6,1,20,Stable,0.0
simple,v6,1,20,Harvest,0.18
simple,v6,1,20,Development,0.26
simple,v6,1,20,Insect/Disease,0.3
simple,v6,1,20,Beaver,0.36
strat,v6,1,20,Stable,0.0
strat,v6,1,20,Harvest,0.0
strat,v6,1,20,Development,0.0
strat,v6,1,20,Insect/Disease,0.0
strat,v6,1,20,Beaver,0.0
simple,v6,1,50,Stable,0.0
simple,v6,1,50,Harvest,0.01
simple,v6,1,50,Development,0.09
simple,v6,1,50,Insect/Disease,0.04
simple,v6,1,50,Beaver,0.03
strat,v6,1,50,Stable,0.0
strat,v6,1,50,Harvest,0.0
strat,v6,1,50,Development,0.0
strat,v6,1,50,Insect/Disease,0.0
strat,v6,1,50,Beaver,0.0
simple,v6,1,100,Stable,0.0
simple,v6,1,100,Harvest,0.0
simple,v6,1,100,Development,0.0
simple,v6,1,100,Insect/Disease,0.0
simple,v6,1,100,Beaver,0.0
strat,v6,1,100,Stable,0.0
strat,v6,1,100,Harvest,0.0
strat,v6,1,100,Development,0.0
strat,v6,1,100,Insect/Disease,0.0
strat,v6,1,100,Beaver,0.0
simple,v6,1,200,Stable,0.0
simple,v6,1,200,Harvest,0.0
simple,v6,1,200,Development,0.0
simple,v6,1,200,Insect/Disease,0.0
simple,v6,1,200,Beaver,0.0
strat,v6,1,200,Stable,0.0
strat,v6,1,200,Harvest,0.0
strat,v6,1,200,Development,0.0
strat,v6,1,200,Insect/Disease,0.0
strat,v6,1,200,Beaver,0.0
simple,v6,1,500,Stable,0.0
simple,v6,1,500,Harvest,0.0
simple,v6,1,500,Development,0.0
simple,v6,1,500,Insect/Disease,0.0
simple,v6,1,500,Beaver,0.0
strat,v6,1,500,Stable,0.0
strat,v6,1,500,Harvest,0.0
strat,v6,1,500,Development,0.0
strat,v6,1,500,Insect/Disease,0.0
strat,v6,1,500,Beaver,0.0
simple,v6,1,1000,Stable,0.0
simple,v6,1,1000,Harvest,0.0
simple,v6,1,1000,Development,0.0
simple,v6,1,1000,Insect/Disease,0.0
simple,v6,1,1000,Beaver,0.0
strat,v6,1,1000,Stable,0.0
strat,v6,1,1000,Harvest,0.0
strat,v6,1,1000,Development,0.0
strat,v6,1,1000,Insect/Disease,0.0
strat,v6,1,1000,Beaver,0.0
simple,v6,1,2000,Stable,0.0
simple,v6,1,2000,Harvest,0.0
simple,v6,1,2000,Development,0.0
simple,v6,1,2000,Insect/Disease,0.0
simple,v6,1,2000,Beaver,0.0
strat,v6,1,2000,Stable,0.0
strat,v6,1,2000,Harvest,0.0
strat,v6,1,2000,Development,0.0
strat,v6,1,2000,Insect/Disease,0.0
strat,v6,1,2000,Beaver,0.0
simple,v6,1,5000,Stable,0.0
simple,v6,1,5000,Harvest,0.0
simple,v6,1,5000,Development,0.0
simple,v6,1,5000,Insect/Disease,0.0
simple,v6,1,5000,Beaver,0.0
strat,v6,1,5000,Stable,0.0
strat,v6,1,5000,Harvest,0.0
strat,v6,1,5000,Development,0.0
strat,v6,1,5000,Insect/Disease,0.0
strat,v6,1,5000,Beaver,0.0
simple,v6,3,20,Stable,0.0
simple,v6,3,20,Harvest,0.0
simple,v6,3,20,Development,0.0
simple,v6,3,20,Insect/Disease,0.0
simple,v6,3,20,Beaver,0.0
strat,v6,3,20,Stable,0.0
strat,v6,3,20,Harvest,0.0
strat,v6,3,20,Development,0.0
strat,v6,3,20,Insect/Disease,0.0
strat,v6,3,20,Beaver,0.0
simple,v6,3,50,Stable,0.0
simple,v6,3,50,Harvest,0.0
simple,v6,3,50,Development,0.0
simple,v6,3,50,Insect/Disease,0.0
simple,v6,3,50,Beaver,0.0
strat,v6,3,50,Stable,0.0
strat,v6,3,50,Harvest,0.0
strat,v6,3,50,Development,0.0
strat,v6,3,50,Insect/Disease,0.0
strat,v6,3,50,Beaver,0.0
simple,v6,3,100,Stable,0.0
simple,v6,3,100,Harvest,0.0
simple,v6,3,100,Development,0.0
simple,v6,3,100,Insect/Disease,0.0
simple,v6,3,100,Beaver,0.0
strat,v6,3,100,Stable,0.0
strat,v6,3,100,Harvest,0.0
strat,v6,3,100,Development,0.0
strat,v6,3,100,Insect/Disease,0.0
strat,v6,3,100,Beaver,0.0
simple,v6,3,200,Stable,0.0
simple,v6,3,200,Harvest,0.0
simple,v6,3,200,Development,0.0
simple,v6,3,200,Insect/Disease,0.0
simple,v6,3,200,Beaver,0.0
strat,v6,3,200,Stable,0.0
strat,v6,3,200,Harvest,0.0
strat,v6,3,200,Development,0.0
strat,v6,3,200,Insect/Disease,0.0
strat,v6,3,200,Beaver,0.0
simple,v6,3,500,Stable,0.0
simple,v6,3,500,Harvest,0.0
simple,v6,3,500,Development,0.0
simple,v6,3,500,Insect/Disease,0.0
simple,v6,3,500,Beaver,0.0
strat,v6,3,500,Stable,0.0
strat,v6,3,500,Harvest,0.0
strat,v6,3,500,Development,0.0
strat,v6,3,500,Insect/Disease,0.0
strat,v6,3,500,Beaver,0.0
simple,v6,3,1000,Stable,0.0
simple,v6,3,1000,Harvest,0.0
simple,v6,3,1000,Development,0.0
simple,v6,3,1000,Insect/Disease,0.0
simple,v6,3,1000,Beaver,0.0
strat,v6,3,1000,Stable,0.0
strat,v6,3,1000,Harvest,0.0
strat,v6,3,1000,Development,0.0
strat,v6,3,1000,Insect/Disease,0.0
strat,v6,3,1000,Beaver,0.0
simple,v6,3,2000,Stable,0.0
simple,v6,3,2000,Harvest,0.0
simple,v6,3,2000,Development,0.0
simple,v6,3,2000,Insect/Disease,0.0
simple,v6,3,2000,Beaver,0.0
strat,v6,3,2000,Stable,0.0
strat,v6,3,2000,Harvest,0.0
strat,v6,3,2000,Development,0.0
strat,v6,3,2000,Insect/Disease,0.0
strat,v6,3,2000,Beaver,0.0
simple,v6,3,5000,Stable,0.0
simple,v6,3,5000,Harvest,0.0
simple,v6,3,5000,Development,0.0
simple,v6,3,5000,Insect/Disease,0.0
simple,v6,3,5000,Beaver,0.0
strat,v6,3,5000,Stable,0.0
strat,v6,3,5000,Harvest,0.0
strat,v6,3,5000,Development,0.0
strat,v6,3,5000,Insect/Disease,0.0
strat,v6,3,5000,Beaver,0.0
simple,v6,5,20,Stable,0.0
simple,v6,5,20,Harvest,0.0
simple,v6,5,20,Development,0.0
simple,v6,5,20,Insect/Disease,0.0
simple,v6,5,20,Beaver,0.0
strat,v6,5,20,Stable,0.0
strat,v6,5,20,Harvest,0.0
strat,v6,5,20,Development,0.0
strat,v6,5,20,Insect/Disease,0.0
strat,v6,5,20,Beaver,0.0
simple,v6,5,50,Stable,0.0
simple,v6,5,50,Harvest,0.0
simple,v6,5,50,Development,0.0
simple,v6,5,50,Insect/Disease,0.0
simple,v6,5,50,Beaver,0.0
strat,v6,5,50,Stable,0.0
strat,v6,5,50,Harvest,0.0
strat,v6,5,50,Development,0.0
strat,v6,5,50,Insect/Disease,0.0
strat,v6,5,50,Beaver,0.0
simple,v6,5,100,Stable,0.0
simple,v6,5,100,Harvest,0.0
simple,v6,5,100,Development,0.0
simple,v6,5,100,Insect/Disease,0.0
simple,v6,5,100,Beaver,0.0
strat,v6,5,100,Stable,0.0
strat,v6,5,100,Harvest,0.0
strat,v6,5,100,Development,0.0
strat,v6,5,100,Insect/Disease,0.0
strat,v6,5,100,Beaver,0.0
simple,v6,5,200,Stable,0.0
simple,v6,5,200,Harvest,0.0
simple,v6,5,200,Development,0.0
simple,v6,5,200,Insect/Disease,0.0
simple,v6,5,200,Beaver,0.0
strat,v6,5,200,Stable,0.0
strat,v6,5,200,Harvest,0.0
strat,v6,5,200,Development,0.0
strat,v6,5,200,Insect/Disease,0.0
strat,v6,5,200,Beaver,0.0
simple,v6,5,500,Stable,0.0
simple,v6,5,500,Harvest,0.0
simple,v6,5,500,Development,0.0
simple,v6,5,500,Insect/Disease,0.0
simple,v6,5,500,Beaver,0.0
strat,v6,5,500,Stable,0.0
strat,v6,5,500,Harvest,0.0
strat,v6,5,500,Development,0.0
strat,v6,5,500,Insect/Disease,0.0
strat,v6,5,500,Beaver,0.0
simple,v6,5,1000,Stable,0.0
simple,v6,5,1000,Harvest,0.0
simple,v6,5,1000,Development,0.0
simple,v6,5,1000,Insect/Disease,0.0
simple,v6,5,1000,Beaver,0.0
strat,v6,5,1000,Stable,0.0
strat,v6,5,1000,Harvest,0.0
strat,v6,5,1000,Development,0.0
strat,v6,5,1000,Insect/Disease,0.0
strat,v6,5,1000,Beaver,0.0
simple,v6,5,2000,Stable,0.0
simple,v6,5,2000,Harvest,0.0
simple,v6,5,2000,Development,0.0
simple,v6,5,2000,Insect/Disease,0.0
simple,v6,5,2000,Beaver,0.0
strat,v6,5,2000,Stable,0.0
strat,v6,5,2000,Harvest,0.0
strat,v6,5,2000,Development,0.0
strat,v6,5,2000,Insect/Disease,0.0
strat,v6,5,2000,Beaver,0.0
simple,v6,5,5000,Stable,0.0
simple,v6,5,5000,Harvest,0.0
simple,v6,5,5000,Development,0.0
simple,v6,5,5000,Insect/Disease,0.0
simple,v6,5,5000,Beaver,0.0
strat,v6,5,5000,Stable,0.0
strat,v6,5,5000,Harvest,0.0
strat,v6,5,5000,Development,0.0
strat,v6,5,5000,Insect/Disease,0.0
strat,v6,5,5000,Beaver,0.0
simple,v6,7,20,Stable,0.0
simple,v6,7,20,Harvest,0.0
simple,v6,7,20,Development,0.0
simple,v6,7,20,Insect/Disease,0.0
simple,v6,7,20,Beaver,0.0
strat,v6,7,20,Stable,0.0
strat,v6,7,20,Harvest,0.0
strat,v6,7,20,Development,0.0
strat,v6,7,20,Insect/Disease,0.0
strat,v6,7,20,Beaver,0.0
simple,v6,7,50,Stable,0.0
simple,v6,7,50,Harvest,0.0
simple,v6,7,50,Development,0.0
simple,v6,7,50,Insect/Disease,0.0
simple,v6,7,50,Beaver,0.0
strat,v6,7,50,Stable,0.0
strat,v6,7,50,Harvest,0.0
strat,v6,7,50,Development,0.0
strat,v6,7,50,Insect/Disease,0.0
strat,v6,7,50,Beaver,0.0
simple,v6,7,100,Stable,0.0
simple,v6,7,100,Harvest,0.0
simple,v6,7,100,Development,0.0
simple,v6,7,100,Insect/Disease,0.0
simple,v6,7,100,Beaver,0.0
strat,v6,7,100,Stable,0.0
strat,v6,7,100,Harvest,0.0
strat,v6,7,100,Development,0.0
strat,v6,7,100,Insect/Disease,0.0
strat,v6,7,100,Beaver,0.0
simple,v6,7,200,Stable,0.0
simple,v6,7,200,Harvest,0.0
simple,v6,7,200,Development,0.0
simple,v6,7,200,Insect/Disease,0.0
simple,v6,7,200,Beaver,0.0
strat,v6,7,200,Stable,0.0
strat,v6,7,200,Harvest,0.0
strat,v6,7,200,Development,0.0
strat,v6,7,200,Insect/Disease,0.0
strat,v6,7,200,Beaver,0.0
simple,v6,7,500,Stable,0.0
simple,v6,7,500,Harvest,0.0
simple,v6,7,500,Development,0.0
simple,v6,7,500,Insect/Disease,0.0
simple,v6,7,500,Beaver,0.0
strat,v6,7,500,Stable,0.0
strat,v6,7,500,Harvest,0.0
strat,v6,7,500,Development,0.0
strat,v6,7,500,Insect/Disease,0.0
strat,v6,7,500,Beaver,0.0
simple,v6,7,1000,Stable,0.0
simple,v6,7,1000,Harvest,0.0
simple,v6,7,1000,Development,0.0
simple,v6,7,1000,Insect/Disease,0.0
simple,v6,7,1000,Beaver,0.0
strat,v6,7,1000,Stable,0.0
strat,v6,7,1000,Harvest,0.0
strat,v6,7,1000,Development,0.0
strat,v6,7,1000,Insect/Disease,0.0
strat,v6,7,1000,Beaver,0.0
simple,v6,7,2000,Stable,0.0
simple,v6,7,2000,Harvest,0.0
simple,v6,7,2000,Development,0.0
simple,v6,7,2000,Insect/Disease,0.0
simple,v6,7,2000,Beaver,0.0
strat,v6,7,2000,Stable,0.0
strat,v6,7,2000,Harvest,0.0
strat,v6,7,2000,Development,0.0
strat,v6,7,2000,Insect/Disease,0.0
strat,v6,7,2000,Beaver,0.0
simple,v6,7,5000,Stable,0.0
simple,v6,7,5000,Harvest,0.0
simple,v6,7,5000,Development,0.0
simple,v6,7,5000,Insect/Disease,0.0
simple,v6,7,5000,Beaver,0.0
strat,v6,7,5000,Stable,0.0
strat,v6,7,5000,Harvest,0.0
strat,v6,7,5000,Development,0.0
strat,v6,7,5000,Insect/Disease,0.0
strat,v6,7,5000,Beaver,0.0
simple,v6,9,20,Stable,0.0
simple,v6,9,20,Harvest,0.0
simple,v6,9,20,Development,0.0
simple,v6,9,20,Insect/Disease,0.0
simple,v6,9,20,Beaver,0.0
strat,v6,9,20,Stable,0.0
strat,v6,9,20,Harvest,0.0
strat,v6,9,20,Development,0.0
strat,v6,9,20,Insect/Disease,0.0
strat,v6,9,20,Beaver,0.0
simple,v6,9,50,Stable,0.0
simple,v6,9,50,Harvest,0.0
simple,v6,9,50,Development,0.0
simple,v6,9,50,Insect/Disease,0.0
simple,v6,9,50,Beaver,0.0
strat,v6,9,50,Stable,0.0
strat,v6,9,50,Harvest,0.0
strat,v6,9,50,Development,0.0
strat,v6,9,50,Insect/Disease,0.0
strat,v6,9,50,Beaver,0.0
simple,v6,9,100,Stable,0.0
simple,v6,9,100,Harvest,0.0
simple,v6,9,100,Development,0.0
simple,v6,9,100,Insect/Disease,0.0
simple,v6,9,100,Beaver,0.0
strat,v6,9,100,Stable,0.0
strat,v6,9,100,Harvest,0.0
strat,v6,9,100,Development,0.0
strat,v6,9,100,Insect/Disease,0.0
strat,v6,9,100,Beaver,0.0
simple,v6,9,200,Stable,0.0
simple,v6,9,200,Harvest,0.0
simple,v6,9,200,Development,0.0
simple,v6,9,200,Insect/Disease,0.0
simple,v6,9,200,Beaver,0.0
strat,v6,9,200,Stable,0.0
strat,v6,9,200,Harvest,0.0
strat,v6,9,200,Development,0.0
strat,v6,9,200,Insect/Disease,0.0
strat,v6,9,200,Beaver,0.0
simple,v6,9,500,Stable,0.0
simple,v6,9,500,Harvest,0.0
simple,v6,9,500,Development,0.0
simple,v6,9,500,Insect/Disease,0.0
simple,v6,9,500,Beaver,0.0
strat,v6,9,500,Stable,0.0
strat,v6,9,500,Harvest,0.0
strat,v6,9,500,Development,0.0
strat,v6,9,500,Insect/Disease,0.0
strat,v6,9,500,Beaver,0.0
simple,v6,9,1000,Stable,0.0
simple,v6,9,1000,Harvest,0.0
simple,v6,9,1000,Development,0.0
simple,v6,9,1000,Insect/Disease,0.0
simple,v6,9,1000,Beaver,0.0
strat,v6,9,1000,Stable,0.0
strat,v6,9,1000,Harvest,0.0
strat,v6,9,1000,Development,0.0
strat,v6,9,1000,Insect/Disease,0.0
strat,v6,9,1000,Beaver,0.0
simple,v6,9,2000,Stable,0.0
simple,v6,9,2000,Harvest,0.0
simple,v6,9,2000,Development,0.0
simple,v6,9,2000,Insect/Disease,0.0
simple,v6,9,2000,Beaver,0.0
strat,v6,9,2000,Stable,0.0
strat,v6,9,2000,Harvest,0.0
strat,v6,9,2000,Development,0.0
strat,v6,9,2000,Insect/Disease,0.0
strat,v6,9,2000,Beaver,0.0
simple,v6,9,5000,Stable,0.0
simple,v6,9,5000,Harvest,0.0
simple,v6,9,5000,Development,0.0
simple,v6,9,5000,Insect/Disease,0.0
simple,v6,9,5000,Beaver,0.0
strat,v6,9,5000,Stable,0.0
strat,v6,9,5000,Harvest,0.0
strat,v6,9,5000,Development,0.0
strat,v6,9,5000,Insect/Disease,0.0
strat,v6,9,5000,Beaver,0.0
