version,W,n,cls,sd_simple,sd_strat,strat_efficiency
v5,3,50,Development,,0.12905,
v5,3,50,Forest,0.07478,0.16415,2.195
v5,3,50,Urban,0.20054,0.15427,0.769
v5,3,50,Water,0.0692,0.05997,0.867
v5,3,50,Agriculture,0.11177,0.10932,0.978
v5,3,50,Grass/Shrub,0.14293,0.17313,1.211
v5,3,50,Wetland,0.16664,0.19682,1.181
v5,3,50,Beaver,0.12512,0.0046,0.037
v5,3,50,Insect/Disease,0.24504,0.16889,0.689
v5,3,100,Harvest,0.11113,0.05643,0.508
v5,3,100,Development,0.15713,0.03469,0.221
v5,3,100,Forest,0.04755,0.12125,2.55
v5,3,100,Urban,0.15983,0.1113,0.696
v5,3,100,Water,0.04759,0.05544,1.165
v5,3,100,Agriculture,0.05757,0.08341,1.449
v5,3,100,Grass/Shrub,0.10993,0.10354,0.942
v5,3,100,Wetland,0.11009,0.13452,1.222
v5,3,100,Beaver,0.03861,0.00137,0.035
v5,3,100,Insect/Disease,0.06432,0.07445,1.157
v5,3,200,Harvest,0.0643,0.05615,0.873
v5,3,200,Development,0.10741,0.01953,0.182
v5,3,200,Forest,0.03702,0.08138,2.198
v5,3,200,Urban,0.0993,0.08121,0.818
v5,3,200,Water,0.03073,0.03577,1.164
v5,3,200,Agriculture,0.04767,0.05186,1.088
v5,3,200,Grass/Shrub,0.08519,0.08628,1.013
v5,3,200,Wetland,0.08563,0.09097,1.062
v5,3,200,Beaver,0.02007,0.00336,0.167
v5,3,200,Insect/Disease,0.05699,0.07506,1.317
v5,3,500,Harvest,0.04597,0.02716,0.591
v5,3,500,Development,0.03426,0.00806,0.235
v5,3,500,Forest,0.02453,0.05893,2.402
v5,3,500,Urban,0.06118,0.05581,0.912
v5,3,500,Water,0.02034,0.01784,0.877
v5,3,500,Agriculture,0.02859,0.03105,1.086
v5,3,500,Grass/Shrub,0.04877,0.05516,1.131
v5,3,500,Wetland,0.05222,0.04943,0.947
v5,3,500,Beaver,0.00739,0.00583,0.789
v5,3,500,Insect/Disease,0.04913,0.02078,0.423
v5,3,1000,Harvest,0.03448,0.02725,0.79
v5,3,1000,Development,0.01618,0.0146,0.903
v5,3,1000,Forest,0.01481,0.03639,2.457
v5,3,1000,Urban,0.04777,0.03775,0.79
v5,3,1000,Water,0.01499,0.01758,1.173
v5,3,1000,Agriculture,0.02145,0.02604,1.214
v5,3,1000,Grass/Shrub,0.03491,0.03628,1.039
v5,3,1000,Wetland,0.03635,0.03993,1.099
v5,3,1000,Beaver,0.00462,0.00142,0.308
v5,3,1000,Insect/Disease,0.0199,0.02288,1.15
v5,3,2000,Harvest,0.02395,0.01291,0.539
v5,3,2000,Development,0.01734,0.00398,0.23
v5,3,2000,Forest,0.01045,0.02231,2.135
v5,3,2000,Urban,0.03135,0.02684,0.856
v5,3,2000,Water,0.01202,0.0124,1.032
v5,3,2000,Agriculture,0.01429,0.01726,1.208
v5,3,2000,Grass/Shrub,0.02557,0.02566,1.004
v5,3,2000,Wetland,0.02099,0.02385,1.136
v5,3,2000,Beaver,0.0029,0.00219,0.757
v5,3,2000,Insect/Disease,0.01352,0.01729,1.279
v5,3,5000,Harvest,0.01238,0.00911,0.736
v5,3,5000,Development,0.00892,0.00411,0.46
v5,3,5000,Forest,0.00626,0.01673,2.674
v5,3,5000,Urban,0.02083,0.01546,0.742
v5,3,5000,Water,0.00608,0.00802,1.319
v5,3,5000,Agriculture,0.00902,0.01082,1.199
v5,3,5000,Grass/Shrub,0.01783,0.01717,0.963
v5,3,5000,Wetland,0.0154,0.018,1.169
v5,3,5000,Beaver,0.0017,0.00119,0.702
v5,3,5000,Insect/Disease,0.01038,0.00713,0.687
v5,5,20,Harvest,0.28898,0.17371,0.601
v5,5,20,Development,,0.13191,
v5,5,20,Forest,0.11021,0.22772,2.066
v5,5,20,Urban,0.21212,0.19033,0.897
v5,5,20,Water,0.14373,0.09648,0.671
v5,5,20,Agriculture,0.19842,0.19709,0.993
v5,5,20,Grass/Shrub,0.16627,0.21335,1.283
v5,5,20,Wetland,0.21611,0.23204,1.074
v5,5,20,Beaver,0.09724,0.06578,0.676
v5,5,20,Insect/Disease,,0.25459,
v5,5,50,Harvest,0.2183,0.11163,0.511
v5,5,50,Development,0.44783,0.09013,0.201
v5,5,50,Forest,0.06422,0.14916,2.323
v5,5,50,Urban,0.17891,0.1435,0.802
v5,5,50,Water,0.08582,0.06424,0.749
v5,5,50,Agriculture,0.08883,0.08923,1.005
v5,5,50,Grass/Shrub,0.13983,0.16347,1.169
v5,5,50,Wetland,0.14269,0.14417,1.01
v5,5,50,Beaver,0.00529,0.00935,1.766
v5,5,50,Insect/Disease,0.04081,0.11497,2.817
v5,5,100,Harvest,0.08618,0.06266,0.727
v5,5,100,Development,0.19181,0.03111,0.162
v5,5,100,Forest,0.04503,0.09731,2.161
v5,5,100,Urban,0.13938,0.09342,0.67
v5,5,100,Water,0.04408,0.03897,0.884
v5,5,100,Agriculture,0.05409,0.06187,1.144
v5,5,100,Grass/Shrub,0.1071,0.10785,1.007
v5,5,100,Wetland,0.10646,0.10758,1.01
v5,5,100,Beaver,0.0108,0.0142,1.315
v5,5,100,Insect/Disease,0.095,0.06014,0.633
v5,5,200,Harvest,0.0765,0.05966,0.78
v5,5,200,Development,0.03464,0.0194,0.56
v5,5,200,Forest,0.03514,0.07466,2.125
v5,5,200,Urban,0.10151,0.07511,0.74
v5,5,200,Water,0.02997,0.02994,0.999
v5,5,200,Agriculture,0.04745,0.04656,0.981
v5,5,200,Grass/Shrub,0.07608,0.07356,0.967
v5,5,200,Wetland,0.07318,0.07535,1.03
v5,5,200,Beaver,0.00774,0.00539,0.696
v5,5,200,Insect/Disease,0.10006,0.04832,0.483
v5,5,500,Harvest,0.04153,0.03051,0.735
v5,5,500,Development,0.02759,0.00598,0.217
v5,5,500,Forest,0.0207,0.03942,1.905
v5,5,500,Urban,0.06123,0.04374,0.714
v5,5,500,Water,0.01949,0.0194,0.995
v5,5,500,Agriculture,0.0265,0.02569,0.969
v5,5,500,Grass/Shrub,0.04429,0.04513,1.019
v5,5,500,Wetland,0.04747,0.05298,1.116
v5,5,500,Beaver,0.00401,0.00305,0.761
v5,5,500,Insect/Disease,0.02189,0.01778,0.812
v5,5,1000,Harvest,0.02969,0.01559,0.525
v5,5,1000,Development,0.02313,0.01202,0.52
v5,5,1000,Forest,0.01592,0.03058,1.921
v5,5,1000,Urban,0.03502,0.03317,0.947
v5,5,1000,Water,0.01302,0.01458,1.12
v5,5,1000,Agriculture,0.01684,0.02104,1.25
v5,5,1000,Grass/Shrub,0.0315,0.03461,1.099
v5,5,1000,Wetland,0.03212,0.03272,1.019
v5,5,1000,Beaver,0.00374,0.00278,0.743
v5,5,1000,Insect/Disease,0.02497,0.0327,1.31
v5,5,2000,Harvest,0.01964,0.01347,0.686
v5,5,2000,Development,0.01023,0.0066,0.645
v5,5,2000,Forest,0.01033,0.02368,2.292
v5,5,2000,Urban,0.02812,0.02118,0.753
v5,5,2000,Water,0.01027,0.00925,0.901
v5,5,2000,Agriculture,0.01397,0.01596,1.143
v5,5,2000,Grass/Shrub,0.02357,0.02541,1.078
v5,5,2000,Wetland,0.02331,0.0237,1.016
v5,5,2000,Beaver,0.00187,0.00231,1.233
v5,5,2000,Insect/Disease,0.01287,0.01596,1.24
v5,5,5000,Harvest,0.01236,0.01063,0.86
v5,5,5000,Development,0.00764,0.00258,0.337
v5,5,5000,Forest,0.00682,0.01366,2.004
v5,5,5000,Urban,0.01617,0.01584,0.979
v5,5,5000,Water,0.00645,0.00662,1.026
v5,5,5000,Agriculture,0.00893,0.00998,1.118
v5,5,5000,Grass/Shrub,0.01258,0.01441,1.145
v5,5,5000,Wetland,0.01468,0.01757,1.197
v5,5,5000,Beaver,0.00126,0.00148,1.177
v5,5,5000,Insect/Disease,0.00781,0.01043,1.335
v5,7,20,Harvest,0.17073,0.18356,1.075
v5,7,20,Development,0.2507,0.13959,0.557
v5,7,20,Forest,0.10003,0.23129,2.312
v5,7,20,Urban,0.20023,0.19497,0.974
v5,7,20,Water,0.12791,0.08147,0.637
v5,7,20,Agriculture,0.15014,0.16494,1.099
v5,7,20,Grass/Shrub,0.18662,0.21961,1.177
v5,7,20,Wetland,0.1945,0.23383,1.202
v5,7,20,Beaver,0.01776,0.06505,3.662
v5,7,20,Insect/Disease,0.06347,0.19832,3.124
v5,7,50,Harvest,0.13804,0.12119,0.878
v5,7,50,Development,0.12065,0.05012,0.415
v5,7,50,Forest,0.07021,0.15589,2.22
v5,7,50,Urban,0.16038,0.14352,0.895
v5,7,50,Water,0.08334,0.05465,0.656
v5,7,50,Agriculture,0.09028,0.11112,1.231
v5,7,50,Grass/Shrub,0.12551,0.14478,1.154
v5,7,50,Wetland,0.12826,0.15107,1.178
v5,7,50,Beaver,0.0181,0.00397,0.219
v5,7,50,Insect/Disease,0.07624,0.11356,1.489
v5,7,100,Harvest,0.1111,0.06887,0.62
v5,7,100,Development,0.01564,0.0085,0.543
v5,7,100,Forest,0.04243,0.11044,2.603
v5,7,100,Urban,0.11646,0.0926,0.795
v5,7,100,Water,0.04519,0.03637,0.805
v5,7,100,Agriculture,0.05561,0.07048,1.267
v5,7,100,Grass/Shrub,0.09499,0.10741,1.131
v5,7,100,Wetland,0.09792,0.11398,1.164
v5,7,100,Beaver,0.02817,0.0042,0.149
v5,7,100,Insect/Disease,0.0381,0.06993,1.835
v5,7,200,Harvest,0.06147,0.03485,0.567
v5,7,200,Development,0.02014,0.02422,1.202
v5,7,200,Forest,0.03221,0.06254,1.942
v5,7,200,Urban,0.07665,0.06355,0.829
v5,7,200,Water,0.03424,0.02589,0.756
v5,7,200,Agriculture,0.0416,0.04718,1.134
v5,7,200,Grass/Shrub,0.06214,0.08058,1.297
v5,7,200,Wetland,0.06236,0.08548,1.371
v5,7,200,Beaver,0.00645,0.00321,0.497
v5,7,200,Insect/Disease,0.03607,0.03654,1.013
v5,7,500,Harvest,0.04454,0.02597,0.583
v5,7,500,Development,0.02117,0.00355,0.168
v5,7,500,Forest,0.01879,0.04066,2.164
v5,7,500,Urban,0.04948,0.04024,0.813
v5,7,500,Water,0.01443,0.01797,1.245
v5,7,500,Agriculture,0.02387,0.0309,1.294
v5,7,500,Grass/Shrub,0.04212,0.04032,0.957
v5,7,500,Wetland,0.04391,0.05255,1.197
v5,7,500,Beaver,0.00342,0.00394,1.153
v5,7,500,Insect/Disease,0.02378,0.03556,1.495
v5,7,1000,Harvest,0.02478,0.01983,0.8
v5,7,1000,Development,0.00985,0.00808,0.82
v5,7,1000,Forest,0.0124,0.02696,2.175
v5,7,1000,Urban,0.03761,0.02462,0.655
v5,7,1000,Water,0.01267,0.01429,1.128
v5,7,1000,Agriculture,0.01678,0.01993,1.188
v5,7,1000,Grass/Shrub,0.02979,0.03717,1.248
v5,7,1000,Wetland,0.03136,0.03385,1.079
v5,7,1000,Beaver,0.00271,0.00178,0.656
v5,7,1000,Insect/Disease,0.02004,0.02712,1.353
v5,7,2000,Harvest,0.02222,0.01425,0.641
v5,7,2000,Development,0.00761,0.00562,0.738
v5,7,2000,Forest,0.01022,0.02193,2.145
v5,7,2000,Urban,0.0272,0.02067,0.76
v5,7,2000,Water,0.00813,0.00854,1.05
v5,7,2000,Agriculture,0.01292,0.01511,1.169
v5,7,2000,Grass/Shrub,0.02388,0.02597,1.087
v5,7,2000,Wetland,0.01837,0.02289,1.246
v5,7,2000,Beaver,0.00234,0.00134,0.57
v5,7,2000,Insect/Disease,0.01117,0.01475,1.32
v5,7,5000,Harvest,0.01262,0.00946,0.75
v5,7,5000,Development,0.00576,0.00375,0.651
v5,7,5000,Forest,0.00735,0.01477,2.01
v5,7,5000,Urban,0.01692,0.01368,0.809
v5,7,5000,Water,0.00584,0.00557,0.955
v5,7,5000,Agriculture,0.0078,0.00767,0.984
v5,7,5000,Grass/Shrub,0.01419,0.01554,1.095
v5,7,5000,Wetland,0.01446,0.01675,1.158
v5,7,5000,Beaver,0.00135,0.00151,1.121
v5,7,5000,Insect/Disease,0.00781,0.01063,1.362
v5,9,20,Harvest,0.18675,0.18543,0.993
v5,9,20,Development,,0.12092,
v5,9,20,Forest,0.10488,0.21672,2.066
v5,9,20,Urban,0.24468,0.19024,0.778
v5,9,20,Water,0.17175,0.08299,0.483
v5,9,20,Agriculture,0.14329,0.17859,1.246
v5,9,20,Grass/Shrub,0.18403,0.18561,1.009
v5,9,20,Wetland,0.19823,0.22743,1.147
v5,9,20,Beaver,0.02272,0.03269,1.439
v5,9,20,Insect/Disease,0.24257,0.16887,0.696
v5,9,50,Harvest,0.10755,0.09974,0.927
v5,9,50,Development,0.06698,0.03251,0.485
v5,9,50,Forest,0.05819,0.14745,2.534
v5,9,50,Urban,0.16826,0.11198,0.665
v5,9,50,Water,0.11062,0.05486,0.496
v5,9,50,Agriculture,0.08286,0.08711,1.051
v5,9,50,Grass/Shrub,0.12349,0.1436,1.163
v5,9,50,Wetland,0.11703,0.14157,1.21
v5,9,50,Beaver,0.02342,0.00217,0.092
v5,9,50,Insect/Disease,0.11209,0.09628,0.859
v5,9,100,Harvest,0.10723,0.06283,0.586
v5,9,100,Development,0.02306,0.01922,0.833
v5,9,100,Forest,0.04667,0.09909,2.123
v5,9,100,Urban,0.10241,0.08664,0.846
v5,9,100,Water,0.04116,0.04168,1.013
v5,9,100,Agriculture,0.05089,0.06327,1.243
v5,9,100,Grass/Shrub,0.08269,0.1041,1.259
v5,9,100,Wetland,0.09169,0.10115,1.103
v5,9,100,Beaver,0.01964,0.00549,0.279
v5,9,100,Insect/Disease,0.076,0.0681,0.896
v5,9,200,Harvest,0.05523,0.03,0.543
v5,9,200,Development,0.06101,0.00669,0.11
v5,9,200,Forest,0.02989,0.06936,2.32
v5,9,200,Urban,0.08825,0.06381,0.723
v5,9,200,Water,0.02628,0.02678,1.019
v5,9,200,Agriculture,0.04038,0.05111,1.266
v5,9,200,Grass/Shrub,0.06741,0.08299,1.231
v5,9,200,Wetland,0.06442,0.07861,1.22
v5,9,200,Beaver,0.00395,0.01039,2.631
v5,9,200,Insect/Disease,0.04124,0.02472,0.599
v5,9,500,Harvest,0.03235,0.03431,1.06
v5,9,500,Development,0.0147,0.0049,0.334
v5,9,500,Forest,0.01825,0.03884,2.128
v5,9,500,Urban,0.04731,0.03467,0.733
v5,9,500,Water,0.01541,0.01876,1.217
v5,9,500,Agriculture,0.02507,0.0247,0.985
v5,9,500,Grass/Shrub,0.03926,0.04458,1.136
v5,9,500,Wetland,0.03745,0.04727,1.262
v5,9,500,Beaver,0.00364,0.00315,0.866
v5,9,500,Insect/Disease,0.02929,0.01987,0.678
v5,9,1000,Harvest,0.02423,0.01849,0.763
v5,9,1000,Development,0.00699,0.00997,1.427
v5,9,1000,Forest,0.01383,0.0284,2.054
v5,9,1000,Urban,0.03312,0.0313,0.945
v5,9,1000,Water,0.01098,0.01267,1.154
v5,9,1000,Agriculture,0.01799,0.01674,0.931
v5,9,1000,Grass/Shrub,0.0253,0.03479,1.375
v5,9,1000,Wetland,0.03145,0.03298,1.049
v5,9,1000,Beaver,0.00252,0.00339,1.346
v5,9,1000,Insect/Disease,0.0132,0.02022,1.532
v5,9,2000,Harvest,0.01842,0.01865,1.013
v5,9,2000,Development,0.00614,0.00484,0.79
v5,9,2000,Forest,0.00942,0.01896,2.012
v5,9,2000,Urban,0.02493,0.02031,0.815
v5,9,2000,Water,0.00865,0.00978,1.13
v5,9,2000,Agriculture,0.01262,0.01421,1.127
v5,9,2000,Grass/Shrub,0.02299,0.02169,0.943
v5,9,2000,Wetland,0.02049,0.02157,1.053
v5,9,2000,Beaver,0.00173,0.00274,1.58
v5,9,2000,Insect/Disease,0.01137,0.01388,1.221
v5,9,5000,Harvest,0.01094,0.01006,0.92
v5,9,5000,Development,0.00485,0.00336,0.693
v5,9,5000,Forest,0.00553,0.01212,2.191
v5,9,5000,Urban,0.01418,0.01132,0.798
v5,9,5000,Water,0.0054,0.00605,1.12
v5,9,5000,Agriculture,0.00647,0.00883,1.365
v5,9,5000,Grass/Shrub,0.01179,0.01368,1.16
v5,9,5000,Wetland,0.01305,0.01675,1.284
v5,9,5000,Beaver,0.0011,0.0011,1.005
v5,9,5000,Insect/Disease,0.00697,0.00865,1.241
v6,1,20,Harvest,0.20412,0.22776,1.116
v6,1,20,Development,,0.26771,
v6,1,20,Forest,0.13616,0.13308,0.977
v6,1,20,Urban,0.06166,0.24652,3.998
v6,1,20,Water,0.13868,0.18731,1.351
v6,1,20,Agriculture,0.20888,0.12106,0.58
v6,1,20,Grass/Shrub,0.18316,0.14589,0.797
v6,1,20,Wetland,0.12484,0.18751,1.502
v6,1,20,Beaver,,0.2897,
v6,1,20,Insect/Disease,,0.31715,
v6,1,50,Harvest,0.20757,0.10427,0.502
v6,1,50,Development,,0.13343,
v6,1,50,Forest,0.09814,0.14592,1.487
v6,1,50,Urban,0.08607,0.09754,1.133
v6,1,50,Water,0.08638,0.12527,1.45
v6,1,50,Agriculture,0.13804,0.15533,1.125
v6,1,50,Grass/Shrub,0.12755,0.08901,0.698
v6,1,50,Wetland,0.08673,0.13546,1.562
v6,1,50,Beaver,,0.11462,
v6,1,50,Insect/Disease,,0.06271,
v6,1,100,Harvest,0.10963,0.03784,0.345
v6,1,100,Development,,0.03627,
v6,1,100,Forest,0.07112,0.13496,1.898
v6,1,100,Urban,0.07167,0.03459,0.483
v6,1,100,Water,0.07767,0.07378,0.95
v6,1,100,Agriculture,0.11273,0.11561,1.025
v6,1,100,Grass/Shrub,0.07963,0.09866,1.239
v6,1,100,Wetland,0.09297,0.08925,0.96
v6,1,100,Beaver,,0.00229,
v6,1,100,Insect/Disease,,0.01834,
v6,1,200,Harvest,0.04242,0.02057,0.485
v6,1,200,Development,0.03022,0.00315,0.104
v6,1,200,Forest,0.04898,0.10164,2.075
v6,1,200,Urban,0.032,0.0279,0.872
v6,1,200,Water,0.06285,0.06051,0.963
v6,1,200,Agriculture,0.08734,0.1022,1.17
v6,1,200,Grass/Shrub,0.05888,0.06936,1.178
v6,1,200,Wetland,0.05703,0.0675,1.184
v6,1,200,Beaver,,0.00174,
v6,1,200,Insect/Disease,0.12353,0.00843,0.068
v6,1,500,Harvest,0.02177,0.01259,0.578
v6,1,500,Development,0.01394,0.00161,0.116
v6,1,500,Forest,0.03135,0.06213,1.982
v6,1,500,Urban,0.0295,0.01553,0.527
v6,1,500,Water,0.03876,0.04304,1.111
v6,1,500,Agriculture,0.05316,0.07286,1.371
v6,1,500,Grass/Shrub,0.04445,0.04766,1.072
v6,1,500,Wetland,0.03981,0.04721,1.186
v6,1,500,Beaver,0.00379,0.00083,0.22
v6,1,500,Insect/Disease,0.01264,0.00418,0.331
v6,1,1000,Harvest,0.01878,0.01039,0.553
v6,1,1000,Development,0.01196,0.00144,0.12
v6,1,1000,Forest,0.02199,0.0523,2.378
v6,1,1000,Urban,0.022,0.01335,0.607
v6,1,1000,Water,0.02836,0.03021,1.065
v6,1,1000,Agriculture,0.03936,0.0482,1.225
v6,1,1000,Grass/Shrub,0.03043,0.02996,0.985
v6,1,1000,Wetland,0.02989,0.03455,1.156
v6,1,1000,Beaver,0.00116,0.00051,0.44
v6,1,1000,Insect/Disease,0.01058,0.00271,0.257
v6,1,2000,Harvest,0.01426,0.0065,0.456
v6,1,2000,Development,0.00621,0.00076,0.122
v6,1,2000,Forest,0.01748,0.03586,2.051
v6,1,2000,Urban,0.0157,0.00954,0.608
v6,1,2000,Water,0.01866,0.01656,0.888
v6,1,2000,Agriculture,0.02672,0.03354,1.255
v6,1,2000,Grass/Shrub,0.02403,0.02071,0.862
v6,1,2000,Wetland,0.02036,0.02715,1.334
v6,1,2000,Beaver,0.01003,0.00037,0.037
v6,1,2000,Insect/Disease,0.00473,0.00182,0.384
v6,1,5000,Harvest,0.0088,0.00366,0.416
v6,1,5000,Development,0.00285,0.00052,0.183
v6,1,5000,Forest,0.01076,0.0228,2.12
v6,1,5000,Urban,0.00879,0.00569,0.648
v6,1,5000,Water,0.01378,0.01042,0.757
v6,1,5000,Agriculture,0.01644,0.01997,1.215
v6,1,5000,Grass/Shrub,0.01467,0.01297,0.884
v6,1,5000,Wetland,0.01467,0.01472,1.004
v6,1,5000,Beaver,0.0021,0.00019,0.091
v6,1,5000,Insect/Disease,0.00485,0.00119,0.246
v6,3,20,Harvest,0.08629,0.03359,0.389
v6,3,20,Development,,0.0342,
v6,3,20,Forest,0.06349,0.13175,2.075
v6,3,20,Urban,0.03409,0.04161,1.221
v6,3,20,Water,0.08072,0.09125,1.13
v6,3,20,Agriculture,0.17012,0.21856,1.285
v6,3,20,Grass/Shrub,0.06659,0.08808,1.323
v6,3,20,Wetland,0.07189,0.10003,1.391
v6,3,20,Beaver,,0.00218,
v6,3,20,Insect/Disease,0.03264,0.00993,0.304
v6,3,50,Harvest,0.02822,0.01466,0.519
v6,3,50,Development,,0.00937,
v6,3,50,Forest,0.03979,0.09628,2.42
v6,3,50,Urban,0.02876,0.03002,1.044
v6,3,50,Water,0.0604,0.05576,0.923
v6,3,50,Agriculture,0.12479,0.1329,1.065
v6,3,50,Grass/Shrub,0.06179,0.0662,1.071
v6,3,50,Wetland,0.05762,0.05789,1.005
v6,3,50,Beaver,,0.0055,
v6,3,50,Insect/Disease,0.0431,0.05619,1.304
v6,3,100,Harvest,0.02111,0.02269,1.075
v6,3,100,Development,0.03916,0.00637,0.163
v6,3,100,Forest,0.02615,0.06254,2.392
v6,3,100,Urban,0.02654,0.02176,0.82
v6,3,100,Water,0.04562,0.04622,1.013
v6,3,100,Agriculture,0.09686,0.10171,1.05
v6,3,100,Grass/Shrub,0.0408,0.04491,1.101
v6,3,100,Wetland,0.03473,0.04719,1.358
v6,3,100,Beaver,0.01115,0.00047,0.042
v6,3,100,Insect/Disease,0.01203,0.01083,0.9
v6,3,200,Harvest,0.01878,0.01971,1.05
v6,3,200,Development,0.04358,0.00226,0.052
v6,3,200,Forest,0.02101,0.04804,2.286
v6,3,200,Urban,0.01853,0.01739,0.939
v6,3,200,Water,0.03756,0.03103,0.826
v6,3,200,Agriculture,0.06649,0.08644,1.3
v6,3,200,Grass/Shrub,0.0351,0.02938,0.837
v6,3,200,Wetland,0.02792,0.03018,1.081
v6,3,200,Beaver,0.00176,0.00037,0.211
v6,3,200,Insect/Disease,0.0069,0.01074,1.556
v6,3,500,Harvest,0.01422,0.00731,0.514
v6,3,500,Development,0.01247,0.00449,0.36
v6,3,500,Forest,0.01265,0.02549,2.015
v6,3,500,Urban,0.01302,0.01115,0.856
v6,3,500,Water,0.02307,0.01887,0.818
v6,3,500,Agriculture,0.04684,0.0477,1.018
v6,3,500,Grass/Shrub,0.01815,0.02129,1.173
v6,3,500,Wetland,0.01577,0.01854,1.176
v6,3,500,Beaver,0.00875,0.00213,0.244
v6,3,500,Insect/Disease,0.0045,0.0057,1.267
v6,3,1000,Harvest,0.01054,0.00685,0.651
v6,3,1000,Development,0.00778,0.0037,0.476
v6,3,1000,Forest,0.00831,0.02076,2.499
v6,3,1000,Urban,0.00725,0.00861,1.188
v6,3,1000,Water,0.01584,0.01231,0.777
v6,3,1000,Agriculture,0.03103,0.0375,1.208
v6,3,1000,Grass/Shrub,0.01411,0.01343,0.952
v6,3,1000,Wetland,0.01245,0.01363,1.095
v6,3,1000,Beaver,0.00404,0.00215,0.533
v6,3,1000,Insect/Disease,0.00288,0.00533,1.852
v6,3,2000,Harvest,0.00697,0.0046,0.66
v6,3,2000,Development,0.00544,0.00141,0.259
v6,3,2000,Forest,0.00638,0.01614,2.529
v6,3,2000,Urban,0.0066,0.00577,0.875
v6,3,2000,Water,0.01086,0.00821,0.756
v6,3,2000,Agriculture,0.01981,0.02351,1.186
v6,3,2000,Grass/Shrub,0.00887,0.01024,1.155
v6,3,2000,Wetland,0.00795,0.00964,1.213
v6,3,2000,Beaver,0.00157,0.00204,1.295
v6,3,2000,Insect/Disease,0.00397,0.00249,0.627
v6,3,5000,Harvest,0.00457,0.00325,0.711
v6,3,5000,Development,0.00339,0.00101,0.298
v6,3,5000,Forest,0.00441,0.00939,2.13
v6,3,5000,Urban,0.00417,0.00377,0.904
v6,3,5000,Water,0.00568,0.0059,1.038
v6,3,5000,Agriculture,0.01275,0.017,1.333
v6,3,5000,Grass/Shrub,0.00571,0.00616,1.079
v6,3,5000,Wetland,0.00583,0.00583,1.0
v6,3,5000,Beaver,0.0012,0.00113,0.94
v6,3,5000,Insect/Disease,0.00222,0.00317,1.431
v6,5,20,Harvest,0.0368,0.02654,0.721
v6,5,20,Development,,0.01662,
v6,5,20,Forest,0.04304,0.11045,2.566
v6,5,20,Urban,0.04262,0.0474,1.112
v6,5,20,Water,0.07701,0.08069,1.048
v6,5,20,Agriculture,0.17126,0.19876,1.161
v6,5,20,Grass/Shrub,0.05595,0.06636,1.186
v6,5,20,Wetland,0.05557,0.06524,1.174
v6,5,20,Beaver,0.02146,0.02253,1.05
v6,5,20,Insect/Disease,0.0254,0.01062,0.418
v6,5,50,Harvest,0.03081,0.01144,0.371
v6,5,50,Development,,0.00315,
v6,5,50,Forest,0.03246,0.05952,1.834
v6,5,50,Urban,0.02605,0.01868,0.717
v6,5,50,Water,0.05887,0.0461,0.783
v6,5,50,Agriculture,0.11236,0.12796,1.139
v6,5,50,Grass/Shrub,0.03864,0.04958,1.283
v6,5,50,Wetland,0.03565,0.04883,1.37
v6,5,50,Beaver,0.01332,0.00069,0.051
v6,5,50,Insect/Disease,0.04281,0.01593,0.372
v6,5,100,Harvest,0.02134,0.01445,0.677
v6,5,100,Development,0.01741,0.00775,0.445
v6,5,100,Forest,0.0229,0.04436,1.937
v6,5,100,Urban,0.02131,0.02155,1.011
v6,5,100,Water,0.04637,0.03214,0.693
v6,5,100,Agriculture,0.0844,0.09806,1.162
v6,5,100,Grass/Shrub,0.02623,0.0303,1.155
v6,5,100,Wetland,0.02833,0.02971,1.049
v6,5,100,Beaver,0.00731,0.00209,0.287
v6,5,100,Insect/Disease,0.00847,0.0137,1.617
v6,5,200,Harvest,0.0168,0.00835,0.497
v6,5,200,Development,0.02831,0.00868,0.307
v6,5,200,Forest,0.01599,0.03386,2.118
v6,5,200,Urban,0.01452,0.01145,0.788
v6,5,200,Water,0.03389,0.02582,0.762
v6,5,200,Agriculture,0.05391,0.07132,1.323
v6,5,200,Grass/Shrub,0.02006,0.02515,1.253
v6,5,200,Wetland,0.02048,0.02157,1.053
v6,5,200,Beaver,0.00386,0.00119,0.307
v6,5,200,Insect/Disease,0.00767,0.0062,0.809
v6,5,500,Harvest,0.01013,0.00594,0.586
v6,5,500,Development,0.01612,0.00308,0.191
v6,5,500,Forest,0.00965,0.02299,2.383
v6,5,500,Urban,0.01051,0.00898,0.854
v6,5,500,Water,0.01811,0.01542,0.851
v6,5,500,Agriculture,0.03747,0.04237,1.131
v6,5,500,Grass/Shrub,0.01264,0.01647,1.302
v6,5,500,Wetland,0.01153,0.01514,1.313
v6,5,500,Beaver,0.00209,0.00317,1.516
v6,5,500,Insect/Disease,0.00434,0.00703,1.62
v6,5,1000,Harvest,0.00735,0.00501,0.681
v6,5,1000,Development,0.00529,0.00174,0.329
v6,5,1000,Forest,0.00583,0.01501,2.575
v6,5,1000,Urban,0.00645,0.00543,0.841
v6,5,1000,Water,0.0138,0.01048,0.759
v6,5,1000,Agriculture,0.025,0.03172,1.269
v6,5,1000,Grass/Shrub,0.00927,0.00858,0.926
v6,5,1000,Wetland,0.00798,0.01048,1.314
v6,5,1000,Beaver,0.0026,0.00277,1.069
v6,5,1000,Insect/Disease,0.00327,0.00471,1.438
v6,5,2000,Harvest,0.00547,0.00409,0.747
v6,5,2000,Development,0.0052,0.00204,0.393
