version,W,n,cls,sd_simple,sd_strat,strat_efficiency
v6,5,2000,Forest,0.00463,0.01131,2.445
v6,5,2000,Urban,0.00493,0.00491,0.996
v6,5,2000,Water,0.00949,0.00803,0.846
v6,5,2000,Agriculture,0.01884,0.02068,1.098
v6,5,2000,Grass/Shrub,0.00656,0.00748,1.141
v6,5,2000,Wetland,0.00684,0.0086,1.258
v6,5,2000,Beaver,0.00113,0.00082,0.72
v6,5,2000,Insect/Disease,0.00211,0.00423,2.009
v6,5,5000,Harvest,0.00388,0.00266,0.687
v6,5,5000,Development,0.00276,0.00132,0.479
v6,5,5000,Forest,0.00311,0.00667,2.142
v6,5,5000,Urban,0.00319,0.00279,0.874
v6,5,5000,Water,0.00637,0.00552,0.867
v6,5,5000,Agriculture,0.01305,0.01385,1.062
v6,5,5000,Grass/Shrub,0.00411,0.00506,1.231
v6,5,5000,Wetland,0.00405,0.00458,1.129
v6,5,5000,Beaver,0.00087,0.00088,1.016
v6,5,5000,Insect/Disease,0.00142,0.00189,1.33
v6,7,20,Harvest,0.03274,0.01798,0.549
v6,7,20,Development,0.07615,0.00854,0.112
v6,7,20,Forest,0.04287,0.0889,2.074
v6,7,20,Urban,0.03291,0.03368,1.023
v6,7,20,Water,0.08316,0.06775,0.815
v6,7,20,Agriculture,0.16687,0.19455,1.166
v6,7,20,Grass/Shrub,0.05007,0.05659,1.13
v6,7,20,Wetland,0.05298,0.05602,1.057
v6,7,20,Beaver,,0.02486,
v6,7,20,Insect/Disease,0.01576,0.01366,0.867
v6,7,50,Harvest,0.02357,0.01622,0.688
v6,7,50,Development,0.03025,0.01418,0.469
v6,7,50,Forest,0.02697,0.06031,2.236
v6,7,50,Urban,0.02297,0.0217,0.945
v6,7,50,Water,0.05862,0.05257,0.897
v6,7,50,Agriculture,0.10083,0.12749,1.264
v6,7,50,Grass/Shrub,0.03567,0.03386,0.949
v6,7,50,Wetland,0.03124,0.03247,1.039
v6,7,50,Beaver,0.01212,0.00717,0.592
v6,7,50,Insect/Disease,0.02031,0.01259,0.62
v6,7,100,Harvest,0.01682,0.01617,0.961
v6,7,100,Development,0.03148,0.00811,0.258
v6,7,100,Forest,0.02064,0.04111,1.992
v6,7,100,Urban,0.01842,0.01893,1.027
v6,7,100,Water,0.03957,0.03154,0.797
v6,7,100,Agriculture,0.07175,0.10232,1.426
v6,7,100,Grass/Shrub,0.02482,0.02417,0.974
v6,7,100,Wetland,0.02565,0.02723,1.062
v6,7,100,Beaver,0.01694,0.00321,0.189
v6,7,100,Insect/Disease,0.00534,0.0082,1.537
v6,7,200,Harvest,0.01572,0.01615,1.027
v6,7,200,Development,0.02539,0.00576,0.227
v6,7,200,Forest,0.01563,0.02964,1.897
v6,7,200,Urban,0.01168,0.01417,1.213
v6,7,200,Water,0.0347,0.02293,0.661
v6,7,200,Agriculture,0.05401,0.07098,1.314
v6,7,200,Grass/Shrub,0.01756,0.02039,1.161
v6,7,200,Wetland,0.01755,0.01954,1.113
v6,7,200,Beaver,0.00442,0.00277,0.626
v6,7,200,Insect/Disease,0.00577,0.00909,1.575
v6,7,500,Harvest,0.00966,0.00863,0.893
v6,7,500,Development,0.01104,0.00202,0.183
v6,7,500,Forest,0.00938,0.01863,1.987
v6,7,500,Urban,0.0082,0.00795,0.969
v6,7,500,Water,0.02036,0.01385,0.68
v6,7,500,Agriculture,0.03712,0.03847,1.036
v6,7,500,Grass/Shrub,0.01138,0.01232,1.083
v6,7,500,Wetland,0.00979,0.01182,1.208
v6,7,500,Beaver,0.00381,0.00222,0.581
v6,7,500,Insect/Disease,0.00389,0.00459,1.182
v6,7,1000,Harvest,0.00801,0.00508,0.634
v6,7,1000,Development,0.00539,0.00296,0.549
v6,7,1000,Forest,0.00574,0.01258,2.192
v6,7,1000,Urban,0.00571,0.00491,0.86
v6,7,1000,Water,0.01217,0.00952,0.782
v6,7,1000,Agriculture,0.02561,0.03249,1.269
v6,7,1000,Grass/Shrub,0.0074,0.00895,1.209
v6,7,1000,Wetland,0.00685,0.00915,1.335
v6,7,1000,Beaver,0.00182,0.00186,1.027
v6,7,1000,Insect/Disease,0.00259,0.00386,1.489
v6,7,2000,Harvest,0.00549,0.0039,0.71
v6,7,2000,Development,0.00382,0.00178,0.465
v6,7,2000,Forest,0.00434,0.00906,2.086
v6,7,2000,Urban,0.00394,0.00384,0.973
v6,7,2000,Water,0.01039,0.00663,0.639
v6,7,2000,Agriculture,0.01967,0.02196,1.116
v6,7,2000,Grass/Shrub,0.00518,0.00618,1.193
v6,7,2000,Wetland,0.00527,0.00577,1.096
v6,7,2000,Beaver,0.00114,0.00143,1.258
v6,7,2000,Insect/Disease,0.00188,0.00281,1.495
v6,7,5000,Harvest,0.00361,0.00231,0.641
v6,7,5000,Development,0.00265,0.00115,0.433
v6,7,5000,Forest,0.00298,0.00587,1.971
v6,7,5000,Urban,0.00219,0.00234,1.069
v6,7,5000,Water,0.00622,0.00414,0.666
v6,7,5000,Agriculture,0.01136,0.01321,1.163
v6,7,5000,Grass/Shrub,0.00344,0.00412,1.199
v6,7,5000,Wetland,0.00286,0.00332,1.157
v6,7,5000,Beaver,0.0008,0.00077,0.963
v6,7,5000,Insect/Disease,0.00141,0.00169,1.196
v6,9,20,Harvest,0.03933,0.03412,0.868
v6,9,20,Development,0.02493,0.00675,0.271
v6,9,20,Forest,0.03773,0.08641,2.29
v6,9,20,Urban,0.0337,0.03059,0.908
v6,9,20,Water,0.07962,0.07788,0.978
v6,9,20,Agriculture,0.16538,0.1889,1.142
v6,9,20,Grass/Shrub,0.04618,0.04994,1.082
v6,9,20,Wetland,0.04844,0.04995,1.031
v6,9,20,Beaver,0.01784,0.00055,0.031
v6,9,20,Insect/Disease,0.02032,0.01609,0.792
v6,9,50,Harvest,0.02693,0.01684,0.625
v6,9,50,Development,0.02895,0.00861,0.298
v6,9,50,Forest,0.02333,0.05298,2.272
v6,9,50,Urban,0.02428,0.01676,0.69
v6,9,50,Water,0.06324,0.04322,0.683
v6,9,50,Agriculture,0.1117,0.13074,1.17
v6,9,50,Grass/Shrub,0.0347,0.03676,1.059
v6,9,50,Wetland,0.03144,0.03276,1.042
v6,9,50,Beaver,0.01062,0.00397,0.374
v6,9,50,Insect/Disease,0.01441,0.00794,0.551
v6,9,100,Harvest,0.01958,0.01428,0.729
v6,9,100,Development,0.01811,0.00975,0.539
v6,9,100,Forest,0.01565,0.03972,2.538
v6,9,100,Urban,0.01786,0.01442,0.807
v6,9,100,Water,0.04305,0.03094,0.719
v6,9,100,Agriculture,0.0823,0.09921,1.206
v6,9,100,Grass/Shrub,0.0225,0.02664,1.184
v6,9,100,Wetland,0.02084,0.02189,1.05
v6,9,100,Beaver,0.01434,0.00329,0.229
v6,9,100,Insect/Disease,0.00824,0.00615,0.746
v6,9,200,Harvest,0.01523,0.0113,0.742
v6,9,200,Development,0.02061,0.00655,0.318
v6,9,200,Forest,0.01128,0.02569,2.279
v6,9,200,Urban,0.01291,0.0119,0.921
v6,9,200,Water,0.03011,0.02481,0.824
v6,9,200,Agriculture,0.05424,0.05762,1.062
v6,9,200,Grass/Shrub,0.01584,0.01948,1.23
v6,9,200,Wetland,0.01499,0.01699,1.133
v6,9,200,Beaver,0.00607,0.00285,0.47
v6,9,200,Insect/Disease,0.00543,0.00601,1.109
v6,9,500,Harvest,0.00812,0.00691,0.851
v6,9,500,Development,0.01349,0.00417,0.309
v6,9,500,Forest,0.00756,0.01684,2.226
v6,9,500,Urban,0.00819,0.0075,0.916
v6,9,500,Water,0.01837,0.01352,0.736
v6,9,500,Agriculture,0.03492,0.04093,1.172
v6,9,500,Grass/Shrub,0.00937,0.00925,0.987
v6,9,500,Wetland,0.00931,0.01114,1.196
v6,9,500,Beaver,0.00303,0.00372,1.227
v6,9,500,Insect/Disease,0.00291,0.00447,1.537
v6,9,1000,Harvest,0.00577,0.00407,0.705
v6,9,1000,Development,0.00764,0.00155,0.203
v6,9,1000,Forest,0.00604,0.01105,1.828
v6,9,1000,Urban,0.00507,0.00435,0.858
v6,9,1000,Water,0.01374,0.009,0.655
v6,9,1000,Agriculture,0.02291,0.03171,1.384
v6,9,1000,Grass/Shrub,0.00679,0.00775,1.142
v6,9,1000,Wetland,0.00668,0.00742,1.111
v6,9,1000,Beaver,0.00153,0.00222,1.45
v6,9,1000,Insect/Disease,0.00226,0.00349,1.544
v6,9,2000,Harvest,0.00419,0.00296,0.706
v6,9,2000,Development,0.00447,0.00177,0.396
v6,9,2000,Forest,0.00401,0.01006,2.509
v6,9,2000,Urban,0.00342,0.00404,1.182
v6,9,2000,Water,0.00949,0.00765,0.806
v6,9,2000,Agriculture,0.01861,0.02095,1.126
v6,9,2000,Grass/Shrub,0.00526,0.00594,1.129
v6,9,2000,Wetland,0.00464,0.00529,1.14
v6,9,2000,Beaver,0.00116,0.00169,1.45
v6,9,2000,Insect/Disease,0.00158,0.0022,1.391
v6,9,5000,Harvest,0.00309,0.00245,0.795
v6,9,5000,Development,0.0023,0.00112,0.486
v6,9,5000,Forest,0.00258,0.00502,1.946
v6,9,5000,Urban,0.00262,0.00245,0.935
v6,9,5000,Water,0.00564,0.00444,0.787
v6,9,5000,Agriculture,0.01182,0.01283,1.086
v6,9,5000,Grass/Shrub,0.00332,0.00347,1.045
v6,9,5000,Wetland,0.0027,0.00394,1.457
v6,9,5000,Beaver,0.00071,0.00077,1.08
v6,9,5000,Insect/Disease,0.00113,0.00148,1.31
