design,version,W,n,cls,census_corr,mean_corr,frac_undefined,mean_rmse,mean_bias
strat,v5,9,20,Agriculture,0.8855,0.7798,0.0,0.179,-0.0013
strat,v5,9,20,Grass/Shrub,0.2878,0.2775,0.0,0.2474,-0.0213
strat,v5,9,20,Wetland,0.4846,0.4288,0.0,0.2313,-0.0253
strat,v5,9,20,Beaver,0.0324,0.3336,0.0,0.2683,0.0984
strat,v5,9,20,Insect/Disease,0.0286,0.0365,0.33,0.1664,-0.016
simple,v5,9,50,Harvest,0.0443,0.0233,0.06,0.1608,0.0234
simple,v5,9,50,Development,0.0279,0.13,0.7,0.0668,0.0123
simple,v5,9,50,Forest,0.604,0.5837,0.0,0.4083,-0.1812
simple,v5,9,50,Urban,0.7309,0.7042,0.0,0.1159,0.0229
simple,v5,9,50,Water,0.9761,0.9649,0.0,0.0412,-0.0009
simple,v5,9,50,Agriculture,0.8855,0.8876,0.0,0.141,-0.0172
simple,v5,9,50,Grass/Shrub,0.2878,0.3039,0.0,0.2357,0.0041
simple,v5,9,50,Wetland,0.4846,0.4711,0.0,0.2258,-0.0358
simple,v5,9,50,Beaver,0.0324,0.0828,0.86,0.3201,0.1533
simple,v5,9,50,Insect/Disease,0.0286,0.0828,0.25,0.1116,0.0191
strat,v5,9,50,Harvest,0.0443,0.0944,0.0,0.2731,-0.0388
strat,v5,9,50,Development,0.0279,0.1345,0.0,0.1749,-0.0163
strat,v5,9,50,Forest,0.604,0.4588,0.0,0.345,-0.0214
strat,v5,9,50,Urban,0.7309,0.7688,0.0,0.1931,0.0549
strat,v5,9,50,Water,0.9761,0.9759,0.0,0.0524,-0.0023
strat,v5,9,50,Agriculture,0.8855,0.7896,0.0,0.1869,0.0067
strat,v5,9,50,Grass/Shrub,0.2878,0.314,0.0,0.2506,-0.0326
strat,v5,9,50,Wetland,0.4846,0.4398,0.0,0.2394,-0.0311
strat,v5,9,50,Beaver,0.0324,0.2959,0.0,0.2774,0.0944
strat,v5,9,50,Insect/Disease,0.0286,0.0991,0.03,0.1776,-0.0135
simple,v5,9,100,Harvest,0.0443,0.035,0.01,0.1631,0.0248
simple,v5,9,100,Development,0.0279,0.121,0.42,0.0752,0.0138
simple,v5,9,100,Forest,0.604,0.6023,0.0,0.4043,-0.1816
simple,v5,9,100,Urban,0.7309,0.712,0.0,0.119,0.0215
simple,v5,9,100,Water,0.9761,0.9755,0.0,0.0502,0.0011
simple,v5,9,100,Agriculture,0.8855,0.8841,0.0,0.1473,-0.0111
simple,v5,9,100,Grass/Shrub,0.2878,0.2923,0.0,0.2425,-0.0043
simple,v5,9,100,Wetland,0.4846,0.4668,0.0,0.2246,-0.0333
simple,v5,9,100,Beaver,0.0324,0.0823,0.66,0.315,0.1478
simple,v5,9,100,Insect/Disease,0.0286,0.0555,0.07,0.1314,0.0213
strat,v5,9,100,Harvest,0.0443,0.0972,0.0,0.2712,-0.0385
strat,v5,9,100,Development,0.0279,0.0867,0.0,0.1815,-0.014
strat,v5,9,100,Forest,0.604,0.4721,0.0,0.3394,-0.0224
strat,v5,9,100,Urban,0.7309,0.7729,0.0,0.1856,0.0489
strat,v5,9,100,Water,0.9761,0.9734,0.0,0.0606,-0.0004
strat,v5,9,100,Agriculture,0.8855,0.7934,0.0,0.1876,0.0044
strat,v5,9,100,Grass/Shrub,0.2878,0.2944,0.0,0.2505,-0.0335
strat,v5,9,100,Wetland,0.4846,0.4323,0.0,0.2416,-0.0286
strat,v5,9,100,Beaver,0.0324,0.2893,0.0,0.2826,0.0983
strat,v5,9,100,Insect/Disease,0.0286,0.1073,0.0,0.178,-0.0142
simple,v5,9,200,Harvest,0.0443,0.0562,0.0,0.1654,0.0252
simple,v5,9,200,Development,0.0279,0.0673,0.33,0.0849,0.0144
simple,v5,9,200,Forest,0.604,0.6021,0.0,0.4045,-0.1809
simple,v5,9,200,Urban,0.7309,0.7289,0.0,0.1132,0.0196
simple,v5,9,200,Water,0.9761,0.9757,0.0,0.053,-0.0
simple,v5,9,200,Agriculture,0.8855,0.8842,0.0,0.1485,-0.0108
simple,v5,9,200,Grass/Shrub,0.2878,0.2842,0.0,0.2466,-0.0028
simple,v5,9,200,Wetland,0.4846,0.4696,0.0,0.2245,-0.0353
simple,v5,9,200,Beaver,0.0324,0.0549,0.32,0.3205,0.1506
simple,v5,9,200,Insect/Disease,0.0286,0.046,0.0,0.1314,0.02
strat,v5,9,200,Harvest,0.0443,0.084,0.0,0.2742,-0.0366
strat,v5,9,200,Development,0.0279,0.0929,0.0,0.1824,-0.0153
strat,v5,9,200,Forest,0.604,0.4651,0.0,0.3429,-0.0235
strat,v5,9,200,Urban,0.7309,0.7525,0.0,0.19,0.0477
strat,v5,9,200,Water,0.9761,0.9732,0.0,0.0633,0.0001
strat,v5,9,200,Agriculture,0.8855,0.7871,0.0,0.1919,0.0062
strat,v5,9,200,Grass/Shrub,0.2878,0.3096,0.0,0.2503,-0.0314
strat,v5,9,200,Wetland,0.4846,0.4377,0.0,0.2382,-0.0317
strat,v5,9,200,Beaver,0.0324,0.3052,0.0,0.2842,0.0998
strat,v5,9,200,Insect/Disease,0.0286,0.0935,0.0,0.177,-0.0153
simple,v5,9,500,Harvest,0.0443,0.0347,0.0,0.163,0.0235
simple,v5,9,500,Development,0.0279,0.0301,0.04,0.0854,0.0139
simple,v5,9,500,Forest,0.604,0.6066,0.0,0.4031,-0.1791
simple,v5,9,500,Urban,0.7309,0.7384,0.0,0.1162,0.021
simple,v5,9,500,Water,0.9761,0.9784,0.0,0.0534,0.0008
simple,v5,9,500,Agriculture,0.8855,0.8859,0.0,0.1501,-0.0121
simple,v5,9,500,Grass/Shrub,0.2878,0.297,0.0,0.2459,-0.0013
simple,v5,9,500,Wetland,0.4846,0.488,0.0,0.2223,-0.0349
simple,v5,9,500,Beaver,0.0324,0.0397,0.16,0.3179,0.1481
simple,v5,9,500,Insect/Disease,0.0286,0.0402,0.0,0.132,0.0201
strat,v5,9,500,Harvest,0.0443,0.0785,0.0,0.276,-0.0371
strat,v5,9,500,Development,0.0279,0.0853,0.0,0.1841,-0.0158
strat,v5,9,500,Forest,0.604,0.4566,0.0,0.3462,-0.0218
strat,v5,9,500,Urban,0.7309,0.7581,0.0,0.1886,0.0469
strat,v5,9,500,Water,0.9761,0.9749,0.0,0.0628,-0.0009
strat,v5,9,500,Agriculture,0.8855,0.7927,0.0,0.1897,0.0069
strat,v5,9,500,Grass/Shrub,0.2878,0.3045,0.0,0.2543,-0.0286
strat,v5,9,500,Wetland,0.4846,0.4434,0.0,0.2396,-0.0305
strat,v5,9,500,Beaver,0.0324,0.2832,0.0,0.2814,0.0969
strat,v5,9,500,Insect/Disease,0.0286,0.1006,0.0,0.1756,-0.0161
simple,v5,9,1000,Harvest,0.0443,0.0415,0.0,0.1625,0.0229
simple,v5,9,1000,Development,0.0279,0.0234,0.0,0.0911,0.0149
simple,v5,9,1000,Forest,0.604,0.604,0.0,0.4051,-0.1805
simple,v5,9,1000,Urban,0.7309,0.7224,0.0,0.1195,0.0214
simple,v5,9,1000,Water,0.9761,0.9766,0.0,0.0565,0.0007
simple,v5,9,1000,Agriculture,0.8855,0.8856,0.0,0.1512,-0.0127
simple,v5,9,1000,Grass/Shrub,0.2878,0.2907,0.0,0.2461,-0.0014
simple,v5,9,1000,Wetland,0.4846,0.4853,0.0,0.2239,-0.0352
simple,v5,9,1000,Beaver,0.0324,0.0324,0.0,0.3204,0.1493
simple,v5,9,1000,Insect/Disease,0.0286,0.0317,0.0,0.1334,0.0206
strat,v5,9,1000,Harvest,0.0443,0.0786,0.0,0.2743,-0.0383
strat,v5,9,1000,Development,0.0279,0.0915,0.0,0.1847,-0.0152
strat,v5,9,1000,Forest,0.604,0.4669,0.0,0.3431,-0.0208
strat,v5,9,1000,Urban,0.7309,0.7499,0.0,0.193,0.0483
strat,v5,9,1000,Water,0.9761,0.9755,0.0,0.0629,-0.0006
strat,v5,9,1000,Agriculture,0.8855,0.7931,0.0,0.1909,0.0062
strat,v5,9,1000,Grass/Shrub,0.2878,0.3007,0.0,0.2534,-0.0307
strat,v5,9,1000,Wetland,0.4846,0.4465,0.0,0.239,-0.0317
strat,v5,9,1000,Beaver,0.0324,0.2852,0.0,0.2807,0.0974
strat,v5,9,1000,Insect/Disease,0.0286,0.1023,0.0,0.1743,-0.0147
simple,v5,9,2000,Harvest,0.0443,0.0421,0.0,0.163,0.0229
simple,v5,9,2000,Development,0.0279,0.0298,0.0,0.0916,0.0149
simple,v5,9,2000,Forest,0.604,0.6022,0.0,0.4051,-0.1806
simple,v5,9,2000,Urban,0.7309,0.7304,0.0,0.12,0.022
simple,v5,9,2000,Water,0.9761,0.9755,0.0,0.0581,0.001
simple,v5,9,2000,Agriculture,0.8855,0.8852,0.0,0.1519,-0.012
simple,v5,9,2000,Grass/Shrub,0.2878,0.2893,0.0,0.2463,-0.0034
simple,v5,9,2000,Wetland,0.4846,0.4835,0.0,0.2247,-0.0357
simple,v5,9,2000,Beaver,0.0324,0.0371,0.0,0.3212,0.15
simple,v5,9,2000,Insect/Disease,0.0286,0.0281,0.0,0.1349,0.0209
strat,v5,9,2000,Harvest,0.0443,0.0765,0.0,0.2845,-0.0408
strat,v5,9,2000,Development,0.0279,0.0839,0.0,0.1767,-0.0096
strat,v5,9,2000,Forest,0.604,0.4643,0.0,0.3479,-0.0122
strat,v5,9,2000,Urban,0.7309,0.7566,0.0,0.1895,0.0466
strat,v5,9,2000,Water,0.9761,0.977,0.0,0.0631,0.0001
strat,v5,9,2000,Agriculture,0.8855,0.8016,0.0,0.1892,0.0036
strat,v5,9,2000,Grass/Shrub,0.2878,0.317,0.0,0.255,-0.0363
strat,v5,9,2000,Wetland,0.4846,0.4525,0.0,0.239,-0.0345
strat,v5,9,2000,Beaver,0.0324,0.2231,0.0,0.2747,0.1023
strat,v5,9,2000,Insect/Disease,0.0286,0.1044,0.0,0.1763,-0.0193
simple,v5,9,5000,Harvest,0.0443,0.0453,0.0,0.1622,0.0228
simple,v5,9,5000,Development,0.0279,0.0309,0.0,0.0891,0.0144
simple,v5,9,5000,Forest,0.604,0.6031,0.0,0.4053,-0.1807
simple,v5,9,5000,Urban,0.7309,0.7258,0.0,0.1198,0.0215
simple,v5,9,5000,Water,0.9761,0.9765,0.0,0.0574,0.0007
simple,v5,9,5000,Agriculture,0.8855,0.8852,0.0,0.1518,-0.0121
simple,v5,9,5000,Grass/Shrub,0.2878,0.2834,0.0,0.2472,-0.0024
simple,v5,9,5000,Wetland,0.4846,0.4818,0.0,0.2249,-0.0352
simple,v5,9,5000,Beaver,0.0324,0.0371,0.0,0.3217,0.1504
simple,v5,9,5000,Insect/Disease,0.0286,0.0294,0.0,0.1341,0.0206
strat,v5,9,5000,Harvest,0.0443,0.0757,0.0,0.2956,-0.0454
strat,v5,9,5000,Development,0.0279,0.061,0.0,0.1433,0.0079
strat,v5,9,5000,Forest,0.604,0.4604,0.0,0.354,-0.0089
strat,v5,9,5000,Urban,0.7309,0.7677,0.0,0.1751,0.0383
strat,v5,9,5000,Water,0.9761,0.9782,0.0,0.0637,0.0001
strat,v5,9,5000,Agriculture,0.8855,0.8308,0.0,0.1754,-0.0035
strat,v5,9,5000,Grass/Shrub,0.2878,0.3301,0.0,0.2581,-0.0397
strat,v5,9,5000,Wetland,0.4846,0.4605,0.0,0.241,-0.0365
strat,v5,9,5000,Beaver,0.0324,0.1502,0.0,0.2757,0.1096
strat,v5,9,5000,Insect/Disease,0.0286,0.1124,0.0,0.1803,-0.0219
simple,v6,1,20,Harvest,0.0056,0.1734,0.84,0.2157,0.052
simple,v6,1,20,Development,0.0126,-0.0526,0.99,0.1596,0.045
simple,v6,1,20,Forest,0.1373,0.1358,0.06,0.6857,-0.3765
simple,v6,1,20,Urban,-0.0107,-0.0451,0.57,0.4039,0.127
simple,v6,1,20,Water,0.0269,0.0128,0.24,0.4714,0.1045
simple,v6,1,20,Agriculture,0.1806,0.1731,0.16,0.4039,-0.0525
simple,v6,1,20,Grass/Shrub,0.0331,0.0928,0.39,0.3541,0.0105
simple,v6,1,20,Wetland,0.0258,0.0154,0.26,0.4149,-0.025
simple,v6,1,20,Beaver,0.0034,,1.0,0.1928,0.055
simple,v6,1,20,Insect/Disease,-0.0028,-0.0606,0.97,0.2047,0.06
strat,v6,1,20,Harvest,0.0056,-0.0322,0.11,0.4133,-0.0115
strat,v6,1,20,Development,0.0126,0.0988,0.13,0.3859,-0.0105
strat,v6,1,20,Forest,0.1373,0.1193,0.08,0.4145,0.0305
strat,v6,1,20,Urban,-0.0107,-0.0027,0.07,0.4253,0.0085
strat,v6,1,20,Water,0.0269,0.0617,0.01,0.4571,0.0625
strat,v6,1,20,Agriculture,0.1806,0.1022,0.12,0.3947,0.001
strat,v6,1,20,Grass/Shrub,0.0331,-0.0085,0.14,0.4074,-0.012
strat,v6,1,20,Wetland,0.0258,0.0468,0.12,0.3993,-0.0095
strat,v6,1,20,Beaver,0.0034,-0.0355,0.27,0.3939,-0.03
strat,v6,1,20,Insect/Disease,-0.0028,-0.0146,0.26,0.3921,-0.029
simple,v6,1,50,Harvest,0.0056,-0.0122,0.49,0.2908,0.0626
simple,v6,1,50,Development,0.0126,-0.0449,0.98,0.2207,0.0538
simple,v6,1,50,Forest,0.1373,0.1287,0.0,0.68,-0.3524
simple,v6,1,50,Urban,-0.0107,-0.022,0.23,0.4108,0.1164
simple,v6,1,50,Water,0.0269,0.0226,0.0,0.4793,0.0934
simple,v6,1,50,Agriculture,0.1806,0.1519,0.01,0.4262,-0.0606
simple,v6,1,50,Grass/Shrub,0.0331,0.0114,0.04,0.3843,-0.0014
simple,v6,1,50,Wetland,0.0258,0.0101,0.01,0.4065,-0.016
simple,v6,1,50,Beaver,0.0034,0.172,0.97,0.2198,0.0546
simple,v6,1,50,Insect/Disease,-0.0028,-0.0347,0.85,0.2204,0.0496
strat,v6,1,50,Harvest,0.0056,0.0105,0.01,0.4122,-0.0066
strat,v6,1,50,Development,0.0126,0.0688,0.0,0.385,-0.0228
strat,v6,1,50,Forest,0.1373,0.0818,0.0,0.4258,0.0254
strat,v6,1,50,Urban,-0.0107,0.001,0.0,0.4527,0.0342
strat,v6,1,50,Water,0.0269,0.0691,0.0,0.4477,0.048
strat,v6,1,50,Agriculture,0.1806,0.1576,0.01,0.3885,0.0036
strat,v6,1,50,Grass/Shrub,0.0331,0.0074,0.0,0.4132,-0.0074
strat,v6,1,50,Wetland,0.0258,0.0073,0.01,0.4062,-0.0138
strat,v6,1,50,Beaver,0.0034,0.0293,0.02,0.3828,-0.033
strat,v6,1,50,Insect/Disease,-0.0028,-0.0253,0.01,0.3993,-0.0276
simple,v6,1,100,Harvest,0.0056,0.0018,0.3,0.2846,0.0622
simple,v6,1,100,Development,0.0126,0.0123,0.89,0.2316,0.0536
simple,v6,1,100,Forest,0.1373,0.13,0.0,0.6761,-0.3467
simple,v6,1,100,Urban,-0.0107,0.0059,0.05,0.4124,0.1189
simple,v6,1,100,Water,0.0269,0.0235,0.0,0.4792,0.0956
simple,v6,1,100,Agriculture,0.1806,0.161,0.0,0.4275,-0.0589
simple,v6,1,100,Grass/Shrub,0.0331,0.0443,0.0,0.3874,-0.0058
simple,v6,1,100,Wetland,0.0258,0.0398,0.0,0.4102,-0.0232
simple,v6,1,100,Beaver,0.0034,0.1874,0.98,0.2269,0.054
simple,v6,1,100,Insect/Disease,-0.0028,-0.0143,0.68,0.2371,0.0503
strat,v6,1,100,Harvest,0.0056,-0.0153,0.0,0.4106,-0.0161
strat,v6,1,100,Development,0.0126,0.1175,0.0,0.38,-0.0193
strat,v6,1,100,Forest,0.1373,0.0841,0.0,0.4246,0.023
strat,v6,1,100,Urban,-0.0107,-0.0056,0.0,0.4494,0.0278
strat,v6,1,100,Water,0.0269,0.0412,0.0,0.4591,0.0514
strat,v6,1,100,Agriculture,0.1806,0.1042,0.0,0.4077,0.0085
strat,v6,1,100,Grass/Shrub,0.0331,0.0383,0.0,0.4079,-0.0066
strat,v6,1,100,Wetland,0.0258,0.0342,0.0,0.411,-0.005
strat,v6,1,100,Beaver,0.0034,0.0278,0.0,0.3834,-0.0342
strat,v6,1,100,Insect/Disease,-0.0028,-0.023,0.0,0.399,-0.0295
simple,v6,1,200,Harvest,0.0056,0.0079,0.07,0.2903,0.0637
simple,v6,1,200,Development,0.0126,0.0463,0.91,0.2304,0.0538
simple,v6,1,200,Forest,0.1373,0.1484,0.0,0.6781,-0.3571
simple,v6,1,200,Urban,-0.0107,-0.0098,0.0,0.406,0.1065
simple,v6,1,200,Water,0.0269,0.0335,0.0,0.4811,0.1086
simple,v6,1,200,Agriculture,0.1806,0.1784,0.0,0.4244,-0.0604
simple,v6,1,200,Grass/Shrub,0.0331,0.0194,0.0,0.385,0.0005
simple,v6,1,200,Wetland,0.0258,0.0246,0.0,0.4105,-0.0276
simple,v6,1,200,Beaver,0.0034,-0.0185,0.95,0.234,0.0555
simple,v6,1,200,Insect/Disease,-0.0028,0.0128,0.58,0.2448,0.0564
strat,v6,1,200,Harvest,0.0056,-0.0151,0.0,0.4092,-0.0181
strat,v6,1,200,Development,0.0126,0.0976,0.0,0.3907,-0.0129
strat,v6,1,200,Forest,0.1373,0.0802,0.0,0.4321,0.0298
strat,v6,1,200,Urban,-0.0107,-0.0069,0.0,0.4527,0.0303
strat,v6,1,200,Water,0.0269,0.0745,0.0,0.4482,0.0469
strat,v6,1,200,Agriculture,0.1806,0.1097,0.0,0.404,0.0053
strat,v6,1,200,Grass/Shrub,0.0331,0.022,0.0,0.4078,-0.0117
strat,v6,1,200,Wetland,0.0258,0.0141,0.0,0.414,-0.0068
strat,v6,1,200,Beaver,0.0034,0.0302,0.0,0.3855,-0.0331
strat,v6,1,200,Insect/Disease,-0.0028,-0.0339,0.0,0.401,-0.03
simple,v6,1,500,Harvest,0.0056,0.0116,0.0,0.2845,0.0625
simple,v6,1,500,Development,0.0126,0.0315,0.65,0.2353,0.0548
simple,v6,1,500,Forest,0.1373,0.142,0.0,0.6783,-0.3549
simple,v6,1,500,Urban,-0.0107,-0.009,0.0,0.4123,0.1141
simple,v6,1,500,Water,0.0269,0.0292,0.0,0.4846,0.1068
simple,v6,1,500,Agriculture,0.1806,0.1864,0.0,0.4201,-0.0657
simple,v6,1,500,Grass/Shrub,0.0331,0.0341,0.0,0.3889,-0.006
simple,v6,1,500,Wetland,0.0258,0.0255,0.0,0.4116,-0.0215
simple,v6,1,500,Beaver,0.0034,0.0142,0.79,0.2373,0.0559
simple,v6,1,500,Insect/Disease,-0.0028,0.0042,0.14,0.2446,0.0541
strat,v6,1,500,Harvest,0.0056,-0.0088,0.0,0.4114,-0.015
strat,v6,1,500,Development,0.0126,0.0996,0.0,0.3896,-0.014
strat,v6,1,500,Forest,0.1373,0.0822,0.0,0.4332,0.0306
strat,v6,1,500,Urban,-0.0107,0.0012,0.0,0.4469,0.0252
strat,v6,1,500,Water,0.0269,0.0713,0.0,0.4526,0.0506
strat,v6,1,500,Agriculture,0.1806,0.1168,0.0,0.4029,0.0052
strat,v6,1,500,Grass/Shrub,0.0331,0.0274,0.0,0.4082,-0.0105
strat,v6,1,500,Wetland,0.0258,0.0221,0.0,0.4072,-0.0127
strat,v6,1,500,Beaver,0.0034,0.0397,0.0,0.3846,-0.0324
strat,v6,1,500,Insect/Disease,-0.0028,-0.0285,0.0,0.4033,-0.027
simple,v6,1,1000,Harvest,0.0056,0.0064,0.0,0.2902,0.0629
simple,v6,1,1000,Development,0.0126,0.025,0.5,0.2316,0.0529
simple,v6,1,1000,Forest,0.1373,0.1375,0.0,0.6793,-0.3556
simple,v6,1,1000,Urban,-0.0107,-0.0051,0.0,0.4137,0.1141
simple,v6,1,1000,Water,0.0269,0.027,0.0,0.4857,0.1053
simple,v6,1,1000,Agriculture,0.1806,0.1845,0.0,0.4197,-0.0611
simple,v6,1,1000,Grass/Shrub,0.0331,0.0352,0.0,0.3881,-0.0015
simple,v6,1,1000,Wetland,0.0258,0.0255,0.0,0.4145,-0.0251
simple,v6,1,1000,Beaver,0.0034,0.0039,0.66,0.2358,0.0552
simple,v6,1,1000,Insect/Disease,-0.0028,0.0055,0.01,0.2434,0.0529
strat,v6,1,1000,Harvest,0.0056,-0.0046,0.0,0.4142,-0.0115
strat,v6,1,1000,Development,0.0126,0.1025,0.0,0.3876,-0.0157
strat,v6,1,1000,Forest,0.1373,0.0812,0.0,0.4326,0.0296
strat,v6,1,1000,Urban,-0.0107,-0.0009,0.0,0.4474,0.0252
strat,v6,1,1000,Water,0.0269,0.0651,0.0,0.4508,0.0466
strat,v6,1,1000,Agriculture,0.1806,0.1159,0.0,0.4041,0.0061
strat,v6,1,1000,Grass/Shrub,0.0331,0.0324,0.0,0.4076,-0.0103
strat,v6,1,1000,Wetland,0.0258,0.0204,0.0,0.4106,-0.0097
strat,v6,1,1000,Beaver,0.0034,0.0269,0.0,0.3872,-0.0323
strat,v6,1,1000,Insect/Disease,-0.0028,-0.0337,0.0,0.4034,-0.028
simple,v6,1,2000,Harvest,0.0056,0.004,0.0,0.2877,0.0628
simple,v6,1,2000,Development,0.0126,0.0168,0.25,0.2356,0.0547
simple,v6,1,2000,Forest,0.1373,0.1399,0.0,0.6788,-0.3554
simple,v6,1,2000,Urban,-0.0107,-0.0101,0.0,0.4149,0.1153
simple,v6,1,2000,Water,0.0269,0.0273,0.0,0.4821,0.1021
simple,v6,1,2000,Agriculture,0.1806,0.1805,0.0,0.4226,-0.0613
simple,v6,1,2000,Grass/Shrub,0.0331,0.0329,0.0,0.3903,-0.0018
simple,v6,1,2000,Wetland,0.0258,0.0223,0.0,0.4162,-0.0235
simple,v6,1,2000,Beaver,0.0034,-0.0,0.48,0.2344,0.0543
simple,v6,1,2000,Insect/Disease,-0.0028,-0.0004,0.0,0.2431,0.0528
strat,v6,1,2000,Harvest,0.0056,0.0008,0.0,0.4119,-0.0127
strat,v6,1,2000,Development,0.0126,0.0983,0.0,0.3904,-0.0138
strat,v6,1,2000,Forest,0.1373,0.0822,0.0,0.4324,0.0296
strat,v6,1,2000,Urban,-0.0107,0.002,0.0,0.4461,0.0244
strat,v6,1,2000,Water,0.0269,0.0706,0.0,0.4514,0.0486
strat,v6,1,2000,Agriculture,0.1806,0.1174,0.0,0.4044,0.0067
strat,v6,1,2000,Grass/Shrub,0.0331,0.0275,0.0,0.4079,-0.0111
strat,v6,1,2000,Wetland,0.0258,0.0202,0.0,0.4089,-0.0116
strat,v6,1,2000,Beaver,0.0034,0.0327,0.0,0.386,-0.0325
strat,v6,1,2000,Insect/Disease,-0.0028,-0.032,0.0,0.4036,-0.0276
simple,v6,1,5000,Harvest,0.0056,0.0057,0.0,0.2879,0.0621
simple,v6,1,5000,Development,0.0126,0.0116,0.03,0.2326,0.0532
simple,v6,1,5000,Forest,0.1373,0.1375,0.0,0.6789,-0.3539
simple,v6,1,5000,Urban,-0.0107,-0.0095,0.0,0.4146,0.1151
simple,v6,1,5000,Water,0.0269,0.0288,0.0,0.4835,0.1027
simple,v6,1,5000,Agriculture,0.1806,0.1836,0.0,0.4214,-0.062
simple,v6,1,5000,Grass/Shrub,0.0331,0.0331,0.0,0.3888,-0.0024
simple,v6,1,5000,Wetland,0.0258,0.0233,0.0,0.4154,-0.0252
simple,v6,1,5000,Beaver,0.0034,0.0056,0.11,0.2363,0.0551
simple,v6,1,5000,Insect/Disease,-0.0028,-0.0008,0.0,0.2481,0.0552
strat,v6,1,5000,Harvest,0.0056,0.0001,0.0,0.4118,-0.013
strat,v6,1,5000,Development,0.0126,0.0999,0.0,0.3897,-0.0142
strat,v6,1,5000,Forest,0.1373,0.0824,0.0,0.4312,0.0281
strat,v6,1,5000,Urban,-0.0107,0.0007,0.0,0.4475,0.0256
strat,v6,1,5000,Water,0.0269,0.0683,0.0,0.4509,0.0473
strat,v6,1,5000,Agriculture,0.1806,0.1209,0.0,0.4037,0.0067
strat,v6,1,5000,Grass/Shrub,0.0331,0.0296,0.0,0.4082,-0.0104
strat,v6,1,5000,Wetland,0.0258,0.0176,0.0,0.4106,-0.0105
strat,v6,1,5000,Beaver,0.0034,0.0343,0.0,0.3863,-0.032
strat,v6,1,5000,Insect/Disease,-0.0028,-0.0313,0.0,0.4034,-0.0277
simple,v6,3,20,Harvest,0.0158,0.068,0.71,0.1443,0.0622
simple,v6,3,20,Development,0.0271,0.1341,0.98,0.1255,0.0522
simple,v6,3,20,Forest,0.3284,0.3374,0.0,0.5718,-0.3733
simple,v6,3,20,Urban,-0.0349,-0.0377,0.2,0.2315,0.123
simple,v6,3,20,Water,0.0571,-0.0028,0.16,0.3347,0.1029
simple,v6,3,20,Agriculture,0.3351,0.2964,0.0,0.3048,-0.0525
simple,v6,3,20,Grass/Shrub,0.096,0.0773,0.03,0.2359,0.0011
simple,v6,3,20,Wetland,0.0744,0.0867,0.0,0.2667,-0.0234
simple,v6,3,20,Beaver,0.0104,-0.0592,0.98,0.0992,0.0524
simple,v6,3,20,Insect/Disease,-0.0086,0.0699,0.81,0.1165,0.0554
strat,v6,3,20,Harvest,0.0158,0.0444,0.0,0.2845,-0.0034
strat,v6,3,20,Development,0.0271,0.1532,0.0,0.24,0.021
strat,v6,3,20,Forest,0.3284,0.2316,0.0,0.314,-0.051
strat,v6,3,20,Urban,-0.0349,0.0051,0.0,0.2701,0.0302
strat,v6,3,20,Water,0.0571,0.1339,0.0,0.3216,0.0431
strat,v6,3,20,Agriculture,0.3351,0.1749,0.0,0.304,-0.008
strat,v6,3,20,Grass/Shrub,0.096,0.1608,0.0,0.2581,-0.0202
strat,v6,3,20,Wetland,0.0744,0.0608,0.0,0.2808,-0.0247
strat,v6,3,20,Beaver,0.0104,0.0995,0.0,0.2083,0.0052
strat,v6,3,20,Insect/Disease,-0.0086,-0.0987,0.0,0.2375,0.0078
simple,v6,3,50,Harvest,0.0158,0.0045,0.51,0.143,0.0637
simple,v6,3,50,Development,0.0271,0.2192,0.93,0.1326,0.053
simple,v6,3,50,Forest,0.3284,0.3434,0.0,0.5654,-0.3623
simple,v6,3,50,Urban,-0.0349,-0.0385,0.03,0.2317,0.119
simple,v6,3,50,Water,0.0571,0.0772,0.0,0.3242,0.1124
simple,v6,3,50,Agriculture,0.3351,0.312,0.0,0.3243,-0.063
simple,v6,3,50,Grass/Shrub,0.096,0.109,0.0,0.2454,-0.001
simple,v6,3,50,Wetland,0.0744,0.0861,0.0,0.2854,-0.0298
simple,v6,3,50,Beaver,0.0104,-0.0813,0.98,0.1071,0.0549
simple,v6,3,50,Insect/Disease,-0.0086,0.0295,0.64,0.1206,0.0531
strat,v6,3,50,Harvest,0.0158,-0.0035,0.0,0.2876,-0.0014
strat,v6,3,50,Development,0.0271,0.1698,0.0,0.2457,0.026
strat,v6,3,50,Forest,0.3284,0.2245,0.0,0.3185,-0.0542
strat,v6,3,50,Urban,-0.0349,-0.0022,0.0,0.2744,0.0236
strat,v6,3,50,Water,0.0571,0.1363,0.0,0.3245,0.0407
strat,v6,3,50,Agriculture,0.3351,0.172,0.0,0.314,-0.0147
strat,v6,3,50,Grass/Shrub,0.096,0.0737,0.0,0.2699,-0.0197
strat,v6,3,50,Wetland,0.0744,0.0484,0.0,0.2794,-0.0216
strat,v6,3,50,Beaver,0.0104,0.1297,0.0,0.213,0.0087
strat,v6,3,50,Insect/Disease,-0.0086,-0.0871,0.0,0.2346,0.0126
simple,v6,3,100,Harvest,0.0158,0.0045,0.14,0.1547,0.0605
simple,v6,3,100,Development,0.0271,0.0374,0.83,0.134,0.0522
simple,v6,3,100,Forest,0.3284,0.3328,0.0,0.5641,-0.3578
simple,v6,3,100,Urban,-0.0349,-0.0432,0.0,0.2344,0.1165
