design,version,W,n,metric,census,mean,sd,bias,lo,hi
strat,v5,7,500,A_kappa,0.4508,0.3856,0.01256,-0.06513,0.3602,0.4095
strat,v5,7,500,A_macrof1,0.3641,0.3795,0.01138,0.01547,0.3561,0.4009
strat,v5,7,500,B_oa,0.6261,0.6313,0.03605,0.00521,0.5709,0.7075
strat,v5,7,500,C_oa,0.5951,0.6001,0.03615,0.00497,0.5357,0.6707
strat,v5,7,500,A_oa_wtd,0.5726,0.5766,0.02873,0.00397,0.5241,0.6227
strat,v5,7,500,A_macrof1_wtd,0.3641,0.3652,0.01103,0.00109,0.3481,0.3893
strat,v5,7,500,C_frac_majority,,0.9264,0.0116,,,
simple,v5,7,1000,A_oa,0.5726,0.5699,0.01151,-0.00272,0.5492,0.5903
simple,v5,7,1000,A_kappa,0.4508,0.4481,0.01438,-0.00263,0.4256,0.4767
simple,v5,7,1000,A_macrof1,0.3641,0.3994,0.0326,0.03529,0.3539,0.4677
simple,v5,7,1000,B_oa,0.6261,0.623,0.01388,-0.00302,0.6004,0.6515
simple,v5,7,1000,C_oa,0.5951,0.5919,0.01443,-0.00323,0.567,0.6215
simple,v5,7,1000,A_oa_wtd,0.5726,0.5699,0.01151,-0.00272,0.5492,0.5903
simple,v5,7,1000,A_macrof1_wtd,0.3641,0.3994,0.0326,0.03529,0.3539,0.4677
simple,v5,7,1000,C_frac_majority,,0.9346,0.0077,,,
strat,v5,7,1000,A_oa,0.5726,0.4637,0.00781,-0.10888,0.4471,0.4773
strat,v5,7,1000,A_kappa,0.4508,0.386,0.00874,-0.06471,0.3677,0.4012
strat,v5,7,1000,A_macrof1,0.3641,0.3805,0.00791,0.01643,0.3658,0.3959
strat,v5,7,1000,B_oa,0.6261,0.6258,0.02635,-0.00027,0.564,0.6696
strat,v5,7,1000,C_oa,0.5951,0.5943,0.02474,-0.00078,0.5523,0.6367
strat,v5,7,1000,A_oa_wtd,0.5726,0.5721,0.01932,-0.00052,0.5307,0.603
strat,v5,7,1000,A_macrof1_wtd,0.3641,0.364,0.00775,-0.00011,0.3493,0.3771
strat,v5,7,1000,C_frac_majority,,0.9269,0.00713,,,
simple,v5,7,2000,A_oa,0.5726,0.5731,0.00865,0.0005,0.5596,0.5876
simple,v5,7,2000,A_kappa,0.4508,0.451,0.01071,0.00029,0.4313,0.469
simple,v5,7,2000,A_macrof1,0.3641,0.3778,0.01979,0.01371,0.3543,0.4122
simple,v5,7,2000,B_oa,0.6261,0.6273,0.01063,0.00124,0.6077,0.6445
simple,v5,7,2000,C_oa,0.5951,0.596,0.01095,0.00088,0.577,0.6174
simple,v5,7,2000,A_oa_wtd,0.5726,0.5731,0.00865,0.0005,0.5596,0.5876
simple,v5,7,2000,A_macrof1_wtd,0.3641,0.3778,0.01979,0.01371,0.3543,0.4122
simple,v5,7,2000,C_frac_majority,,0.9357,0.00534,,,
strat,v5,7,2000,A_oa,0.5726,0.4662,0.00568,-0.10642,0.4562,0.4796
strat,v5,7,2000,A_kappa,0.4508,0.3888,0.00619,-0.06192,0.3782,0.4036
strat,v5,7,2000,A_macrof1,0.3641,0.3804,0.00495,0.01637,0.3714,0.3909
strat,v5,7,2000,B_oa,0.6261,0.6283,0.01971,0.00226,0.5939,0.6653
strat,v5,7,2000,C_oa,0.5951,0.5969,0.01999,0.00182,0.5626,0.6344
strat,v5,7,2000,A_oa_wtd,0.5726,0.5746,0.01578,0.00201,0.5484,0.6023
strat,v5,7,2000,A_macrof1_wtd,0.3641,0.3643,0.00589,0.00023,0.3558,0.376
strat,v5,7,2000,C_frac_majority,,0.9265,0.00474,,,
simple,v5,7,5000,A_oa,0.5726,0.5719,0.00661,-0.00075,0.5595,0.5832
simple,v5,7,5000,A_kappa,0.4508,0.4498,0.00754,-0.00096,0.4347,0.4629
simple,v5,7,5000,A_macrof1,0.3641,0.3659,0.00938,0.00187,0.3569,0.4006
simple,v5,7,5000,B_oa,0.6261,0.6252,0.0075,-0.00091,0.6113,0.6403
simple,v5,7,5000,C_oa,0.5951,0.5939,0.00782,-0.00125,0.5812,0.6071
simple,v5,7,5000,A_oa_wtd,0.5726,0.5719,0.00661,-0.00075,0.5595,0.5832
simple,v5,7,5000,A_macrof1_wtd,0.3641,0.3659,0.00938,0.00187,0.3569,0.4006
simple,v5,7,5000,C_frac_majority,,0.9347,0.00383,,,
strat,v5,7,5000,A_oa,0.5726,0.4797,0.00382,-0.09296,0.4724,0.4868
strat,v5,7,5000,A_kappa,0.4508,0.4019,0.00428,-0.04882,0.3942,0.4098
strat,v5,7,5000,A_macrof1,0.3641,0.3797,0.00336,0.01559,0.3747,0.3863
strat,v5,7,5000,B_oa,0.6261,0.6239,0.01259,-0.00221,0.6014,0.6524
strat,v5,7,5000,C_oa,0.5951,0.5935,0.01325,-0.00158,0.5675,0.6219
strat,v5,7,5000,A_oa_wtd,0.5726,0.5716,0.00983,-0.00102,0.5515,0.5934
strat,v5,7,5000,A_macrof1_wtd,0.3641,0.3641,0.0033,5e-05,0.3579,0.3711
strat,v5,7,5000,C_frac_majority,,0.9284,0.00339,,,
simple,v5,9,20,A_oa,0.5727,0.5831,0.07934,0.01033,0.4401,0.7175
simple,v5,9,20,A_kappa,0.4509,0.46,0.09456,0.00916,0.2917,0.6248
simple,v5,9,20,A_macrof1,0.3641,0.5617,0.08339,0.19764,0.3915,0.6985
simple,v5,9,20,B_oa,0.6372,0.6455,0.09484,0.00833,0.45,0.8262
simple,v5,9,20,C_oa,0.6005,0.612,0.09404,0.01147,0.45,0.7762
simple,v5,9,20,A_oa_wtd,0.5727,0.5831,0.07934,0.01033,0.4401,0.7175
simple,v5,9,20,A_macrof1_wtd,0.3641,0.5617,0.08339,0.19764,0.3915,0.6985
simple,v5,9,20,C_frac_majority,,0.905,0.06533,,,
strat,v5,9,20,A_oa,0.5727,0.4666,0.05863,-0.10609,0.3384,0.5714
strat,v5,9,20,A_kappa,0.4509,0.3841,0.06599,-0.06673,0.2257,0.4957
strat,v5,9,20,A_macrof1,0.3641,0.4614,0.06074,0.09735,0.3579,0.5676
strat,v5,9,20,B_oa,0.6372,0.6371,0.17138,-5e-05,0.2474,0.9102
strat,v5,9,20,C_oa,0.6005,0.588,0.17542,-0.01253,0.2318,0.8821
strat,v5,9,20,A_oa_wtd,0.5727,0.5676,0.13214,-0.00509,0.3025,0.8057
strat,v5,9,20,A_macrof1_wtd,0.3641,0.4571,0.07275,0.09298,0.3337,0.5872
strat,v5,9,20,C_frac_majority,,0.889,0.07507,,,
simple,v5,9,50,A_oa,0.5727,0.5686,0.04746,-0.00412,0.4709,0.6508
simple,v5,9,50,A_kappa,0.4509,0.4415,0.05998,-0.0094,0.3206,0.5413
simple,v5,9,50,A_macrof1,0.3641,0.5384,0.0671,0.17434,0.4095,0.6494
simple,v5,9,50,B_oa,0.6372,0.6398,0.0627,0.00263,0.5095,0.74
simple,v5,9,50,C_oa,0.6005,0.5978,0.06482,-0.00273,0.4695,0.7105
simple,v5,9,50,A_oa_wtd,0.5727,0.5686,0.04746,-0.00412,0.4709,0.6508
simple,v5,9,50,A_macrof1_wtd,0.3641,0.5384,0.0671,0.17434,0.4095,0.6494
simple,v5,9,50,C_frac_majority,,0.9132,0.03437,,,
strat,v5,9,50,A_oa,0.5727,0.4736,0.04,-0.09918,0.3831,0.5363
strat,v5,9,50,A_kappa,0.4509,0.3929,0.04297,-0.05798,0.3006,0.4614
strat,v5,9,50,A_macrof1,0.3641,0.4134,0.04627,0.04931,0.3342,0.5092
strat,v5,9,50,B_oa,0.6372,0.6472,0.12697,0.00998,0.3895,0.8691
strat,v5,9,50,C_oa,0.6005,0.614,0.13246,0.01346,0.3736,0.8636
strat,v5,9,50,A_oa_wtd,0.5727,0.5819,0.09784,0.00919,0.4027,0.7772
strat,v5,9,50,A_macrof1_wtd,0.3641,0.4045,0.04971,0.04041,0.3274,0.5155
strat,v5,9,50,C_frac_majority,,0.9038,0.03915,,,
simple,v5,9,100,A_oa,0.5727,0.57,0.03792,-0.00276,0.4964,0.6399
simple,v5,9,100,A_kappa,0.4509,0.4434,0.0452,-0.00744,0.3624,0.523
simple,v5,9,100,A_macrof1,0.3641,0.5175,0.05908,0.1534,0.4195,0.6246
simple,v5,9,100,B_oa,0.6372,0.6352,0.05256,-0.00197,0.5448,0.7352
simple,v5,9,100,C_oa,0.6005,0.6009,0.04967,0.00037,0.53,0.7
simple,v5,9,100,A_oa_wtd,0.5727,0.57,0.03792,-0.00276,0.4964,0.6399
simple,v5,9,100,A_macrof1_wtd,0.3641,0.5175,0.05908,0.1534,0.4195,0.6246
simple,v5,9,100,C_frac_majority,,0.9122,0.02942,,,
strat,v5,9,100,A_oa,0.5727,0.4755,0.02934,-0.09724,0.43,0.5348
strat,v5,9,100,A_kappa,0.4509,0.3958,0.03228,-0.05509,0.3456,0.4648
strat,v5,9,100,A_macrof1,0.3641,0.3946,0.03395,0.03045,0.3481,0.4601
strat,v5,9,100,B_oa,0.6372,0.643,0.08793,0.00583,0.4576,0.8
strat,v5,9,100,C_oa,0.6005,0.6037,0.08624,0.00315,0.4207,0.7776
strat,v5,9,100,A_oa_wtd,0.5727,0.5745,0.06661,0.00172,0.4442,0.7179
strat,v5,9,100,A_macrof1_wtd,0.3641,0.3807,0.0357,0.01659,0.3275,0.4621
strat,v5,9,100,C_frac_majority,,0.8965,0.02761,,,
simple,v5,9,200,A_oa,0.5727,0.5708,0.02763,-0.00196,0.5138,0.6227
simple,v5,9,200,A_kappa,0.4509,0.4465,0.03146,-0.00439,0.3846,0.5036
simple,v5,9,200,A_macrof1,0.3641,0.4686,0.0478,0.10455,0.3887,0.5607
simple,v5,9,200,B_oa,0.6372,0.6352,0.03498,-0.00197,0.56,0.6926
simple,v5,9,200,C_oa,0.6005,0.5983,0.03654,-0.00228,0.5224,0.6626
simple,v5,9,200,A_oa_wtd,0.5727,0.5708,0.02763,-0.00196,0.5138,0.6227
simple,v5,9,200,A_macrof1_wtd,0.3641,0.4686,0.0478,0.10455,0.3887,0.5607
simple,v5,9,200,C_frac_majority,,0.9117,0.01898,,,
strat,v5,9,200,A_oa,0.5727,0.4752,0.01791,-0.09753,0.4395,0.5071
strat,v5,9,200,A_kappa,0.4509,0.3952,0.0196,-0.05567,0.3576,0.4304
strat,v5,9,200,A_macrof1,0.3641,0.3839,0.01746,0.01977,0.3502,0.4294
strat,v5,9,200,B_oa,0.6372,0.6331,0.06394,-0.0041,0.5115,0.7551
strat,v5,9,200,C_oa,0.6005,0.6009,0.06523,0.00037,0.4793,0.7285
strat,v5,9,200,A_oa_wtd,0.5727,0.5726,0.04805,-0.00016,0.4789,0.672
strat,v5,9,200,A_macrof1_wtd,0.3641,0.365,0.01979,0.00087,0.3286,0.4084
strat,v5,9,200,C_frac_majority,,0.8972,0.02048,,,
simple,v5,9,500,A_oa,0.5727,0.5763,0.01626,0.00354,0.5439,0.6033
simple,v5,9,500,A_kappa,0.4509,0.4534,0.01995,0.00248,0.4086,0.4877
simple,v5,9,500,A_macrof1,0.3641,0.4301,0.04676,0.06602,0.3615,0.5316
simple,v5,9,500,B_oa,0.6372,0.643,0.0214,0.00585,0.6008,0.68
simple,v5,9,500,C_oa,0.6005,0.6053,0.02112,0.00479,0.555,0.6431
simple,v5,9,500,A_oa_wtd,0.5727,0.5763,0.01626,0.00354,0.5439,0.6033
simple,v5,9,500,A_macrof1_wtd,0.3641,0.4301,0.04676,0.06602,0.3615,0.5316
simple,v5,9,500,C_frac_majority,,0.9149,0.01195,,,
strat,v5,9,500,A_oa,0.5727,0.4744,0.01054,-0.09832,0.4563,0.494
strat,v5,9,500,A_kappa,0.4509,0.3942,0.01132,-0.05669,0.3744,0.4162
strat,v5,9,500,A_macrof1,0.3641,0.3816,0.00976,0.01746,0.3636,0.3984
strat,v5,9,500,B_oa,0.6372,0.6418,0.03529,0.00463,0.5799,0.7078
strat,v5,9,500,C_oa,0.6005,0.6022,0.03715,0.00164,0.5338,0.679
strat,v5,9,500,A_oa_wtd,0.5727,0.5732,0.02773,0.00044,0.5195,0.618
strat,v5,9,500,A_macrof1_wtd,0.3641,0.3657,0.01149,0.00163,0.3435,0.385
strat,v5,9,500,C_frac_majority,,0.8963,0.01155,,,
simple,v5,9,1000,A_oa,0.5727,0.5728,0.01185,5e-05,0.5503,0.5942
simple,v5,9,1000,A_kappa,0.4509,0.4506,0.01421,-0.00023,0.4257,0.4791
simple,v5,9,1000,A_macrof1,0.3641,0.3913,0.02847,0.02717,0.3507,0.4561
simple,v5,9,1000,B_oa,0.6372,0.6368,0.01563,-0.0004,0.6079,0.6666
simple,v5,9,1000,C_oa,0.6005,0.599,0.0164,-0.00155,0.5684,0.6275
simple,v5,9,1000,A_oa_wtd,0.5727,0.5728,0.01185,5e-05,0.5503,0.5942
simple,v5,9,1000,A_macrof1_wtd,0.3641,0.3913,0.02847,0.02717,0.3507,0.4561
simple,v5,9,1000,C_frac_majority,,0.9134,0.00975,,,
strat,v5,9,1000,A_oa,0.5727,0.4765,0.00804,-0.09627,0.4608,0.49
strat,v5,9,1000,A_kappa,0.4509,0.3965,0.0088,-0.05436,0.3795,0.413
strat,v5,9,1000,A_macrof1,0.3641,0.3819,0.00743,0.01776,0.3673,0.3967
strat,v5,9,1000,B_oa,0.6372,0.6418,0.02417,0.00458,0.5973,0.6961
strat,v5,9,1000,C_oa,0.6005,0.605,0.02454,0.00443,0.5555,0.6589
strat,v5,9,1000,A_oa_wtd,0.5727,0.5756,0.02013,0.00286,0.5402,0.6144
strat,v5,9,1000,A_macrof1_wtd,0.3641,0.3652,0.00903,0.00111,0.3482,0.3835
strat,v5,9,1000,C_frac_majority,,0.8969,0.00723,,,
simple,v5,9,2000,A_oa,0.5727,0.5713,0.00857,-0.00145,0.5558,0.5871
simple,v5,9,2000,A_kappa,0.4509,0.4497,0.01058,-0.0012,0.4292,0.4684
simple,v5,9,2000,A_macrof1,0.3641,0.3716,0.01746,0.00749,0.3545,0.411
simple,v5,9,2000,B_oa,0.6372,0.6352,0.01139,-0.00196,0.614,0.6543
simple,v5,9,2000,C_oa,0.6005,0.5983,0.01173,-0.00224,0.5772,0.6183
simple,v5,9,2000,A_oa_wtd,0.5727,0.5713,0.00857,-0.00145,0.5558,0.5871
simple,v5,9,2000,A_macrof1_wtd,0.3641,0.3716,0.01746,0.00749,0.3545,0.411
simple,v5,9,2000,C_frac_majority,,0.914,0.00623,,,
strat,v5,9,2000,A_oa,0.5727,0.4835,0.00556,-0.08925,0.4718,0.4933
strat,v5,9,2000,A_kappa,0.4509,0.4038,0.00618,-0.04706,0.3904,0.415
strat,v5,9,2000,A_macrof1,0.3641,0.3795,0.0048,0.01545,0.3711,0.3888
strat,v5,9,2000,B_oa,0.6372,0.6367,0.01816,-0.00052,0.6042,0.6724
strat,v5,9,2000,C_oa,0.6005,0.5996,0.01855,-0.00094,0.5657,0.6369
strat,v5,9,2000,A_oa_wtd,0.5727,0.5735,0.01411,0.00072,0.5479,0.599
strat,v5,9,2000,A_macrof1_wtd,0.3641,0.3644,0.00529,0.00026,0.3534,0.3732
strat,v5,9,2000,C_frac_majority,,0.9004,0.00594,,,
simple,v5,9,5000,A_oa,0.5727,0.5717,0.00514,-0.001,0.5625,0.5808
simple,v5,9,5000,A_kappa,0.4509,0.4498,0.00634,-0.00107,0.4389,0.4616
simple,v5,9,5000,A_macrof1,0.3641,0.3636,0.00509,-0.0005,0.3582,0.3699
simple,v5,9,5000,B_oa,0.6372,0.6359,0.00646,-0.00126,0.623,0.6476
simple,v5,9,5000,C_oa,0.6005,0.5995,0.00656,-0.00099,0.5867,0.6109
simple,v5,9,5000,A_oa_wtd,0.5727,0.5717,0.00514,-0.001,0.5625,0.5808
simple,v5,9,5000,A_macrof1_wtd,0.3641,0.3636,0.00509,-0.0005,0.3582,0.3699
simple,v5,9,5000,C_frac_majority,,0.9137,0.00387,,,
strat,v5,9,5000,A_oa,0.5727,0.4941,0.00362,-0.07861,0.4881,0.5016
strat,v5,9,5000,A_kappa,0.4509,0.4139,0.00394,-0.03702,0.4075,0.4218
strat,v5,9,5000,A_macrof1,0.3641,0.3786,0.00278,0.01455,0.3742,0.3841
strat,v5,9,5000,B_oa,0.6372,0.6369,0.01112,-0.00023,0.6155,0.6583
strat,v5,9,5000,C_oa,0.6005,0.6004,0.01156,-0.00017,0.5783,0.6246
strat,v5,9,5000,A_oa_wtd,0.5727,0.5738,0.0085,0.00101,0.5593,0.5897
strat,v5,9,5000,A_macrof1_wtd,0.3641,0.364,0.00374,-0.00013,0.3567,0.3715
strat,v5,9,5000,C_frac_majority,,0.9011,0.00423,,,
simple,v6,1,20,A_oa,0.1881,0.1875,0.0845,-0.00058,0.05,0.35
simple,v6,1,20,A_kappa,0.0595,0.0562,0.07456,-0.00321,-0.0692,0.187
simple,v6,1,20,A_macrof1,0.1042,0.3857,0.1384,0.28153,0.1667,0.6958
simple,v6,1,20,B_oa,0.1881,0.1875,0.0845,-0.00058,0.05,0.35
simple,v6,1,20,C_oa,0.1881,0.1875,0.0845,-0.00058,0.05,0.35
simple,v6,1,20,A_oa_wtd,0.1881,0.1875,0.0845,-0.00058,0.05,0.35
simple,v6,1,20,A_macrof1_wtd,0.1042,0.3857,0.1384,0.28153,0.1667,0.6958
simple,v6,1,20,C_frac_majority,,1.0,0.0,,,
strat,v6,1,20,A_oa,0.1881,0.1295,0.07917,-0.05858,0.0,0.25
strat,v6,1,20,A_kappa,0.0595,0.0328,0.08796,-0.02667,-0.1111,0.1667
strat,v6,1,20,A_macrof1,0.1042,0.453,0.0941,0.3488,0.2857,0.6621
strat,v6,1,20,B_oa,0.1881,0.1942,0.1733,0.00616,0.0,0.5672
strat,v6,1,20,C_oa,0.1881,0.1942,0.1733,0.00616,0.0,0.5672
strat,v6,1,20,A_oa_wtd,0.1881,0.1942,0.1733,0.00616,0.0,0.5672
strat,v6,1,20,A_macrof1_wtd,0.1042,0.4381,0.1815,0.33392,0.0214,0.6681
strat,v6,1,20,C_frac_majority,,1.0,0.0,,,
simple,v6,1,50,A_oa,0.1881,0.1814,0.05507,-0.00668,0.06,0.2905
simple,v6,1,50,A_kappa,0.0595,0.0484,0.05097,-0.01108,-0.0522,0.144
simple,v6,1,50,A_macrof1,0.1042,0.2857,0.06965,0.18152,0.1418,0.4362
simple,v6,1,50,B_oa,0.1881,0.1814,0.05507,-0.00668,0.06,0.2905
simple,v6,1,50,C_oa,0.1881,0.1814,0.05507,-0.00668,0.06,0.2905
simple,v6,1,50,A_oa_wtd,0.1881,0.1814,0.05507,-0.00668,0.06,0.2905
simple,v6,1,50,A_macrof1_wtd,0.1042,0.2857,0.06965,0.18152,0.1418,0.4362
simple,v6,1,50,C_frac_majority,,1.0,0.0,,,
strat,v6,1,50,A_oa,0.1881,0.1374,0.05647,-0.05068,0.04,0.24
strat,v6,1,50,A_kappa,0.0595,0.0416,0.06275,-0.0179,-0.0667,0.1556
strat,v6,1,50,A_macrof1,0.1042,0.2573,0.05487,0.1531,0.1672,0.3701
strat,v6,1,50,B_oa,0.1881,0.1858,0.11111,-0.0023,0.0176,0.4267
strat,v6,1,50,C_oa,0.1881,0.1858,0.11111,-0.0023,0.0176,0.4267
strat,v6,1,50,A_oa_wtd,0.1881,0.1858,0.11111,-0.0023,0.0176,0.4267
strat,v6,1,50,A_macrof1_wtd,0.1042,0.2208,0.07782,0.11658,0.0844,0.3622
strat,v6,1,50,C_frac_majority,,1.0,0.0,,,
simple,v6,1,100,A_oa,0.1881,0.189,0.03826,0.00092,0.13,0.27
simple,v6,1,100,A_kappa,0.0595,0.0592,0.03777,-0.00028,-0.0041,0.1459
simple,v6,1,100,A_macrof1,0.1042,0.2224,0.04793,0.11816,0.1501,0.3261
simple,v6,1,100,B_oa,0.1881,0.189,0.03826,0.00092,0.13,0.27
simple,v6,1,100,C_oa,0.1881,0.189,0.03826,0.00092,0.13,0.27
simple,v6,1,100,A_oa_wtd,0.1881,0.189,0.03826,0.00092,0.13,0.27
simple,v6,1,100,A_macrof1_wtd,0.1042,0.2224,0.04793,0.11816,0.1501,0.3261
simple,v6,1,100,C_frac_majority,,1.0,0.0,,,
strat,v6,1,100,A_oa,0.1881,0.1369,0.03425,-0.05118,0.0748,0.2
strat,v6,1,100,A_kappa,0.0595,0.041,0.03806,-0.01845,-0.0281,0.1111
strat,v6,1,100,A_macrof1,0.1042,0.1789,0.03398,0.07467,0.1253,0.2359
strat,v6,1,100,B_oa,0.1881,0.1847,0.07582,-0.00334,0.0584,0.3537
strat,v6,1,100,C_oa,0.1881,0.1847,0.07582,-0.00334,0.0584,0.3537
strat,v6,1,100,A_oa_wtd,0.1881,0.1847,0.07582,-0.00334,0.0584,0.3537
strat,v6,1,100,A_macrof1_wtd,0.1042,0.1413,0.03982,0.03703,0.0783,0.2255
strat,v6,1,100,C_frac_majority,,1.0,0.0,,,
simple,v6,1,200,A_oa,0.1881,0.192,0.0243,0.00392,0.1524,0.2452
simple,v6,1,200,A_kappa,0.0595,0.0618,0.02205,0.00237,0.0269,0.1112
simple,v6,1,200,A_macrof1,0.1042,0.1859,0.03113,0.08169,0.1412,0.2572
simple,v6,1,200,B_oa,0.1881,0.192,0.0243,0.00392,0.1524,0.2452
simple,v6,1,200,C_oa,0.1881,0.192,0.0243,0.00392,0.1524,0.2452
simple,v6,1,200,A_oa_wtd,0.1881,0.192,0.0243,0.00392,0.1524,0.2452
simple,v6,1,200,A_macrof1_wtd,0.1042,0.1859,0.03113,0.08169,0.1412,0.2572
simple,v6,1,200,C_frac_majority,,1.0,0.0,,,
strat,v6,1,200,A_oa,0.1881,0.1355,0.0242,-0.05263,0.09,0.1826
strat,v6,1,200,A_kappa,0.0595,0.0394,0.02688,-0.02006,-0.0111,0.0918
strat,v6,1,200,A_macrof1,0.1042,0.1476,0.02387,0.04338,0.1022,0.1903
strat,v6,1,200,B_oa,0.1881,0.1868,0.04988,-0.00125,0.0934,0.2724
strat,v6,1,200,C_oa,0.1881,0.1868,0.04988,-0.00125,0.0934,0.2724
strat,v6,1,200,A_oa_wtd,0.1881,0.1868,0.04988,-0.00125,0.0934,0.2724
strat,v6,1,200,A_macrof1_wtd,0.1042,0.1167,0.02522,0.01249,0.0705,0.1643
strat,v6,1,200,C_frac_majority,,1.0,0.0,,,
simple,v6,1,500,A_oa,0.1881,0.1907,0.01547,0.00262,0.161,0.2191
simple,v6,1,500,A_kappa,0.0595,0.0619,0.01467,0.00245,0.0313,0.0892
simple,v6,1,500,A_macrof1,0.1042,0.1633,0.02093,0.05911,0.1266,0.2068
simple,v6,1,500,B_oa,0.1881,0.1907,0.01547,0.00262,0.161,0.2191
simple,v6,1,500,C_oa,0.1881,0.1907,0.01547,0.00262,0.161,0.2191
simple,v6,1,500,A_oa_wtd,0.1881,0.1907,0.01547,0.00262,0.161,0.2191
simple,v6,1,500,A_macrof1_wtd,0.1042,0.1633,0.02093,0.05911,0.1266,0.2068
simple,v6,1,500,C_frac_majority,,1.0,0.0,,,
strat,v6,1,500,A_oa,0.1881,0.1395,0.01619,-0.04858,0.108,0.166
strat,v6,1,500,A_kappa,0.0595,0.0439,0.01799,-0.01556,0.0089,0.0733
strat,v6,1,500,A_macrof1,0.1042,0.1371,0.01544,0.03289,0.1065,0.1633
strat,v6,1,500,B_oa,0.1881,0.189,0.02967,0.00096,0.1342,0.2516
strat,v6,1,500,C_oa,0.1881,0.189,0.02967,0.00096,0.1342,0.2516
strat,v6,1,500,A_oa_wtd,0.1881,0.189,0.02967,0.00096,0.1342,0.2516
strat,v6,1,500,A_macrof1_wtd,0.1042,0.1062,0.01392,0.00195,0.0787,0.1331
strat,v6,1,500,C_frac_majority,,1.0,0.0,,,
simple,v6,1,1000,A_oa,0.1881,0.189,0.01128,0.0009,0.168,0.209
simple,v6,1,1000,A_kappa,0.0595,0.0605,0.01071,0.00108,0.0394,0.0791
simple,v6,1,1000,A_macrof1,0.1042,0.1509,0.01424,0.04671,0.1253,0.1807
simple,v6,1,1000,B_oa,0.1881,0.189,0.01128,0.0009,0.168,0.209
simple,v6,1,1000,C_oa,0.1881,0.189,0.01128,0.0009,0.168,0.209
simple,v6,1,1000,A_oa_wtd,0.1881,0.189,0.01128,0.0009,0.168,0.209
simple,v6,1,1000,A_macrof1_wtd,0.1042,0.1509,0.01424,0.04671,0.1253,0.1807
simple,v6,1,1000,C_frac_majority,,1.0,0.0,,,
strat,v6,1,1000,A_oa,0.1881,0.1378,0.0109,-0.05026,0.119,0.1605
strat,v6,1,1000,A_kappa,0.0595,0.042,0.01211,-0.01743,0.0211,0.0672
strat,v6,1,1000,A_macrof1,0.1042,0.1344,0.01058,0.0302,0.1154,0.1567
strat,v6,1,1000,B_oa,0.1881,0.1876,0.02309,-0.00052,0.1524,0.2407
strat,v6,1,1000,C_oa,0.1881,0.1876,0.02309,-0.00052,0.1524,0.2407
strat,v6,1,1000,A_oa_wtd,0.1881,0.1876,0.02309,-0.00052,0.1524,0.2407
strat,v6,1,1000,A_macrof1_wtd,0.1042,0.1045,0.00919,0.00025,0.0902,0.1265
strat,v6,1,1000,C_frac_majority,,1.0,0.0,,,
simple,v6,1,2000,A_oa,0.1881,0.1886,0.00968,0.00049,0.1709,0.2048
simple,v6,1,2000,A_kappa,0.0595,0.0598,0.00895,0.00032,0.0418,0.0747
simple,v6,1,2000,A_macrof1,0.1042,0.1409,0.01423,0.0367,0.1166,0.1654
simple,v6,1,2000,B_oa,0.1881,0.1886,0.00968,0.00049,0.1709,0.2048
simple,v6,1,2000,C_oa,0.1881,0.1886,0.00968,0.00049,0.1709,0.2048
simple,v6,1,2000,A_oa_wtd,0.1881,0.1886,0.00968,0.00049,0.1709,0.2048
simple,v6,1,2000,A_macrof1_wtd,0.1042,0.1409,0.01423,0.0367,0.1166,0.1654
simple,v6,1,2000,C_frac_majority,,1.0,0.0,,,
strat,v6,1,2000,A_oa,0.1881,0.1393,0.00737,-0.04883,0.1237,0.1528
strat,v6,1,2000,A_kappa,0.0595,0.0436,0.00819,-0.01583,0.0263,0.0586
strat,v6,1,2000,A_macrof1,0.1042,0.1357,0.00733,0.03145,0.1208,0.1488
strat,v6,1,2000,B_oa,0.1881,0.1886,0.01632,0.00049,0.1595,0.219
strat,v6,1,2000,C_oa,0.1881,0.1886,0.01632,0.00049,0.1595,0.219
strat,v6,1,2000,A_oa_wtd,0.1881,0.1886,0.01632,0.00049,0.1595,0.219
strat,v6,1,2000,A_macrof1_wtd,0.1042,0.1045,0.00712,0.00026,0.0929,0.1191
strat,v6,1,2000,C_frac_majority,,1.0,0.0,,,
simple,v6,1,5000,A_oa,0.1881,0.1887,0.0054,0.00058,0.1792,0.1997
simple,v6,1,5000,A_kappa,0.0595,0.06,0.00547,0.00052,0.0503,0.0702
simple,v6,1,5000,A_macrof1,0.1042,0.1287,0.01229,0.02449,0.107,0.1528
simple,v6,1,5000,B_oa,0.1881,0.1887,0.0054,0.00058,0.1792,0.1997
simple,v6,1,5000,C_oa,0.1881,0.1887,0.0054,0.00058,0.1792,0.1997
simple,v6,1,5000,A_oa_wtd,0.1881,0.1887,0.0054,0.00058,0.1792,0.1997
simple,v6,1,5000,A_macrof1_wtd,0.1042,0.1287,0.01229,0.02449,0.107,0.1528
simple,v6,1,5000,C_frac_majority,,1.0,0.0,,,
strat,v6,1,5000,A_oa,0.1881,0.1394,0.00491,-0.04871,0.1306,0.1483
strat,v6,1,5000,A_kappa,0.0595,0.0437,0.00546,-0.0157,0.034,0.0537
strat,v6,1,5000,A_macrof1,0.1042,0.136,0.00491,0.03183,0.1273,0.1453
strat,v6,1,5000,B_oa,0.1881,0.188,0.00988,-0.00011,0.1634,0.2012
