design,version,W,n,cls,metric,census,mean,sd,bias,frac_undefined
simple,v2,7,1000,Agriculture,precision,0.8353,0.8327,0.01977,-0.00256,0.0
simple,v2,7,1000,Grass/Shrub,precision,0.2548,0.2499,0.03225,-0.00492,0.0
simple,v2,7,1000,Wetland,precision,0.4741,0.4732,0.03659,-0.00093,0.0
simple,v2,7,1000,Beaver,precision,0.0019,0.0019,0.00302,-1e-05,0.0
simple,v2,7,1000,Insect/Disease,precision,0.0113,0.0105,0.012,-0.00086,0.0
simple,v2,7,1000,Harvest,f1,0.0822,0.0908,0.06688,0.00859,0.03
simple,v2,7,1000,Development,f1,0.0135,0.0354,0.04608,0.02184,0.64
simple,v2,7,1000,Forest,f1,0.8004,0.801,0.01013,0.0006,0.0
simple,v2,7,1000,Urban,f1,0.4895,0.4868,0.03656,-0.00273,0.0
simple,v2,7,1000,Water,f1,0.941,0.9383,0.01372,-0.00267,0.0
simple,v2,7,1000,Agriculture,f1,0.7996,0.7975,0.0186,-0.00216,0.0
simple,v2,7,1000,Grass/Shrub,f1,0.2715,0.2639,0.03273,-0.00757,0.0
simple,v2,7,1000,Wetland,f1,0.3951,0.3935,0.02982,-0.00163,0.0
simple,v2,7,1000,Beaver,f1,0.0038,0.0057,0.00651,0.00192,0.34
simple,v2,7,1000,Insect/Disease,f1,0.0196,0.02,0.02061,0.00045,0.1
strat,v2,7,1000,Harvest,recall,0.0763,0.0798,0.03116,0.00348,0.0
strat,v2,7,1000,Development,recall,0.0916,0.0889,0.06433,-0.00277,0.0
strat,v2,7,1000,Forest,recall,0.7336,0.733,0.02833,-0.00063,0.0
strat,v2,7,1000,Urban,recall,0.6996,0.7018,0.04034,0.00217,0.0
strat,v2,7,1000,Water,recall,0.9464,0.9478,0.01699,0.00145,0.0
strat,v2,7,1000,Agriculture,recall,0.7669,0.7676,0.03057,0.0007,0.0
strat,v2,7,1000,Grass/Shrub,recall,0.2905,0.2888,0.04188,-0.00174,0.0
strat,v2,7,1000,Wetland,recall,0.3387,0.3376,0.03694,-0.00112,0.0
strat,v2,7,1000,Beaver,recall,0.3302,0.3268,0.1338,-0.0034,0.0
strat,v2,7,1000,Insect/Disease,recall,0.0716,0.0654,0.06495,-0.00616,0.0
strat,v2,7,1000,Harvest,precision,0.0891,0.1226,0.0743,0.0335,0.0
strat,v2,7,1000,Development,precision,0.0073,0.0069,0.00586,-0.00044,0.0
strat,v2,7,1000,Forest,precision,0.8806,0.8821,0.01288,0.00157,0.0
strat,v2,7,1000,Urban,precision,0.3765,0.3778,0.03145,0.00126,0.0
strat,v2,7,1000,Water,precision,0.9356,0.9337,0.01992,-0.0019,0.0
strat,v2,7,1000,Agriculture,precision,0.8353,0.836,0.02056,0.00066,0.0
strat,v2,7,1000,Grass/Shrub,precision,0.2548,0.2529,0.04102,-0.00195,0.0
strat,v2,7,1000,Wetland,precision,0.4741,0.472,0.04568,-0.00217,0.0
strat,v2,7,1000,Beaver,precision,0.0019,0.0014,0.00113,-0.00055,0.0
strat,v2,7,1000,Insect/Disease,precision,0.0113,0.0109,0.01164,-0.00042,0.0
strat,v2,7,1000,Harvest,f1,0.0822,0.0894,0.03305,0.00721,0.0
strat,v2,7,1000,Development,f1,0.0135,0.0126,0.01054,-0.00096,0.0
strat,v2,7,1000,Forest,f1,0.8004,0.8004,0.01955,2e-05,0.0
strat,v2,7,1000,Urban,f1,0.4895,0.4903,0.03024,0.00072,0.0
strat,v2,7,1000,Water,f1,0.941,0.9406,0.0134,-0.00042,0.0
strat,v2,7,1000,Agriculture,f1,0.7996,0.7999,0.02006,0.00029,0.0
strat,v2,7,1000,Grass/Shrub,f1,0.2715,0.2685,0.0371,-0.00304,0.0
strat,v2,7,1000,Wetland,f1,0.3951,0.3924,0.03474,-0.00271,0.0
strat,v2,7,1000,Beaver,f1,0.0038,0.0027,0.00222,-0.0011,0.0
strat,v2,7,1000,Insect/Disease,f1,0.0196,0.0177,0.01758,-0.00187,0.0
simple,v2,7,2000,Harvest,recall,0.0763,0.082,0.0369,0.00574,0.0
simple,v2,7,2000,Development,recall,0.0916,0.0761,0.1104,-0.01559,0.0
simple,v2,7,2000,Forest,recall,0.7336,0.7339,0.00969,0.00027,0.0
simple,v2,7,2000,Urban,recall,0.6996,0.6962,0.03028,-0.00347,0.0
simple,v2,7,2000,Water,recall,0.9464,0.9477,0.00864,0.00127,0.0
simple,v2,7,2000,Agriculture,recall,0.7669,0.7656,0.01717,-0.00134,0.0
simple,v2,7,2000,Grass/Shrub,recall,0.2905,0.2909,0.02429,0.00042,0.0
simple,v2,7,2000,Wetland,recall,0.3387,0.3399,0.0265,0.00117,0.0
simple,v2,7,2000,Beaver,recall,0.3302,0.2947,0.24203,-0.03543,0.0
simple,v2,7,2000,Insect/Disease,recall,0.0716,0.0736,0.05517,0.00201,0.0
simple,v2,7,2000,Harvest,precision,0.0891,0.0992,0.04988,0.01015,0.0
simple,v2,7,2000,Development,precision,0.0073,0.007,0.01334,-0.00035,0.0
simple,v2,7,2000,Forest,precision,0.8806,0.8807,0.00687,0.00011,0.0
simple,v2,7,2000,Urban,precision,0.3765,0.3772,0.0261,0.00067,0.0
simple,v2,7,2000,Water,precision,0.9356,0.9379,0.01389,0.00227,0.0
simple,v2,7,2000,Agriculture,precision,0.8353,0.8361,0.01381,0.00084,0.0
simple,v2,7,2000,Grass/Shrub,precision,0.2548,0.256,0.02233,0.00114,0.0
simple,v2,7,2000,Wetland,precision,0.4741,0.4724,0.02417,-0.00176,0.0
simple,v2,7,2000,Beaver,precision,0.0019,0.002,0.00216,0.0001,0.0
simple,v2,7,2000,Insect/Disease,precision,0.0113,0.0112,0.00925,-0.00014,0.0
simple,v2,7,2000,Harvest,f1,0.0822,0.0886,0.04051,0.00639,0.0
simple,v2,7,2000,Development,f1,0.0135,0.0185,0.02314,0.00495,0.35
simple,v2,7,2000,Forest,f1,0.8004,0.8006,0.00695,0.00017,0.0
simple,v2,7,2000,Urban,f1,0.4895,0.4888,0.02572,-0.00079,0.0
simple,v2,7,2000,Water,f1,0.941,0.9427,0.00868,0.00171,0.0
simple,v2,7,2000,Agriculture,f1,0.7996,0.7992,0.01237,-0.00046,0.0
simple,v2,7,2000,Grass/Shrub,f1,0.2715,0.272,0.02143,0.00053,0.0
simple,v2,7,2000,Wetland,f1,0.3951,0.395,0.02437,-0.00016,0.0
simple,v2,7,2000,Beaver,f1,0.0038,0.0045,0.00429,0.00063,0.1
simple,v2,7,2000,Insect/Disease,f1,0.0196,0.0195,0.01551,-0.00012,0.01
strat,v2,7,2000,Harvest,recall,0.0763,0.0792,0.02175,0.00289,0.0
strat,v2,7,2000,Development,recall,0.0916,0.0875,0.05923,-0.00412,0.0
strat,v2,7,2000,Forest,recall,0.7336,0.7349,0.02276,0.00129,0.0
strat,v2,7,2000,Urban,recall,0.6996,0.7004,0.02796,0.0008,0.0
strat,v2,7,2000,Water,recall,0.9464,0.9487,0.01026,0.00231,0.0
strat,v2,7,2000,Agriculture,recall,0.7669,0.7642,0.02108,-0.00273,0.0
strat,v2,7,2000,Grass/Shrub,recall,0.2905,0.2908,0.02646,0.0003,0.0
strat,v2,7,2000,Wetland,recall,0.3387,0.3328,0.0272,-0.00589,0.0
strat,v2,7,2000,Beaver,recall,0.3302,0.3061,0.1356,-0.02404,0.0
strat,v2,7,2000,Insect/Disease,recall,0.0716,0.0678,0.05857,-0.00385,0.0
strat,v2,7,2000,Harvest,precision,0.0891,0.1012,0.04381,0.01216,0.0
strat,v2,7,2000,Development,precision,0.0073,0.0067,0.00498,-0.00058,0.0
strat,v2,7,2000,Forest,precision,0.8806,0.8801,0.00918,-0.00042,0.0
strat,v2,7,2000,Urban,precision,0.3765,0.3773,0.01976,0.00082,0.0
strat,v2,7,2000,Water,precision,0.9356,0.9361,0.01215,0.00045,0.0
strat,v2,7,2000,Agriculture,precision,0.8353,0.8353,0.01653,-2e-05,0.0
strat,v2,7,2000,Grass/Shrub,precision,0.2548,0.2565,0.02442,0.00163,0.0
strat,v2,7,2000,Wetland,precision,0.4741,0.4699,0.03425,-0.00424,0.0
strat,v2,7,2000,Beaver,precision,0.0019,0.0017,0.00166,-0.00021,0.0
strat,v2,7,2000,Insect/Disease,precision,0.0113,0.0112,0.01121,-0.00014,0.0
strat,v2,7,2000,Harvest,f1,0.0822,0.0856,0.02407,0.00345,0.0
strat,v2,7,2000,Development,f1,0.0135,0.0124,0.00912,-0.00112,0.0
strat,v2,7,2000,Forest,f1,0.8004,0.8008,0.01545,0.00044,0.0
strat,v2,7,2000,Urban,f1,0.4895,0.49,0.01912,0.0005,0.0
strat,v2,7,2000,Water,f1,0.941,0.9423,0.00825,0.00131,0.0
strat,v2,7,2000,Agriculture,f1,0.7996,0.7979,0.01434,-0.0017,0.0
strat,v2,7,2000,Grass/Shrub,f1,0.2715,0.272,0.02191,0.00046,0.0
strat,v2,7,2000,Wetland,f1,0.3951,0.389,0.02571,-0.00618,0.0
strat,v2,7,2000,Beaver,f1,0.0038,0.0034,0.00327,-0.00042,0.0
strat,v2,7,2000,Insect/Disease,f1,0.0196,0.0189,0.01857,-0.00062,0.0
simple,v2,7,5000,Harvest,recall,0.0763,0.0746,0.02123,-0.00171,0.0
simple,v2,7,5000,Development,recall,0.0916,0.09,0.08205,-0.00168,0.0
simple,v2,7,5000,Forest,recall,0.7336,0.7336,0.00688,1e-05,0.0
simple,v2,7,5000,Urban,recall,0.6996,0.7007,0.02013,0.00102,0.0
simple,v2,7,5000,Water,recall,0.9464,0.9457,0.00684,-0.00068,0.0
simple,v2,7,5000,Agriculture,recall,0.7669,0.7676,0.01124,0.0007,0.0
simple,v2,7,5000,Grass/Shrub,recall,0.2905,0.2904,0.01545,-7e-05,0.0
simple,v2,7,5000,Wetland,recall,0.3387,0.3409,0.01394,0.00218,0.0
simple,v2,7,5000,Beaver,recall,0.3302,0.3324,0.17925,0.00225,0.0
simple,v2,7,5000,Insect/Disease,recall,0.0716,0.0708,0.03191,-0.00076,0.0
simple,v2,7,5000,Harvest,precision,0.0891,0.0901,0.02861,0.00103,0.0
simple,v2,7,5000,Development,precision,0.0073,0.0071,0.00702,-0.0002,0.0
simple,v2,7,5000,Forest,precision,0.8806,0.881,0.00458,0.0004,0.0
simple,v2,7,5000,Urban,precision,0.3765,0.3767,0.01462,0.00017,0.0
simple,v2,7,5000,Water,precision,0.9356,0.935,0.00788,-0.00062,0.0
simple,v2,7,5000,Agriculture,precision,0.8353,0.837,0.00925,0.00173,0.0
simple,v2,7,5000,Grass/Shrub,precision,0.2548,0.255,0.01441,0.00021,0.0
simple,v2,7,5000,Wetland,precision,0.4741,0.475,0.01592,0.00084,0.0
simple,v2,7,5000,Beaver,precision,0.0019,0.0021,0.0014,0.00016,0.0
simple,v2,7,5000,Insect/Disease,precision,0.0113,0.0112,0.00551,-0.00012,0.0
simple,v2,7,5000,Harvest,f1,0.0822,0.0811,0.02343,-0.00108,0.0
simple,v2,7,5000,Development,f1,0.0135,0.0139,0.0126,0.00035,0.06
simple,v2,7,5000,Forest,f1,0.8004,0.8006,0.00486,0.00015,0.0
simple,v2,7,5000,Urban,f1,0.4895,0.4898,0.01551,0.00027,0.0
simple,v2,7,5000,Water,f1,0.941,0.9403,0.00583,-0.00067,0.0
simple,v2,7,5000,Agriculture,f1,0.7996,0.8008,0.00858,0.00112,0.0
simple,v2,7,5000,Grass/Shrub,f1,0.2715,0.2715,0.01382,-3e-05,0.0
simple,v2,7,5000,Wetland,f1,0.3951,0.3968,0.01311,0.00164,0.0
simple,v2,7,5000,Beaver,f1,0.0038,0.0041,0.00277,0.00032,0.0
simple,v2,7,5000,Insect/Disease,f1,0.0196,0.0193,0.0093,-0.00026,0.0
strat,v2,7,5000,Harvest,recall,0.0763,0.0766,0.01539,0.00029,0.0
strat,v2,7,5000,Development,recall,0.0916,0.0936,0.05004,0.00199,0.0
strat,v2,7,5000,Forest,recall,0.7336,0.736,0.01489,0.00242,0.0
strat,v2,7,5000,Urban,recall,0.6996,0.696,0.02048,-0.00368,0.0
strat,v2,7,5000,Water,recall,0.9464,0.9474,0.00802,0.00105,0.0
strat,v2,7,5000,Agriculture,recall,0.7669,0.7679,0.01365,0.00095,0.0
strat,v2,7,5000,Grass/Shrub,recall,0.2905,0.2893,0.01534,-0.00117,0.0
strat,v2,7,5000,Wetland,recall,0.3387,0.3384,0.01736,-0.00027,0.0
strat,v2,7,5000,Beaver,recall,0.3302,0.3395,0.14287,0.00936,0.0
strat,v2,7,5000,Insect/Disease,recall,0.0716,0.0717,0.03944,0.00013,0.0
strat,v2,7,5000,Harvest,precision,0.0891,0.0993,0.02737,0.01022,0.0
strat,v2,7,5000,Development,precision,0.0073,0.0077,0.00494,0.00036,0.0
strat,v2,7,5000,Forest,precision,0.8806,0.8804,0.00564,-0.00018,0.0
strat,v2,7,5000,Urban,precision,0.3765,0.3766,0.01314,6e-05,0.0
strat,v2,7,5000,Water,precision,0.9356,0.9352,0.00895,-0.00046,0.0
strat,v2,7,5000,Agriculture,precision,0.8353,0.8344,0.01006,-0.00089,0.0
strat,v2,7,5000,Grass/Shrub,precision,0.2548,0.2569,0.01724,0.0021,0.0
strat,v2,7,5000,Wetland,precision,0.4741,0.4755,0.02187,0.00131,0.0
strat,v2,7,5000,Beaver,precision,0.0019,0.0021,0.0016,0.0002,0.0
strat,v2,7,5000,Insect/Disease,precision,0.0113,0.0117,0.00739,0.00033,0.0
strat,v2,7,5000,Harvest,f1,0.0822,0.0854,0.01811,0.00323,0.0
strat,v2,7,5000,Development,f1,0.0135,0.0141,0.00897,0.00058,0.0
strat,v2,7,5000,Forest,f1,0.8004,0.8017,0.0099,0.00129,0.0
strat,v2,7,5000,Urban,f1,0.4895,0.4885,0.01326,-0.00102,0.0
strat,v2,7,5000,Water,f1,0.941,0.9412,0.00567,0.00025,0.0
strat,v2,7,5000,Agriculture,f1,0.7996,0.7997,0.00972,4e-05,0.0
strat,v2,7,5000,Grass/Shrub,f1,0.2715,0.2719,0.01443,0.00043,0.0
strat,v2,7,5000,Wetland,f1,0.3951,0.3951,0.01659,1e-05,0.0
strat,v2,7,5000,Beaver,f1,0.0038,0.0042,0.00316,0.00038,0.0
strat,v2,7,5000,Insect/Disease,f1,0.0196,0.0199,0.01227,0.00036,0.0
simple,v2,9,20,Harvest,recall,0.0757,0.0456,0.17813,-0.03006,0.4
simple,v2,9,20,Development,recall,0.0929,0.1429,0.36314,0.04998,0.86
simple,v2,9,20,Forest,recall,0.7338,0.7309,0.09561,-0.00292,0.0
simple,v2,9,20,Urban,recall,0.6992,0.6214,0.29259,-0.07782,0.02
simple,v2,9,20,Water,recall,0.9463,0.9076,0.21613,-0.03873,0.08
simple,v2,9,20,Agriculture,recall,0.767,0.7389,0.19745,-0.0281,0.0
simple,v2,9,20,Grass/Shrub,recall,0.2901,0.2311,0.20984,-0.05898,0.0
simple,v2,9,20,Wetland,recall,0.3392,0.3696,0.21337,0.03036,0.0
simple,v2,9,20,Beaver,recall,0.3289,0.25,0.46291,-0.07889,0.92
simple,v2,9,20,Insect/Disease,recall,0.0717,0.0524,0.17555,-0.01925,0.45
simple,v2,9,20,Harvest,precision,0.0887,0.0728,0.22649,-0.01599,0.55
simple,v2,9,20,Development,precision,0.0074,0.002,0.01354,-0.00535,0.45
simple,v2,9,20,Forest,precision,0.8805,0.8694,0.0735,-0.01114,0.0
simple,v2,9,20,Urban,precision,0.3765,0.3671,0.21884,-0.0094,0.02
simple,v2,9,20,Water,precision,0.9357,0.9186,0.19383,-0.01711,0.1
simple,v2,9,20,Agriculture,precision,0.8357,0.8154,0.15039,-0.02031,0.01
simple,v2,9,20,Grass/Shrub,precision,0.2545,0.2054,0.1832,-0.04913,0.0
simple,v2,9,20,Wetland,precision,0.4746,0.4596,0.22869,-0.01505,0.0
simple,v2,9,20,Beaver,precision,0.0019,0.0007,0.00472,-0.00125,0.01
simple,v2,9,20,Insect/Disease,precision,0.0113,0.0265,0.11795,0.01522,0.29
simple,v2,9,20,Harvest,f1,0.0817,0.1521,0.28107,0.07039,0.91
simple,v2,9,20,Development,f1,0.0137,0.102,0.11285,0.08837,0.98
simple,v2,9,20,Forest,f1,0.8005,0.7897,0.06748,-0.01084,0.0
simple,v2,9,20,Urban,f1,0.4895,0.4278,0.18704,-0.06171,0.06
simple,v2,9,20,Water,f1,0.941,0.9333,0.11914,-0.00763,0.12
simple,v2,9,20,Agriculture,f1,0.7999,0.7658,0.15334,-0.03412,0.01
simple,v2,9,20,Grass/Shrub,f1,0.2711,0.2216,0.16641,-0.04954,0.11
simple,v2,9,20,Wetland,f1,0.3957,0.3784,0.18365,-0.01729,0.0
simple,v2,9,20,Beaver,f1,0.0038,0.0645,0.00196,0.06073,0.98
simple,v2,9,20,Insect/Disease,f1,0.0195,0.2896,0.12433,0.2701,0.94
strat,v2,9,20,Harvest,recall,0.0757,0.0645,0.15406,-0.0112,0.0
strat,v2,9,20,Development,recall,0.0929,0.0595,0.14998,-0.03333,0.0
strat,v2,9,20,Forest,recall,0.7338,0.7753,0.19453,0.04145,0.0
strat,v2,9,20,Urban,recall,0.6992,0.7037,0.23414,0.00444,0.0
strat,v2,9,20,Water,recall,0.9463,0.9507,0.08889,0.00437,0.0
strat,v2,9,20,Agriculture,recall,0.767,0.7399,0.21813,-0.02709,0.0
strat,v2,9,20,Grass/Shrub,recall,0.2901,0.2345,0.19956,-0.05557,0.0
strat,v2,9,20,Wetland,recall,0.3392,0.3454,0.2235,0.00622,0.0
strat,v2,9,20,Beaver,recall,0.3289,0.3554,0.31898,0.02648,0.0
strat,v2,9,20,Insect/Disease,recall,0.0717,0.0745,0.16697,0.00279,0.0
strat,v2,9,20,Harvest,precision,0.0887,0.2516,0.37737,0.16287,0.29
strat,v2,9,20,Development,precision,0.0074,0.0797,0.20867,0.07232,0.12
strat,v2,9,20,Forest,precision,0.8805,0.8717,0.09483,-0.00884,0.0
strat,v2,9,20,Urban,precision,0.3765,0.4071,0.19407,0.03061,0.0
strat,v2,9,20,Water,precision,0.9357,0.9563,0.08066,0.02059,0.0
strat,v2,9,20,Agriculture,precision,0.8357,0.8406,0.15572,0.00491,0.0
strat,v2,9,20,Grass/Shrub,precision,0.2545,0.2909,0.28356,0.03637,0.0
strat,v2,9,20,Wetland,precision,0.4746,0.5294,0.27483,0.05474,0.0
strat,v2,9,20,Beaver,precision,0.0019,0.0083,0.02332,0.00642,0.0
strat,v2,9,20,Insect/Disease,precision,0.0113,0.0722,0.16312,0.06098,0.26
strat,v2,9,20,Harvest,f1,0.0817,0.2628,0.24451,0.18113,0.71
strat,v2,9,20,Development,f1,0.0137,0.101,0.15793,0.08731,0.67
strat,v2,9,20,Forest,f1,0.8005,0.8089,0.14653,0.00835,0.0
strat,v2,9,20,Urban,f1,0.4895,0.4784,0.18031,-0.01108,0.0
strat,v2,9,20,Water,f1,0.941,0.9491,0.06783,0.00816,0.0
strat,v2,9,20,Agriculture,f1,0.7999,0.772,0.18061,-0.02786,0.0
strat,v2,9,20,Grass/Shrub,f1,0.2711,0.2459,0.20649,-0.02525,0.06
strat,v2,9,20,Wetland,f1,0.3957,0.3895,0.21827,-0.00619,0.01
strat,v2,9,20,Beaver,f1,0.0038,0.0197,0.04508,0.01591,0.23
strat,v2,9,20,Insect/Disease,f1,0.0195,0.132,0.15154,0.11249,0.69
simple,v2,9,50,Harvest,recall,0.0757,0.0597,0.19265,-0.01602,0.12
simple,v2,9,50,Development,recall,0.0929,0.0423,0.19631,-0.05057,0.74
simple,v2,9,50,Forest,recall,0.7338,0.7367,0.06806,0.00284,0.0
simple,v2,9,50,Urban,recall,0.6992,0.6843,0.17728,-0.01494,0.0
simple,v2,9,50,Water,recall,0.9463,0.9401,0.06655,-0.00621,0.0
simple,v2,9,50,Agriculture,recall,0.767,0.7593,0.0965,-0.00776,0.0
simple,v2,9,50,Grass/Shrub,recall,0.2901,0.2909,0.14798,0.00087,0.0
simple,v2,9,50,Wetland,recall,0.3392,0.3384,0.13127,-0.00081,0.0
simple,v2,9,50,Beaver,recall,0.3289,0.2356,0.38904,-0.09324,0.82
simple,v2,9,50,Insect/Disease,recall,0.0717,0.0344,0.15964,-0.03725,0.25
simple,v2,9,50,Harvest,precision,0.0887,0.0615,0.19607,-0.02726,0.2
simple,v2,9,50,Development,precision,0.0074,0.0006,0.00444,-0.00675,0.07
simple,v2,9,50,Forest,precision,0.8805,0.8776,0.03774,-0.00293,0.0
simple,v2,9,50,Urban,precision,0.3765,0.3722,0.13294,-0.00431,0.0
simple,v2,9,50,Water,precision,0.9357,0.9323,0.11356,-0.00342,0.0
simple,v2,9,50,Agriculture,precision,0.8357,0.851,0.08316,0.01534,0.0
simple,v2,9,50,Grass/Shrub,precision,0.2545,0.2555,0.13568,0.00099,0.0
simple,v2,9,50,Wetland,precision,0.4746,0.4744,0.14339,-0.00023,0.0
simple,v2,9,50,Beaver,precision,0.0019,0.0013,0.00894,-0.0006,0.0
simple,v2,9,50,Insect/Disease,precision,0.0113,0.0026,0.01612,-0.00867,0.1
simple,v2,9,50,Harvest,f1,0.0817,0.2675,0.31896,0.18577,0.85
simple,v2,9,50,Development,f1,0.0137,0.0466,0.0126,0.03299,0.98
simple,v2,9,50,Forest,f1,0.8005,0.7993,0.04787,-0.00126,0.0
simple,v2,9,50,Urban,f1,0.4895,0.4725,0.12624,-0.01699,0.01
simple,v2,9,50,Water,f1,0.941,0.9294,0.0989,-0.0116,0.0
simple,v2,9,50,Agriculture,f1,0.7999,0.798,0.07261,-0.00189,0.0
simple,v2,9,50,Grass/Shrub,f1,0.2711,0.262,0.12891,-0.00908,0.0
simple,v2,9,50,Wetland,f1,0.3957,0.3841,0.12549,-0.01153,0.0
simple,v2,9,50,Beaver,f1,0.0038,0.0407,0.05748,0.03686,0.94
simple,v2,9,50,Insect/Disease,f1,0.0195,0.0772,0.09148,0.0577,0.95
strat,v2,9,50,Harvest,recall,0.0757,0.0765,0.09259,0.00086,0.0
strat,v2,9,50,Development,recall,0.0929,0.0724,0.10484,-0.02047,0.0
strat,v2,9,50,Forest,recall,0.7338,0.7378,0.14006,0.004,0.0
strat,v2,9,50,Urban,recall,0.6992,0.7124,0.14556,0.01319,0.0
strat,v2,9,50,Water,recall,0.9463,0.9486,0.05606,0.0023,0.0
strat,v2,9,50,Agriculture,recall,0.767,0.7381,0.13262,-0.02895,0.0
strat,v2,9,50,Grass/Shrub,recall,0.2901,0.3035,0.15995,0.01344,0.0
strat,v2,9,50,Wetland,recall,0.3392,0.32,0.15906,-0.01922,0.0
strat,v2,9,50,Beaver,recall,0.3289,0.3665,0.24774,0.0376,0.0
strat,v2,9,50,Insect/Disease,recall,0.0717,0.0491,0.09221,-0.02255,0.0
strat,v2,9,50,Harvest,precision,0.0887,0.2711,0.32185,0.18236,0.01
strat,v2,9,50,Development,precision,0.0074,0.0276,0.11162,0.02022,0.02
strat,v2,9,50,Forest,precision,0.8805,0.8756,0.0597,-0.00499,0.0
strat,v2,9,50,Urban,precision,0.3765,0.366,0.11561,-0.01057,0.0
strat,v2,9,50,Water,precision,0.9357,0.9504,0.06975,0.01474,0.0
strat,v2,9,50,Agriculture,precision,0.8357,0.8348,0.09467,-0.0009,0.0
strat,v2,9,50,Grass/Shrub,precision,0.2545,0.3007,0.16234,0.04624,0.0
strat,v2,9,50,Wetland,precision,0.4746,0.5037,0.20865,0.02903,0.0
strat,v2,9,50,Beaver,precision,0.0019,0.0017,0.00213,-0.00024,0.0
strat,v2,9,50,Insect/Disease,precision,0.0113,0.0678,0.16048,0.05655,0.05
strat,v2,9,50,Harvest,f1,0.0817,0.1176,0.11705,0.03588,0.19
strat,v2,9,50,Development,f1,0.0137,0.0353,0.07793,0.02167,0.36
strat,v2,9,50,Forest,f1,0.8005,0.7942,0.09965,-0.00631,0.0
strat,v2,9,50,Urban,f1,0.4895,0.4696,0.11024,-0.01985,0.0
strat,v2,9,50,Water,f1,0.941,0.9471,0.04596,0.00613,0.0
strat,v2,9,50,Agriculture,f1,0.7999,0.7784,0.10528,-0.02148,0.0
strat,v2,9,50,Grass/Shrub,f1,0.2711,0.2835,0.14077,0.01237,0.0
strat,v2,9,50,Wetland,f1,0.3957,0.3736,0.15812,-0.02209,0.0
strat,v2,9,50,Beaver,f1,0.0038,0.0035,0.0042,-0.00033,0.05
strat,v2,9,50,Insect/Disease,f1,0.0195,0.0636,0.07134,0.04417,0.51
simple,v2,9,100,Harvest,recall,0.0757,0.0654,0.15255,-0.01027,0.02
simple,v2,9,100,Development,recall,0.0929,0.0478,0.11099,-0.04503,0.51
simple,v2,9,100,Forest,recall,0.7338,0.7397,0.04396,0.00584,0.0
simple,v2,9,100,Urban,recall,0.6992,0.7206,0.12437,0.02136,0.0
simple,v2,9,100,Water,recall,0.9463,0.9457,0.03594,-0.00061,0.0
simple,v2,9,100,Agriculture,recall,0.767,0.7608,0.07351,-0.00621,0.0
simple,v2,9,100,Grass/Shrub,recall,0.2901,0.2921,0.09731,0.00204,0.0
simple,v2,9,100,Wetland,recall,0.3392,0.3267,0.0924,-0.01257,0.0
simple,v2,9,100,Beaver,recall,0.3289,0.1605,0.28559,-0.16842,0.61
simple,v2,9,100,Insect/Disease,recall,0.0717,0.069,0.19655,-0.00266,0.02
simple,v2,9,100,Harvest,precision,0.0887,0.1101,0.25058,0.02141,0.07
simple,v2,9,100,Development,precision,0.0074,0.0169,0.09406,0.00949,0.03
simple,v2,9,100,Forest,precision,0.8805,0.88,0.02704,-0.0005,0.0
simple,v2,9,100,Urban,precision,0.3765,0.3929,0.09992,0.01632,0.0
simple,v2,9,100,Water,precision,0.9357,0.9372,0.05356,0.00153,0.0
simple,v2,9,100,Agriculture,precision,0.8357,0.8413,0.06796,0.00557,0.0
simple,v2,9,100,Grass/Shrub,precision,0.2545,0.2565,0.09788,0.002,0.0
simple,v2,9,100,Wetland,precision,0.4746,0.4641,0.11133,-0.01052,0.0
simple,v2,9,100,Beaver,precision,0.0019,0.0028,0.01185,0.00085,0.0
simple,v2,9,100,Insect/Disease,precision,0.0113,0.0075,0.01802,-0.00376,0.0
simple,v2,9,100,Harvest,f1,0.0817,0.2138,0.22901,0.13209,0.67
simple,v2,9,100,Development,f1,0.0137,0.1283,0.13627,0.11469,0.9
simple,v2,9,100,Forest,f1,0.8005,0.803,0.02993,0.00247,0.0
simple,v2,9,100,Urban,f1,0.4895,0.5033,0.10319,0.01384,0.0
simple,v2,9,100,Water,f1,0.941,0.9404,0.03489,-0.00059,0.0
simple,v2,9,100,Agriculture,f1,0.7999,0.7962,0.05467,-0.00365,0.0
simple,v2,9,100,Grass/Shrub,f1,0.2711,0.267,0.0878,-0.00407,0.0
simple,v2,9,100,Wetland,f1,0.3957,0.3781,0.09097,-0.01755,0.0
simple,v2,9,100,Beaver,f1,0.0038,0.0395,0.04868,0.03564,0.87
simple,v2,9,100,Insect/Disease,f1,0.0195,0.0519,0.03794,0.03247,0.77
strat,v2,9,100,Harvest,recall,0.0757,0.0984,0.10931,0.02272,0.0
strat,v2,9,100,Development,recall,0.0929,0.0914,0.13717,-0.00147,0.0
strat,v2,9,100,Forest,recall,0.7338,0.7278,0.10271,-0.00599,0.0
strat,v2,9,100,Urban,recall,0.6992,0.7145,0.12843,0.01531,0.0
strat,v2,9,100,Water,recall,0.9463,0.9461,0.04927,-0.00016,0.0
strat,v2,9,100,Agriculture,recall,0.767,0.7675,0.08433,0.00045,0.0
strat,v2,9,100,Grass/Shrub,recall,0.2901,0.2751,0.1063,-0.01491,0.0
strat,v2,9,100,Wetland,recall,0.3392,0.3443,0.10689,0.00505,0.0
strat,v2,9,100,Beaver,recall,0.3289,0.3881,0.20284,0.05926,0.0
