design,version,W,n,cls,metric,census,mean,sd,bias,frac_undefined
strat,v4,1,200,Wetland,precision,0.3561,0.4562,0.31397,0.10011,0.0
strat,v4,1,200,Beaver,precision,0.0097,0.1145,0.26537,0.10479,0.0
strat,v4,1,200,Insect/Disease,precision,0.0109,0.0607,0.17191,0.04976,0.0
strat,v4,1,200,Harvest,f1,0.0705,0.1093,0.05983,0.03881,0.25
strat,v4,1,200,Development,f1,0.0084,0.0211,0.04211,0.01266,0.08
strat,v4,1,200,Forest,f1,0.7055,0.6937,0.08552,-0.01176,0.0
strat,v4,1,200,Urban,f1,0.1279,0.1415,0.04455,0.01367,0.0
strat,v4,1,200,Water,f1,0.5106,0.5088,0.12055,-0.00185,0.0
strat,v4,1,200,Agriculture,f1,0.5823,0.5573,0.09856,-0.02503,0.0
strat,v4,1,200,Grass/Shrub,f1,0.2404,0.2442,0.08612,0.00379,0.0
strat,v4,1,200,Wetland,f1,0.1616,0.1928,0.0883,0.03117,0.15
strat,v4,1,200,Beaver,f1,0.0186,0.0752,0.11754,0.05666,0.0
strat,v4,1,200,Insect/Disease,f1,0.017,0.0496,0.04469,0.03257,0.44
simple,v4,1,500,Harvest,recall,0.0703,0.0865,0.15979,0.0162,0.0
simple,v4,1,500,Development,recall,0.1221,0.1333,0.34575,0.01123,0.7
simple,v4,1,500,Forest,recall,0.6604,0.6622,0.02458,0.00178,0.0
simple,v4,1,500,Urban,recall,0.4309,0.4314,0.11713,0.00046,0.0
simple,v4,1,500,Water,recall,0.5586,0.5605,0.06721,0.00197,0.0
simple,v4,1,500,Agriculture,recall,0.4748,0.4729,0.05688,-0.00186,0.0
simple,v4,1,500,Grass/Shrub,recall,0.2383,0.2476,0.06145,0.00929,0.0
simple,v4,1,500,Wetland,recall,0.1046,0.1059,0.04395,0.00135,0.0
simple,v4,1,500,Beaver,recall,0.2032,0.2222,0.44096,0.01901,0.91
simple,v4,1,500,Insect/Disease,recall,0.0383,0.0337,0.1172,-0.00452,0.19
simple,v4,1,500,Harvest,precision,0.0707,0.0722,0.11914,0.00148,0.0
simple,v4,1,500,Development,precision,0.0044,0.0051,0.02574,0.00074,0.0
simple,v4,1,500,Forest,precision,0.7571,0.7618,0.02639,0.0047,0.0
simple,v4,1,500,Urban,precision,0.0751,0.0753,0.02611,0.00026,0.0
simple,v4,1,500,Water,precision,0.4703,0.4728,0.06044,0.00249,0.0
simple,v4,1,500,Agriculture,precision,0.7529,0.7519,0.05899,-0.00101,0.0
simple,v4,1,500,Grass/Shrub,precision,0.2425,0.2518,0.06936,0.00929,0.0
simple,v4,1,500,Wetland,precision,0.3561,0.3595,0.12051,0.00344,0.0
simple,v4,1,500,Beaver,precision,0.0097,0.0034,0.02357,-0.00637,0.01
simple,v4,1,500,Insect/Disease,precision,0.0109,0.0114,0.04287,0.00042,0.0
simple,v4,1,500,Harvest,f1,0.0705,0.2142,0.08269,0.14374,0.67
simple,v4,1,500,Development,f1,0.0084,0.2248,0.05177,0.21643,0.96
simple,v4,1,500,Forest,f1,0.7055,0.7082,0.02091,0.00275,0.0
simple,v4,1,500,Urban,f1,0.1279,0.1273,0.04143,-0.0006,0.0
simple,v4,1,500,Water,f1,0.5106,0.5106,0.05346,-9e-05,0.0
simple,v4,1,500,Agriculture,f1,0.5823,0.5788,0.05203,-0.0035,0.0
simple,v4,1,500,Grass/Shrub,f1,0.2404,0.2476,0.06134,0.00726,0.0
simple,v4,1,500,Wetland,f1,0.1616,0.163,0.05915,0.00139,0.01
simple,v4,1,500,Beaver,f1,0.0186,0.2857,0.0,0.26712,0.98
simple,v4,1,500,Insect/Disease,f1,0.017,0.2212,0.05409,0.20419,0.93
strat,v4,1,500,Harvest,recall,0.0703,0.0682,0.03517,-0.00211,0.0
strat,v4,1,500,Development,recall,0.1221,0.1222,0.04177,0.0001,0.0
strat,v4,1,500,Forest,recall,0.6604,0.6576,0.06865,-0.00282,0.0
strat,v4,1,500,Urban,recall,0.4309,0.4234,0.07079,-0.00755,0.0
strat,v4,1,500,Water,recall,0.5586,0.5616,0.07042,0.00304,0.0
strat,v4,1,500,Agriculture,recall,0.4748,0.47,0.07641,-0.00476,0.0
strat,v4,1,500,Grass/Shrub,recall,0.2383,0.234,0.05731,-0.00429,0.0
strat,v4,1,500,Wetland,recall,0.1046,0.11,0.04517,0.00544,0.0
strat,v4,1,500,Beaver,recall,0.2032,0.2058,0.04691,0.00258,0.0
strat,v4,1,500,Insect/Disease,recall,0.0383,0.0362,0.02662,-0.00206,0.0
strat,v4,1,500,Harvest,precision,0.0707,0.119,0.14963,0.0483,0.0
strat,v4,1,500,Development,precision,0.0044,0.005,0.00282,0.00067,0.0
strat,v4,1,500,Forest,precision,0.7571,0.7563,0.02562,-0.00082,0.0
strat,v4,1,500,Urban,precision,0.0751,0.0753,0.01489,0.00022,0.0
strat,v4,1,500,Water,precision,0.4703,0.4869,0.10312,0.01658,0.0
strat,v4,1,500,Agriculture,precision,0.7529,0.7669,0.07221,0.01391,0.0
strat,v4,1,500,Grass/Shrub,precision,0.2425,0.239,0.06266,-0.00356,0.0
strat,v4,1,500,Wetland,precision,0.3561,0.377,0.1858,0.02094,0.0
strat,v4,1,500,Beaver,precision,0.0097,0.0222,0.04177,0.0125,0.0
strat,v4,1,500,Insect/Disease,precision,0.0109,0.0146,0.01706,0.00364,0.0
strat,v4,1,500,Harvest,f1,0.0705,0.077,0.04142,0.00652,0.03
strat,v4,1,500,Development,f1,0.0084,0.0096,0.00521,0.00119,0.0
strat,v4,1,500,Forest,f1,0.7055,0.7021,0.04685,-0.00336,0.0
strat,v4,1,500,Urban,f1,0.1279,0.1276,0.02391,-0.00029,0.0
strat,v4,1,500,Water,f1,0.5106,0.5166,0.07514,0.00592,0.0
strat,v4,1,500,Agriculture,f1,0.5823,0.5797,0.07034,-0.0026,0.0
strat,v4,1,500,Grass/Shrub,f1,0.2404,0.2336,0.05234,-0.00676,0.0
strat,v4,1,500,Wetland,f1,0.1616,0.1656,0.0647,0.00396,0.0
strat,v4,1,500,Beaver,f1,0.0186,0.0332,0.04005,0.01463,0.0
strat,v4,1,500,Insect/Disease,f1,0.017,0.0223,0.01746,0.00529,0.16
simple,v4,1,1000,Harvest,recall,0.0703,0.0857,0.08261,0.01537,0.0
simple,v4,1,1000,Development,recall,0.1221,0.1062,0.24329,-0.01589,0.49
simple,v4,1,1000,Forest,recall,0.6604,0.6594,0.02096,-0.00103,0.0
simple,v4,1,1000,Urban,recall,0.4309,0.4282,0.09187,-0.00271,0.0
simple,v4,1,1000,Water,recall,0.5586,0.5567,0.05741,-0.00185,0.0
simple,v4,1,1000,Agriculture,recall,0.4748,0.4752,0.04464,0.00042,0.0
simple,v4,1,1000,Grass/Shrub,recall,0.2383,0.2364,0.04193,-0.0019,0.0
simple,v4,1,1000,Wetland,recall,0.1046,0.1032,0.02731,-0.00141,0.0
simple,v4,1,1000,Beaver,recall,0.2032,0.2095,0.38633,0.00631,0.65
simple,v4,1,1000,Insect/Disease,recall,0.0383,0.0299,0.13063,-0.0084,0.04
simple,v4,1,1000,Harvest,precision,0.0707,0.0965,0.09213,0.02584,0.0
simple,v4,1,1000,Development,precision,0.0044,0.0055,0.01688,0.00114,0.0
simple,v4,1,1000,Forest,precision,0.7571,0.756,0.02104,-0.00105,0.0
simple,v4,1,1000,Urban,precision,0.0751,0.0744,0.01993,-0.0007,0.0
simple,v4,1,1000,Water,precision,0.4703,0.4683,0.04303,-0.00199,0.0
simple,v4,1,1000,Agriculture,precision,0.7529,0.7541,0.04638,0.00111,0.0
simple,v4,1,1000,Grass/Shrub,precision,0.2425,0.2405,0.04826,-0.00206,0.0
simple,v4,1,1000,Wetland,precision,0.3561,0.3539,0.07552,-0.00218,0.0
simple,v4,1,1000,Beaver,precision,0.0097,0.0101,0.03399,0.00038,0.0
simple,v4,1,1000,Insect/Disease,precision,0.0109,0.0063,0.02451,-0.00461,0.0
simple,v4,1,1000,Harvest,f1,0.0705,0.1318,0.05899,0.06131,0.34
simple,v4,1,1000,Development,f1,0.0084,0.0987,0.02111,0.09033,0.9
simple,v4,1,1000,Forest,f1,0.7055,0.7042,0.01712,-0.00126,0.0
simple,v4,1,1000,Urban,f1,0.1279,0.1262,0.03164,-0.00169,0.0
simple,v4,1,1000,Water,f1,0.5106,0.5077,0.04405,-0.00298,0.0
simple,v4,1,1000,Agriculture,f1,0.5823,0.5818,0.04036,-0.00056,0.0
simple,v4,1,1000,Grass/Shrub,f1,0.2404,0.2372,0.04125,-0.00315,0.0
simple,v4,1,1000,Wetland,f1,0.1616,0.1588,0.03877,-0.00281,0.0
simple,v4,1,1000,Beaver,f1,0.0186,0.1937,0.06084,0.17511,0.91
simple,v4,1,1000,Insect/Disease,f1,0.017,0.1319,0.03206,0.11484,0.93
strat,v4,1,1000,Harvest,recall,0.0703,0.0707,0.02783,0.00039,0.0
strat,v4,1,1000,Development,recall,0.1221,0.1218,0.02783,-0.0003,0.0
strat,v4,1,1000,Forest,recall,0.6604,0.6551,0.04491,-0.00532,0.0
strat,v4,1,1000,Urban,recall,0.4309,0.4347,0.04792,0.00375,0.0
strat,v4,1,1000,Water,recall,0.5586,0.5648,0.05042,0.00624,0.0
strat,v4,1,1000,Agriculture,recall,0.4748,0.481,0.04988,0.00624,0.0
strat,v4,1,1000,Grass/Shrub,recall,0.2383,0.2342,0.03983,-0.00409,0.0
strat,v4,1,1000,Wetland,recall,0.1046,0.1023,0.03058,-0.00226,0.0
strat,v4,1,1000,Beaver,recall,0.2032,0.2115,0.04081,0.00828,0.0
strat,v4,1,1000,Insect/Disease,recall,0.0383,0.0388,0.01914,0.00054,0.0
strat,v4,1,1000,Harvest,precision,0.0707,0.0769,0.04286,0.00625,0.0
strat,v4,1,1000,Development,precision,0.0044,0.0049,0.00251,0.00057,0.0
strat,v4,1,1000,Forest,precision,0.7571,0.7564,0.02172,-0.00071,0.0
strat,v4,1,1000,Urban,precision,0.0751,0.0768,0.01228,0.00173,0.0
strat,v4,1,1000,Water,precision,0.4703,0.4778,0.06892,0.00747,0.0
strat,v4,1,1000,Agriculture,precision,0.7529,0.7505,0.05857,-0.00242,0.0
strat,v4,1,1000,Grass/Shrub,precision,0.2425,0.243,0.04073,0.00048,0.0
strat,v4,1,1000,Wetland,precision,0.3561,0.3701,0.12602,0.01409,0.0
strat,v4,1,1000,Beaver,precision,0.0097,0.0135,0.0086,0.00372,0.0
strat,v4,1,1000,Insect/Disease,precision,0.0109,0.0135,0.01018,0.00251,0.0
strat,v4,1,1000,Harvest,f1,0.0705,0.0704,0.02838,-0.00011,0.0
strat,v4,1,1000,Development,f1,0.0084,0.0094,0.00459,0.00101,0.0
strat,v4,1,1000,Forest,f1,0.7055,0.7016,0.03235,-0.0039,0.0
strat,v4,1,1000,Urban,f1,0.1279,0.1303,0.01903,0.00243,0.0
strat,v4,1,1000,Water,f1,0.5106,0.5151,0.05198,0.00448,0.0
strat,v4,1,1000,Agriculture,f1,0.5823,0.5844,0.04414,0.00201,0.0
strat,v4,1,1000,Grass/Shrub,f1,0.2404,0.2375,0.03697,-0.00291,0.0
strat,v4,1,1000,Wetland,f1,0.1616,0.158,0.04483,-0.00367,0.0
strat,v4,1,1000,Beaver,f1,0.0186,0.0247,0.01372,0.00611,0.0
strat,v4,1,1000,Insect/Disease,f1,0.017,0.0193,0.01168,0.00232,0.02
simple,v4,1,2000,Harvest,recall,0.0703,0.0768,0.05556,0.0065,0.0
simple,v4,1,2000,Development,recall,0.1221,0.0944,0.22189,-0.02766,0.25
simple,v4,1,2000,Forest,recall,0.6604,0.6593,0.01434,-0.00115,0.0
simple,v4,1,2000,Urban,recall,0.4309,0.4267,0.05689,-0.00423,0.0
simple,v4,1,2000,Water,recall,0.5586,0.5582,0.03534,-0.00035,0.0
simple,v4,1,2000,Agriculture,recall,0.4748,0.473,0.02903,-0.00179,0.0
simple,v4,1,2000,Grass/Shrub,recall,0.2383,0.2388,0.03265,0.00054,0.0
simple,v4,1,2000,Wetland,recall,0.1046,0.1042,0.01966,-0.00038,0.0
simple,v4,1,2000,Beaver,recall,0.2032,0.1557,0.33729,-0.04748,0.39
simple,v4,1,2000,Insect/Disease,recall,0.0383,0.0414,0.0905,0.00314,0.0
simple,v4,1,2000,Harvest,precision,0.0707,0.0786,0.05885,0.00793,0.0
simple,v4,1,2000,Development,precision,0.0044,0.0044,0.01155,1e-05,0.0
simple,v4,1,2000,Forest,precision,0.7571,0.7571,0.01517,4e-05,0.0
simple,v4,1,2000,Urban,precision,0.0751,0.0741,0.01343,-0.00099,0.0
simple,v4,1,2000,Water,precision,0.4703,0.4714,0.032,0.00111,0.0
simple,v4,1,2000,Agriculture,precision,0.7529,0.7537,0.03085,0.00072,0.0
simple,v4,1,2000,Grass/Shrub,precision,0.2425,0.2409,0.03161,-0.00166,0.0
simple,v4,1,2000,Wetland,precision,0.3561,0.3512,0.05963,-0.00484,0.0
simple,v4,1,2000,Beaver,precision,0.0097,0.0092,0.02563,-0.00053,0.0
simple,v4,1,2000,Insect/Disease,precision,0.0109,0.0097,0.01845,-0.00128,0.0
simple,v4,1,2000,Harvest,f1,0.0705,0.0941,0.04412,0.02363,0.19
simple,v4,1,2000,Development,f1,0.0084,0.058,0.01875,0.04962,0.86
simple,v4,1,2000,Forest,f1,0.7055,0.7047,0.01147,-0.00077,0.0
simple,v4,1,2000,Urban,f1,0.1279,0.126,0.02141,-0.00186,0.0
simple,v4,1,2000,Water,f1,0.5106,0.5106,0.02901,-7e-05,0.0
simple,v4,1,2000,Agriculture,f1,0.5823,0.5806,0.02592,-0.0017,0.0
simple,v4,1,2000,Grass/Shrub,f1,0.2404,0.2393,0.02992,-0.00111,0.0
simple,v4,1,2000,Wetland,f1,0.1616,0.1603,0.02837,-0.0014,0.0
simple,v4,1,2000,Beaver,f1,0.0186,0.1384,0.02836,0.11982,0.88
simple,v4,1,2000,Insect/Disease,f1,0.017,0.065,0.01492,0.04793,0.77
strat,v4,1,2000,Harvest,recall,0.0703,0.0718,0.01601,0.00149,0.0
strat,v4,1,2000,Development,recall,0.1221,0.1217,0.02273,-0.0004,0.0
strat,v4,1,2000,Forest,recall,0.6604,0.6659,0.03454,0.00553,0.0
strat,v4,1,2000,Urban,recall,0.4309,0.4317,0.03373,0.0007,0.0
strat,v4,1,2000,Water,recall,0.5586,0.5544,0.03705,-0.00421,0.0
strat,v4,1,2000,Agriculture,recall,0.4748,0.4766,0.03546,0.00184,0.0
strat,v4,1,2000,Grass/Shrub,recall,0.2383,0.2377,0.03243,-0.00059,0.0
strat,v4,1,2000,Wetland,recall,0.1046,0.1035,0.02093,-0.00106,0.0
strat,v4,1,2000,Beaver,recall,0.2032,0.2051,0.02958,0.00188,0.0
strat,v4,1,2000,Insect/Disease,recall,0.0383,0.0385,0.01268,0.00024,0.0
strat,v4,1,2000,Harvest,precision,0.0707,0.0823,0.02814,0.0116,0.0
strat,v4,1,2000,Development,precision,0.0044,0.0044,0.00122,9e-05,0.0
strat,v4,1,2000,Forest,precision,0.7571,0.7577,0.01606,0.00061,0.0
strat,v4,1,2000,Urban,precision,0.0751,0.0767,0.00805,0.00164,0.0
strat,v4,1,2000,Water,precision,0.4703,0.4796,0.04887,0.00931,0.0
strat,v4,1,2000,Agriculture,precision,0.7529,0.7511,0.04107,-0.00181,0.0
strat,v4,1,2000,Grass/Shrub,precision,0.2425,0.2418,0.03537,-0.00071,0.0
strat,v4,1,2000,Wetland,precision,0.3561,0.3566,0.08211,0.00055,0.0
strat,v4,1,2000,Beaver,precision,0.0097,0.0113,0.00504,0.00155,0.0
strat,v4,1,2000,Insect/Disease,precision,0.0109,0.0129,0.00705,0.00192,0.0
strat,v4,1,2000,Harvest,f1,0.0705,0.075,0.01762,0.00455,0.0
strat,v4,1,2000,Development,f1,0.0084,0.0086,0.0023,0.00014,0.0
strat,v4,1,2000,Forest,f1,0.7055,0.7086,0.02526,0.00314,0.0
strat,v4,1,2000,Urban,f1,0.1279,0.1302,0.01253,0.00229,0.0
strat,v4,1,2000,Water,f1,0.5106,0.5129,0.03614,0.00222,0.0
strat,v4,1,2000,Agriculture,f1,0.5823,0.5823,0.03252,0.0,0.0
strat,v4,1,2000,Grass/Shrub,f1,0.2404,0.239,0.03108,-0.00135,0.0
strat,v4,1,2000,Wetland,f1,0.1616,0.1595,0.0309,-0.00215,0.0
strat,v4,1,2000,Beaver,f1,0.0186,0.0212,0.00876,0.00263,0.0
strat,v4,1,2000,Insect/Disease,f1,0.017,0.0188,0.00861,0.00177,0.0
simple,v4,1,5000,Harvest,recall,0.0703,0.0747,0.03461,0.00439,0.0
simple,v4,1,5000,Development,recall,0.1221,0.1028,0.16485,-0.0193,0.04
simple,v4,1,5000,Forest,recall,0.6604,0.6594,0.00893,-0.00102,0.0
simple,v4,1,5000,Urban,recall,0.4309,0.4298,0.03855,-0.0011,0.0
simple,v4,1,5000,Water,recall,0.5586,0.5567,0.02275,-0.00186,0.0
simple,v4,1,5000,Agriculture,recall,0.4748,0.4744,0.01611,-0.00034,0.0
simple,v4,1,5000,Grass/Shrub,recall,0.2383,0.238,0.02117,-0.00031,0.0
simple,v4,1,5000,Wetland,recall,0.1046,0.1038,0.0128,-0.00076,0.0
simple,v4,1,5000,Beaver,recall,0.2032,0.2248,0.32152,0.02157,0.22
simple,v4,1,5000,Insect/Disease,recall,0.0383,0.0345,0.04867,-0.00381,0.0
simple,v4,1,5000,Harvest,precision,0.0707,0.0739,0.03385,0.00319,0.0
simple,v4,1,5000,Development,precision,0.0044,0.0047,0.00762,0.00037,0.0
simple,v4,1,5000,Forest,precision,0.7571,0.7565,0.00825,-0.00057,0.0
simple,v4,1,5000,Urban,precision,0.0751,0.0751,0.00803,-0.0,0.0
simple,v4,1,5000,Water,precision,0.4703,0.4684,0.01992,-0.00193,0.0
simple,v4,1,5000,Agriculture,precision,0.7529,0.7518,0.02158,-0.0011,0.0
simple,v4,1,5000,Grass/Shrub,precision,0.2425,0.2425,0.023,-1e-05,0.0
simple,v4,1,5000,Wetland,precision,0.3561,0.3551,0.03758,-0.00099,0.0
simple,v4,1,5000,Beaver,precision,0.0097,0.0093,0.01508,-0.00042,0.0
simple,v4,1,5000,Insect/Disease,precision,0.0109,0.0096,0.0138,-0.00133,0.0
simple,v4,1,5000,Harvest,f1,0.0705,0.0745,0.03246,0.00397,0.01
simple,v4,1,5000,Development,f1,0.0084,0.0289,0.00958,0.02054,0.69
simple,v4,1,5000,Forest,f1,0.7055,0.7046,0.00688,-0.00087,0.0
simple,v4,1,5000,Urban,f1,0.1279,0.1277,0.01288,-0.00015,0.0
simple,v4,1,5000,Water,f1,0.5106,0.5085,0.01773,-0.00219,0.0
simple,v4,1,5000,Agriculture,f1,0.5823,0.5816,0.01549,-0.00077,0.0
simple,v4,1,5000,Grass/Shrub,f1,0.2404,0.24,0.02098,-0.00035,0.0
simple,v4,1,5000,Wetland,f1,0.1616,0.1604,0.01832,-0.00121,0.0
simple,v4,1,5000,Beaver,f1,0.0186,0.0545,0.0206,0.03594,0.68
simple,v4,1,5000,Insect/Disease,f1,0.017,0.0373,0.01709,0.02028,0.6
strat,v4,1,5000,Harvest,recall,0.0703,0.0713,0.01105,0.00095,0.0
strat,v4,1,5000,Development,recall,0.1221,0.1232,0.01368,0.00112,0.0
strat,v4,1,5000,Forest,recall,0.6604,0.6618,0.01944,0.00138,0.0
strat,v4,1,5000,Urban,recall,0.4309,0.4365,0.02299,0.00551,0.0
strat,v4,1,5000,Water,recall,0.5586,0.5615,0.02267,0.00296,0.0
strat,v4,1,5000,Agriculture,recall,0.4748,0.4731,0.02339,-0.00168,0.0
strat,v4,1,5000,Grass/Shrub,recall,0.2383,0.2373,0.02119,-0.00095,0.0
strat,v4,1,5000,Wetland,recall,0.1046,0.1017,0.01464,-0.00282,0.0
strat,v4,1,5000,Beaver,recall,0.2032,0.2057,0.01903,0.00252,0.0
strat,v4,1,5000,Insect/Disease,recall,0.0383,0.0378,0.00886,-0.00044,0.0
strat,v4,1,5000,Harvest,precision,0.0707,0.0754,0.01959,0.00471,0.0
strat,v4,1,5000,Development,precision,0.0044,0.0045,0.0007,0.00015,0.0
strat,v4,1,5000,Forest,precision,0.7571,0.7573,0.00758,0.00022,0.0
strat,v4,1,5000,Urban,precision,0.0751,0.0768,0.0051,0.00168,0.0
strat,v4,1,5000,Water,precision,0.4703,0.4754,0.02791,0.00513,0.0
strat,v4,1,5000,Agriculture,precision,0.7529,0.7473,0.02537,-0.00569,0.0
strat,v4,1,5000,Grass/Shrub,precision,0.2425,0.2403,0.0232,-0.00225,0.0
strat,v4,1,5000,Wetland,precision,0.3561,0.3554,0.05653,-0.00067,0.0
strat,v4,1,5000,Beaver,precision,0.0097,0.01,0.00229,0.00024,0.0
strat,v4,1,5000,Insect/Disease,precision,0.0109,0.0108,0.0029,-0.00013,0.0
strat,v4,1,5000,Harvest,f1,0.0705,0.0726,0.01327,0.00207,0.0
strat,v4,1,5000,Development,f1,0.0084,0.0087,0.00133,0.00028,0.0
strat,v4,1,5000,Forest,f1,0.7055,0.7062,0.01325,0.00077,0.0
strat,v4,1,5000,Urban,f1,0.1279,0.1305,0.0081,0.00264,0.0
strat,v4,1,5000,Water,f1,0.5106,0.5144,0.02045,0.00372,0.0
strat,v4,1,5000,Agriculture,f1,0.5823,0.5791,0.02183,-0.00327,0.0
strat,v4,1,5000,Grass/Shrub,f1,0.2404,0.2385,0.02066,-0.00186,0.0
strat,v4,1,5000,Wetland,f1,0.1616,0.1577,0.02139,-0.00396,0.0
strat,v4,1,5000,Beaver,f1,0.0186,0.019,0.00419,0.00042,0.0
strat,v4,1,5000,Insect/Disease,f1,0.017,0.0167,0.00417,-0.0003,0.0
simple,v4,3,20,Harvest,recall,0.0701,0.0715,0.21626,0.0014,0.78
simple,v4,3,20,Development,recall,0.1223,0.0,0.0,-0.12229,0.97
simple,v4,3,20,Forest,recall,0.6605,0.6656,0.12264,0.00513,0.0
simple,v4,3,20,Urban,recall,0.4394,0.3346,0.34765,-0.10478,0.19
simple,v4,3,20,Water,recall,0.5587,0.5402,0.37597,-0.01856,0.09
simple,v4,3,20,Agriculture,recall,0.475,0.4771,0.28761,0.00212,0.0
simple,v4,3,20,Grass/Shrub,recall,0.2382,0.3089,0.29986,0.07069,0.01
simple,v4,3,20,Wetland,recall,0.1047,0.1237,0.20054,0.01904,0.02
simple,v4,3,20,Beaver,recall,0.2051,0.0,0.0,-0.20506,0.97
simple,v4,3,20,Insect/Disease,recall,0.0384,0.0,0.0,-0.03839,0.81
simple,v4,3,20,Harvest,precision,0.0705,0.0421,0.17268,-0.02843,0.58
simple,v4,3,20,Development,precision,0.0044,0.0,0.0,-0.00437,0.46
simple,v4,3,20,Forest,precision,0.7581,0.7835,0.10845,0.02537,0.0
simple,v4,3,20,Urban,precision,0.0739,0.0598,0.0938,-0.01413,0.0
simple,v4,3,20,Water,precision,0.4707,0.4288,0.31527,-0.04196,0.03
simple,v4,3,20,Agriculture,precision,0.7538,0.7255,0.28832,-0.02831,0.07
simple,v4,3,20,Grass/Shrub,precision,0.2427,0.2914,0.29062,0.04874,0.01
simple,v4,3,20,Wetland,precision,0.3566,0.3639,0.38066,0.00733,0.21
simple,v4,3,20,Beaver,precision,0.0098,0.0,0.0,-0.0098,0.7
simple,v4,3,20,Insect/Disease,precision,0.011,0.0,0.0,-0.01098,0.64
simple,v4,3,20,Harvest,f1,0.0703,0.4149,0.15595,0.3446,0.97
simple,v4,3,20,Development,f1,0.0084,,,,1.0
simple,v4,3,20,Forest,f1,0.7059,0.7103,0.09034,0.00436,0.0
simple,v4,3,20,Urban,f1,0.1265,0.1866,0.13891,0.06005,0.51
simple,v4,3,20,Water,f1,0.511,0.584,0.21678,0.07305,0.27
simple,v4,3,20,Agriculture,f1,0.5828,0.6127,0.20136,0.02996,0.13
simple,v4,3,20,Grass/Shrub,f1,0.2405,0.3808,0.2198,0.14032,0.29
simple,v4,3,20,Wetland,f1,0.1618,0.3187,0.20964,0.15686,0.53
simple,v4,3,20,Beaver,f1,0.0187,,,,1.0
simple,v4,3,20,Insect/Disease,f1,0.0171,,,,1.0
strat,v4,3,20,Harvest,recall,0.0701,0.0566,0.15112,-0.01351,0.0
strat,v4,3,20,Development,recall,0.1223,0.1378,0.26537,0.01548,0.0
strat,v4,3,20,Forest,recall,0.6605,0.6265,0.26899,-0.03397,0.0
strat,v4,3,20,Urban,recall,0.4394,0.4795,0.27354,0.04017,0.0
strat,v4,3,20,Water,recall,0.5587,0.6053,0.30506,0.04652,0.0
strat,v4,3,20,Agriculture,recall,0.475,0.4724,0.2992,-0.00256,0.0
strat,v4,3,20,Grass/Shrub,recall,0.2382,0.2635,0.26464,0.02525,0.0
strat,v4,3,20,Wetland,recall,0.1047,0.1014,0.18796,-0.00325,0.0
strat,v4,3,20,Beaver,recall,0.2051,0.1999,0.29337,-0.00512,0.0
strat,v4,3,20,Insect/Disease,recall,0.0384,0.0319,0.10346,-0.0065,0.0
strat,v4,3,20,Harvest,precision,0.0705,0.308,0.44637,0.23747,0.51
strat,v4,3,20,Development,precision,0.0044,0.0735,0.19163,0.06909,0.21
strat,v4,3,20,Forest,precision,0.7581,0.7234,0.18403,-0.03468,0.0
strat,v4,3,20,Urban,precision,0.0739,0.1261,0.1381,0.05216,0.0
strat,v4,3,20,Water,precision,0.4707,0.589,0.34958,0.11824,0.01
strat,v4,3,20,Agriculture,precision,0.7538,0.7329,0.29048,-0.02093,0.0
strat,v4,3,20,Grass/Shrub,precision,0.2427,0.3167,0.32941,0.07395,0.0
strat,v4,3,20,Wetland,precision,0.3566,0.2988,0.38824,-0.05776,0.14
strat,v4,3,20,Beaver,precision,0.0098,0.2993,0.37861,0.28948,0.37
strat,v4,3,20,Insect/Disease,precision,0.011,0.0843,0.23804,0.07331,0.34
strat,v4,3,20,Harvest,f1,0.0703,0.3526,0.25983,0.28229,0.8
strat,v4,3,20,Development,f1,0.0084,0.2217,0.26366,0.21328,0.73
strat,v4,3,20,Forest,f1,0.7059,0.6494,0.21435,-0.05653,0.0
strat,v4,3,20,Urban,f1,0.1265,0.1864,0.14758,0.05989,0.08
strat,v4,3,20,Water,f1,0.511,0.5809,0.27097,0.06994,0.06
strat,v4,3,20,Agriculture,f1,0.5828,0.5717,0.26801,-0.01101,0.05
strat,v4,3,20,Grass/Shrub,f1,0.2405,0.3728,0.22341,0.13233,0.31
strat,v4,3,20,Wetland,f1,0.1618,0.2741,0.26037,0.11227,0.53
strat,v4,3,20,Beaver,f1,0.0187,0.325,0.25977,0.3063,0.59
strat,v4,3,20,Insect/Disease,f1,0.0171,0.2596,0.21818,0.24252,0.88
simple,v4,3,50,Harvest,recall,0.0701,0.051,0.18047,-0.0191,0.44
simple,v4,3,50,Development,recall,0.1223,0.1071,0.28347,-0.01514,0.93
simple,v4,3,50,Forest,recall,0.6605,0.6749,0.07558,0.01438,0.0
simple,v4,3,50,Urban,recall,0.4394,0.3745,0.28245,-0.06484,0.03
simple,v4,3,50,Water,recall,0.5587,0.5773,0.23397,0.01853,0.0
simple,v4,3,50,Agriculture,recall,0.475,0.4609,0.14525,-0.01405,0.0
simple,v4,3,50,Grass/Shrub,recall,0.2382,0.2688,0.19795,0.03054,0.0
simple,v4,3,50,Wetland,recall,0.1047,0.1093,0.12445,0.00468,0.0
simple,v4,3,50,Beaver,recall,0.2051,0.0,0.0,-0.20506,0.96
simple,v4,3,50,Insect/Disease,recall,0.0384,0.0244,0.15617,-0.014,0.59
simple,v4,3,50,Harvest,precision,0.0705,0.037,0.16614,-0.0335,0.36
simple,v4,3,50,Development,precision,0.0044,0.0113,0.09832,0.0069,0.24
