source,change_class,cell_id,bracket,f1,ref_pixels_of_class,pred_pixels_of_class,present_via
spec_all,harvest,29781,2018_2020,0.0,0,958,prediction
spec_all,development,29781,2018_2020,0.0,0,899,prediction
spec_all,insect_disease,29781,2018_2020,0.0,0,22797,prediction
spec_all,beaver,29781,2018_2020,0.0,0,5772,prediction
v2,harvest,30392,2020_2022,0.5443,280,668,both
v2,development,30392,2020_2022,0.15625,38,26,both
v2,insect_disease,30392,2020_2022,0.0286,123,2674,both
v2,beaver,30392,2020_2022,0.0,0,11560,prediction
v3,harvest,30392,2020_2022,0.67747,280,399,both
v3,development,30392,2020_2022,0.0,38,0,reference
v3,insect_disease,30392,2020_2022,0.02385,123,1638,both
v3,beaver,30392,2020_2022,0.0,0,18608,prediction
v4,harvest,30392,2020_2022,0.30769,280,253,both
v4,development,30392,2020_2022,0.28889,38,52,both
v4,insect_disease,30392,2020_2022,0.00741,123,147,both
v4,beaver,30392,2020_2022,0.0,0,923,prediction
v5,harvest,30392,2020_2022,0.07403,280,3340,both
v5,development,30392,2020_2022,0.0,38,31,both
v5,insect_disease,30392,2020_2022,0.01467,123,9012,both
v5,beaver,30392,2020_2022,0.0,0,10599,prediction
v6,harvest,30392,2020_2022,0.00671,280,10148,both
v6,development,30392,2020_2022,0.0034,38,5850,both
v6,insect_disease,30392,2020_2022,0.00357,123,11081,both
v6,beaver,30392,2020_2022,0.0,0,10201,prediction
spec_all,harvest,30392,2020_2022,0.29457,280,365,both
spec_all,development,30392,2020_2022,0.0,38,2,both
spec_all,insect_disease,30392,2020_2022,0.01902,123,10076,both
spec_all,beaver,30392,2020_2022,0.0,0,2731,prediction
v2,harvest,30591,2018_2020,0.0,0,126,prediction
v2,development,30591,2018_2020,0.0,0,281,prediction
v2,insect_disease,30591,2018_2020,0.0,0,2,prediction
v2,beaver,30591,2018_2020,0.0,0,17,prediction
v3,harvest,30591,2018_2020,0.0,0,136,prediction
v3,development,30591,2018_2020,0.0,0,33,prediction
v4,harvest,30591,2018_2020,0.0,0,2216,prediction
v4,development,30591,2018_2020,0.0,0,1006,prediction
v4,insect_disease,30591,2018_2020,0.0,0,115,prediction
v4,beaver,30591,2018_2020,0.0,0,7,prediction
v5,harvest,30591,2018_2020,0.0,0,239,prediction
v5,development,30591,2018_2020,0.0,0,121,prediction
v5,insect_disease,30591,2018_2020,0.0,0,2,prediction
v5,beaver,30591,2018_2020,0.0,0,47,prediction
v6,harvest,30591,2018_2020,0.0,0,9383,prediction
v6,development,30591,2018_2020,0.0,0,22618,prediction
v6,insect_disease,30591,2018_2020,0.0,0,6150,prediction
v6,beaver,30591,2018_2020,0.0,0,6694,prediction
spec_all,harvest,30591,2018_2020,0.0,0,1020,prediction
spec_all,development,30591,2018_2020,0.0,0,720,prediction
spec_all,insect_disease,30591,2018_2020,0.0,0,344,prediction
spec_all,beaver,30591,2018_2020,0.0,0,32,prediction
v2,harvest,31320,2018_2020,0.34267,7084,1735,both
v2,insect_disease,31320,2018_2020,0.0,0,274,prediction
v2,beaver,31320,2018_2020,0.0,0,8527,prediction
v3,harvest,31320,2018_2020,0.21761,7084,1822,both
v3,insect_disease,31320,2018_2020,0.0,0,571,prediction
v3,beaver,31320,2018_2020,0.0,0,6954,prediction
v4,harvest,31320,2018_2020,0.39059,7084,2307,both
v4,development,31320,2018_2020,0.0,0,1257,prediction
v4,insect_disease,31320,2018_2020,0.0,0,2711,prediction
v4,beaver,31320,2018_2020,0.0,0,324,prediction
v5,harvest,31320,2018_2020,0.07325,7084,2609,both
v5,development,31320,2018_2020,0.0,0,1,prediction
v5,insect_disease,31320,2018_2020,0.0,0,280,prediction
v5,beaver,31320,2018_2020,0.0,0,35567,prediction
v6,harvest,31320,2018_2020,0.07988,7084,8914,both
v6,development,31320,2018_2020,0.0,0,5022,prediction
v6,insect_disease,31320,2018_2020,0.0,0,4660,prediction
v6,beaver,31320,2018_2020,0.0,0,5761,prediction
spec_all,harvest,31320,2018_2020,0.21655,7084,1385,both
spec_all,development,31320,2018_2020,0.0,0,846,prediction
spec_all,insect_disease,31320,2018_2020,0.0,0,2815,prediction
spec_all,beaver,31320,2018_2020,0.0,0,1401,prediction
v2,harvest,32460,2018_2020,0.0,0,357,prediction
v2,development,32460,2018_2020,0.0,0,481,prediction
v2,insect_disease,32460,2018_2020,0.01786,427,21,both
v2,beaver,32460,2018_2020,0.0,0,117,prediction
v3,harvest,32460,2018_2020,0.0,0,164,prediction
v3,development,32460,2018_2020,0.0,0,2,prediction
v3,insect_disease,32460,2018_2020,0.00465,427,3,both
v4,harvest,32460,2018_2020,0.0,0,2054,prediction
v4,development,32460,2018_2020,0.0,0,2397,prediction
v4,insect_disease,32460,2018_2020,0.15212,427,822,both
v4,beaver,32460,2018_2020,0.0,0,11,prediction
v5,harvest,32460,2018_2020,0.0,0,277,prediction
v5,development,32460,2018_2020,0.0,0,226,prediction
v5,insect_disease,32460,2018_2020,0.01822,427,12,both
v5,beaver,32460,2018_2020,0.0,0,269,prediction
v6,harvest,32460,2018_2020,0.0,0,10078,prediction
v6,development,32460,2018_2020,0.0,0,15654,prediction
v6,insect_disease,32460,2018_2020,0.0124,427,6993,both
v6,beaver,32460,2018_2020,0.0,0,6948,prediction
spec_all,harvest,32460,2018_2020,0.0,0,1767,prediction
spec_all,development,32460,2018_2020,0.0,0,446,prediction
spec_all,insect_disease,32460,2018_2020,0.06182,427,123,both
spec_all,beaver,32460,2018_2020,0.0,0,175,prediction
v2,harvest,32780,2020_2022,0.00376,85,2040,both
v2,development,32780,2020_2022,0.02673,226,223,both
v2,insect_disease,32780,2020_2022,0.0,0,3505,prediction
v2,beaver,32780,2020_2022,0.0,0,1617,prediction
v3,harvest,32780,2020_2022,0.00493,85,321,both
v3,development,32780,2020_2022,0.0,226,68,both
v3,insect_disease,32780,2020_2022,0.0,0,1540,prediction
v3,beaver,32780,2020_2022,0.0,0,3062,prediction
v4,harvest,32780,2020_2022,0.00493,85,321,both
v4,development,32780,2020_2022,0.09276,226,1003,both
v4,insect_disease,32780,2020_2022,0.0,0,1067,prediction
v4,beaver,32780,2020_2022,0.0,0,4812,prediction
v5,harvest,32780,2020_2022,0.00078,85,10143,both
v5,development,32780,2020_2022,0.00567,226,1186,both
v5,insect_disease,32780,2020_2022,0.0,0,8205,prediction
v5,beaver,32780,2020_2022,0.0,0,2322,prediction
v6,harvest,32780,2020_2022,0.00199,85,13012,both
v6,development,32780,2020_2022,0.01666,226,9380,both
v6,insect_disease,32780,2020_2022,0.0,0,19187,prediction
v6,beaver,32780,2020_2022,0.0,0,16001,prediction
spec_all,harvest,32780,2020_2022,0.0,0,71,prediction
spec_all,development,32780,2020_2022,0.12632,51,234,both
spec_all,insect_disease,32780,2020_2022,0.0,0,3747,prediction
spec_all,beaver,32780,2020_2022,0.0,0,240,prediction
v2,harvest,34023,2018_2020,0.04087,10301,319,both
v2,development,34023,2018_2020,0.0,0,1,prediction
v2,beaver,34023,2018_2020,0.00225,223,1556,both
v3,harvest,34023,2018_2020,0.0154,10301,739,both
v3,development,34023,2018_2020,0.0,0,43,prediction
v3,beaver,34023,2018_2020,0.0,223,1161,both
v4,harvest,34023,2018_2020,0.0996,10301,583,both
v4,development,34023,2018_2020,0.0,0,2119,prediction
v4,insect_disease,34023,2018_2020,0.0,0,2396,prediction
v4,beaver,34023,2018_2020,0.0,223,124,both
v5,harvest,34023,2018_2020,0.01817,10301,2904,both
v5,beaver,34023,2018_2020,0.00064,223,9224,both
v6,harvest,34023,2018_2020,0.12192,10301,3118,both
v6,development,34023,2018_2020,0.0,0,4106,prediction
v6,insect_disease,34023,2018_2020,0.0,0,1723,prediction
v6,beaver,34023,2018_2020,0.04569,223,1703,both
spec_all,harvest,34023,2018_2020,0.381,10301,2791,both
spec_all,development,34023,2018_2020,0.0,0,66,prediction
spec_all,insect_disease,34023,2018_2020,0.0,0,88,prediction
spec_all,beaver,34023,2018_2020,0.0,223,487,both
v2,harvest,35012,2018_2020,0.0,0,43,prediction
v2,development,35012,2018_2020,0.0,0,93,prediction
v2,insect_disease,35012,2018_2020,0.0,0,11,prediction
v2,beaver,35012,2018_2020,0.12827,983,1808,both
v3,harvest,35012,2018_2020,0.0,0,214,prediction
v3,insect_disease,35012,2018_2020,0.0,0,152,prediction
v3,beaver,35012,2018_2020,0.14339,983,635,both
v4,harvest,35012,2018_2020,0.0,0,28,prediction
v4,development,35012,2018_2020,0.0,0,475,prediction
v4,beaver,35012,2018_2020,0.0462,983,56,both
v5,harvest,35012,2018_2020,0.0,0,9533,prediction
v5,development,35012,2018_2020,0.0,0,13,prediction
v5,insect_disease,35012,2018_2020,0.0,0,33,prediction
v5,beaver,35012,2018_2020,0.07011,983,14507,both
v6,harvest,35012,2018_2020,0.0,0,5493,prediction
v6,development,35012,2018_2020,0.0,0,1136,prediction
v6,insect_disease,35012,2018_2020,0.0,0,2055,prediction
v6,beaver,35012,2018_2020,0.03224,983,2739,both
spec_all,harvest,35012,2018_2020,0.0,0,128,prediction
spec_all,development,35012,2018_2020,0.0,0,11,prediction
spec_all,insect_disease,35012,2018_2020,0.0,0,94,prediction
spec_all,beaver,35012,2018_2020,0.05847,983,180,both
v2,harvest,35493,2020_2022,0.0,0,2837,prediction
v2,development,35493,2020_2022,0.0,0,11,prediction
v2,insect_disease,35493,2020_2022,0.0,0,1780,prediction
v2,beaver,35493,2020_2022,0.0,0,648,prediction
v3,harvest,35493,2020_2022,0.0,0,2005,prediction
v3,development,35493,2020_2022,0.0,0,115,prediction
v3,insect_disease,35493,2020_2022,0.0,0,2652,prediction
v3,beaver,35493,2020_2022,0.0,0,1119,prediction
v4,harvest,35493,2020_2022,0.0,0,5,prediction
v4,insect_disease,35493,2020_2022,0.0,0,3877,prediction
v4,beaver,35493,2020_2022,0.0,0,127,prediction
v5,harvest,35493,2020_2022,0.0,0,5314,prediction
v5,development,35493,2020_2022,0.0,0,1561,prediction
v5,insect_disease,35493,2020_2022,0.0,0,5433,prediction
v5,beaver,35493,2020_2022,0.0,0,966,prediction
v6,harvest,35493,2020_2022,0.0,0,13978,prediction
v6,development,35493,2020_2022,0.0,0,9166,prediction
v6,insect_disease,35493,2020_2022,0.0,0,19108,prediction
v6,beaver,35493,2020_2022,0.0,0,12848,prediction
spec_all,harvest,35493,2020_2022,0.0,0,18,prediction
spec_all,development,35493,2020_2022,0.0,0,4,prediction
spec_all,insect_disease,35493,2020_2022,0.0,0,13211,prediction
spec_all,beaver,35493,2020_2022,0.0,0,292,prediction
v2,harvest,36361,2018_2020,0.0,250,25,both
v2,development,36361,2018_2020,0.0,0,413,prediction
v2,insect_disease,36361,2018_2020,0.07676,1484,21863,both
v2,beaver,36361,2018_2020,0.0,0,191,prediction
v3,harvest,36361,2018_2020,0.0,250,191,both
v3,insect_disease,36361,2018_2020,0.06103,1484,29978,both
v4,harvest,36361,2018_2020,0.02228,250,109,both
v4,development,36361,2018_2020,0.0,0,977,prediction
v4,insect_disease,36361,2018_2020,0.19628,1484,1960,both
v4,beaver,36361,2018_2020,0.0,0,5,prediction
v5,harvest,36361,2018_2020,0.0011,250,1566,both
v5,development,36361,2018_2020,0.0,0,383,prediction
v5,insect_disease,36361,2018_2020,0.05369,1484,33382,both
v5,beaver,36361,2018_2020,0.0,0,1307,prediction
v6,harvest,36361,2018_2020,0.00648,250,10555,both
v6,development,36361,2018_2020,0.0,0,7479,prediction
v6,insect_disease,36361,2018_2020,0.02589,1484,8171,both
v6,beaver,36361,2018_2020,0.0,0,8518,prediction
spec_all,harvest,36361,2018_2020,0.02114,250,223,both
spec_all,development,36361,2018_2020,0.0,0,37,prediction
spec_all,insect_disease,36361,2018_2020,0.10362,1484,16428,both
spec_all,beaver,36361,2018_2020,0.0,0,137,prediction
v2,harvest,36882,2018_2020,0.17951,2539,291,both
v2,development,36882,2018_2020,0.1044,145,832,both
v2,insect_disease,36882,2018_2020,0.0,0,12210,prediction
v2,beaver,36882,2018_2020,0.00694,154,134,both
v3,harvest,36882,2018_2020,0.07294,2539,916,both
v3,development,36882,2018_2020,0.0431,145,87,both
v3,insect_disease,36882,2018_2020,0.0,0,15330,prediction
v3,beaver,36882,2018_2020,0.0,154,0,reference
v4,harvest,36882,2018_2020,0.24302,2539,506,both
v4,development,36882,2018_2020,0.06242,145,2226,both
v4,insect_disease,36882,2018_2020,0.0,0,1016,prediction
v4,beaver,36882,2018_2020,0.03828,154,55,both
v5,harvest,36882,2018_2020,0.02349,2539,2655,both
v5,development,36882,2018_2020,0.01703,145,1499,both
v5,insect_disease,36882,2018_2020,0.0,0,15355,prediction
v5,beaver,36882,2018_2020,0.00265,154,1353,both
v6,harvest,36882,2018_2020,0.05396,2539,10619,both
v6,development,36882,2018_2020,0.00998,145,11484,both
v6,insect_disease,36882,2018_2020,0.0,0,8122,prediction
v6,beaver,36882,2018_2020,0.00524,154,8243,both
spec_all,harvest,36882,2018_2020,0.2185,2539,747,both
spec_all,development,36882,2018_2020,0.19277,145,187,both
spec_all,insect_disease,36882,2018_2020,0.0,0,6134,prediction
spec_all,beaver,36882,2018_2020,0.02428,154,917,both
v2,harvest,37243,2018_2020,0.0,5021,0,reference
v2,insect_disease,37243,2018_2020,0.0,0,998,prediction
v2,beaver,37243,2018_2020,0.0,0,2677,prediction
v3,harvest,37243,2018_2020,0.0,5021,34,both
v3,insect_disease,37243,2018_2020,0.0,0,1363,prediction
v3,beaver,37243,2018_2020,0.0,0,2330,prediction
v4,harvest,37243,2018_2020,0.00078,5021,80,both
v4,development,37243,2018_2020,0.0,0,51,prediction
v4,insect_disease,37243,2018_2020,0.0,0,17,prediction
v4,beaver,37243,2018_2020,0.0,0,308,prediction
v5,harvest,37243,2018_2020,0.05561,5021,1560,both
v5,insect_disease,37243,2018_2020,0.0,0,1711,prediction
v5,beaver,37243,2018_2020,0.0,0,9243,prediction
v6,harvest,37243,2018_2020,0.09633,5021,3512,both
v6,development,37243,2018_2020,0.0,0,1067,prediction
v6,insect_disease,37243,2018_2020,0.0,0,1955,prediction
v6,beaver,37243,2018_2020,0.0,0,1932,prediction
spec_all,harvest,37243,2018_2020,0.01821,5021,580,both
spec_all,development,37243,2018_2020,0.0,0,7,prediction
spec_all,insect_disease,37243,2018_2020,0.0,0,1195,prediction
spec_all,beaver,37243,2018_2020,0.0,0,101,prediction
v2,development,39193,2018_2020,0.0,0,122,prediction
v2,insect_disease,39193,2018_2020,0.0,0,9831,prediction
v3,harvest,39193,2018_2020,0.0,0,33,prediction
v3,development,39193,2018_2020,0.0,0,4,prediction
v3,insect_disease,39193,2018_2020,0.0,0,11182,prediction
v4,harvest,39193,2018_2020,0.0,0,210,prediction
v4,development,39193,2018_2020,0.0,0,376,prediction
v4,insect_disease,39193,2018_2020,0.0,0,1935,prediction
v5,harvest,39193,2018_2020,0.0,0,301,prediction
v5,development,39193,2018_2020,0.0,0,178,prediction
v5,insect_disease,39193,2018_2020,0.0,0,12108,prediction
v6,harvest,39193,2018_2020,0.0,0,12043,prediction
v6,development,39193,2018_2020,0.0,0,15910,prediction
v6,insect_disease,39193,2018_2020,0.0,0,11860,prediction
v6,beaver,39193,2018_2020,0.0,0,10408,prediction
spec_all,harvest,39193,2018_2020,0.0,0,1494,prediction
spec_all,development,39193,2018_2020,0.0,0,963,prediction
spec_all,insect_disease,39193,2018_2020,0.0,0,153,prediction
spec_all,beaver,39193,2018_2020,0.0,0,101,prediction
v2,harvest,39322,2020_2022,0.0,0,404,prediction
v2,development,39322,2020_2022,0.0,0,245,prediction
v2,insect_disease,39322,2020_2022,0.0,0,5717,prediction
v2,beaver,39322,2020_2022,0.0,0,1607,prediction
v3,harvest,39322,2020_2022,0.0,0,54,prediction
v3,development,39322,2020_2022,0.0,0,49,prediction
v3,insect_disease,39322,2020_2022,0.0,0,3158,prediction
v3,beaver,39322,2020_2022,0.0,0,4752,prediction
v4,harvest,39322,2020_2022,0.0,0,1186,prediction
v4,insect_disease,39322,2020_2022,0.0,0,8,prediction
v4,beaver,39322,2020_2022,0.0,0,243,prediction
v5,harvest,39322,2020_2022,0.0,0,6028,prediction
v5,development,39322,2020_2022,0.0,0,3975,prediction
v5,insect_disease,39322,2020_2022,0.0,0,11606,prediction
v5,beaver,39322,2020_2022,0.0,0,6020,prediction
v6,harvest,39322,2020_2022,0.0,0,11083,prediction
v6,development,39322,2020_2022,0.0,0,7114,prediction
v6,insect_disease,39322,2020_2022,0.0,0,13127,prediction
v6,beaver,39322,2020_2022,0.0,0,11357,prediction
spec_all,harvest,39322,2020_2022,0.0,0,3994,prediction
spec_all,development,39322,2020_2022,0.0,0,75,prediction
spec_all,insect_disease,39322,2020_2022,0.0,0,12013,prediction
spec_all,beaver,39322,2020_2022,0.0,0,1770,prediction
v2,harvest,39563,2020_2022,0.0,0,15,prediction
v2,insect_disease,39563,2020_2022,0.0,0,7609,prediction
v2,beaver,39563,2020_2022,0.0,0,3397,prediction
v3,harvest,39563,2020_2022,0.0,0,63,prediction
v3,insect_disease,39563,2020_2022,0.0,0,5367,prediction
v3,beaver,39563,2020_2022,0.0,0,1775,prediction
v4,harvest,39563,2020_2022,0.0,0,8,prediction
v4,development,39563,2020_2022,0.0,0,1,prediction
v4,insect_disease,39563,2020_2022,0.0,0,82,prediction
v4,beaver,39563,2020_2022,0.0,0,802,prediction
v5,harvest,39563,2020_2022,0.0,0,6032,prediction
v5,insect_disease,39563,2020_2022,0.0,0,14265,prediction
v5,beaver,39563,2020_2022,0.0,0,2343,prediction
v6,harvest,39563,2020_2022,0.0,0,10183,prediction
v6,development,39563,2020_2022,0.0,0,3349,prediction
v6,insect_disease,39563,2020_2022,0.0,0,5614,prediction
v6,beaver,39563,2020_2022,0.0,0,7280,prediction
spec_all,harvest,39563,2020_2022,0.0,0,7714,prediction
spec_all,insect_disease,39563,2020_2022,0.0,0,2269,prediction
spec_all,beaver,39563,2020_2022,0.0,0,238,prediction
v2,harvest,40091,2020_2022,0.0,0,181,prediction
v2,development,40091,2020_2022,0.0,19,3,both
v2,insect_disease,40091,2020_2022,0.0,0,42267,prediction
v2,beaver,40091,2020_2022,0.0,0,8969,prediction
v3,harvest,40091,2020_2022,0.0,0,57,prediction
v3,development,40091,2020_2022,0.0,19,0,reference
v3,insect_disease,40091,2020_2022,0.0,0,34094,prediction
v3,beaver,40091,2020_2022,0.0,0,7180,prediction
v4,harvest,40091,2020_2022,0.0,0,116,prediction
v4,development,40091,2020_2022,0.0,19,0,reference
v4,insect_disease,40091,2020_2022,0.0,0,42,prediction
v4,beaver,40091,2020_2022,0.0,0,1984,prediction
v5,harvest,40091,2020_2022,0.0,0,4094,prediction
v5,development,40091,2020_2022,0.0,19,5,both
v5,insect_disease,40091,2020_2022,0.0,0,60508,prediction
v5,beaver,40091,2020_2022,0.0,0,7452,prediction
v6,harvest,40091,2020_2022,0.0,0,13104,prediction
v6,development,40091,2020_2022,0.00051,19,7771,both
v6,insect_disease,40091,2020_2022,0.0,0,16176,prediction
v6,beaver,40091,2020_2022,0.0,0,13166,prediction
spec_all,harvest,40091,2020_2022,0.0,0,7222,prediction
spec_all,development,40091,2020_2022,0.0,19,453,both
spec_all,insect_disease,40091,2020_2022,0.0,0,19309,prediction
spec_all,beaver,40091,2020_2022,0.0,0,4864,prediction
v2,harvest,40890,2018_2020,0.0,0,284,prediction
v2,development,40890,2018_2020,0.0,0,426,prediction
v2,insect_disease,40890,2018_2020,0.0,0,204,prediction
v2,beaver,40890,2018_2020,0.0,0,19,prediction
v3,harvest,40890,2018_2020,0.0,0,276,prediction
v3,development,40890,2018_2020,0.0,0,851,prediction
v3,insect_disease,40890,2018_2020,0.0,0,235,prediction
v4,harvest,40890,2018_2020,0.0,0,2150,prediction
v4,development,40890,2018_2020,0.0,0,528,prediction
v4,insect_disease,40890,2018_2020,0.0,0,2025,prediction
v4,beaver,40890,2018_2020,0.0,0,29,prediction
v5,harvest,40890,2018_2020,0.0,0,208,prediction
v5,development,40890,2018_2020,0.0,0,2888,prediction
v5,insect_disease,40890,2018_2020,0.0,0,218,prediction
v5,beaver,40890,2018_2020,0.0,0,180,prediction
v6,harvest,40890,2018_2020,0.0,0,11420,prediction
v6,development,40890,2018_2020,0.0,0,16427,prediction
v6,insect_disease,40890,2018_2020,0.0,0,12044,prediction
v6,beaver,40890,2018_2020,0.0,0,10236,prediction
spec_all,harvest,40890,2018_2020,0.0,0,3445,prediction
spec_all,development,40890,2018_2020,0.0,0,30211,prediction
spec_all,insect_disease,40890,2018_2020,0.0,0,48,prediction
spec_all,beaver,40890,2018_2020,0.0,0,1,prediction
v2,harvest,41261,2020_2022,0.09749,1220,6063,both
v2,development,41261,2020_2022,0.0,0,1230,prediction
v2,insect_disease,41261,2020_2022,0.0044,124,38490,both
v2,beaver,41261,2020_2022,0.0,0,2368,prediction
v3,harvest,41261,2020_2022,0.15175,1220,3775,both
v3,development,41261,2020_2022,0.0,0,65,prediction
v3,insect_disease,41261,2020_2022,0.00592,124,19484,both
v3,beaver,41261,2020_2022,0.0,0,413,prediction
v4,harvest,41261,2020_2022,0.03696,1220,1864,both
v4,development,41261,2020_2022,0.0,0,1325,prediction
v4,insect_disease,41261,2020_2022,0.0071,124,1002,both
v4,beaver,41261,2020_2022,0.0,0,10778,prediction
v5,harvest,41261,2020_2022,0.04394,1220,12391,both
v5,development,41261,2020_2022,0.0,0,2180,prediction
v5,insect_disease,41261,2020_2022,0.00385,124,46617,both
v5,beaver,41261,2020_2022,0.0,0,222,prediction
v6,harvest,41261,2020_2022,0.00703,1220,14144,both
v6,development,41261,2020_2022,0.0,0,13431,prediction
v6,insect_disease,41261,2020_2022,0.00152,124,18289,both
v6,beaver,41261,2020_2022,0.0,0,14269,prediction
spec_all,harvest,41261,2020_2022,0.0058,1220,6027,both
spec_all,development,41261,2020_2022,0.0,0,1959,prediction
spec_all,insect_disease,41261,2020_2022,0.00078,124,7560,both
spec_all,beaver,41261,2020_2022,0.0,0,3896,prediction
v2,harvest,42180,2018_2020,0.21632,5650,1506,both
v2,development,42180,2018_2020,0.0,0,2390,prediction
v2,insect_disease,42180,2018_2020,0.28659,1810,1435,both
v2,beaver,42180,2018_2020,0.0,0,479,prediction
v3,harvest,42180,2018_2020,0.04511,5650,9292,both
v3,development,42180,2018_2020,0.0,0,2828,prediction
v3,insect_disease,42180,2018_2020,0.33702,1810,2166,both
v3,beaver,42180,2018_2020,0.0,0,786,prediction
v4,harvest,42180,2018_2020,0.03639,5650,285,both
v4,development,42180,2018_2020,0.0,0,5042,prediction
v4,insect_disease,42180,2018_2020,0.04547,1810,1841,both
v4,beaver,42180,2018_2020,0.0,0,54,prediction
v5,harvest,42180,2018_2020,0.05364,5650,16425,both
v5,development,42180,2018_2020,0.0,0,1726,prediction
v5,insect_disease,42180,2018_2020,0.26583,1810,1839,both
v5,beaver,42180,2018_2020,0.0,0,3021,prediction
v6,harvest,42180,2018_2020,0.09632,5650,9611,both
v6,development,42180,2018_2020,0.0,0,5232,prediction
v6,insect_disease,42180,2018_2020,0.01682,1810,6630,both
v6,beaver,42180,2018_2020,0.0,0,6572,prediction
spec_all,harvest,42180,2018_2020,0.16698,5650,12053,both
spec_all,development,42180,2018_2020,0.0,0,4110,prediction
spec_all,insect_disease,42180,2018_2020,0.2535,1810,7555,both
spec_all,beaver,42180,2018_2020,0.0,0,3548,prediction
v2,harvest,42291,2020_2022,0.0,0,1831,prediction
v2,development,42291,2020_2022,0.0,0,8,prediction
v2,insect_disease,42291,2020_2022,0.0,0,68087,prediction
v2,beaver,42291,2020_2022,0.0,0,10659,prediction
v3,harvest,42291,2020_2022,0.0,0,277,prediction
v3,development,42291,2020_2022,0.0,0,4,prediction
v3,insect_disease,42291,2020_2022,0.0,0,36623,prediction
v3,beaver,42291,2020_2022,0.0,0,10252,prediction
v4,harvest,42291,2020_2022,0.0,0,8,prediction
v4,development,42291,2020_2022,0.0,0,48,prediction
v4,insect_disease,42291,2020_2022,0.0,0,112,prediction
v4,beaver,42291,2020_2022,0.0,0,5785,prediction
v5,harvest,42291,2020_2022,0.0,0,7075,prediction
v5,development,42291,2020_2022,0.0,0,23,prediction
v5,insect_disease,42291,2020_2022,0.0,0,74854,prediction
v5,beaver,42291,2020_2022,0.0,0,7972,prediction
v6,harvest,42291,2020_2022,0.0,0,12935,prediction
v6,development,42291,2020_2022,0.0,0,9116,prediction
v6,insect_disease,42291,2020_2022,0.0,0,13432,prediction
v6,beaver,42291,2020_2022,0.0,0,11823,prediction
spec_all,harvest,42291,2020_2022,0.0,0,2187,prediction
spec_all,development,42291,2020_2022,0.0,0,499,prediction
spec_all,insect_disease,42291,2020_2022,0.0,0,1055,prediction
spec_all,beaver,42291,2020_2022,0.0,0,9634,prediction
v2,harvest,43442,2018_2020,0.0,0,20,prediction
v2,development,43442,2018_2020,0.08234,796,710,both
v2,insect_disease,43442,2018_2020,0.0,0,123,prediction
v3,harvest,43442,2018_2020,0.0,0,155,prediction
v3,development,43442,2018_2020,0.0,796,775,both
v3,insect_disease,43442,2018_2020,0.0,0,928,prediction
v4,harvest,43442,2018_2020,0.0,0,216,prediction
v4,development,43442,2018_2020,0.11254,796,2243,both
v4,insect_disease,43442,2018_2020,0.0,0,1004,prediction
v4,beaver,43442,2018_2020,0.0,0,29,prediction
v5,harvest,43442,2018_2020,0.0,0,281,prediction
v5,development,43442,2018_2020,0.01693,796,4638,both
v5,insect_disease,43442,2018_2020,0.0,0,473,prediction
v6,harvest,43442,2018_2020,0.0,0,10945,prediction
v6,development,43442,2018_2020,0.01887,796,18598,both
v6,insect_disease,43442,2018_2020,0.0,0,9754,prediction
v6,beaver,43442,2018_2020,0.0,0,9342,prediction
spec_all,harvest,43442,2018_2020,0.0,0,3187,prediction
spec_all,development,43442,2018_2020,0.02029,796,6302,both
spec_all,insect_disease,43442,2018_2020,0.0,0,890,prediction
spec_all,beaver,43442,2018_2020,0.0,0,1,prediction
v2,harvest,43520,2018_2020,0.04515,10030,335,both
v2,insect_disease,43520,2018_2020,0.0,0,773,prediction
v2,beaver,43520,2018_2020,0.0,0,146,prediction
v3,harvest,43520,2018_2020,0.28144,10030,5355,both
v3,development,43520,2018_2020,0.0,0,7,prediction
v3,insect_disease,43520,2018_2020,0.0,0,1920,prediction
v3,beaver,43520,2018_2020,0.0,0,153,prediction
v4,harvest,43520,2018_2020,0.01444,10030,80,both
v4,development,43520,2018_2020,0.0,0,30,prediction
v4,insect_disease,43520,2018_2020,0.0,0,245,prediction
v4,beaver,43520,2018_2020,0.0,0,177,prediction
v5,harvest,43520,2018_2020,0.27884,10030,24836,both
v5,insect_disease,43520,2018_2020,0.0,0,1653,prediction
v5,beaver,43520,2018_2020,0.0,0,678,prediction
v6,harvest,43520,2018_2020,0.12764,10030,2129,both
v6,development,43520,2018_2020,0.0,0,501,prediction
v6,insect_disease,43520,2018_2020,0.0,0,1255,prediction
v6,beaver,43520,2018_2020,0.0,0,1094,prediction
spec_all,harvest,43520,2018_2020,0.00239,10030,27,both
spec_all,insect_disease,43520,2018_2020,0.0,0,50,prediction
spec_all,beaver,43520,2018_2020,0.0,0,404,prediction
v2,harvest,44751,2018_2020,0.0,0,213,prediction
v2,development,44751,2018_2020,0.0,487,418,both
v2,insect_disease,44751,2018_2020,0.0,0,5478,prediction
v2,beaver,44751,2018_2020,0.0,0,9,prediction
v3,harvest,44751,2018_2020,0.0,0,300,prediction
v3,development,44751,2018_2020,0.0,487,133,both
v3,insect_disease,44751,2018_2020,0.0,0,11021,prediction
v3,beaver,44751,2018_2020,0.0,0,6,prediction
v4,harvest,44751,2018_2020,0.0,0,1105,prediction
v4,development,44751,2018_2020,0.07059,487,703,both
v4,insect_disease,44751,2018_2020,0.0,0,2718,prediction
